,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Period,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,25991.0,40834.0,43161.0,55783.0,62780.0,56618.0,59606.0,79294.0,87601.0,94373.0,110322.0,108792.0,109693.0,119689.0,123849.0,121339.0,68716.0
Techniczny koszt wytworzenia produkcji sprzedanej,15396.0,28450.0,35596.0,42564.0,47630.0,48133.0,50341.0,69195.0,78702.0,86937.0,98422.0,98288.0,102442.0,104097.0,108002.0,103783.0,55848.0
Koszty sprzedaży,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,7897.0,8370.0,7527.0,8744.0,9217.0,12272.0,9532.0,7870.0,7498.0,7421.0,7795.0,8286.0,9512.0,8876.0,10073.0,11291.0,6315.0
Zysk ze sprzedaży,2561.0,4014.0,38.0,4475.0,5933.0,-3787.0,-267.0,2229.0,1401.0,15.0,4105.0,2218.0,-2261.0,6716.0,5774.0,6265.0,6553.0
Pozostałe przychody operacyjne,-222.0,-735.0,107.0,486.0,34.0,4183.0,-927.0,-1781.0,589.0,720.0,952.0,830.0,842.0,1299.0,526.0,146.0,-155.0
Pozostałe koszty operacyjne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk operacyjny (EBIT),2339.0,3279.0,145.0,4961.0,5967.0,396.0,-1194.0,448.0,1990.0,735.0,5057.0,3048.0,-1419.0,8015.0,6300.0,6411.0,6398.0
Przychody finansowe,-89.0,89.0,51.0,188.0,480.0,-256.0,-407.0,6018.0,145.0,-151.0,-441.0,-240.0,-468.0,-1015.0,-518.0,321.0,148.0
Koszty finansowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe przychody (koszty),0.0,0.0,-67.0,0.0,-9.0,21.0,-79.0,0.0,0.0,0.0,33.0,-53.0,-3.0,-3.0,0.0,21655.0,9088.0
Zysk z działalności gospodarczej,2250.0,3368.0,129.0,5149.0,6438.0,161.0,-1680.0,6466.0,2135.0,584.0,4649.0,2755.0,-1890.0,6997.0,5782.0,28387.0,15634.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,2250.0,3368.0,129.0,5149.0,6438.0,161.0,-1680.0,6466.0,2135.0,584.0,4649.0,2755.0,-1890.0,6997.0,5782.0,28387.0,15634.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-211.0,938.0,1432.0
Zysk netto,1647.0,2669.0,82.0,4270.0,5057.0,172.0,-1169.0,4801.0,1572.0,417.0,3787.0,2325.0,-1830.0,4854.0,4491.0,25068.0,14049.0
Zysk netto akcjonariuszy jednostki dominującej,1594.0,2559.0,22.0,4080.0,4813.0,172.0,-1169.0,4801.0,1572.0,417.0,3787.0,2325.0,-1830.0,4033.0,3746.0,24237.0,12943.0
Aktywa trwałe,2978.0,6045.0,6166.0,7993.0,12053.0,22472.0,23690.0,22004.0,20875.0,22136.0,18903.0,20648.0,27035.0,23077.0,8666.0,9279.0,6214.0
Wartości niematerialne i prawne,357.0,1701.0,1674.0,2811.0,6175.0,7785.0,8781.0,11321.0,10825.0,9918.0,8970.0,10068.0,8549.0,8896.0,2537.0,1222.0,1662.0
Rzeczowe składniki majątku trwałego,2143.0,3386.0,2641.0,3042.0,3306.0,7788.0,6655.0,6148.0,5297.0,6506.0,5877.0,6864.0,13046.0,9432.0,3508.0,4412.0,1687.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0
Inwestycje długoterminowe,0.0,205.0,174.0,380.0,1103.0,3817.0,3979.0,253.0,25.0,25.0,59.0,0.0,0.0,0.0,0.0,2012.0,1210.0
Pozostałe aktywa trwałe,478.0,753.0,1677.0,1760.0,1469.0,3082.0,4275.0,4282.0,4728.0,5687.0,3997.0,3716.0,5440.0,4749.0,2621.0,1633.0,1012.0
Aktywa obrotowe,9934.0,19285.0,23190.0,24775.0,24861.0,26989.0,24141.0,31894.0,31635.0,34529.0,38961.0,35741.0,34017.0,39394.0,50973.0,51597.0,49288.0
Zapasy,144.0,308.0,955.0,9.0,8.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Należności krótkoterminowe,8042.0,12788.0,16491.0,17608.0,20493.0,22638.0,21310.0,26184.0,27076.0,27338.0,35418.0,32287.0,29098.0,29274.0,26951.0,18425.0,23907.0
Inwestycje krótkoterminowe,1553.0,4625.0,4503.0,6485.0,3887.0,3344.0,2733.0,5346.0,3854.0,6743.0,3140.0,2836.0,4135.0,9647.0,10129.0,13183.0,25140.0
Środki pieniężne i inne aktywa pieniężne,1522.0,4467.0,2793.0,2320.0,1401.0,1525.0,2570.0,5161.0,3854.0,6628.0,3091.0,2804.0,4108.0,9635.0,10129.0,13183.0,25098.0
Pozostałe aktywa obrotowe,195.0,1564.0,841.0,673.0,473.0,979.0,93.0,364.0,705.0,448.0,403.0,618.0,784.0,473.0,416.0,331.0,241.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13477.0,19658.0,0.0
Aktywa razem,12912.0,25330.0,29356.0,32768.0,36914.0,49461.0,47831.0,53898.0,52510.0,56665.0,57864.0,56389.0,61052.0,62471.0,59639.0,60876.0,55502.0
Kapitał własny akcjonariuszy jednostki dominującej,5031.0,15248.0,15261.0,18680.0,19121.0,25009.0,23840.0,28424.0,27511.0,25443.0,26746.0,25982.0,21945.0,26119.0,28607.0,33813.0,36922.0
Kapitał (fundusz) podstawowy,1700.0,2030.0,2030.0,2026.0,2026.0,2485.0,2485.0,2485.0,2485.0,2485.0,2485.0,2485.0,2485.0,2319.0,2318.0,2468.0,2459.0
Udziały (akcje) własne,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-631.0,-1123.0,-20.0,0.0,-231.0,0.0
