,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,,29.26,9.46,-8.87,7.19,19.01,-0.1,5.03,6.69,-9.78,-10.43,10.35,5.55,-2.98,-5.34,13.78,8.27,21.21,26.33,74.62
Techniczny koszt wytworzenia produkcji sprzedanej,,25.76,11.98,-10.17,5.89,3.05,5.44,7.37,13.25,-8.14,-4.25,-0.44,2.98,0.74,11.81,2.84,10.57,20.32,19.62,40.57
Koszty sprzedaży,,32.4,-1.04,6.16,7.12,-1.56,-68.91,161.29,-19.03,-13.9,-54.1,-6.94,-3.3,11.47,-40.36,1028.96,21.3,20.1,95.59,899.98
Koszty ogólnego zarządu,,20.39,8.26,7.13,-3.84,2.65,-16.96,-7.66,-2.78,-17.09,-44.77,-52.25,5.03,9.83,-15.39,-10.36,1079.85,-1.91,-3.68,19.45
Zysk ze sprzedaży,,77.57,-10.44,-5.64,27.35,167.43,-11.68,-5.34,-19.93,-18.58,-45.47,159.97,18.14,-19.32,-94.42,964.45,-78.91,143.63,196.52,106.77
Pozostałe przychody operacyjne,,-35.13,40.8,63.12,-46.52,-18.09,-76.05,56.95,5.5,300.3,8.09,-50.15,-23.64,-13.04,-35.02,101.21,870.4,-85.74,-10.42,-13.63
Pozostałe koszty operacyjne,,-18.12,-57.93,32.5,11.41,-15.72,-1.04,-42.54,153.83,181.77,-17.6,-60.13,-55.83,-5.68,-32.01,41.21,99.81,-73.2,2.13,86.45
Zysk operacyjny (EBIT),,60.79,20.49,13.03,-6.39,146.17,-18.23,-1.1,-25.77,-26.39,-42.21,193.05,21.2,-19.41,-92.84,779.54,51.03,-57.47,140.66,92.83
Przychody finansowe,,1.6,-54.09,47.2,50.64,-40.53,-0.91,16.94,-29.27,132.22,-73.13,-48.48,40.17,99.94,41.55,21.25,-25.78,17.17,290.59,15.79
Koszty finansowe,,-16.74,-14.37,-16.92,23.1,-12.71,-10.06,28.25,-23.57,-23.89,-22.7,-6.27,-0.68,-46.82,-18.73,49.28,-12.04,-54.31,125.87,305.39
Pozostałe przychody (koszty),,,,102.86,-100.4,100.0,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,203.15,6.68,51.77,-8.95,174.83,-18.57,-4.34,-26.39,-17.7,-50.78,228.1,23.24,-15.71,-90.82,604.5,48.21,-53.87,160.45,69.72
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,203.15,6.68,51.77,-8.95,174.83,-18.57,-4.34,-26.39,-17.7,-50.78,228.1,23.24,-15.71,-90.82,604.5,48.21,-53.87,160.45,69.72
Zysk (strata) netto z działalności zaniechanej,,,,,,,,-798.48,78.88,100.0,,-100.0,,,,,,,,
Zysk netto,,215.14,3.74,63.07,-11.36,178.41,-16.79,-12.2,-23.22,-15.03,-37.31,153.38,24.83,-16.39,-91.48,643.81,50.25,-54.91,167.64,68.91
Zysk netto akcjonariuszy jednostki dominującej,,110.9,26.99,56.7,13.37,117.0,-16.38,-7.74,-26.86,-15.08,-37.25,154.32,25.02,-16.3,-90.91,602.72,47.85,-54.61,165.82,71.0
Aktywa trwałe,,-1.75,-0.93,0.4,4.92,9.92,6.91,3.01,3.8,1.15,12.12,7.77,1.54,-3.35,0.6,5.23,1.07,7.79,18.8,18.39
Wartości niematerialne i prawne,,104.8,-11.97,26.25,-1.63,6.06,-6.58,4.7,11.2,-21.71,-4.22,-4.34,-4.3,1.55,-0.35,-0.38,-0.03,-0.33,-0.33,0.73
Rzeczowe składniki majątku trwałego,,-4.03,1.18,-1.78,6.74,9.83,8.22,3.91,3.75,1.31,13.04,7.52,0.92,-4.03,-1.24,5.49,0.11,2.96,23.99,21.46
Należności długoterminowe,,-100.0,,285.77,-24.58,6.87,0.02,-28.0,52.39,-39.34,45.12,53.69,-10.96,6.33,11.17,10.55,-50.9,-5.69,-5.62,-20.46
Inwestycje długoterminowe,,-48.23,103.8,7.69,-7.73,28.61,-11.55,-28.22,-18.42,54.21,3.63,-1.32,-3.13,-2.97,-2.06,-45.34,-3.77,-5.9,23.89,-2.66
Pozostałe aktywa trwałe,,36.53,-81.79,39.99,-72.77,-70.47,-6.25,33.85,-22.7,542.75,-55.74,414.02,133.19,27.36,85.71,23.88,29.46,91.57,-21.8,-15.31
Aktywa obrotowe,,21.18,-2.01,-9.48,24.25,48.98,-7.96,-2.86,-16.74,15.43,-7.06,13.1,0.6,19.73,8.21,17.02,32.66,20.7,-4.11,64.7
Zapasy,,-3.31,1.48,1.72,61.3,37.89,-10.83,7.13,8.04,-27.98,45.88,-21.43,-28.56,-0.74,17.35,5.63,45.7,57.34,-6.92,22.72
Należności krótkoterminowe,,3.57,27.58,-13.86,11.86,40.29,-8.85,9.99,14.35,-19.56,20.01,0.65,-17.45,-19.3,20.55,-8.94,400.1,6.49,-11.19,87.07
Inwestycje krótkoterminowe,,61.93,-24.47,-11.19,11.97,73.97,-4.45,-45.57,-87.84,1326.37,-75.52,217.12,65.23,63.26,0.95,33.89,-97.03,375.74,99.42,18.2
Środki pieniężne i inne aktywa pieniężne,,61.88,-24.47,-13.86,10.87,79.76,-4.11,-45.2,-88.54,1337.11,-74.24,217.19,65.24,63.26,-94.6,-14.48,-13.04,53.55,-76.09,563.0
Pozostałe aktywa obrotowe,,80.97,-79.81,5.97,33.8,-10.47,-9.9,-100.0,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,-100.0,,,,,-100.0,,,,-53.4,-29.02,-100.0,,,,,
Aktywa razem,,2.81,-1.19,-1.89,9.07,19.47,2.38,1.4,-1.59,4.32,7.41,8.9,1.33,1.71,2.56,8.44,10.35,12.35,10.1,33.69
Kapitał własny akcjonariuszy jednostki dominującej,,5.16,10.17,5.69,3.71,17.87,9.14,6.85,2.28,6.96,4.2,10.1,4.65,5.02,-2.58,6.38,7.88,3.58,8.23,13.51
Kapitał (fundusz) podstawowy,,0.0,238.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,6.65,14.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,-72.05,41.05,-2.58,19.29,-28.07,7.41,-72.71,15.28,4.75,-40.22,-8.42,4.04,36.12,-25.79,35.17,47.81,9.41,35.71,-100.0
Zobowiązania długoterminowe,,-3.91,-10.9,-4.89,-3.89,12.01,-4.85,-14.14,-28.41,47.76,40.71,1.54,-1.48,3.63,19.43,5.57,-6.09,3.43,-10.35,59.6
Z tytułu dostaw i usług,,-27.35,253.28,-12.29,25.48,20.66,-20.54,16.47,10.19,4.99,13.82,-9.35,7.32,-21.72,7.0,20.32,30.12,80.58,-13.72,201.4
Kredyty i pożyczki,,-20.37,24.76,-45.15,157.87,59.71,6.02,2.6,11.84,-48.63,-66.92,111.86,-73.19,-0.12,-0.12,-100.0,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,362.46,-99.94,10.53,614.29,212.22,1.57,-69.24,2077.68,-95.5,-86.51,174.14,-26.42,96.58,-19.57,1141.62,1.78,-0.13,221.88,22.14
Inne zobowiązania długoterminowe,,20.88,-26.61,5.0,29.11,56.61,9.29,12.96,14.14,42.83,14.03,12.42,3.49,9.09,25.01,-2.86,-6.53,3.8,-19.11,9.02
Zobowiązania krótkoterminowe,,27.45,-12.96,-19.09,56.16,36.51,-5.24,6.95,11.16,-25.79,-17.37,17.64,-7.51,-16.96,-3.44,27.64,57.76,53.02,32.08,56.45
Inne zobowiązania krótkoterminowe,,35.76,-67.87,46.25,2.59,9.65,-1.82,2.67,-11.44,12.09,9.09,47.47,44.85,-11.6,-23.77,93.64,103.54,25.02,99.08,-36.98
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,2.81,-1.19,-1.89,9.07,19.47,2.38,1.4,-1.59,4.32,7.41,8.9,1.33,1.71,2.56,8.44,10.35,12.35,10.1,33.69
Przepływy pieniężne z działalności operacyjnej,,68.82,12.73,1.96,-14.75,67.67,9.73,-27.36,11.49,70.94,-70.49,195.72,26.24,-23.0,-42.17,59.2,-49.29,112.58,29.67,43.79
Amortyzacja,,41.56,3.08,-4.72,5.14,-13.34,5.73,8.38,6.02,14.03,5.08,12.02,8.47,-2.82,1.08,-0.29,12.76,14.96,9.17,3.28
Przepływy pieniężne z działalności inwestycyjnej,,81.02,-269.14,37.42,-62.28,-42.06,-7.72,17.07,16.62,-4.17,-104.45,-3.78,43.34,52.46,-60.68,-32.54,1.65,-98.64,-95.63,-45.71
CAPEX (niematerialne i rzeczowe),,-73.1,89.69,-4.62,70.67,31.42,5.22,-17.62,-9.9,3.76,94.96,-2.96,-43.45,-47.05,45.56,31.23,-0.35,95.4,70.09,-267.27
Przepływy pieniężne z działalności finansowej,,-165.89,-29.45,-32.38,82.95,96.79,-15478.62,-26.76,-43.03,42.01,140.92,-17.46,-606.07,35.45,44.76,57.98,120.33,-72.56,12219.2,212.43
Emisja akcji,,,,,,,,,,,,,,,,,,,,
Dywidenda,,32.73,9.8,131.08,11.72,-0.82,72.76,0.29,25.67,-100.0,,,,4.42,-58.79,-100.0,,,,-100.0
