,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Period,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,103496.0,353114.0,421433.0,304188.0,369464.0,457395.0,504970.0,504631.0,429930.0,278080.0,256114.0,260047.0,267516.0,242492.0,177573.0,214728.0,270452.0,254780.0
Techniczny koszt wytworzenia produkcji sprzedanej,59464.0,199349.0,248546.0,171977.0,222300.0,252641.0,332289.0,326862.0,273836.0,148032.0,116497.0,126941.0,118654.0,116223.0,70468.0,97857.0,125610.0,108065.0
Koszty sprzedaży,14467.0,48980.0,69925.0,47458.0,39548.0,47684.0,59414.0,71332.0,66752.0,39896.0,41555.0,50389.0,51441.0,49884.0,39447.0,39431.0,52260.0,45967.0
Koszty ogólnego zarządu,10291.0,39044.0,52334.0,41649.0,32261.0,28338.0,32305.0,29470.0,31554.0,26264.0,21439.0,20592.0,18400.0,19512.0,17439.0,16351.0,20593.0,19570.0
Zysk ze sprzedaży,19275.0,65740.0,50628.0,43103.0,75357.0,128732.0,80963.0,76968.0,57788.0,63888.0,76624.0,62126.0,79021.0,56872.0,50218.0,61089.0,71990.0,81177.0
Pozostałe przychody operacyjne,3130.0,24218.0,7590.0,3549.0,4535.0,4214.0,6361.0,1456.0,1939.0,1526.0,1535.0,1347.0,1208.0,1278.0,1551.0,1867.0,2462.0,1244.0
Pozostałe koszty operacyjne,3061.0,16345.0,44444.0,30783.0,9960.0,9783.0,7514.0,9099.0,6973.0,5220.0,4973.0,5297.0,3965.0,4016.0,3110.0,3141.0,5675.0,4274.0
Zysk operacyjny (EBIT),19344.0,73614.0,13773.0,15870.0,69931.0,123162.0,79810.0,69325.0,52754.0,60194.0,73186.0,58176.0,76265.0,54134.0,48658.0,59815.0,68777.0,78147.0
Przychody finansowe,161.0,4130.0,2312.0,2510.0,3976.0,3635.0,1942.0,4732.0,2996.0,7441.0,659.0,5093.0,262.0,13018.0,-28483.0,7198.0,5239.0,-14544.0
Koszty finansowe,337.0,831.0,17779.0,2165.0,297.0,128.0,-2392.0,1140.0,2941.0,0.0,0.0,0.0,0.0,2513.0,1975.0,1987.0,2125.0,404.0
Pozostałe przychody (koszty),797.0,226.0,467.0,3911.0,3045.0,77793.0,139.0,21.0,17.0,1257.0,-22536.0,734.0,-12221.0,34.0,5.0,0.0,5.0,104.0
Zysk z działalności gospodarczej,19964.0,77138.0,-1227.0,20126.0,76656.0,204463.0,84282.0,72937.0,52827.0,68891.0,51310.0,64002.0,64307.0,64674.0,18205.0,65026.0,71896.0,63303.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,-38188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,19964.0,77138.0,-1227.0,20126.0,76656.0,166275.0,84282.0,72937.0,52827.0,68891.0,51310.0,64002.0,64307.0,64674.0,18205.0,65026.0,71896.0,63303.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,-2099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,15225.0,55861.0,-26733.0,5715.0,59658.0,113198.0,61053.0,49211.0,45112.0,45257.0,34932.0,47519.0,49558.0,47478.0,11772.0,45644.0,58830.0,48293.0
Zysk netto akcjonariuszy jednostki dominującej,11019.0,42791.0,-31723.0,-678.0,48474.0,94966.0,57852.0,45391.0,38774.0,41290.0,36600.0,45521.0,46423.0,45408.0,10296.0,41537.0,55322.0,43163.0
Aktywa trwałe,47266.0,70379.0,98773.0,61212.0,59844.0,73337.0,81739.0,89368.0,86670.0,54398.0,59582.0,46597.0,45580.0,81704.0,58419.0,61733.0,64167.0,55902.0
Wartości niematerialne i prawne,4053.0,6405.0,4289.0,2342.0,2115.0,746.0,1811.0,2982.0,2928.0,1888.0,1287.0,905.0,1122.0,1801.0,1726.0,2461.0,2744.0,2517.0
Rzeczowe składniki majątku trwałego,42185.0,56442.0,78274.0,44171.0,45330.0,62736.0,69667.0,75301.0,70371.0,44145.0,47182.0,35474.0,31794.0,69209.0,44722.0,45861.0,43372.0,37541.0
Należności długoterminowe,575.0,136.0,6947.0,2605.0,127.0,62.0,4.0,0.0,1027.0,0.0,93.0,1064.0,1256.0,1422.0,1149.0,1205.0,1412.0,1270.0
Inwestycje długoterminowe,452.0,7397.0,9263.0,7333.0,7030.0,8189.0,6615.0,9178.0,10490.0,6405.0,4911.0,5401.0,5246.0,1716.0,6059.0,6568.0,6481.0,5205.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,4761.0,5243.0,1603.0,3643.0,1908.0,1854.0,1960.0,6110.0,3754.0,6162.0,7555.0,4762.0,5639.0,10158.0,9370.0
Aktywa obrotowe,151593.0,179061.0,223495.0,162077.0,197912.0,229148.0,228314.0,228428.0,200349.0,174168.0,188803.0,173960.0,150087.0,115503.0,136584.0,185498.0,235944.0,258249.0
Zapasy,56380.0,77271.0,115843.0,69917.0,62541.0,95372.0,100562.0,103153.0,112789.0,65925.0,71611.0,74075.0,75874.0,82440.0,85498.0,96155.0,104416.0,104091.0
Należności krótkoterminowe,29971.0,48697.0,72629.0,47265.0,49131.0,53258.0,60285.0,44981.0,30838.0,17583.0,18523.0,11328.0,15686.0,11115.0,9636.0,10694.0,9450.0,10861.0
Inwestycje krótkoterminowe,49085.0,41261.0,21901.0,40416.0,85020.0,79317.0,66474.0,79481.0,56723.0,90659.0,98668.0,88557.0,58527.0,21948.0,41450.0,78641.0,121511.0,142954.0
Środki pieniężne i inne aktywa pieniężne,49085.0,41261.0,21901.0,40416.0,85020.0,79317.0,66474.0,79481.0,56723.0,90659.0,98668.0,88548.0,58493.0,21940.0,41441.0,78641.0,121511.0,142954.0
Pozostałe aktywa obrotowe,16156.0,11831.0,13122.0,2502.0,1141.0,1188.0,993.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,567.0,343.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,1976.0,79.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,198858.0,249440.0,322268.0,223289.0,257756.0,302485.0,310053.0,317796.0,287019.0,228566.0,248385.0,220557.0,195667.0,197207.0,195003.0,247232.0,300111.0,314152.0
Kapitał własny akcjonariuszy jednostki dominującej,110634.0,167981.0,170997.0,128620.0,166499.0,185360.0,210133.0,219155.0,199373.0,173004.0,192010.0,170898.0,118087.0,112101.0,113081.0,157060.0,210042.0,235314.0
Kapitał (fundusz) podstawowy,92914.0,91574.0,106667.0,105026.0,100247.0,69785.0,64450.0,49020.0,49869.0,48581.0,49106.0,45046.0,46440.0,15331.0,16613.0,16558.0,16884.0,15653.0
Udziały (akcje) własne,0.0,0.0,-1878.0,-1849.0,-1232.0,-1360.0,-82.0,-929.0,-2493.0,-2467.0,-4415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,20325.0,51359.0,59824.0,58903.0,55959.0,62144.0,56507.0,57323.0,55691.0,50772.0,47722.0,35732.0,36838.0,21152.0,22922.0,22845.0,23295.0,21597.0
Udziały niekontrolujące,44028.0,31206.0,37860.0,35745.0,43460.0,44985.0,41099.0,41518.0,30868.0,14400.0,17497.0,12388.0,13541.0,14594.0,15293.0,17078.0,19613.0,11927.0
Zobowiązania długoterminowe,2421.0,1093.0,5291.0,1446.0,0.0,8485.0,8839.0,8099.0,1206.0,55.0,164.0,259.0,292.0,27288.0,26115.0,30006.0,24017.0,22188.0
Z tytułu dostaw i usług,21432.0,28133.0,44787.0,32557.0,30419.0,32291.0,45669.0,44943.0,41357.0,32417.0,30499.0,33471.0,60901.0,29379.0,25764.0,29914.0,27375.0,32075.0
Kredyty i pożyczki,7321.0,5674.0,31001.0,6351.0,143.0,88.0,192.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,1846.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10059.0,9788.0,10086.0,11129.0,9400.0
Inne zobowiązania długoterminowe,84.0,161.0,438.0,382.0,0.0,8485.0,8839.0,8099.0,1206.0,55.0,164.0,259.0,292.0,319.0,2547.0,8265.0,5065.0,3400.0
Zobowiązania krótkoterminowe,41775.0,49159.0,108119.0,57478.0,47797.0,63655.0,49982.0,49024.0,55572.0,41106.0,38714.0,37013.0,63748.0,43224.0,40513.0,43087.0,46439.0,44724.0
Inne zobowiązania krótkoterminowe,13022.0,15352.0,32332.0,18569.0,17235.0,31275.0,4121.0,3753.0,14215.0,8689.0,8215.0,3541.0,2847.0,3786.0,3115.0,3086.0,7935.0,3248.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,198858.0,249440.0,322268.0,223289.0,257756.0,302485.0,310053.0,317796.0,287019.0,228566.0,248385.0,220557.0,195667.0,197207.0,195003.0,247232.0,300111.0,314152.0
Przepływy pieniężne z działalności operacyjnej,-7444.0,-4356.0,-23474.0,48288.0,66747.0,124024.0,20061.0,77188.0,56923.0,69927.0,56658.0,38281.0,48332.0,64244.0,29332.0,59774.0,65949.0,50885.0
Amortyzacja,2854.0,7189.0,11937.0,9942.0,6958.0,7928.0,10425.0,10733.0,12979.0,10632.0,8348.0,7453.0,6790.0,18277.0,16461.0,14888.0,16968.0,13683.0
Przepływy pieniężne z działalności inwestycyjnej,56506.0,-32915.0,-26399.0,-4219.0,-5121.0,-15856.0,-11193.0,-13653.0,-656.0,-2092.0,-3694.0,-3212.0,-2619.0,-5677.0,-1343.0,-1366.0,-2190.0,-2804.0
CAPEX (niematerialne i rzeczowe),6662.0,29032.0,22272.0,6392.0,9580.0,18899.0,13969.0,17128.0,2510.0,2344.0,4397.0,5606.0,2808.0,6111.0,1841.0,2111.0,2617.0,5552.0
Przepływy pieniężne z działalności finansowej,-670.0,32639.0,23712.0,-19949.0,-16633.0,-58580.0,-51536.0,-35732.0,-69343.0,-31612.0,-48956.0,-40137.0,-79004.0,-94258.0,-11998.0,-20247.0,-17540.0,-16031.0
Emisja akcji,0.0,36816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,681.0,930.0,329.0,8364.0,17221.0,51687.0,18737.0,63764.0,25424.0,40789.0,33788.0,79004.0,32918.0,1906.0,3450.0,2626.0,3009.0
Przepływy pieniężne razem,48392.0,-4632.0,-26161.0,24119.0,44993.0,49587.0,-42669.0,27803.0,-13077.0,36223.0,4008.0,-5068.0,-33291.0,-35690.0,15990.0,38161.0,46219.0,32049.0
