,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,,161.41,-84.19,64.71,33.62,-11.85,-2.12,4.22,-28.45,-0.32,-76.01,15.31,-41.15,-43.93,-28.23,-21.07,-6.24,-12.74,-21.18,-7.68
Techniczny koszt wytworzenia produkcji sprzedanej,,138.5,-81.12,31.93,3.78,-28.19,-0.99,-7.19,-37.77,-18.02,-8.82,-12.38,-6.17,-28.35,-3.99,-17.7,19.6,-13.37,43.99,-21.31
Koszty sprzedaży,,,-46.89,46.91,55.28,-33.61,25.23,37.37,-60.02,-24.58,-100.0,,,,,,,,,
Koszty ogólnego zarządu,,140.39,-20.32,102.25,-9.95,-2.43,-17.3,8.61,-57.82,72.55,-100.0,,,,,,,,,
Zysk ze sprzedaży,,224.13,-476.74,-32.9,73.45,105.03,876.19,51.79,213.12,-23.66,-127.43,109.89,-1442.98,0.31,-20.56,15.67,-34.18,13.62,-69.93,23.83
Pozostałe przychody operacyjne,,42.14,765.14,365.62,-76.68,-76.97,865.93,-29.04,-163.89,93.21,987.86,-64.89,-74.2,585.17,-203.67,124.31,638.53,-1.31,-36.03,73.33
Pozostałe koszty operacyjne,,398.82,53.0,0.15,-86.74,127.03,91.02,136.83,-89.96,410.93,-99.31,-45.45,1733.33,-77.73,53.06,86.67,-7.86,-93.02,1188.89,1253.45
Zysk operacyjny (EBIT),,130.1,94.03,6550.0,-76.32,-82.12,1446.34,-40.86,-149.19,104.51,1751.48,-56.94,-137.53,403.33,-315.3,92.85,1457.72,4.24,-65.12,143.06
Przychody finansowe,,673.04,-96.7,46.93,228.42,2.89,4.73,-61.13,330.06,-96.11,790.5,-73.41,586.21,-80.8,6.75,2.85,1069.24,-92.74,150.0,-21.93
Koszty finansowe,,187.65,-64.1,174.91,359.66,-69.63,387.72,96.34,-86.51,-12.25,-95.47,-97.02,38100.0,-92.62,19.86,-4.14,-70.99,146.81,1.72,-96.61
Pozostałe przychody (koszty),,,,-100.72,-211.84,143.04,-22.55,18.99,-290.43,59.78,100.0,,,,,,,,,
Zysk z działalności gospodarczej,,2163.06,-43.47,276.5,-93.61,-17.27,628.97,-181.05,50.93,50.61,379.46,-60.19,-74.13,336.51,-266.09,102.25,11093.96,-52.52,-46.98,80.64
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,2163.06,-43.47,276.5,-93.61,-17.27,628.97,-181.05,50.93,50.61,379.46,-60.19,-74.13,336.51,-266.09,102.25,11093.96,-52.52,-46.98,80.64
Zysk (strata) netto z działalności zaniechanej,,,,,,23.09,30.88,82.02,83.08,100.0,,,,,,,,,,
Zysk netto,,1701.04,-17.99,212.71,-107.26,62.05,865.91,-292.61,67.64,23.5,319.26,-60.19,-74.13,336.51,-266.09,102.25,11093.96,-52.52,-46.98,80.64
Zysk netto akcjonariuszy jednostki dominującej,,1701.04,-23.87,236.87,-107.05,80.88,1738.82,-284.42,67.92,23.16,319.7,-60.19,-74.13,336.51,-266.09,102.25,11093.96,-52.52,-46.98,80.64
Aktywa trwałe,,2.89,207.7,337.66,-18.05,1.6,43.94,-8.94,-12.62,-8.45,-4.14,1.63,1.18,1.25,-11.09,0.86,-4.17,-5.69,16.91,5.74
Wartości niematerialne i prawne,,29116.67,-57.73,-76.79,1376.74,-5.26,-7.46,-1.15,-98.8,-33.96,-97.14,-100.0,,,,,,,,
Rzeczowe składniki majątku trwałego,,1572.86,-72.49,25.21,30.62,9.7,-57.52,-25.42,5.95,-45.98,-94.56,-64.91,-25.0,260.0,140.74,137.69,-46.28,-53.61,-10.39,-1.45
Należności długoterminowe,,,50.0,-100.0,,100.0,-35.98,-11.68,-98.35,-100.0,,,,,,,,,,
Inwestycje długoterminowe,,-100.0,,417.33,-22.85,0.48,51.12,-8.49,-10.81,-7.55,-2.24,1.63,1.6,1.49,-11.08,0.92,-4.07,-5.68,16.88,5.78
Pozostałe aktywa trwałe,,169.22,236.6,-2.05,53.7,24.07,6.33,-20.01,-20.77,-26.22,-61.65,4.23,-41.36,-44.97,-30.87,-66.5,-34.78,70.0,54.25,-25.0
Aktywa obrotowe,,241.84,5.86,173.4,27.8,-4.99,-70.37,36.97,41.48,14.75,-99.08,142.19,32.85,73.05,460.47,-94.24,1818.65,99.63,-71.43,-25.22
Zapasy,,,131.66,88.52,689.47,1.8,-90.48,475.87,10.5,29.78,-100.0,,,,,,,,,
Należności krótkoterminowe,,109.27,-76.26,265.74,118.7,0.96,-41.02,-84.27,-51.91,73.34,-92.89,573.03,56.09,-55.35,-1.44,-31.96,489.46,409.91,-52.1,-23.48
Inwestycje krótkoterminowe,,5359.88,127.35,176.61,-83.43,-69.01,21.27,-36.69,89.26,-14.03,-91.92,-42.81,-78.86,6572.97,625.92,-97.17,3335.83,41.08,-84.76,-29.36
Środki pieniężne i inne aktywa pieniężne,,5359.88,-57.86,879.2,-76.64,-88.11,62.73,-69.85,257.39,-10.7,-99.76,350.0,105.56,18.92,334.09,75.39,-72.24,1694.62,-93.29,86.61
Pozostałe aktywa obrotowe,,438.46,87.62,-35.28,15.69,28.47,-15.57,-64.38,67.54,0.52,-38.54,-27.97,-64.71,60.0,-14.58,-63.41,60.0,8.33,38.46,16.67
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,3070.0,-94.01,65689.47,-28.0,-100.0,,,,,,,,,
Aktywa razem,,83.55,80.81,277.2,-5.82,-0.79,4.32,-4.42,-4.99,-3.57,-27.88,2.08,1.42,1.96,-3.17,-8.39,6.99,5.87,-1.38,3.89
Kapitał własny akcjonariuszy jednostki dominującej,,714.79,86.3,297.8,-2.75,-0.2,3.79,-8.85,-2.93,-2.32,9.84,1.89,0.36,2.16,-3.28,-8.53,9.45,2.27,2.18,3.91
Kapitał (fundusz) podstawowy,,0.0,16.52,56.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54,0.5,0.43,0.72
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,8.13,107.88,441.93,63.98,3.8,-0.39,14.89,-5.78,-3.8,-35.4,5.5,1.33,0.49,0.0,-4.41,-0.03,7.8,5.84,0.0
Udziały niekontrolujące,,,109.35,-85.11,-301.54,-105.73,77.92,154.62,121.54,-5.56,-100.0,,,,,,,,,
Zobowiązania długoterminowe,,-73.47,600.97,414.01,13.9,-1.28,6.45,-27.61,-12.17,-9.95,-96.65,4.17,-41.71,-45.47,-30.87,-49.03,-57.14,77.78,47.5,-25.0
Z tytułu dostaw i usług,,,,80.84,-72.57,133.98,-42.33,59.27,-1.51,65.45,-88.29,55.89,-41.07,23.08,9.85,-27.59,-17.14,-33.05,27.04,-13.85
Kredyty i pożyczki,,,,396.31,-80.91,-5.95,7.66,737.5,-9.73,-12.4,-100.0,,,4.1,5.43,3.41,-99.1,20688.24,-99.86,-100.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,-98.99,-9.38,265.52,-24.06,140.99,-62.37,8.22,-100.0,,,,,,-48.46,-100.0,,
Inne zobowiązania długoterminowe,,,,18.13,31.05,18.84,59.93,12.11,-9.85,-5.05,-89.87,4.17,-41.71,-45.47,-30.87,-49.03,-57.14,70.0,54.25,-25.0
