,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Period,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,15971.0,17727.0,13534.0,16335.0,23908.0,32124.0,31573.0,21632.0,24793.0,38155.0,49201.0,60934.0,58840.0,50699.0,35316.0,48391.0,64282.0
Techniczny koszt wytworzenia produkcji sprzedanej,11954.0,11921.0,7219.0,7942.0,12675.0,19344.0,21597.0,20002.0,17223.0,29179.0,32086.0,38937.0,44713.0,36871.0,19226.0,23854.0,26769.0
Koszty sprzedaży,1031.0,863.0,659.0,312.0,401.0,683.0,732.0,739.0,1997.0,2985.0,3622.0,5368.0,6485.0,4543.0,1935.0,1635.0,3761.0
Koszty ogólnego zarządu,919.0,2324.0,1816.0,1907.0,2142.0,2381.0,2625.0,2289.0,2325.0,4126.0,4747.0,6664.0,9902.0,7602.0,5847.0,7565.0,8491.0
Zysk ze sprzedaży,2067.0,2619.0,3840.0,6174.0,8690.0,9716.0,6619.0,-1398.0,3248.0,1865.0,8746.0,9965.0,-2260.0,1683.0,8308.0,15337.0,25261.0
Pozostałe przychody operacyjne,209.0,406.0,226.0,228.0,37.0,94.0,2033.0,547.0,98.0,64.0,179.0,137.0,-11678.0,1210.0,3175.0,38.0,-1578.0
Pozostałe koszty operacyjne,344.0,141.0,243.0,151.0,184.0,36.0,98.0,7345.0,94.0,394.0,200.0,807.0,940.0,1605.0,324.0,757.0,950.0
Zysk operacyjny (EBIT),1932.0,2884.0,3823.0,6251.0,8543.0,9774.0,8554.0,-8196.0,3252.0,1535.0,8725.0,9295.0,-14878.0,1288.0,11159.0,14618.0,22733.0
Przychody finansowe,0.0,0.0,52.0,0.0,1440.0,563.0,217.0,368.0,228.0,-46.0,282.0,-826.0,-1086.0,352.0,796.0,671.0,2618.0
Koszty finansowe,245.0,128.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4025.0,864.0,1761.0,1850.0
Pozostałe przychody (koszty),0.0,-400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,-1.0,-410.0,7476.0
Zysk z działalności gospodarczej,1687.0,2356.0,3875.0,6113.0,9983.0,10337.0,8771.0,-7828.0,3480.0,1489.0,9007.0,8469.0,-15964.0,-2130.0,11090.0,13118.0,30977.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,1687.0,2356.0,3875.0,6113.0,9983.0,10337.0,8771.0,-7828.0,3480.0,1489.0,9007.0,8469.0,-15964.0,-2130.0,11090.0,13118.0,30977.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.0,681.0
Zysk netto,2184.0,1774.0,3139.0,4813.0,8033.0,8349.0,7077.0,-6397.0,2826.0,1169.0,7758.0,7916.0,-15282.0,-4298.0,10070.0,10898.0,24726.0
Zysk netto akcjonariuszy jednostki dominującej,2184.0,1774.0,3139.0,4813.0,8033.0,8349.0,7077.0,-6397.0,2785.0,1346.0,7431.0,7513.0,-13109.0,-3767.0,8095.0,8525.0,21346.0
Aktywa trwałe,11461.0,11570.0,11316.0,14657.0,19719.0,22640.0,24443.0,17576.0,30696.0,27536.0,31907.0,38464.0,58635.0,47357.0,42602.0,43192.0,47704.0
Wartości niematerialne i prawne,9435.0,10268.0,10224.0,14001.0,18403.0,21081.0,23086.0,15421.0,23379.0,21440.0,24943.0,28864.0,16114.0,13069.0,11962.0,10116.0,8608.0
