,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Period,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,,20.13,2.48,5.35,-9.92,15.37,1.79,2.11,8.46,7.73,21.31,-0.49,4.64,-3.11,4.97,17.7,13.44
Techniczny koszt wytworzenia produkcji sprzedanej,,21.73,2.79,9.77,-4.36,10.56,-0.53,2.35,9.01,7.78,19.31,-1.99,6.13,-0.35,7.64,16.08,9.95
Koszty sprzedaży,,30.33,-3.4,4.81,-13.89,-7.19,-17.12,9.93,9.76,7.06,16.65,9.23,1.76,-1.73,3.45,5.4,4.66
Koszty ogólnego zarządu,,-3.68,-16.34,12.14,20.58,29.09,19.17,0.02,3.48,15.87,14.01,8.26,5.88,-0.58,2.15,6.11,14.94
Zysk ze sprzedaży,,-23.79,40.48,-83.65,-755.67,139.67,229.93,-14.59,-1.38,1.46,87.45,-0.4,-12.29,-56.33,-88.75,1373.98,144.36
Pozostałe przychody operacyjne,,-54.41,2.79,4.65,84.22,55.82,-22.47,-12.58,-2.53,11.96,-26.95,22.34,-57.44,427.94,-66.05,-32.28,234.59
Pozostałe koszty operacyjne,,-80.24,306.19,10.53,34.44,0.26,-2.04,6.7,-46.05,60.57,-36.31,-6.79,52.3,-3.23,49.25,-15.78,-14.2
Zysk operacyjny (EBIT),,-22.82,19.55,-84.92,-765.89,167.61,128.3,-17.54,7.69,-2.19,76.82,2.63,-22.16,-25.69,-96.47,2593.42,186.22
Przychody finansowe,,-9.56,-30.7,37.4,-88.32,171.0,27.31,68.99,-11.84,-44.36,210.14,-41.6,42.86,-87.03,509.38,55.56,138.13
Koszty finansowe,,437.02,-83.3,-74.89,1976.27,-23.02,-2.97,-20.22,-20.27,46.91,-32.28,11.4,13.8,31.06,-42.2,175.0,-6.41
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,-41.7,49.59,-70.02,-484.45,142.53,167.98,-12.58,9.27,-10.27,100.36,-1.33,-21.21,-35.7,-95.4,2048.64,231.64
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,-41.7,49.59,-70.02,-484.45,142.53,167.98,-12.58,9.27,-10.27,100.36,-1.33,-21.21,-35.7,-95.4,2048.64,231.64
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,
Zysk netto,,-41.84,48.75,-68.84,-476.05,144.35,155.03,-12.99,9.41,-10.68,100.82,-1.29,-21.16,-34.95,-95.13,1909.01,234.93
Zysk netto akcjonariuszy jednostki dominującej,,-41.84,48.75,-68.84,-476.05,144.35,155.03,-12.99,9.41,-10.68,100.82,-1.29,-21.16,-34.95,-95.13,1909.01,234.93
Aktywa trwałe,,24.02,-4.22,81.54,5.66,-5.1,-4.01,-0.85,-0.97,-0.63,8.13,8.62,3.65,-3.12,4.34,5.84,11.62
Wartości niematerialne i prawne,,1333.33,104.65,-67.05,372.41,44.53,-38.38,-33.61,-3.7,-14.1,-40.3,442.5,-6.91,-18.81,-9.76,-39.86,-56.18
Rzeczowe składniki majątku trwałego,,27.31,6.89,81.96,3.31,-4.48,-3.06,-0.88,-0.87,-0.65,8.23,8.41,3.29,-2.86,4.43,-3.03,7.05
Należności długoterminowe,,,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,16.67,0.0,0.0,-14.29,-100.0
Inwestycje długoterminowe,,0.0,-98.65,-100.0,,,,,,,,,,,,,65.51
Pozostałe aktywa trwałe,,14.56,-88.4,261.9,874.34,-36.06,-57.34,13.12,-12.69,4.26,2.4,-0.7,65.01,-24.07,-1.32,43.02,-2.41
Aktywa obrotowe,,-10.32,-3.1,-25.27,7.65,7.91,33.36,3.27,6.69,22.93,-6.44,23.6,-16.19,16.56,-15.36,11.51,-13.69
Zapasy,,64.81,-47.7,20.32,95.93,-14.41,-9.03,-13.68,10.27,58.49,-36.29,27.96,-5.72,-6.49,27.44,15.88,-12.75
Należności krótkoterminowe,,15.91,-1.54,-0.35,-16.94,23.39,4.5,-0.46,7.15,13.1,27.16,-0.12,-12.83,-5.19,0.84,31.92,6.27
Inwestycje krótkoterminowe,,-58.64,48.25,-90.69,-35.98,16.51,1362.41,23.93,4.28,17.58,-33.56,88.64,-26.75,71.7,-47.24,-31.38,-89.06
Środki pieniężne i inne aktywa pieniężne,,-58.64,48.25,-90.69,-35.98,16.51,1362.41,23.93,4.28,17.58,-33.56,88.64,-26.75,71.7,-47.24,-93.52,15.84
