,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,482013.0,533234.0,497687.0,1282399.0,2786580.0,3050252.0,3237733.0,4960000.0,5529100.0,5898100.0,6231900.0,7256200.0,7932000.0,7830500.0,9328600.0,10667400.0,12190300.0,14498100.0,17370100.0,16896500.0
Techniczny koszt wytworzenia produkcji sprzedanej,387624.0,436947.0,381237.0,848381.0,1810068.0,2007167.0,2160984.0,3560600.0,4053400.0,4443400.0,4712100.0,5506600.0,6065500.0,6158700.0,7339400.0,8366400.0,9526100.0,11253900.0,13586000.0,13170800.0
Koszty sprzedaży,13868.0,12710.0,15522.0,88075.0,202936.0,220793.0,226586.0,349100.0,399500.0,387500.0,393800.0,451500.0,480800.0,446800.0,503900.0,568300.0,610100.0,798500.0,1004300.0,941100.0
Koszty ogólnego zarządu,54352.0,41169.0,52653.0,114283.0,276675.0,302290.0,288072.0,400100.0,434300.0,453700.0,477100.0,543700.0,620900.0,624900.0,676100.0,745200.0,821500.0,977200.0,1166200.0,1165000.0
Zysk ze sprzedaży,26169.0,42408.0,48275.0,231660.0,496901.0,520002.0,562091.0,650200.0,641900.0,613500.0,648900.0,754400.0,764800.0,600100.0,809200.0,987500.0,1232600.0,1468500.0,1613600.0,1619600.0
Pozostałe przychody operacyjne,6911.0,11584.0,1263.0,9586.0,14153.0,29014.0,25215.0,17000.0,18500.0,18700.0,32200.0,38300.0,61200.0,41700.0,38700.0,41100.0,27100.0,24700.0,277200.0,86200.0
Pozostałe koszty operacyjne,11569.0,2144.0,4340.0,4695.0,16788.0,23506.0,18343.0,22600.0,10500.0,21700.0,44400.0,47500.0,56600.0,57000.0,51100.0,52400.0,44300.0,36900.0,75600.0,81400.0
Zysk operacyjny (EBIT),21511.0,51848.0,45198.0,236551.0,494266.0,525510.0,568963.0,644600.0,649900.0,610500.0,636700.0,745200.0,769400.0,584800.0,796800.0,976200.0,1215400.0,1456300.0,1815200.0,1624400.0
Przychody finansowe,73745.0,60176.0,79067.0,64915.0,195112.0,79060.0,55592.0,157100.0,88200.0,221000.0,82300.0,81200.0,48800.0,508600.0,93400.0,46600.0,88400.0,65600.0,164000.0,166300.0
Koszty finansowe,96092.0,59592.0,60729.0,81157.0,232927.0,87609.0,127593.0,87500.0,75400.0,79500.0,70900.0,83000.0,98300.0,316900.0,115900.0,134700.0,224700.0,195200.0,235600.0,264800.0
Pozostałe przychody (koszty),-4527.0,0.0,11258.0,15129.0,36707.0,-4173.0,0.0,0.0,0.0,0.0,1900.0,-1700.0,2700.0,0.0,-300.0,0.0,0.0,-8900.0,-100.0,3900.0
Zysk z działalności gospodarczej,-5363.0,52432.0,74794.0,235438.0,493158.0,512788.0,496962.0,714200.0,662700.0,752000.0,650000.0,741700.0,722600.0,776500.0,774000.0,888100.0,1079100.0,1317800.0,1743500.0,1529800.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,-5363.0,52432.0,74794.0,235438.0,493158.0,512788.0,496962.0,714200.0,662700.0,752000.0,650000.0,741700.0,722600.0,776500.0,774000.0,888100.0,1079100.0,1317800.0,1743500.0,1529800.0
Zysk (strata) netto z działalności zaniechanej,-84.0,-2589.0,4119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-1286.0,44630.0,75307.0,190690.0,399460.0,437866.0,498894.0,607400.0,555900.0,639000.0,528500.0,575800.0,543600.0,616800.0,593700.0,703400.0,867900.0,1045400.0,1358700.0,1212600.0
Zysk netto akcjonariuszy jednostki dominującej,445.0,43985.0,74565.0,160913.0,321578.0,373365.0,415099.0,397100.0,370100.0,393900.0,358400.0,365500.0,301300.0,466600.0,333300.0,322400.0,401900.0,468200.0,502700.0,482800.0
Aktywa trwałe,240631.0,311889.0,289510.0,2298214.0,4268200.0,4422074.0,6004800.0,6611600.0,6791800.0,6989100.0,7238300.0,7795000.0,8459400.0,11013100.0,7649500.0,8845600.0,9750300.0,10425700.0,10760300.0,10221100.0
Wartości niematerialne i prawne,31066.0,98921.0,79777.0,1700015.0,3822432.0,3953693.0,5238000.0,5462800.0,5841700.0,5540300.0,6161100.0,6546300.0,7103300.0,9624800.0,6243100.0,6671600.0,7403100.0,8076300.0,8322000.0,7868500.0
Rzeczowe składniki majątku trwałego,29196.0,37215.0,29315.0,92963.0,333522.0,366893.0,516900.0,610300.0,686200.0,690900.0,724100.0,776100.0,781500.0,849100.0,828400.0,1509300.0,1639400.0,1737000.0,1782900.0,1720400.0
Należności długoterminowe,54840.0,57734.0,54932.0,42328.0,40319.0,34612.0,38400.0,22300.0,34100.0,27100.0,33300.0,61100.0,53800.0,108300.0,127500.0,110300.0,94200.0,64900.0,70600.0,75800.0
Inwestycje długoterminowe,95236.0,89883.0,98277.0,448339.0,36308.0,67684.0,96800.0,372700.0,103400.0,578900.0,192600.0,284100.0,375900.0,384400.0,307600.0,307800.0,180400.0,159300.0,228200.0,241200.0
Pozostałe aktywa trwałe,30293.0,28136.0,27209.0,14569.0,35619.0,-808.0,114700.0,143500.0,126400.0,151900.0,127200.0,127400.0,144900.0,46500.0,142900.0,246600.0,433200.0,388200.0,356600.0,315200.0
