,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Period,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,26442.0,43821.0,69300.0,96580.0,93681.0,93224.0,148642.0,206334.0,225059.0,167564.0,126097.0,130458.0,196393.0,193746.0,202431.0,217510.0,313771.0
Techniczny koszt wytworzenia produkcji sprzedanej,19928.0,34541.0,55919.0,81534.0,76679.0,78971.0,126789.0,177245.0,197623.0,149051.0,105820.0,108184.0,157739.0,137430.0,155507.0,169225.0,255147.0
Koszty sprzedaży,833.0,1444.0,1728.0,2794.0,2214.0,813.0,3989.0,5096.0,4059.0,4313.0,4314.0,4915.0,5302.0,4891.0,5773.0,5455.0,960.0
Koszty ogólnego zarządu,2277.0,2219.0,3062.0,2952.0,3704.0,3817.0,4358.0,4342.0,5727.0,4247.0,4695.0,4269.0,3972.0,7409.0,10902.0,12000.0,10163.0
Zysk ze sprzedaży,3404.0,5617.0,8591.0,9300.0,11084.0,9623.0,13506.0,19651.0,17650.0,9953.0,11268.0,13090.0,29380.0,44016.0,30249.0,30830.0,47501.0
Pozostałe przychody operacyjne,170.0,614.0,426.0,648.0,1101.0,821.0,3007.0,1172.0,988.0,1467.0,1459.0,1380.0,2047.0,33700.0,12238.0,-4382.0,-6812.0
Pozostałe koszty operacyjne,121.0,267.0,1285.0,344.0,1293.0,613.0,1990.0,5457.0,3113.0,1536.0,651.0,1056.0,6444.0,31872.0,6787.0,6212.0,1944.0
Zysk operacyjny (EBIT),3453.0,5964.0,7732.0,9604.0,10892.0,9831.0,14523.0,15366.0,15525.0,9884.0,12076.0,13414.0,24983.0,45844.0,35700.0,20236.0,38745.0
Przychody finansowe,57.0,384.0,826.0,957.0,1393.0,1573.0,1277.0,889.0,955.0,1214.0,1180.0,464.0,328.0,375.0,1544.0,599.0,173.0
Koszty finansowe,57.0,593.0,494.0,846.0,1816.0,2702.0,2846.0,2922.0,4040.0,4086.0,4373.0,4786.0,8465.0,5635.0,5675.0,10930.0,12060.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-942.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,3453.0,5755.0,8064.0,9715.0,10469.0,8702.0,12954.0,13333.0,12440.0,7012.0,8883.0,9092.0,16846.0,39642.0,31569.0,9905.0,26858.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,3453.0,5755.0,8064.0,9715.0,10469.0,8702.0,12954.0,13333.0,12440.0,7012.0,8883.0,9092.0,16846.0,39642.0,31569.0,9905.0,26858.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-763.0,0.0,0.0,0.0,0.0,2000.0
Zysk netto,2836.0,4624.0,6444.0,8004.0,8955.0,7747.0,11352.0,12003.0,10189.0,6416.0,7621.0,6717.0,12183.0,28712.0,25950.0,2926.0,24494.0
Zysk netto akcjonariuszy jednostki dominującej,2836.0,4624.0,6444.0,8004.0,8955.0,7747.0,10777.0,11867.0,10103.0,6406.0,7628.0,6984.0,12183.0,28712.0,25950.0,2926.0,24494.0
Aktywa trwałe,10945.0,30155.0,42439.0,93517.0,122881.0,113651.0,134401.0,167218.0,182505.0,186513.0,188571.0,175755.0,183907.0,208260.0,204083.0,158262.0,96356.0
Wartości niematerialne i prawne,34.0,35.0,86.0,68.0,96.0,68.0,2519.0,2429.0,2394.0,3017.0,3015.0,135.0,107.0,15167.0,14843.0,14814.0,14837.0
Rzeczowe składniki majątku trwałego,10834.0,29210.0,41174.0,86215.0,111374.0,103395.0,104428.0,131740.0,146414.0,148985.0,151469.0,136487.0,142395.0,154465.0,135878.0,101743.0,38127.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,1004.0,1524.0,7164.0,12605.0,10849.0
Inwestycje długoterminowe,0.0,794.0,794.0,6853.0,11028.0,10069.0,26794.0,30752.0,31965.0,32038.0,31820.0,31745.0,30484.0,20978.0,18623.0,17327.0,16368.0
Pozostałe aktywa trwałe,77.0,116.0,385.0,381.0,383.0,119.0,660.0,2297.0,1732.0,2473.0,2267.0,6385.0,9917.0,16126.0,27575.0,11773.0,16175.0
Aktywa obrotowe,12860.0,22536.0,28470.0,65909.0,70072.0,77331.0,103485.0,119155.0,135200.0,146571.0,148916.0,201723.0,194104.0,315946.0,324530.0,350068.0,440788.0
Zapasy,2935.0,3330.0,6319.0,9700.0,13484.0,10318.0,16682.0,17010.0,21102.0,41404.0,58072.0,54874.0,28609.0,14935.0,17752.0,18041.0,25266.0
Należności krótkoterminowe,3991.0,9248.0,10604.0,19977.0,26136.0,31302.0,39107.0,45689.0,49811.0,65466.0,53947.0,96131.0,137057.0,248378.0,287460.0,316065.0,364961.0
Inwestycje krótkoterminowe,5879.0,9806.0,10797.0,32443.0,30014.0,34370.0,44971.0,53238.0,63171.0,38691.0,35286.0,45066.0,25418.0,50687.0,15543.0,11119.0,50561.0
Środki pieniężne i inne aktywa pieniężne,5879.0,9806.0,10797.0,32443.0,30014.0,29370.0,41312.0,53238.0,62821.0,38510.0,34895.0,44914.0,23232.0,47203.0,15543.0,11119.0,50561.0
Pozostałe aktywa obrotowe,55.0,152.0,750.0,3789.0,438.0,1317.0,2725.0,3218.0,1116.0,1010.0,1611.0,1292.0,3020.0,1946.0,3775.0,4843.0,0.0
