,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,111.0,106.0,30501.0,45758.0,70668.0,81274.0,82865.0,72684.0,68539.0,65034.0,58392.0,51800.0,57130.0,51766.0,50369.0,49626.0,32807.0,30174.0,45716.0,47202.0
Techniczny koszt wytworzenia produkcji sprzedanej,0.0,3.0,10538.0,29224.0,42910.0,35284.0,64805.0,42166.0,33634.0,28265.0,21014.0,21880.0,24902.0,19246.0,18538.0,21648.0,13215.0,12506.0,17705.0,20110.0
Koszty sprzedaży,0.0,0.0,9970.0,2210.0,3894.0,21152.0,5718.0,17638.0,24028.0,24865.0,21150.0,16868.0,13398.0,15357.0,19895.0,20721.0,12338.0,9521.0,13099.0,13440.0
Koszty ogólnego zarządu,877.0,552.0,7641.0,11008.0,19492.0,27459.0,17618.0,10031.0,10260.0,7393.0,8002.0,8018.0,8271.0,7341.0,7729.0,7715.0,6312.0,7338.0,10944.0,11007.0
Zysk ze sprzedaży,-766.0,-449.0,2352.0,3316.0,4372.0,-2621.0,-5276.0,2849.0,617.0,4511.0,8226.0,5034.0,10559.0,9822.0,4207.0,-458.0,942.0,809.0,3968.0,2645.0
Pozostałe przychody operacyjne,386.0,393.0,567.0,2060.0,4808.0,15951.0,3772.0,3700.0,2277.0,11209.0,3800.0,2687.0,2147.0,1799.0,3100.0,3517.0,2616.0,5480.0,638.0,394.0
Pozostałe koszty operacyjne,634.0,18.0,1082.0,942.0,1421.0,14804.0,3772.0,3281.0,7798.0,7593.0,3024.0,1954.0,3165.0,5109.0,4386.0,3874.0,1730.0,1993.0,754.0,1930.0
Zysk operacyjny (EBIT),-1014.0,-74.0,1837.0,4434.0,7759.0,-1474.0,-5276.0,3268.0,-4904.0,8127.0,9002.0,5767.0,9541.0,6512.0,2921.0,-815.0,1828.0,4296.0,3852.0,1109.0
Przychody finansowe,5.0,7.0,1517.0,1062.0,885.0,2346.0,4854.0,3140.0,1138.0,614.0,6076.0,1253.0,1483.0,2156.0,2168.0,1126.0,6924.0,6093.0,3035.0,6763.0
