,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Period,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,11287.0,13361.0,7769.0,7267.0,8281.0,9336.0,8355.0,9739.0,10614.0,12722.0,15201.0,17404.0,21111.0,24197.0,33461.0,43046.0,51274.0
Techniczny koszt wytworzenia produkcji sprzedanej,9382.0,10286.0,7025.0,5768.0,5793.0,7029.0,5625.0,6209.0,7233.0,8007.0,9883.0,12258.0,14555.0,16975.0,20493.0,25671.0,32024.0
Koszty sprzedaży,242.0,1421.0,1676.0,695.0,754.0,669.0,776.0,892.0,1078.0,1090.0,1171.0,1251.0,1343.0,1953.0,2804.0,4346.0,5669.0
Koszty ogólnego zarządu,1200.0,1736.0,1688.0,1295.0,1520.0,1644.0,1686.0,1881.0,1815.0,1645.0,1981.0,2304.0,2552.0,2895.0,3353.0,3938.0,4486.0
Zysk ze sprzedaży,463.0,-82.0,-2620.0,-491.0,214.0,-6.0,268.0,757.0,488.0,1980.0,2166.0,1591.0,2661.0,2374.0,6811.0,9091.0,9095.0
Pozostałe przychody operacyjne,24.0,32.0,19.0,135.0,416.0,273.0,366.0,47.0,41.0,65.0,141.0,15.0,7.0,42.0,96.0,9.0,46.0
Pozostałe koszty operacyjne,12.0,46.0,60.0,52.0,49.0,13.0,14.0,22.0,170.0,84.0,230.0,36.0,55.0,113.0,152.0,199.0,126.0
Zysk operacyjny (EBIT),475.0,-96.0,-2661.0,-408.0,581.0,254.0,620.0,782.0,359.0,1961.0,2077.0,1570.0,2613.0,2303.0,6755.0,8901.0,9015.0
Przychody finansowe,35.0,392.0,266.0,131.0,110.0,143.0,121.0,103.0,67.0,93.0,98.0,110.0,107.0,72.0,3.0,248.0,1024.0
Koszty finansowe,39.0,45.0,9.0,21.0,0.0,45.0,20.0,1.0,33.0,3.0,31.0,2.0,17.0,0.0,30.0,18.0,39.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,471.0,251.0,-2404.0,-298.0,691.0,352.0,721.0,884.0,393.0,2051.0,2144.0,1678.0,2703.0,2375.0,6728.0,9131.0,10000.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,471.0,251.0,-2404.0,-298.0,691.0,352.0,721.0,884.0,393.0,2051.0,2144.0,1678.0,2703.0,2375.0,6728.0,9131.0,10000.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
