,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,13600.0,14615.0,231239.0,400512.0,406553.0,244058.0,294417.0,272575.0,288327.0,371874.0,372523.0,450863.0,209289.0,247425.0,319808.0,414979.0,458502.0,502208.0,565671.0,534102.0
Techniczny koszt wytworzenia produkcji sprzedanej,12016.0,12637.0,195533.0,327994.0,355283.0,214238.0,251719.0,225415.0,243167.0,311017.0,316339.0,371579.0,163412.0,197083.0,267140.0,357908.0,393564.0,428769.0,488627.0,459735.0
Koszty sprzedaży,722.0,544.0,11342.0,17448.0,15550.0,14536.0,15262.0,13991.0,15691.0,15762.0,17022.0,19749.0,19700.0,19626.0,19699.0,20427.0,18491.0,18790.0,24568.0,29217.0
Koszty ogólnego zarządu,1893.0,2099.0,13024.0,15536.0,14945.0,13386.0,13714.0,13368.0,15598.0,17460.0,17250.0,21931.0,18555.0,17015.0,22345.0,24445.0,28235.0,29792.0,29518.0,30030.0
Zysk ze sprzedaży,-1031.0,-665.0,11340.0,39534.0,20775.0,1898.0,13722.0,19801.0,13871.0,27635.0,21912.0,37604.0,7622.0,13701.0,10624.0,12199.0,18212.0,24857.0,22958.0,15120.0
Pozostałe przychody operacyjne,2452.0,95.0,6799.0,944.0,1535.0,1632.0,980.0,3020.0,1931.0,5443.0,5551.0,2398.0,1123.0,2133.0,2085.0,2577.0,6063.0,5273.0,8399.0,5470.0
Pozostałe koszty operacyjne,515.0,218.0,3289.0,4847.0,2484.0,3194.0,6148.0,1812.0,4025.0,14320.0,8523.0,7400.0,8743.0,3584.0,5103.0,7261.0,7140.0,7721.0,19518.0,15657.0
Zysk operacyjny (EBIT),906.0,-788.0,14850.0,35631.0,19826.0,336.0,8554.0,21009.0,11777.0,18758.0,18940.0,32602.0,2.0,12250.0,7606.0,7515.0,17135.0,22409.0,11839.0,4933.0
Przychody finansowe,172.0,171.0,2590.0,3272.0,3827.0,4339.0,3415.0,3552.0,2973.0,1072.0,643.0,595.0,1645.0,817.0,2185.0,1728.0,1569.0,1452.0,2847.0,2273.0
Koszty finansowe,163.0,12.0,1617.0,1055.0,5462.0,2223.0,2159.0,3602.0,3112.0,7295.0,1753.0,1636.0,266.0,854.0,619.0,1378.0,1238.0,570.0,2385.0,2359.0
Pozostałe przychody (koszty),0.0,0.0,-46.0,0.0,-61.0,0.0,0.0,0.0,487.0,1326.0,721.0,505.0,506.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,915.0,-629.0,15777.0,37848.0,18130.0,2452.0,9810.0,20959.0,12125.0,13861.0,18551.0,32066.0,1887.0,13061.0,9172.0,7865.0,17466.0,23291.0,12301.0,4847.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,915.0,-629.0,15777.0,37848.0,18130.0,2452.0,9810.0,20959.0,12125.0,13861.0,18551.0,32066.0,1887.0,13061.0,9172.0,7865.0,17466.0,23291.0,12301.0,4847.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,915.0,-456.0,12679.0,29872.0,14012.0,1105.0,7341.0,16211.0,8708.0,8456.0,13533.0,26442.0,384.0,10152.0,6788.0,5399.0,12467.0,16176.0,6372.0,-670.0
Zysk netto akcjonariuszy jednostki dominującej,915.0,-456.0,12679.0,29872.0,13841.0,982.0,7369.0,16333.0,8590.0,7385.0,12683.0,25232.0,-151.0,9500.0,6822.0,5856.0,12322.0,15923.0,6427.0,-897.0
Aktywa trwałe,623.0,835.0,67272.0,63291.0,108265.0,110351.0,109332.0,108624.0,174067.0,165158.0,160103.0,149582.0,140796.0,145770.0,149129.0,155042.0,160549.0,175918.0,183203.0,170935.0
Wartości niematerialne i prawne,216.0,117.0,10733.0,8831.0,17959.0,26983.0,30788.0,43029.0,73832.0,70337.0,63064.0,50546.0,42825.0,47540.0,43957.0,43616.0,49395.0,50534.0,38053.0,29081.0
Rzeczowe składniki majątku trwałego,407.0,545.0,45744.0,47260.0,67809.0,62151.0,56715.0,58728.0,90368.0,87168.0,86383.0,82473.0,79356.0,79883.0,93546.0,95031.0,94266.0,105781.0,125514.0,118308.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,126.0,97.0,164.0,163.0,577.0,965.0,6362.0,4077.0,7940.0,6576.0,6505.0
Inwestycje długoterminowe,0.0,0.0,7379.0,2082.0,18883.0,17965.0,18065.0,2957.0,9723.0,7178.0,10289.0,12986.0,15286.0,15917.0,6798.0,6928.0,9079.0,9045.0,8761.0,8570.0
