,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,,-10.61,19.12,98.56,12.88,-8.97,-4.02,-30.78,-14.01,15.62,-4.76,12.5,5.92,-5.47,-1.23,-10.9,6.33,26.26,13.39,69.15
Techniczny koszt wytworzenia produkcji sprzedanej,,-20.45,43.71,84.01,-7.82,5.49,-7.48,-28.25,-38.32,44.93,-7.4,16.83,11.48,-2.46,-4.13,-14.5,-5.83,28.74,10.77,64.47
Koszty sprzedaży,,-32.45,221.15,148.98,33.13,13.33,-19.26,-26.66,-30.35,39.04,39.01,-1.19,-8.3,11.4,-1.41,-7.8,10.4,11.03,13.44,27.86
Koszty ogólnego zarządu,,47.85,10.5,16.72,5.08,1.25,-13.13,-16.31,15.78,-22.45,-40.02,5.41,1.64,-2.8,-7.26,5.04,10.54,60.52,-3.82,9.16
Zysk ze sprzedaży,,-204.33,-611.11,67.0,357.46,-187.1,104.82,-1412.42,177.34,-60.72,35.9,86.97,20.58,-102.73,1558.82,-28.36,281.24,-4.53,96.86,295.37
Pozostałe przychody operacyjne,,187.44,130.72,21.47,-60.15,90.16,-15.61,-46.26,-14.73,-20.18,61.19,-63.92,-42.11,70.78,-43.17,273.94,-38.79,124.36,-31.79,10.21
Pozostałe koszty operacyjne,,175.42,389.71,-58.82,-38.78,13.11,37.59,-6.02,13.49,-40.24,-1.24,-40.65,2.0,-42.87,246.11,-14.68,55.54,-83.9,81.66,9.56
Zysk operacyjny (EBIT),,-57.21,-1506.74,144.13,91.65,-102.42,1681.08,-223.59,134.21,-31.81,230.43,-11.36,-4.79,-81.08,-352.81,211.26,-16.78,551.68,18.09,236.72
Przychody finansowe,,-74.39,1842.86,-85.75,-84.77,32.26,-3.66,-74.68,620.0,-72.22,-52.5,-15.79,993.75,-61.71,-40.3,82.5,-38.36,762.22,-85.31,552.63
Koszty finansowe,,-13.79,2462.0,-85.4,148.93,-59.61,41.22,12.62,-51.34,2.41,11.41,-22.89,-5.08,-44.44,21.48,123.78,-20.44,32.19,23.58,-30.82
Pozostałe przychody (koszty),,,,-100.0,,,,,-100.0,,,,,,,,,,,
Zysk z działalności gospodarczej,,-68.16,-1239.03,149.25,53.27,-110.88,421.73,-179.05,157.77,-58.32,447.98,-8.61,8.13,-85.18,-501.51,157.2,-17.29,978.04,7.73,269.89
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,-68.16,-1239.03,149.25,53.27,-110.88,421.73,-179.05,157.77,-58.32,447.98,-8.61,8.13,-85.18,-501.51,157.2,-17.29,978.04,7.73,269.89
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,
Zysk netto,,-74.44,-1776.61,125.8,156.66,-88.85,183.56,-202.51,149.95,-60.75,432.69,-41.43,67.64,-88.69,-645.53,216.39,-57.49,677.71,33.46,281.08
Zysk netto akcjonariuszy jednostki dominującej,,-74.44,-1759.66,104.23,1482.13,-88.85,183.56,-137.0,250.65,-71.75,629.45,-36.75,49.87,-89.88,-707.02,200.29,-42.22,517.96,32.36,297.38
Aktywa trwałe,,41.13,-2.05,-9.92,0.88,40.81,-9.86,-16.75,33.33,45.49,7.0,-1.57,1.36,5.93,2.91,5.87,-5.87,3.12,13.53,12.48
Wartości niematerialne i prawne,,-37.57,127.49,2.71,35.29,-2.4,-1.08,-4.81,691.84,31.01,-1.09,1.8,-0.12,2.83,0.53,-4.93,8.0,17.04,24.86,18.32
Rzeczowe składniki majątku trwałego,,50.53,-4.95,-11.96,-13.19,40.9,-18.07,-10.74,-13.16,68.9,-94.82,-11.47,108.38,-16.91,43.01,173.62,5.12,-1.95,-2.54,-2.55
Należności długoterminowe,,,,,,,,,,,,,,,0.0,-14.0,-18.94,66.8,-50.12,0.99
Inwestycje długoterminowe,,,,,,,2387.8,-100.0,,,,0.0,0.0,8.4,1.02,-7.39,-16.22,7.19,14.36,14.59
Pozostałe aktywa trwałe,,-75.23,32.93,120.18,442.08,59.26,-17.76,-2.23,8.94,-3.2,84.86,-11.48,-9.74,-0.62,3.8,12.33,-8.85,-43.74,4.93,-3.4
Aktywa obrotowe,,-10.3,3.84,8.99,22.0,-0.99,-2.13,-33.42,-16.22,13.7,-26.89,10.22,3.97,-20.3,-4.17,-11.47,28.13,-4.23,26.34,54.48
Zapasy,,14.23,13.28,-2.1,3.2,-5.17,-0.57,-14.74,-36.45,-20.67,44.69,4.5,-8.08,-1.78,-1.47,-18.81,-1.75,0.38,19.4,16.54
Należności krótkoterminowe,,-2.55,0.8,22.37,44.55,3.19,-4.0,-50.34,15.55,38.69,-58.06,20.58,18.84,-39.75,-6.21,-1.75,45.91,-16.47,34.5,8.67
Inwestycje krótkoterminowe,,-76.78,-74.16,25.65,-0.19,-18.94,49.3,58.84,-69.36,25.72,28.39,-14.54,6.99,15.25,-34.03,32.38,336.15,29.63,24.69,315.78
Środki pieniężne i inne aktywa pieniężne,,-76.78,-74.16,25.65,-0.19,-18.94,49.3,58.84,-69.36,25.72,28.39,-14.54,6.99,15.25,-34.03,32.38,336.15,29.63,24.69,315.78
Pozostałe aktywa obrotowe,,104.55,211.11,187.86,5.96,-22.25,-16.27,-40.29,-30.72,-4.35,-15.45,-32.26,12.7,-8.45,10.77,-12.5,38.1,41.38,31.71,6.79
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,-1.17,2.35,4.4,17.58,6.51,-3.96,-29.71,-3.14,25.25,-12.59,4.13,2.7,-7.66,-0.25,-1.58,7.27,-0.27,19.21,32.21
Kapitał własny akcjonariuszy jednostki dominującej,,0.08,-34.38,1.26,27.89,17.34,-2.46,-2.91,-7.29,22.02,-19.82,1.55,3.99,0.19,-3.05,-0.53,1.71,9.32,16.32,34.09
Kapitał (fundusz) podstawowy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.77,0.0,0.0,0.0,0.0,9.38,0.0,6.39
Udziały (akcje) własne,,,,,,,,,-67.39,98.97,0.0,0.0,-425.0,-159.52,-38.53,100.0,,,,
Kapitał (fundusz) zapasowy,,-0.95,-0.97,1.01,13.68,4.77,0.22,4.33,0.0,-0.95,0.0,0.0,-13.99,0.54,0.39,27.26,-59.82,121.74,6.48,6.92
Udziały niekontrolujące,,,,64.2,22.43,4.46,0.72,-99.46,-289.47,8.33,-96.97,-158.46,-22.62,3.88,10.61,49.15,-75.56,221.52,86.46,27.37
Zobowiązania długoterminowe,,,,,11833.9,-4.06,-1.32,-24.03,-1.7,-22.16,-17.42,25.81,10.73,-24.14,38.59,37.06,-14.99,21.77,-2.9,-2.76
Z tytułu dostaw i usług,,12.58,125.49,-12.28,52.79,8.47,-7.15,-50.76,-0.66,43.46,-8.2,19.12,-6.21,-9.46,-17.18,-20.23,36.13,15.88,44.72,46.34
Kredyty i pożyczki,,,1501.67,77.42,46.42,-27.78,10.9,-74.99,65.8,94.45,3.44,-21.65,-5.24,-57.35,-95.55,206.38,1042.36,-100.0,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,-35.88,-47.71,31.58,16.0,-66.67,220.69,-29.03,134.85,153.55,9.67,-100.0,,
Inne zobowiązania długoterminowe,,,,,,-4.06,-1.32,-24.03,-1.7,-22.16,-17.42,25.81,10.73,-24.14,38.59,37.06,-14.99,21.77,-2.9,-2.76
Zobowiązania krótkoterminowe,,-40.86,113.84,5.28,52.05,-1.4,-7.64,-55.57,9.17,59.61,3.13,4.06,-1.11,-15.07,-5.39,-19.05,35.21,-28.63,40.98,44.93
Inne zobowiązania krótkoterminowe,,-74.64,-21.14,28.23,60.11,0.7,-42.42,-47.37,24.3,106.11,52.72,-6.63,17.88,0.76,48.57,-24.76,-1.36,-78.36,0.98,23.24
