,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,,6.52,8.36,35.23,-10.04,-62.52,80.78,-22.52,-86.57,-93.07,-7.16,3.86,-43.43,2.53,164.78,-100.0,,,3.78,-85.73
Techniczny koszt wytworzenia produkcji sprzedanej,,-0.66,1.84,41.36,-16.37,-59.47,77.22,-11.09,-84.86,-96.01,245.74,-59.64,-50.56,-34.27,2.91,-100.0,,,8.16,-83.98
Koszty sprzedaży,,,,,29.24,22.07,-100.0,,,,,,,,,,,,,
Koszty ogólnego zarządu,,,,16.12,9.58,-23.24,-31.11,-7.35,-28.42,-61.65,-11.57,-18.66,9.8,-3.21,-2.42,-25.93,272.22,1259.69,-100.0,
Zysk ze sprzedaży,,129.67,-52.12,-670.33,177.94,-300.11,88.17,-1319.32,50.82,80.33,-95.7,56.01,-3.85,15.56,75.48,-250.43,-272.22,873.36,89.2,-107.92
Pozostałe przychody operacyjne,,-13.41,4.83,14.31,14.7,-3.67,-61.26,-60.03,63.5,4.24,-74.63,-21.52,524.19,-94.06,5184.64,-95.8,-100.0,,84.03,70.72
Pozostałe koszty operacyjne,,127.54,20.01,-3.99,167.32,-57.74,-38.22,-56.32,416.39,-71.14,-76.67,18.94,45.93,-83.5,3366.46,-93.01,-76.57,26373.86,46.53,-91.7
Zysk operacyjny (EBIT),,351.04,-41.38,-233.77,85.34,-1239.69,78.3,-1025.89,12.65,88.41,-82.27,48.46,137.58,-299.12,383.5,-130.91,-277.54,311.94,218.08,-76.67
Przychody finansowe,,-112.41,300.0,252.6,-61.71,-16.3,-27.96,-13.02,-34.46,1121.55,-32.99,-17.01,-37.94,-58.38,-8.08,134.5,-97.37,23481.04,-53.59,1074.3
Koszty finansowe,,-59.03,10.6,11.84,-50.59,-33.33,50.51,-18.98,55.23,-45.82,-5.97,3955.56,-95.15,-95.97,8385.33,-73.9,-61.1,9236.6,-73.97,324.55
Pozostałe przychody (koszty),,,,,18918.52,-100.0,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,465.68,0.1,-113.38,4257.81,-141.9,79.73,-1279.42,8.81,135.0,-72.96,-1344.05,112.45,-107.2,737.83,-61.05,-1174.38,-115.7,374.02,97.27
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,465.68,0.1,-113.38,4257.81,-141.9,79.73,-1279.42,8.81,135.0,-72.96,-1344.05,112.45,-107.2,737.83,-61.05,-1174.38,-115.7,374.02,97.27
Zysk (strata) netto z działalności zaniechanej,,,,,,,,-100.0,,,,,,,,,,,,
Zysk netto,,29.06,-5.44,83.53,230.0,-148.57,89.07,-1951.54,3.26,121.94,-80.72,-2264.34,114.97,-112.26,450.37,-60.61,-1174.38,-211.64,229.97,255.67
Zysk netto akcjonariuszy jednostki dominującej,,29.06,-9.76,81.29,250.06,-148.57,89.07,-1951.54,3.26,121.94,-80.72,-2264.34,114.97,-112.26,450.37,-60.61,-1174.38,-211.64,229.97,255.21
Aktywa trwałe,,-5.87,-23.37,-12.14,-3.64,-37.3,-8.98,-40.51,-40.99,-11.24,0.99,-6.96,-6.86,11.17,-99.2,65188.75,-23.56,2159.0,-19.18,156.62
Wartości niematerialne i prawne,,-1.65,-21.75,-35.13,-2.54,-64.15,-50.94,-4.95,-6.36,-5.56,-81.05,-24.14,-36.36,-50.0,-100.0,,,,-17.55,-98.01
Rzeczowe składniki majątku trwałego,,-10.12,-22.19,-32.34,71.82,-36.21,-44.23,-3.9,-22.6,-99.17,-29.41,-25.0,-66.67,166.67,-100.0,,,,-43.58,3514.73
Należności długoterminowe,,,,,,,318.74,-91.87,-41.57,-100.0,,-100.0,,0.0,-100.0,,,,68.86,81.86
Inwestycje długoterminowe,,-2.79,-25.15,-6.83,-76.64,-95.41,-64.06,-34.78,-46.67,24075.0,4.34,-3.96,-4.08,13.82,-100.0,,-23.56,-98.12,363.41,2266.35
Pozostałe aktywa trwałe,,215.79,5.0,2173.02,63.48,-16.74,1.85,-37.78,-84.94,-37.63,51.72,-33.52,-58.97,-79.17,72.0,-100.0,,,,-100.0
Aktywa obrotowe,,-12.09,36.71,20.38,-14.71,-38.91,18.47,-11.62,-42.14,18.11,13.33,-81.14,44.81,87.54,51.4,-90.78,-45.53,46228.92,-3.22,-76.52
Zapasy,,-44.53,136.62,69.64,-27.6,-50.73,-35.74,-39.8,-55.93,-32.69,-5.71,-100.0,,,,,,,85.78,-39.25
Należności krótkoterminowe,,1.63,57.4,28.49,-31.59,-28.03,19.62,-3.85,-46.2,-79.53,-60.4,128.13,32.5,-89.83,2059.1,-92.38,33.6,33933.82,-1.39,-89.3
Inwestycje krótkoterminowe,,18.53,-42.68,-71.94,783.96,-78.22,28.49,-95.93,1083.33,1182.47,27.52,-93.67,73.56,377.02,-17.15,-89.31,-96.2,245926.25,-36.61,-54.15
Środki pieniężne i inne aktywa pieniężne,,35.89,-42.68,-71.94,127.43,-15.34,28.49,-95.93,935.19,-61.54,193.02,-47.3,-55.72,881.63,-80.63,-49.72,-86.86,87905.34,-81.64,223.16
Pozostałe aktywa obrotowe,,-40.91,292.31,-34.31,34.33,51.11,-38.97,30.12,-60.19,2.33,-11.36,-10.26,-5.71,0.0,-60.91,-100.0,,,-100.0,
Aktywa trwałe przeznaczone do sprzedaży,,-95.36,-100.0,,,,,,,,,,,,,,,,,
