,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,4562.0,2222.0,53.0,259.0,362.0,9860.0,12295.0,12799.0,3544.0,3447.0,5025.0,5739.0,3067.0,4930.0,1577.0,400.0,8525.0,10194.0,9448.0,10580.0
Techniczny koszt wytworzenia produkcji sprzedanej,11732.0,8555.0,179.0,919.0,767.0,2110.0,11224.0,18969.0,13529.0,7199.0,5123.0,9865.0,4321.0,4268.0,3650.0,753.0,6743.0,10520.0,4222.0,4167.0
Koszty sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,0.0,0.0,0.0,0.0,0.0,1132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk ze sprzedaży,-7170.0,-6333.0,-126.0,-660.0,-405.0,6618.0,1071.0,-6170.0,-9985.0,-3752.0,-98.0,-4126.0,-1254.0,662.0,-2073.0,-353.0,1782.0,-326.0,5226.0,6413.0
Pozostałe przychody operacyjne,80141.0,36987.0,0.0,-61.0,3.0,54.0,76.0,12.0,42.0,313.0,381.0,506.0,270.0,177.0,1636.0,61.0,835.0,3895.0,44.0,43.0
Pozostałe koszty operacyjne,0.0,0.0,0.0,0.0,0.0,276.0,1163.0,1241.0,6633.0,925.0,4950.0,6889.0,1285.0,733.0,10602.0,1387.0,2188.0,5386.0,625.0,0.0
Zysk operacyjny (EBIT),72971.0,30654.0,-126.0,-721.0,-402.0,6396.0,-16.0,-7399.0,-16576.0,-4364.0,-4667.0,-10509.0,-2269.0,106.0,-11039.0,-1679.0,429.0,-1817.0,4645.0,6456.0
Przychody finansowe,0.0,0.0,0.0,0.0,0.0,1102.0,1810.0,3463.0,4099.0,2557.0,1691.0,1195.0,1314.0,1382.0,301.0,25.0,11.0,498.0,161.0,207.0
Koszty finansowe,0.0,0.0,0.0,0.0,0.0,284.0,1090.0,7123.0,8679.0,3504.0,2401.0,3651.0,1937.0,3307.0,347.0,212.0,44.0,0.0,1813.0,403.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,17257.0,-6445.0,5753.0,-23081.0,-17571.0,-2783.0,577.0,-499.0,-1486.0,139.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,72971.0,30654.0,-126.0,-721.0,-402.0,7214.0,17961.0,-17504.0,-15403.0,-28392.0,-22948.0,-15748.0,-2315.0,-2318.0,-12571.0,-1727.0,396.0,-1319.0,2993.0,6260.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,72971.0,30654.0,-126.0,-721.0,-402.0,7214.0,17961.0,-17504.0,-15403.0,-28392.0,-22948.0,-15748.0,-2315.0,-2318.0,-12571.0,-1727.0,396.0,-1319.0,2993.0,6260.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,73740.0,30654.0,-126.0,-721.0,-402.0,6818.0,17118.0,-17397.0,-15822.0,-28492.0,-22289.0,-9072.0,-1754.0,-2194.0,-12455.0,-2023.0,1910.0,-1285.0,2183.0,4723.0
Zysk netto akcjonariuszy jednostki dominującej,73740.0,30654.0,-126.0,-721.0,-402.0,6818.0,17118.0,-17397.0,-15822.0,-28492.0,-22289.0,-9072.0,-1754.0,-2194.0,-12321.0,-2023.0,1903.0,-1474.0,2858.0,5056.0
Aktywa trwałe,41.0,0.0,0.0,0.0,527.0,23718.0,26271.0,20830.0,22906.0,29495.0,22490.0,17017.0,22788.0,18383.0,6737.0,1910.0,3651.0,3608.0,11174.0,22327.0
Wartości niematerialne i prawne,0.0,0.0,0.0,0.0,0.0,23309.0,24722.0,18790.0,18794.0,18787.0,14521.0,9614.0,9634.0,9634.0,292.0,0.0,0.0,0.0,0.0,0.0
Rzeczowe składniki majątku trwałego,0.0,0.0,0.0,0.0,0.0,205.0,1108.0,1280.0,837.0,17.0,25.0,40.0,36.0,1256.0,995.0,0.0,168.0,159.0,133.0,78.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2654.0,2806.0,0.0,0.0,103.0,0.0,0.0,1686.0,197.0,2174.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,189.0,7630.0,7654.0,6767.0,12205.0,6665.0,4629.0,0.0,0.0,76.0,115.0,91.0
Pozostałe aktywa trwałe,41.0,0.0,0.0,0.0,527.0,204.0,441.0,521.0,432.0,255.0,290.0,596.0,810.0,828.0,821.0,224.0,3286.0,1199.0,10926.0,22158.0
Aktywa obrotowe,161327.0,78820.0,7967.0,7232.0,6407.0,46920.0,104444.0,117541.0,111600.0,49207.0,31713.0,13839.0,7708.0,11589.0,6738.0,3275.0,15758.0,5481.0,7230.0,8818.0
Zapasy,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0
Należności krótkoterminowe,66292.0,1.0,2.0,0.0,1.0,8152.0,29843.0,26146.0,25530.0,9050.0,11212.0,5885.0,4859.0,3014.0,5746.0,3189.0,12052.0,2558.0,1947.0,5045.0
