,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,394339.0,502991.0,777214.0,970955.0,1125735.0,960345.0,1143081.0,1118499.0,1291391.0,836015.0,1183472.0,1550090.0,1875312.0,1782594.0,1268818.0,1244904.0,1207766.0,537017.0,391007.0,335208.0
Techniczny koszt wytworzenia produkcji sprzedanej,344331.0,450306.0,705085.0,911498.0,1004533.0,842196.0,1001512.0,970846.0,1176807.0,778330.0,1063363.0,1423015.0,1750999.0,1632608.0,1150103.0,1532203.0,1396215.0,544433.0,388473.0,313162.0
Koszty sprzedaży,15536.0,15459.0,17730.0,13604.0,16459.0,25559.0,48615.0,52993.0,27451.0,40991.0,31483.0,29416.0,31962.0,38683.0,24413.0,22884.0,14299.0,9112.0,11798.0,12336.0
Koszty ogólnego zarządu,20574.0,23554.0,22388.0,16209.0,24582.0,32037.0,31017.0,35288.0,53928.0,43536.0,45189.0,53054.0,57750.0,61135.0,51903.0,61037.0,54936.0,35930.0,35320.0,35848.0
Zysk ze sprzedaży,13898.0,13672.0,32011.0,29644.0,80161.0,60553.0,61937.0,59372.0,33205.0,-26842.0,43437.0,44605.0,34601.0,50168.0,42399.0,-371220.0,-257684.0,-52458.0,-44584.0,-26138.0
Pozostałe przychody operacyjne,17947.0,12975.0,12703.0,14139.0,18711.0,4222.0,6016.0,12522.0,18847.0,4732.0,5342.0,4204.0,3613.0,10339.0,12732.0,5869.0,47934.0,108140.0,28252.0,45184.0
Pozostałe koszty operacyjne,17488.0,12229.0,23767.0,25341.0,37661.0,11350.0,2353.0,7583.0,37006.0,3586.0,11060.0,8090.0,13517.0,14095.0,14600.0,72210.0,98335.0,39440.0,42656.0,288792.0
Zysk operacyjny (EBIT),14357.0,14418.0,20947.0,18442.0,61211.0,53425.0,65600.0,64311.0,15046.0,-25696.0,37719.0,40719.0,24697.0,46412.0,40531.0,-437561.0,-308085.0,16242.0,-58988.0,-269746.0
Przychody finansowe,6935.0,3437.0,4696.0,17546.0,19064.0,11150.0,8063.0,18393.0,16762.0,16379.0,6598.0,17972.0,5016.0,2100.0,8470.0,9294.0,6505.0,19388.0,34513.0,16114.0
Koszty finansowe,19145.0,10445.0,8454.0,21182.0,31418.0,12378.0,11651.0,3599.0,34683.0,32150.0,9900.0,12612.0,7220.0,11574.0,5825.0,47407.0,7750.0,25914.0,7188.0,44943.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.0,-94205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,2147.0,7410.0,17189.0,14806.0,48857.0,52197.0,62012.0,79105.0,-920.0,-135672.0,34417.0,46079.0,22493.0,36938.0,43176.0,-475674.0,-309330.0,9716.0,-31663.0,-298575.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,2147.0,7410.0,17189.0,14806.0,48857.0,52197.0,62012.0,79105.0,-920.0,-135672.0,34417.0,46079.0,22493.0,36938.0,43176.0,-475674.0,-309330.0,9716.0,-31663.0,-298575.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,2539.0,-50344.0,0.0,0.0,0.0,0.0,0.0,-4814.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,1564.0,5720.0,13339.0,12552.0,-12917.0,38830.0,48693.0,59161.0,-27299.0,-134648.0,23784.0,33950.0,10940.0,3197.0,33469.0,-477586.0,-328190.0,8797.0,-51789.0,-302853.0
Zysk netto akcjonariuszy jednostki dominującej,1216.0,5218.0,12782.0,12191.0,-10996.0,37749.0,48030.0,59161.0,9835.0,-135349.0,22583.0,34070.0,10513.0,3197.0,33585.0,-477586.0,-316883.0,8797.0,-54121.0,-302853.0
Aktywa trwałe,154426.0,148897.0,185210.0,197364.0,221004.0,211078.0,223818.0,528247.0,369258.0,291968.0,294521.0,312223.0,307672.0,287963.0,282022.0,303513.0,228606.0,191391.0,134045.0,188802.0
