,0,1,2,3,4,5,6,7,8,9,10,11,12
Period,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,1253.0,2036.0,1485.0,483222.0,-8742.0,-8825.0,-8583.0,-1435.0,0.0,25750.0,27218.0,14254.0,3967.0
Techniczny koszt wytworzenia produkcji sprzedanej,1342.0,1739.0,1476.0,482470.0,426.0,421.0,1302.0,510.0,133.0,4270.0,9994.0,11077.0,613.0
Koszty sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12444.0,19814.0,13631.0,2279.0
Koszty ogólnego zarządu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13436.0,10371.0,10889.0,6887.0
Zysk ze sprzedaży,-89.0,297.0,9.0,752.0,-9168.0,-9246.0,-9885.0,-1945.0,-133.0,-4400.0,-12961.0,-21343.0,-5812.0
Pozostałe przychody operacyjne,136.0,61.0,77.0,0.0,4.0,27.0,55.0,0.0,4.0,760.0,15766.0,42.0,1266.0
Pozostałe koszty operacyjne,189.0,1.0,100.0,0.0,149.0,0.0,107.0,54.0,42.0,4253.0,3603.0,18972.0,446.0
Zysk operacyjny (EBIT),-142.0,357.0,-14.0,11405.0,-9313.0,-9219.0,-9937.0,-1999.0,-171.0,-7893.0,-798.0,-40273.0,-4992.0
Przychody finansowe,18.0,430.0,31.0,0.0,303.0,9.0,90.0,1428.0,0.0,93.0,5003.0,67.0,1062.0
Koszty finansowe,679.0,274.0,197.0,0.0,33.0,48.0,62.0,1230.0,17.0,3538.0,2566.0,1007.0,1634.0
Pozostałe przychody (koszty),73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,-730.0,513.0,-180.0,11405.0,-9043.0,-9258.0,-9909.0,-1801.0,-188.0,-11338.0,1639.0,-41213.0,-5564.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,-730.0,513.0,-180.0,11405.0,-9043.0,-9258.0,-9909.0,-1801.0,-188.0,-11338.0,1639.0,-41213.0,-5564.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-634.0,424.0,-180.0,9113.0,-7394.0,-7571.0,-8567.0,-3879.0,-188.0,-12850.0,3254.0,-40541.0,-6527.0
Zysk netto akcjonariuszy jednostki dominującej,-618.0,424.0,-180.0,9113.0,-7394.0,-7571.0,-8567.0,-3879.0,-188.0,-12850.0,3254.0,-40208.0,-6223.0
Aktywa trwałe,7690.0,7248.0,22749.0,546.0,977.0,2417.0,3229.0,0.0,0.0,43573.0,39458.0,9465.0,14334.0
Wartości niematerialne i prawne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37093.0,34201.0,1029.0,13447.0
Rzeczowe składniki majątku trwałego,1249.0,1533.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,3480.0,2680.0,7491.0,887.0
Należności długoterminowe,140.0,277.0,269.0,0.0,147.0,0.0,826.0,0.0,0.0,99.0,102.0,102.0,0.0
Inwestycje długoterminowe,6171.0,5387.0,22126.0,542.0,594.0,558.0,0.0,0.0,0.0,128.0,50.0,0.0,0.0
Pozostałe aktywa trwałe,130.0,51.0,62.0,4.0,236.0,1859.0,2403.0,0.0,0.0,2773.0,2425.0,843.0,0.0
Aktywa obrotowe,849.0,858.0,1476.0,30820.0,21706.0,13073.0,2964.0,50.0,28.0,11148.0,11861.0,4336.0,6056.0
Zapasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Należności krótkoterminowe,340.0,461.0,215.0,53.0,20.0,44.0,90.0,50.0,23.0,10267.0,10935.0,4199.0,5985.0
Inwestycje krótkoterminowe,501.0,393.0,1257.0,30766.0,21681.0,13028.0,2874.0,0.0,2.0,506.0,386.0,137.0,71.0
