,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,,17.73,42.15,25.74,8.33,-26.12,74.36,-23.57,40.6,-16.23,10.85,7.18,-14.0,10.69,-37.36,-16.23,9.78,-26.49,43.01,-22.1
Techniczny koszt wytworzenia produkcji sprzedanej,,2.5,15.97,50.58,33.71,-14.3,17.77,12.37,3.45,0.89,12.57,8.36,-14.13,-4.93,-35.45,-20.13,17.24,-27.2,61.19,-20.83
Koszty sprzedaży,,65.02,39.03,12.94,9.69,-34.19,42.16,7.3,20.53,4.49,7.27,5.18,20.53,9.69,-20.28,-15.8,-49.9,-9.12,10.3,16.89
Koszty ogólnego zarządu,,23.99,81.81,46.31,21.36,56.72,-22.26,7.37,-17.92,-22.15,1.63,10.48,-4.11,-0.9,29.25,-45.74,-5.99,-23.82,-7.04,0.64
Zysk ze sprzedaży,,18.38,81.55,-21.81,-96.58,-5846.21,197.03,-166.48,243.37,-77.73,42.02,-7.2,-180.68,237.65,-326.16,74.05,305.21,-50.19,86.71,-116.39
Pozostałe przychody operacyjne,,4914.62,145.53,74.73,-81.67,57.49,84.38,-64.67,-36.99,-0.91,-18.82,-38.34,91.16,-41.43,-21.76,-7.17,730.65,-81.82,-21.51,364.28
Pozostałe koszty operacyjne,,29.94,400.24,-41.34,624.75,499.04,-95.09,-27.75,-38.48,22.67,-46.97,6967.28,-98.96,35.81,-18.8,2459.57,-92.81,-54.63,68.53,-73.31
Zysk operacyjny (EBIT),,111.66,79.44,44.4,-166.14,-707.01,115.61,-156.69,231.11,-83.74,103.11,-2374.74,97.52,263.41,-357.17,-212.03,129.7,-70.48,48.22,-28.05
Przychody finansowe,,167.68,991.97,-82.83,180.54,125.89,-61.43,39.08,-58.28,-15.03,133.48,-55.93,-25.55,-11.91,1053.47,-87.82,-87.59,-100.0,,
Koszty finansowe,,-73.64,405.53,634.43,90.7,-67.61,-83.92,173.38,11.76,-39.7,16.71,153.76,-47.8,-12.0,-67.75,-3.28,4.46,-25.9,171.27,-48.32
Pozostałe przychody (koszty),,,63.58,5.39,-2212.21,43.84,100.0,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,258.37,168.83,-86.06,-1898.56,-125.2,116.54,-150.89,194.55,-95.21,918.3,-2434.73,93.91,106.13,642.44,-1168.71,125.67,-79.98,-40.56,46.08
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,258.37,168.83,-86.06,-1898.56,-125.2,116.54,-150.89,194.55,-95.21,918.3,-2434.73,93.91,106.13,642.44,-1168.71,125.67,-79.98,-40.56,46.08
Zysk (strata) netto z działalności zaniechanej,,,,,,,1148.67,-331.87,133.24,-100.0,,100.0,,,,,,,,
Zysk netto,,314.55,167.7,-71.43,-942.08,-177.35,117.9,-175.81,143.93,-117.27,151.0,-16129.34,94.54,74.7,462.64,-585.64,126.77,-91.5,-50.69,60.1
Zysk netto akcjonariuszy jednostki dominującej,,314.55,170.81,-70.0,-878.09,-159.28,120.65,-167.3,147.98,-117.03,157.09,-14315.74,94.54,74.57,461.49,-582.35,126.77,-91.5,-50.69,60.1
Aktywa trwałe,,72.93,220.25,73.44,53.32,-33.3,1.45,42.27,0.01,1.01,-0.68,-42.29,-1.56,-4.28,-3.43,-13.4,-3.81,-3.54,-4.81,-0.27
Wartości niematerialne i prawne,,35.89,670.73,67.23,52.26,-33.14,3.66,60.5,-1.4,0.69,3.93,-58.69,2.63,-3.49,-15.02,-7.0,-1.68,-2.13,0.18,0.25
Rzeczowe składniki majątku trwałego,,29.24,78.87,55.03,76.96,-16.21,-1.53,8.19,5.14,3.47,-11.64,-6.52,-9.7,-0.71,-1.63,-0.76,-5.44,-3.82,-4.41,0.38
Należności długoterminowe,,,,-34.78,-100.0,,,,159.14,-1.93,15.38,51.3,7.28,-17.53,87.98,-100.0,,,,
Inwestycje długoterminowe,,806533.35,16.4,138.14,-5.37,-98.35,87.31,-60.29,-42.59,-89.39,-30.53,-84.85,0.0,-100.0,,,0.0,0.0,0.0,-100.0
Pozostałe aktywa trwałe,,-2.45,355.85,295.87,115.51,-33.6,-8.17,36.96,-37.45,-13.16,-17.61,-0.12,19.76,-29.28,21.64,8.82,-11.8,-18.93,-88.2,-89.7
Aktywa obrotowe,,11.35,122.7,11.49,-6.26,20.08,-1.49,-10.22,-27.8,-14.42,30.57,-3.7,19.59,-31.03,-40.22,-8.91,10.23,15.49,-12.39,8.94
Zapasy,,27.64,47.98,60.71,-6.68,20.43,-12.48,-2.76,-11.49,-23.46,37.89,18.95,10.65,-10.31,-25.96,2.5,12.91,39.01,-11.29,6.48
Należności krótkoterminowe,,31.9,57.06,34.51,-24.46,-13.72,53.74,0.11,-34.12,-2.16,26.15,-18.67,-43.28,31.62,-38.95,-21.67,-21.98,3.88,-20.8,36.39
Inwestycje krótkoterminowe,,-56.2,838.91,-47.76,58.21,-35.26,20.11,-53.4,35.7,-36.28,53.86,-37.54,172.24,-56.14,-80.06,-7.33,209.86,-60.17,5.44,-58.42
Środki pieniężne i inne aktywa pieniężne,,-56.86,443.51,-29.47,31.09,-44.92,10.89,-35.45,72.95,-36.82,29.66,-5.62,172.24,-56.33,-79.98,-7.33,209.86,-60.17,5.44,-58.42
Pozostałe aktywa obrotowe,,32.97,46.15,154.47,-59.04,26.21,60.97,-23.8,-23.38,10.5,-58.9,-19.55,98.61,-19.72,-54.01,-47.12,-39.59,26.31,22.03,38.97
Aktywa trwałe przeznaczone do sprzedaży,,,,,,2298.82,-72.78,20.76,-100.0,,,725.09,182.08,-100.0,,,,,,
Aktywa razem,,38.81,176.9,51.29,37.63,-23.72,0.62,27.75,-5.4,-1.28,3.34,-36.02,3.61,-11.83,-11.55,-12.73,-1.62,-0.22,-6.34,1.47
Kapitał własny akcjonariuszy jednostki dominującej,,39.33,209.34,10.25,27.03,-11.99,12.31,9.45,3.92,4.43,4.74,-39.49,0.94,-5.07,-9.64,-18.35,6.47,0.5,-2.68,0.05
Kapitał (fundusz) podstawowy,,9.89,197.04,3.09,12.41,72.9,1.69,23.21,26.53,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,246.0,279.26,147.13,43.26,-15.99,-81.42,122.71,26.54,-16.95,-2.52,28.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.91
Udziały niekontrolujące,,,,-19.75,808.43,-41.4,-0.87,146.56,-50.69,-7.11,-1.28,-119.59,-3.09,9.3,100.0,,,,,
Zobowiązania długoterminowe,,-0.39,228.13,216.83,9.51,-60.96,106.81,43.61,-39.35,64.01,-0.8,-38.32,-16.93,-20.56,11.68,-16.55,-12.27,-13.95,-18.48,-20.46
Z tytułu dostaw i usług,,13.1,85.43,147.05,76.76,-38.39,-8.83,47.95,-4.06,-48.09,6.94,-1.32,-23.16,-32.25,14.49,37.56,-35.4,-26.09,-2.27,49.96
Kredyty i pożyczki,,81.28,25.96,352.88,33.63,-29.34,-70.53,100.8,52.67,-49.98,-1.38,55.85,12.62,-3.8,-46.51,-16.41,-9.2,10.76,-29.65,-4.45
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,-79.47,575.93,21.61,30.47
Inne zobowiązania długoterminowe,,99.81,191.98,-13.81,39.3,-1.14,5.09,96.29,0.96,2.01,13.23,-40.99,-10.65,-4.87,21.42,-47.9,-6.56,-6.26,-7.34,-15.62
Zobowiązania krótkoterminowe,,52.26,40.78,245.65,48.12,-26.85,-48.19,63.22,12.86,-43.55,2.07,16.36,23.96,-24.55,-32.63,12.95,-20.01,4.81,-14.47,17.39
Inne zobowiązania krótkoterminowe,,88.6,-4.81,163.37,50.29,45.74,-48.88,41.99,-37.6,27.27,0.18,-46.08,326.95,-60.9,-29.43,62.89,-9.15,31.21,-0.29,17.42
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,38.81,176.9,51.29,37.63,-23.72,0.62,27.75,-5.4,-1.28,3.34,-36.02,3.61,-11.83,-11.55,-12.73,-1.62,-0.22,-6.34,1.47
Przepływy pieniężne z działalności operacyjnej,,164.18,-251.02,95.08,7221.7,-310.67,134.17,-181.71,752.23,-44.78,-47.63,-42.63,-3.65,-24.38,59.29,67.53,-10.19,-86.84,915.61,-29.34
Amortyzacja,,-30.68,47.43,51.41,14.55,42.65,14.15,-4.03,-2.14,-18.95,14.86,10.35,-5.25,-5.37,-11.77,9.45,-1.7,-0.29,8.74,1.69
Przepływy pieniężne z działalności inwestycyjnej,,-151.11,-452.29,17.68,9.72,54.9,144.42,-267.41,-5.93,43.74,89.76,-602.48,106.03,-1092.75,250.32,-243.58,91.29,8.54,-579.27,-26.98
CAPEX (niematerialne i rzeczowe),,54.61,408.77,2.71,0.49,-47.76,-56.22,94.08,22.68,-42.78,-54.73,2.58,-14.5,37.89,29.05,23.04,-91.24,175.29,129.43,49.32
Przepływy pieniężne z działalności finansowej,,-5.13,628.31,-33.7,-11.66,-23.4,-140.29,203.4,-128.51,-49.02,18.08,152.99,102.42,-238.1,-119.84,106.78,-440.22,34.15,-81.24,69.32
Emisja akcji,,-54.17,1053.39,-100.0,,80.84,-100.0,,-100.0,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,-103.59,5792.37,-136.12,174.39,-141.46,148.95,-1254.44,151.77,-178.79,145.6,-130.37,3062.0,-189.29,39.6,98.16,2747.1,-188.85,103.61,-1229.61
