,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Period,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,91676.0,151629.0,234172.0,162738.0,121372.0,111205.0,131783.0,145552.0,175185.0,213696.0,231773.0,247441.0,246295.0,282201.0,209408.0,231600.0,287730.0,309628.0
Techniczny koszt wytworzenia produkcji sprzedanej,38542.0,62069.0,107661.0,87659.0,60531.0,55201.0,62565.0,63832.0,69805.0,96505.0,105450.0,110430.0,101891.0,121097.0,96225.0,104907.0,123022.0,121182.0
Koszty sprzedaży,29396.0,63306.0,93102.0,90530.0,47992.0,48961.0,50706.0,56533.0,70610.0,80044.0,95583.0,107541.0,112653.0,132356.0,107823.0,99118.0,125829.0,145586.0
Koszty ogólnego zarządu,7325.0,11791.0,14873.0,12781.0,7135.0,9263.0,9352.0,10256.0,6001.0,7463.0,8424.0,6949.0,9114.0,13353.0,11682.0,15958.0,18367.0,19652.0
Zysk ze sprzedaży,16413.0,14463.0,18536.0,-28232.0,5714.0,-2220.0,9160.0,14931.0,28769.0,29684.0,22316.0,22521.0,22637.0,15395.0,-6322.0,11617.0,20512.0,23208.0
Pozostałe przychody operacyjne,1057.0,2109.0,1293.0,3560.0,2399.0,3514.0,2496.0,3696.0,2468.0,2724.0,1301.0,1636.0,3036.0,3624.0,7057.0,19552.0,23632.0,4488.0
Pozostałe koszty operacyjne,2307.0,1422.0,9798.0,56146.0,6564.0,6239.0,3261.0,2609.0,1537.0,1122.0,2036.0,2980.0,4828.0,5768.0,28864.0,13544.0,16010.0,8414.0
Zysk operacyjny (EBIT),15163.0,15150.0,10031.0,-80818.0,1549.0,-4945.0,8395.0,16018.0,29700.0,31286.0,21581.0,21177.0,20845.0,13251.0,-28129.0,17625.0,28134.0,19282.0
Przychody finansowe,231.0,1478.0,2174.0,1208.0,955.0,1377.0,-863.0,-332.0,1754.0,1786.0,3206.0,401.0,790.0,715.0,1094.0,245.0,845.0,4200.0
Koszty finansowe,1534.0,1898.0,39056.0,8988.0,2206.0,1483.0,0.0,0.0,25.0,2297.0,217.0,2093.0,421.0,962.0,3228.0,2105.0,2999.0,991.0
Pozostałe przychody (koszty),0.0,5398.0,0.0,-26298.0,10545.0,-2567.0,666.0,1329.0,832.0,10.0,14068.0,7479.0,15416.0,1197.0,-534.0,3819.0,41195.0,164.0
Zysk z działalności gospodarczej,13860.0,20128.0,-26851.0,-114896.0,10843.0,-7618.0,8198.0,17015.0,32261.0,30785.0,38638.0,26964.0,36630.0,14201.0,-30797.0,19584.0,67175.0,22655.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,73260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,13860.0,20128.0,-26851.0,-114896.0,84103.0,-7618.0,8198.0,17015.0,32261.0,30785.0,38638.0,26964.0,36630.0,14201.0,-30797.0,19584.0,67175.0,22655.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,11145.0,15925.0,-29866.0,-114572.0,84103.0,-4986.0,8233.0,17017.0,30359.0,46307.0,35815.0,21728.0,17365.0,11761.0,-30439.0,18480.0,57443.0,18373.0
Zysk netto akcjonariuszy jednostki dominującej,11145.0,15925.0,-29866.0,-114572.0,84103.0,-4986.0,8233.0,17017.0,30359.0,46307.0,35815.0,21728.0,17365.0,12318.0,-30635.0,18285.0,57443.0,18373.0
