,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Period,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,100991.0,119784.0,115441.0,148719.0,158434.0,179450.0,203675.0,230302.0,251271.0,514121.0,405670.0,444248.0,409869.0,328982.0
Techniczny koszt wytworzenia produkcji sprzedanej,91899.0,112416.0,111362.0,138876.0,137364.0,161007.0,184746.0,204248.0,221083.0,487753.0,384522.0,404675.0,387616.0,322879.0
Koszty sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk ze sprzedaży,9092.0,7368.0,4079.0,9843.0,21070.0,18443.0,18929.0,26054.0,30188.0,26368.0,21148.0,39573.0,22253.0,6103.0
Pozostałe przychody operacyjne,2701.0,2997.0,1257.0,1313.0,1015.0,2691.0,4550.0,2155.0,3834.0,2469.0,3780.0,6958.0,10172.0,10892.0
Pozostałe koszty operacyjne,2606.0,1957.0,1508.0,3493.0,5973.0,3226.0,4747.0,2772.0,5015.0,4534.0,28043.0,2241.0,10994.0,8190.0
Zysk operacyjny (EBIT),9187.0,8408.0,3828.0,7663.0,16112.0,17908.0,18732.0,25437.0,29007.0,24303.0,-3115.0,44290.0,21431.0,8805.0
Przychody finansowe,105.0,712.0,2570.0,43.0,1041.0,1517.0,1637.0,166.0,3045.0,1818.0,699.0,3746.0,8374.0,4447.0
Koszty finansowe,2540.0,6305.0,2671.0,3466.0,3541.0,3432.0,3458.0,9058.0,2998.0,11214.0,40738.0,6114.0,14076.0,8147.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,55.0,-2315.0,-107.0,2438.0,1170.0
Zysk z działalności gospodarczej,6752.0,2815.0,3727.0,4240.0,13612.0,15993.0,16911.0,16545.0,29197.0,14962.0,-45469.0,41815.0,18167.0,6275.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,6752.0,2815.0,3727.0,4240.0,13612.0,15993.0,16911.0,16545.0,29197.0,14962.0,-45469.0,41815.0,18167.0,6275.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4669.0,-7467.0
Zysk netto,5797.0,1942.0,2497.0,3034.0,11386.0,13292.0,14027.0,13431.0,23398.0,11509.0,-41756.0,32934.0,11234.0,-3375.0
Zysk netto akcjonariuszy jednostki dominującej,5797.0,1942.0,2497.0,3034.0,11386.0,13292.0,14027.0,13431.0,23398.0,12651.0,-36750.0,31741.0,12163.0,-3375.0
Aktywa trwałe,19219.0,29664.0,28897.0,28025.0,26718.0,30676.0,40148.0,42538.0,79835.0,172875.0,120241.0,109395.0,108265.0,69076.0
Wartości niematerialne i prawne,801.0,2567.0,1880.0,1408.0,1276.0,3656.0,2143.0,1622.0,1889.0,34109.0,31123.0,30375.0,31783.0,6979.0
Rzeczowe składniki majątku trwałego,16866.0,24625.0,23225.0,21378.0,21203.0,23401.0,34144.0,34861.0,48732.0,124116.0,75389.0,69325.0,59476.0,46219.0
Należności długoterminowe,0.0,0.0,0.0,2171.0,2110.0,1637.0,1947.0,3277.0,985.0,0.0,0.0,917.0,927.0,932.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25923.0,8022.0,0.0,0.0,8016.0,9186.0
Pozostałe aktywa trwałe,1552.0,2472.0,3792.0,3068.0,2129.0,1982.0,1914.0,2778.0,2306.0,6628.0,13729.0,8778.0,8063.0,5760.0
Aktywa obrotowe,47519.0,58087.0,58907.0,50805.0,84282.0,91866.0,93523.0,113200.0,107748.0,184514.0,139499.0,159331.0,206494.0,143396.0
