,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Period,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,100206.0,46915.0,1272.0,50446.0,136210.0,164040.0,142172.0,160288.0,798014.0,583903.0,463184.0,362901.0,521272.0,2138875.0,888172.0,952576.0,1230199.0
Techniczny koszt wytworzenia produkcji sprzedanej,94315.0,42502.0,1138.0,17820.0,54504.0,89618.0,88827.0,127585.0,210621.0,113957.0,82174.0,106254.0,161308.0,491364.0,250234.0,243974.0,380567.0
Koszty sprzedaży,8820.0,4448.0,1021.0,19602.0,37981.0,25243.0,22377.0,18484.0,62108.0,141784.0,110673.0,107183.0,125341.0,408016.0,299225.0,222350.0,243796.0
Koszty ogólnego zarządu,7566.0,5363.0,4219.0,8061.0,11586.0,13063.0,12856.0,11352.0,60789.0,21344.0,32228.0,36602.0,57113.0,66435.0,71949.0,75536.0,166507.0
Zysk ze sprzedaży,-10495.0,-5398.0,-5106.0,4963.0,32139.0,36116.0,18112.0,2867.0,464496.0,306818.0,238109.0,112862.0,177510.0,1173060.0,266764.0,410716.0,439329.0
Pozostałe przychody operacyjne,1187.0,8570.0,4823.0,1561.0,9058.0,3056.0,3420.0,4570.0,1933.0,2459.0,5645.0,2664.0,8279.0,8438.0,17370.0,19436.0,54047.0
Pozostałe koszty operacyjne,7992.0,678.0,1867.0,7199.0,13575.0,10805.0,6658.0,1287.0,42236.0,5650.0,2814.0,3134.0,5503.0,24421.0,51231.0,52805.0,24336.0
Zysk operacyjny (EBIT),-17300.0,2494.0,-2150.0,-675.0,27622.0,28367.0,14874.0,6150.0,424193.0,303627.0,240940.0,112392.0,180286.0,1157077.0,232903.0,377347.0,469040.0
Przychody finansowe,27.0,311.0,76.0,1627.0,1801.0,4031.0,2995.0,3235.0,8399.0,8587.0,10856.0,10771.0,9463.0,17081.0,9523.0,71501.0,118645.0
Koszty finansowe,1132.0,1382.0,251.0,1930.0,2194.0,4111.0,679.0,45.0,11007.0,276.0,4391.0,130.0,587.0,9209.0,23318.0,55663.0,49193.0
Pozostałe przychody (koszty),-4128.0,-144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,-22533.0,1279.0,-2325.0,-978.0,27229.0,28287.0,17190.0,9340.0,421585.0,311938.0,247405.0,123033.0,189162.0,1164949.0,219108.0,393185.0,538492.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,-22533.0,1279.0,-2325.0,-978.0,27229.0,28287.0,17190.0,9340.0,421585.0,311938.0,247405.0,123033.0,189162.0,1164949.0,219108.0,393185.0,538492.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-22533.0,1279.0,-2325.0,-3451.0,23962.0,28125.0,14851.0,4679.0,342430.0,250514.0,200270.0,109334.0,175315.0,1154327.0,208908.0,347093.0,481105.0
Zysk netto akcjonariuszy jednostki dominującej,-22533.0,1279.0,-2325.0,-3451.0,23962.0,28125.0,14900.0,5212.0,342430.0,250514.0,200270.0,109334.0,175315.0,1154327.0,208908.0,347093.0,481105.0
Aktywa trwałe,7729.0,6939.0,32866.0,89630.0,90762.0,94202.0,95047.0,93254.0,119187.0,170644.0,255535.0,388309.0,679097.0,764178.0,905846.0,1119978.0,1450623.0
Wartości niematerialne i prawne,77.0,61.0,33.0,79651.0,79925.0,81218.0,82820.0,86019.0,94274.0,155540.0,235756.0,349464.0,502049.0,523026.0,465026.0,598797.0,653678.0
Rzeczowe składniki majątku trwałego,7632.0,6788.0,6440.0,9067.0,9924.0,10755.0,11187.0,5499.0,9380.0,14423.0,18832.0,19241.0,105267.0,105349.0,115234.0,145252.0,183038.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,570.0,66.0,321.0,686.0,389.0,383.0
Inwestycje długoterminowe,0.0,70.0,26393.0,0.0,0.0,0.0,0.0,547.0,547.0,194.0,452.0,16714.0,52985.0,120300.0,266048.0,291604.0,528247.0
Pozostałe aktywa trwałe,20.0,20.0,0.0,912.0,913.0,2229.0,1040.0,1189.0,14986.0,487.0,0.0,2320.0,18730.0,15182.0,58852.0,83936.0,85277.0
Aktywa obrotowe,15301.0,16815.0,2361.0,77884.0,94513.0,108690.0,122588.0,155683.0,554759.0,704316.0,725978.0,738529.0,725011.0,2130300.0,1252889.0,1154146.0,1162815.0
Zapasy,7203.0,1373.0,723.0,27739.0,31112.0,33367.0,51966.0,96511.0,34200.0,401.0,323.0,258.0,12862.0,6957.0,15886.0,12701.0,3576.0
Należności krótkoterminowe,7407.0,13176.0,1512.0,19590.0,34389.0,35882.0,21821.0,17378.0,114234.0,91934.0,63843.0,57850.0,210292.0,1275813.0,238889.0,223887.0,252389.0
Inwestycje krótkoterminowe,691.0,2266.0,30.0,15610.0,14048.0,27721.0,40489.0,37140.0,393802.0,597257.0,647516.0,658870.0,482301.0,834147.0,984351.0,894672.0,878978.0
Środki pieniężne i inne aktywa pieniężne,691.0,2266.0,30.0,15610.0,9819.0,26866.0,39684.0,34395.0,393637.0,557204.0,66987.0,103878.0,49406.0,563335.0,411586.0,277827.0,178054.0
Pozostałe aktywa obrotowe,0.0,0.0,96.0,14945.0,14964.0,11720.0,8312.0,4654.0,12523.0,14724.0,14296.0,21502.0,19556.0,13383.0,13763.0,22886.0,27872.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,23030.0,23754.0,35227.0,167514.0,185275.0,202892.0,217635.0,248937.0,673946.0,874960.0,981513.0,1126838.0,1404108.0,2894478.0,2158735.0,2274124.0,2613438.0
Kapitał własny akcjonariuszy jednostki dominującej,-14152.0,5899.0,3620.0,77665.0,123412.0,151530.0,166500.0,168018.0,513675.0,776938.0,882899.0,1002864.0,1105651.0,2187356.0,1894356.0,2033404.0,2403490.0
Kapitał (fundusz) podstawowy,9384.0,28152.0,28152.0,82837.0,94950.0,94950.0,94950.0,94950.0,94950.0,96120.0,96120.0,96120.0,96120.0,100655.0,100739.0,100771.0,99911.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99993.0,0.0
Kapitał (fundusz) zapasowy,75531.0,75532.0,75532.0,101751.0,106705.0,105200.0,112438.0,119730.0,120199.0,403001.0,549335.0,739724.0,780951.0,774851.0,1425647.0,1567325.0,1714604.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
