,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,,38.71,7.78,55.01,-23.99,51.05,-51.37,85.06,76.77,-36.0,-67.71,43.67,18.24,17.93,48.58,47.97,-20.67,-24.79,-17.0,13.26
Techniczny koszt wytworzenia produkcji sprzedanej,,52.68,9.24,57.45,-26.68,45.19,-52.46,94.93,93.87,-30.9,-74.27,39.24,17.9,20.96,53.19,55.25,-22.27,-26.93,-21.12,17.13
Koszty sprzedaży,,,,,,,,,,,,,,,,,,,,
Koszty ogólnego zarządu,,-1.18,3.68,10.29,16.74,36.69,-16.07,5.03,1.25,-16.17,-13.13,-9.53,38.86,5.52,8.12,23.09,-2.37,8.81,6.4,-1.17
Zysk ze sprzedaży,,-83.76,-128.88,9.94,800.34,582.08,-69.02,52.67,-338.06,-115.18,106.61,409.01,6.26,-0.79,33.13,-34.36,4.6,-20.22,30.41,-16.73
Pozostałe przychody operacyjne,,-11.15,-54.05,7.49,12.97,151.61,12.93,-40.4,26.11,-10.31,-75.63,-13.41,180.05,142.75,-8.84,352.88,51.63,-7.9,-13.79,-14.85
Pozostałe koszty operacyjne,,-43.25,-28.63,-25.4,-6.81,164.36,-10.72,57.52,-52.69,-89.65,915.49,-50.97,528.43,-10.85,20.7,101.32,-20.54,87.36,46.7,-26.2
Zysk operacyjny (EBIT),,-76.98,-140.22,66.32,1288.14,526.59,-62.3,-0.17,-370.71,-115.28,104.01,767.93,-20.54,23.88,26.46,-7.1,67.75,-48.27,-57.48,31.39
Przychody finansowe,,-34.19,-84.79,268.09,1106.94,-61.61,-74.61,411.79,-97.94,2462.79,328.04,-88.42,-62.82,56.65,-97.17,14711.11,-63.32,71.37,-43.68,106.36
Koszty finansowe,,134.31,-43.84,107.62,-74.21,-76.72,199.38,-59.38,1843.65,-77.88,35.77,9.57,-23.17,-1.55,-2.1,118.11,-23.78,-62.48,79.9,233.72
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,-104.29,-572.45,-42.93,327.13,174.57,-66.21,36.43,-352.69,-69.85,115.39,112.99,-22.46,27.8,25.28,-5.88,68.71,-44.31,-63.53,-11.4
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,-104.29,-572.45,-42.93,327.13,174.57,-66.21,36.43,-352.69,-69.85,115.39,112.99,-22.46,27.8,25.28,-5.88,68.71,-44.31,-63.53,-11.4
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,
Zysk netto,,-113.4,-201.08,-69.3,266.23,152.73,-65.63,49.17,-394.27,-57.14,110.89,52.93,29.99,25.9,36.91,1.1,52.4,-41.75,-74.53,123.92
Zysk netto akcjonariuszy jednostki dominującej,,-113.4,-201.08,-69.3,266.23,152.73,-65.63,49.17,-394.27,-57.14,110.89,52.93,29.99,25.9,36.91,1.1,52.4,-41.75,-74.53,123.92
Aktywa trwałe,,1.08,-8.31,-2.42,7.39,16.02,-5.94,36.65,0.37,-0.45,-14.11,-10.05,14.71,0.75,88.13,-9.87,-29.99,-2.91,-12.94,79.77
Wartości niematerialne i prawne,,110.0,11.11,-81.43,1284.62,-31.11,-70.16,778.38,-23.69,-34.27,156.44,-52.63,-95.96,675.0,22875.81,-19.48,-29.73,-39.33,-61.64,-93.87
Rzeczowe składniki majątku trwałego,,-5.64,-11.95,1.41,7.03,18.92,-1.66,26.83,-2.04,-10.13,-13.91,-11.49,1.56,-3.87,42.13,-4.11,-36.34,19.94,-7.74,126.63
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,76.74,0.0,-51.75,0.0,-17.27,0.0,0.0,0.0,0.0,-69.23,0.0,0.0,-100.0,,,,,,
Pozostałe aktywa trwałe,,68.21,13.38,-15.5,3.27,3.06,-33.17,124.46,16.31,48.8,-17.93,-2.52,55.79,8.95,14.25,-8.92,-16.77,-4.44,6.71,35.84
Aktywa obrotowe,,10.51,21.85,20.25,4.25,11.82,-35.63,159.92,-25.84,-40.2,-27.13,45.23,3.75,12.45,92.76,10.74,37.23,-37.97,-9.15,9.58
Zapasy,,-15.38,73.74,-16.28,62.5,61.97,-67.02,2145.6,-74.1,-28.34,-30.33,-31.4,-34.94,11.73,2709.94,-65.45,-5.92,25.11,5.9,433.88
Należności krótkoterminowe,,5.16,15.69,10.4,17.73,-12.58,-11.31,166.92,-43.29,-19.55,-15.29,20.06,6.12,-7.52,111.37,17.54,23.51,-48.28,5.9,-9.35
Inwestycje krótkoterminowe,,-68.27,-34.34,533.71,19.59,60.43,-60.84,71.19,132.93,-65.34,-90.89,1411.22,-58.55,-43.68,-30.83,956.83,177.54,-30.71,-27.69,-15.97
