,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Period,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,116517.0,106216.0,118289.0,140625.0,158979.0,171028.0,168892.0,166732.0,184891.0,194414.0,237426.0,222682.0,185222.0,206296.0,270457.0,260016.0
Techniczny koszt wytworzenia produkcji sprzedanej,66913.0,67658.0,79240.0,92753.0,108542.0,115444.0,114258.0,106486.0,119042.0,124773.0,149478.0,141990.0,117696.0,139495.0,185061.0,187699.0
Koszty sprzedaży,4996.0,5535.0,7479.0,9188.0,10481.0,13264.0,15009.0,15361.0,16841.0,18617.0,22717.0,20151.0,18628.0,22738.0,20843.0,22122.0
Koszty ogólnego zarządu,5992.0,5631.0,9888.0,11633.0,11554.0,11912.0,11515.0,11115.0,13488.0,13396.0,15738.0,16409.0,16652.0,16806.0,20676.0,19985.0
Zysk ze sprzedaży,38616.0,27392.0,21682.0,27051.0,28402.0,30408.0,28110.0,33770.0,35520.0,37628.0,49493.0,44132.0,32246.0,27257.0,43877.0,30210.0
Pozostałe przychody operacyjne,1606.0,1642.0,4727.0,1693.0,2005.0,3268.0,2683.0,2421.0,2482.0,2565.0,2183.0,3550.0,6275.0,3032.0,2157.0,3305.0
Pozostałe koszty operacyjne,3195.0,2900.0,792.0,520.0,987.0,429.0,379.0,1018.0,589.0,786.0,2114.0,1399.0,1754.0,518.0,2605.0,2023.0
Zysk operacyjny (EBIT),37027.0,26134.0,25617.0,28224.0,29420.0,33247.0,30414.0,35173.0,37413.0,39407.0,49562.0,46283.0,36767.0,29771.0,43429.0,31492.0
Przychody finansowe,871.0,1038.0,1039.0,606.0,2797.0,513.0,1245.0,1443.0,817.0,42.0,576.0,1102.0,717.0,0.0,376.0,3659.0
Koszty finansowe,11295.0,1248.0,151.0,351.0,673.0,293.0,58.0,1091.0,500.0,1540.0,1708.0,931.0,404.0,1156.0,1585.0,4086.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,26603.0,25924.0,26505.0,28479.0,31544.0,33467.0,31601.0,35525.0,37730.0,37909.0,48430.0,46454.0,37080.0,28615.0,42220.0,31065.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,26603.0,25924.0,26505.0,28479.0,31544.0,33467.0,31601.0,35525.0,37730.0,37909.0,48430.0,46454.0,37080.0,28615.0,42220.0,31065.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,21433.0,21007.0,21088.0,22583.0,25060.0,26735.0,25409.0,28616.0,30204.0,30698.0,39009.0,38183.0,30898.0,24114.0,36359.0,28480.0
Zysk netto akcjonariuszy jednostki dominującej,21433.0,21007.0,21088.0,22583.0,25060.0,26735.0,25409.0,28616.0,30204.0,30698.0,39009.0,38183.0,30898.0,24114.0,36359.0,28480.0
Aktywa trwałe,29214.0,27637.0,29922.0,44465.0,51723.0,65637.0,68840.0,67809.0,71781.0,73796.0,89906.0,101585.0,108061.0,105494.0,100528.0,93856.0
Wartości niematerialne i prawne,239.0,203.0,454.0,582.0,674.0,1069.0,1613.0,2268.0,3208.0,3630.0,5426.0,5769.0,4348.0,5481.0,4556.0,2809.0
Rzeczowe składniki majątku trwałego,26547.0,26213.0,28443.0,42836.0,49280.0,63159.0,64341.0,61966.0,63061.0,65141.0,79759.0,92037.0,100255.0,96817.0,92018.0,87977.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,8.0,0.0,481.0,244.0,1542.0,1708.0,3445.0,3229.0,1354.0,1450.0,1450.0,1450.0,1450.0,1450.0
Pozostałe aktywa trwałe,2428.0,1221.0,1017.0,1047.0,1288.0,1165.0,1344.0,1867.0,2067.0,1796.0,3367.0,2329.0,2008.0,1746.0,2504.0,1620.0
Aktywa obrotowe,50975.0,45992.0,42041.0,56906.0,67765.0,56161.0,56410.0,70661.0,59340.0,76321.0,76527.0,73183.0,88876.0,100376.0,112573.0,129318.0
Zapasy,33963.0,11609.0,22937.0,25875.0,29162.0,29163.0,29959.0,35334.0,36789.0,34874.0,50624.0,50778.0,61244.0,70263.0,72235.0,79070.0
Należności krótkoterminowe,4490.0,3477.0,7216.0,9149.0,8216.0,11766.0,14515.0,15484.0,14152.0,19300.0,18003.0,15777.0,19352.0,20733.0,32521.0,38241.0
Inwestycje krótkoterminowe,12191.0,30280.0,10877.0,20688.0,29544.0,14179.0,10615.0,17774.0,5338.0,17721.0,4714.0,2354.0,2377.0,3249.0,1947.0,3246.0
Środki pieniężne i inne aktywa pieniężne,12191.0,30280.0,10877.0,20688.0,19173.0,13925.0,10581.0,17774.0,3331.0,17721.0,4714.0,2354.0,2377.0,3249.0,1947.0,2523.0
Pozostałe aktywa obrotowe,331.0,626.0,1011.0,1194.0,843.0,1053.0,1321.0,2069.0,3061.0,4426.0,3186.0,4274.0,5903.0,6131.0,5870.0,8761.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,80189.0,73629.0,71963.0,101371.0,119488.0,121798.0,125250.0,138470.0,131121.0,150117.0,166433.0,174768.0,196937.0,205870.0,213101.0,223174.0
Kapitał własny akcjonariuszy jednostki dominującej,49945.0,51945.0,54341.0,79788.0,85006.0,93609.0,97668.0,105240.0,89888.0,96411.0,111812.0,114691.0,132445.0,134396.0,150608.0,144088.0
Kapitał (fundusz) podstawowy,2807.0,2300.0,2300.0,2332.0,2363.0,2395.0,2395.0,2414.0,2423.0,2429.0,2449.0,2470.0,2518.0,2518.0,2518.0,2300.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,25705.0,28638.0,30953.0,54873.0,57583.0,64479.0,69864.0,74210.0,57261.0,63284.0,70354.0,74038.0,99029.0,107764.0,111731.0,113090.0
