,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,,37.92,20.54,33.99,-2.85,-10.95,12.88,0.66,-4.59,10.33,26.02,13.92,-0.47,29.49,-0.01,10.99,-22.3,15.69,33.96,-21.98
Techniczny koszt wytworzenia produkcji sprzedanej,,39.8,8.4,38.13,2.15,10.39,13.38,5.47,0.57,0.98,22.99,9.26,-0.31,25.35,1.97,11.46,-18.22,7.51,34.08,-22.67
Koszty sprzedaży,,,,,,,,,,,,,,,,,,,,
Koszty ogólnego zarządu,,4.72,39.13,44.9,33.86,4.35,-19.07,-3.91,-0.76,-6.92,11.73,0.27,10.49,10.42,0.25,3.0,-7.51,9.27,11.62,-7.95
Zysk ze sprzedaży,,48.83,55.83,20.26,-31.77,-112.25,186.38,-207.54,-267.02,140.34,177.6,102.05,-9.52,82.38,-12.07,12.55,-58.64,135.53,45.93,-24.18
Pozostałe przychody operacyjne,,385.94,-36.98,89.63,58.12,114.86,20.93,-3.71,14.12,4.45,18.79,-7.2,50.33,-50.44,49.54,23.96,-9.48,-17.78,1.26,40.58
Pozostałe koszty operacyjne,,115.44,-28.66,65.52,123.19,-19.81,-11.94,-63.33,278.37,-41.34,49.44,-29.91,-3.84,36.04,0.0,29.69,-46.34,474.67,-79.53,114.8
Zysk operacyjny (EBIT),,52.49,55.32,20.71,-34.31,-102.84,1030.46,-66.95,-432.52,232.13,84.93,71.14,5.65,36.1,-4.51,13.87,-48.25,48.66,72.27,-20.51
Przychody finansowe,,-53.75,-15.46,209.14,213.51,-78.98,-21.16,6.04,-38.1,-7.71,-29.81,-7.77,31.9,5.84,-22.34,-2.81,154.42,-92.71,178.9,177.96
Koszty finansowe,,-8.76,-55.22,9.4,94.16,-71.68,48.75,60.92,387.73,-38.22,1.73,73.85,-27.14,-5.51,3.13,5.94,-25.8,-28.97,249.69,9.47
