,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,33709.0,15813.0,3854.0,16.0,11.0,1307.0,554.0,20101.0,22730.0,36801.0,15503.0,208773.0,162608.0,174210.0,137209.0,179513.0,259061.0,252859.0,198745.0,172423.0
Techniczny koszt wytworzenia produkcji sprzedanej,-16023.0,3402.0,3067.0,2.0,0.0,0.0,0.0,19647.0,34116.0,41855.0,21160.0,194869.0,152546.0,164515.0,128682.0,170211.0,246334.0,243484.0,197046.0,165908.0
Koszty sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,1022.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,0.0,0.0,0.0,3415.0,6428.0,7328.0,8948.0,11296.0,10828.0,10614.0,4669.0,5444.0,4268.0,3912.0,3872.0,4313.0,5818.0,6922.0,6615.0,6738.0
Zysk ze sprzedaży,49732.0,12411.0,787.0,-3401.0,-6417.0,-6021.0,-8394.0,-10842.0,-22624.0,-16690.0,-11016.0,8460.0,5794.0,5783.0,4655.0,4989.0,6909.0,2453.0,-4916.0,-223.0
Pozostałe przychody operacyjne,108523.0,8672.0,4068.0,4048.0,1421.0,599.0,1421.0,9312.0,11914.0,5811.0,12167.0,909.0,564.0,2262.0,718.0,711.0,2508.0,312.0,1029.0,860.0
Pozostałe koszty operacyjne,0.0,0.0,0.0,370.0,406.0,1109.0,706.0,883.0,12914.0,7542.0,1535.0,1360.0,4066.0,960.0,230.0,539.0,1982.0,966.0,4607.0,2671.0
Zysk operacyjny (EBIT),158255.0,21083.0,4855.0,277.0,-5402.0,-6531.0,-7679.0,-2413.0,-23624.0,-18421.0,-384.0,8009.0,2292.0,7085.0,5143.0,5161.0,7435.0,1799.0,-8494.0,-2034.0
Przychody finansowe,0.0,0.0,0.0,45.0,25.0,60.0,114.0,113.0,917.0,5.0,42.0,1400.0,1151.0,1183.0,337.0,1044.0,678.0,206.0,204.0,86.0
Koszty finansowe,0.0,0.0,0.0,24.0,35.0,40.0,527.0,3775.0,11000.0,11282.0,5010.0,19878.0,1915.0,2472.0,1667.0,1836.0,1931.0,1981.0,2723.0,1630.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,158255.0,21083.0,4855.0,298.0,-5412.0,-6511.0,-8092.0,-6075.0,-33707.0,-29698.0,-5352.0,-10469.0,1528.0,5796.0,3813.0,4369.0,6182.0,24.0,-11013.0,-3578.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,158255.0,21083.0,4855.0,298.0,-5412.0,-6511.0,-8092.0,-6075.0,-33707.0,-29698.0,-5352.0,-10469.0,1528.0,5796.0,3813.0,4369.0,6182.0,24.0,-11013.0,-3578.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,157223.0,21083.0,4855.0,-699.0,-5408.0,-6515.0,-7878.0,-6452.0,-33559.0,-30138.0,-5352.0,-1713.0,5851.0,4520.0,1279.0,127.0,4799.0,-474.0,-9104.0,-3044.0
Zysk netto akcjonariuszy jednostki dominującej,157223.0,21083.0,4855.0,-563.0,-5058.0,-6243.0,-7395.0,-5318.0,-33367.0,-31024.0,-4651.0,-1713.0,5851.0,4520.0,1279.0,127.0,4799.0,-474.0,-9104.0,-3044.0
Aktywa trwałe,1030.0,986.0,962.0,31569.0,101418.0,123618.0,205399.0,221743.0,207348.0,181178.0,13120.0,31130.0,22761.0,13802.0,14626.0,5665.0,5380.0,6919.0,10460.0,8020.0
Wartości niematerialne i prawne,3.0,0.0,0.0,6621.0,7556.0,8485.0,8509.0,8434.0,8371.0,421.0,0.0,0.0,0.0,0.0,108.0,69.0,369.0,86.0,1.0,13.0
Rzeczowe składniki majątku trwałego,997.0,920.0,916.0,24858.0,92861.0,114884.0,196069.0,208844.0,197328.0,179718.0,13019.0,334.0,239.0,309.0,941.0,2805.0,3078.0,2712.0,2825.0,1726.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14840.0,6857.0,3978.0,5405.0,0.0,0.0,1224.0,1333.0,467.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1672.0,1737.0,5.0,1257.0,15.0,15.0,15.0,100.0,256.0
Pozostałe aktywa trwałe,30.0,66.0,46.0,90.0,1001.0,249.0,821.0,4465.0,1649.0,1039.0,101.0,14284.0,13928.0,9510.0,6915.0,2776.0,1918.0,2882.0,6201.0,5558.0
Aktywa obrotowe,251751.0,76555.0,13921.0,3611.0,13146.0,8407.0,16787.0,15079.0,6662.0,12107.0,923.0,105983.0,107751.0,92193.0,87400.0,122763.0,122499.0,130330.0,80142.0,85164.0
Zapasy,0.0,0.0,0.0,3.0,3.0,1298.0,3666.0,6660.0,3944.0,4217.0,154.0,1440.0,880.0,1069.0,1078.0,1078.0,1614.0,1353.0,3815.0,1141.0
Należności krótkoterminowe,19.0,587.0,4.0,2179.0,7536.0,1198.0,4648.0,2410.0,2270.0,5775.0,748.0,45232.0,51838.0,62327.0,69153.0,98454.0,94458.0,107929.0,68010.0,74693.0
