,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Period,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,58496.0,55719.0,60186.0,60099.0,79396.0,91468.0,93304.0,98041.0,79697.0,76958.0,68508.0,67122.0,59457.0,55729.0,75818.0,85897.0,91203.0
Techniczny koszt wytworzenia produkcji sprzedanej,55588.0,54083.0,57648.0,56840.0,77661.0,76215.0,77405.0,83854.0,67623.0,69194.0,62064.0,56939.0,49772.0,41094.0,57572.0,68456.0,70108.0
Koszty sprzedaży,0.0,0.0,0.0,0.0,0.0,7699.0,8249.0,5360.0,4658.0,6394.0,5373.0,5333.0,4423.0,9421.0,11401.0,11387.0,14556.0
Koszty ogólnego zarządu,0.0,0.0,0.0,0.0,0.0,4970.0,5125.0,5332.0,5285.0,7299.0,5467.0,5659.0,5207.0,4744.0,6327.0,8180.0,11037.0
Zysk ze sprzedaży,2908.0,1636.0,2538.0,3259.0,1735.0,2584.0,2525.0,3495.0,2131.0,-5929.0,-4396.0,-809.0,55.0,470.0,518.0,-2126.0,-4498.0
Pozostałe przychody operacyjne,1030.0,525.0,369.0,783.0,1191.0,1108.0,1420.0,1961.0,1378.0,1156.0,1052.0,1072.0,987.0,1664.0,2199.0,517.0,663.0
Pozostałe koszty operacyjne,1157.0,269.0,693.0,1396.0,366.0,595.0,705.0,1558.0,595.0,2418.0,815.0,458.0,410.0,327.0,290.0,418.0,355.0
Zysk operacyjny (EBIT),2781.0,1892.0,2214.0,2646.0,2560.0,3097.0,3240.0,3898.0,2914.0,-7191.0,-4159.0,-195.0,632.0,1807.0,2427.0,-2027.0,-4190.0
Przychody finansowe,143.0,59.0,63.0,61.0,114.0,114.0,95.0,109.0,81.0,32408.0,131.0,2154.0,80.0,290549.0,281.0,821.0,571.0
Koszty finansowe,312.0,251.0,211.0,352.0,415.0,630.0,480.0,407.0,212.0,251.0,163.0,145.0,205.0,315.0,150.0,99.0,356.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.0,-1343.0,-274.0,1722.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,2612.0,1700.0,2066.0,2355.0,2259.0,2581.0,2855.0,3600.0,2783.0,26875.0,-5534.0,1540.0,2229.0,292041.0,2558.0,-1305.0,-3975.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,2612.0,1700.0,2066.0,2355.0,2259.0,2581.0,2855.0,3600.0,2783.0,26875.0,-5534.0,1540.0,2229.0,292041.0,2558.0,-1305.0,-3975.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,2259.0,1239.0,1591.0,2074.0,1953.0,2095.0,2493.0,2955.0,2441.0,21417.0,-5460.0,1393.0,1920.0,236474.0,3091.0,-988.0,-4987.0
Zysk netto akcjonariuszy jednostki dominującej,2259.0,1239.0,1591.0,2074.0,1953.0,2095.0,2493.0,2955.0,2441.0,21417.0,-5460.0,1393.0,1920.0,236474.0,3091.0,-988.0,-4987.0
Aktywa trwałe,4883.0,7131.0,14417.0,28779.0,29939.0,29240.0,27893.0,28786.0,29462.0,27409.0,31965.0,33091.0,23149.0,21110.0,23691.0,29909.0,28427.0
Wartości niematerialne i prawne,577.0,1628.0,1110.0,741.0,3554.0,2745.0,2176.0,2917.0,2772.0,5352.0,4786.0,3525.0,2793.0,2072.0,5758.0,11280.0,10503.0
Rzeczowe składniki majątku trwałego,4191.0,4883.0,9227.0,20655.0,20162.0,20251.0,19368.0,18528.0,18039.0,16829.0,16166.0,16474.0,16063.0,15734.0,16594.0,16505.0,15235.0
Należności długoterminowe,0.0,32.0,84.0,56.0,73.0,47.0,71.0,150.0,99.0,103.0,101.0,119.0,55.0,17.0,0.0,43.0,881.0
Inwestycje długoterminowe,9.0,9.0,0.0,3994.0,5995.0,5995.0,5995.0,6695.0,6695.0,4634.0,10618.0,12779.0,3941.0,2708.0,400.0,400.0,400.0
Pozostałe aktywa trwałe,106.0,579.0,3996.0,3333.0,155.0,202.0,283.0,496.0,1857.0,491.0,294.0,194.0,297.0,579.0,939.0,1681.0,1408.0
Aktywa obrotowe,13547.0,18864.0,19161.0,23577.0,30373.0,34459.0,29206.0,28219.0,20744.0,32878.0,16138.0,21067.0,36401.0,153001.0,61783.0,41416.0,36769.0
Zapasy,1498.0,1627.0,1495.0,1787.0,3956.0,3604.0,4185.0,2729.0,2481.0,2128.0,3447.0,2211.0,1470.0,1737.0,1632.0,2919.0,1548.0
Należności krótkoterminowe,10379.0,15772.0,16494.0,21121.0,25857.0,30088.0,24384.0,24599.0,15379.0,16151.0,12048.0,17483.0,19436.0,16572.0,25163.0,22080.0,15016.0
Inwestycje krótkoterminowe,1400.0,1124.0,752.0,511.0,378.0,541.0,399.0,707.0,2713.0,14383.0,383.0,489.0,891.0,134445.0,34646.0,15814.0,19604.0
Środki pieniężne i inne aktywa pieniężne,1399.0,1124.0,743.0,511.0,378.0,541.0,399.0,707.0,2713.0,1552.0,383.0,489.0,891.0,19445.0,4646.0,4083.0,19604.0
Pozostałe aktywa obrotowe,222.0,341.0,420.0,158.0,182.0,226.0,238.0,184.0,171.0,216.0,260.0,884.0,248.0,247.0,342.0,603.0,601.0
Aktywa trwałe przeznaczone do sprzedaży,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14356.0,0.0,0.0,0.0,0.0
Aktywa razem,18430.0,25995.0,33578.0,52356.0,60312.0,63699.0,57099.0,57005.0,50206.0,60287.0,48103.0,54158.0,59550.0,174111.0,85474.0,71325.0,65196.0
Kapitał własny akcjonariuszy jednostki dominującej,7268.0,8467.0,12108.0,17095.0,19855.0,21950.0,23860.0,26011.0,26759.0,33890.0,28430.0,29019.0,30939.0,152113.0,57096.0,46111.0,41124.0
Kapitał (fundusz) podstawowy,550.0,550.0,630.0,730.0,730.0,730.0,730.0,730.0,730.0,730.0,730.0,730.0,730.0,787.0,787.0,787.0,787.0
