,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,,-53.09,-75.63,-99.58,-31.25,11781.82,-57.61,3528.34,13.08,61.9,-57.87,1246.66,-22.11,7.13,-21.24,30.83,44.31,-2.39,-21.4,-13.24
Techniczny koszt wytworzenia produkcji sprzedanej,,121.23,-9.85,-99.93,-100.0,,,,73.64,22.68,-49.44,820.93,-21.72,7.85,-21.78,32.27,44.72,-1.16,-19.07,-15.8
Koszty sprzedaży,,,,,,,,,,149.27,-32.49,-100.0,,,,,,,,
Koszty ogólnego zarządu,,,,,88.23,14.0,22.11,26.24,-4.14,-1.98,-56.01,16.6,-21.6,-8.34,-1.02,11.39,34.89,18.98,-4.44,1.86
Zysk ze sprzedaży,,-75.04,-93.66,-532.15,-88.68,6.17,-39.41,-29.16,-108.67,26.23,34.0,176.8,-31.51,-0.19,-19.51,7.18,38.48,-64.5,-300.41,95.46
Pozostałe przychody operacyjne,,-92.01,-53.09,-0.49,-64.9,-57.85,137.23,555.31,27.94,-51.23,109.38,-92.53,-37.95,301.06,-68.26,-0.97,252.74,-87.56,229.81,-16.42
Pozostałe koszty operacyjne,,,,,9.73,173.15,-36.34,25.07,1362.51,-41.6,-79.65,-11.4,198.97,-76.39,-76.04,134.35,267.72,-51.26,376.92,-42.02
Zysk operacyjny (EBIT),,-86.68,-76.97,-94.29,-2050.18,-20.9,-17.58,68.58,-879.03,22.02,97.92,2185.68,-71.38,209.12,-27.41,0.35,44.06,-75.8,-572.15,76.05
Przychody finansowe,,,,,-44.44,140.0,90.0,-0.88,711.5,-99.45,740.0,3233.33,-17.79,2.78,-71.51,209.79,-35.06,-69.62,-0.97,-57.84
Koszty finansowe,,,,,45.83,14.29,1217.5,616.32,191.39,2.56,-55.59,296.77,-90.37,29.09,-32.56,10.14,5.17,2.59,37.46,-40.14
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,-86.68,-76.97,-93.86,-1916.11,-20.31,-24.28,24.93,-454.85,11.89,81.98,-95.61,114.6,279.32,-34.21,14.58,41.5,-99.61,-45987.5,67.51
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,-86.68,-76.97,-93.86,-1916.11,-20.31,-24.28,24.93,-454.85,11.89,81.98,-95.61,114.6,279.32,-34.21,14.58,41.5,-99.61,-45987.5,67.51
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,
Zysk netto,,-86.59,-76.97,-114.4,-673.68,-20.47,-20.92,18.1,-420.13,10.19,82.24,67.99,441.56,-22.75,-71.7,-90.07,3678.74,-109.88,-1820.68,66.56
Zysk netto akcjonariuszy jednostki dominującej,,-86.59,-76.97,-111.6,-798.4,-23.43,-18.45,28.09,-527.44,7.02,85.01,63.17,441.56,-22.75,-71.7,-90.07,3678.74,-109.88,-1820.68,66.56
Aktywa trwałe,,-4.27,-2.43,3181.6,221.26,21.89,66.16,7.96,-6.49,-12.62,-92.76,137.27,-26.88,-39.36,5.97,-61.27,-5.03,28.61,51.18,-23.33
Wartości niematerialne i prawne,,-100.0,,,14.12,12.29,0.28,-0.88,-0.75,-94.97,-100.0,,,,,-36.11,434.78,-76.69,-98.84,1200.0
Rzeczowe składniki majątku trwałego,,-7.72,-0.43,2613.76,273.57,23.72,70.67,6.52,-5.51,-8.92,-92.76,-97.43,-28.44,29.29,204.53,198.09,9.73,-11.89,4.17,-38.9
Należności długoterminowe,,,,,,,,,,,,,-53.79,-41.99,35.87,-100.0,,,8.91,-64.97
Inwestycje długoterminowe,,,,,,,,,,,,,3.89,-99.71,25040.0,-98.81,0.0,0.0,566.67,156.0
Pozostałe aktywa trwałe,,120.0,-30.3,95.65,1012.22,-75.12,229.72,443.85,-63.07,-36.99,-90.28,14042.57,-2.49,-31.72,-27.29,-59.86,-30.91,50.26,115.16,-10.37
Aktywa obrotowe,,-69.59,-81.82,-74.06,264.05,-36.05,99.68,-10.17,-55.82,81.73,-92.38,11382.45,1.67,-14.44,-5.2,40.46,-0.22,6.39,-38.51,6.27
Zapasy,,,,,0.0,43166.67,182.43,81.67,-40.78,6.92,-96.35,835.06,-38.89,21.48,0.84,0.0,49.72,-16.17,181.97,-70.09
Należności krótkoterminowe,,2989.47,-99.32,54375.0,245.85,-84.1,287.98,-48.15,-5.81,154.41,-87.05,5947.06,14.6,20.23,10.95,42.37,-4.06,14.26,-36.99,9.83
Inwestycje krótkoterminowe,,-69.82,-81.68,-92.0,375.38,8.77,44.52,-29.63,-92.35,372.1,-99.01,77904.76,103.1,-68.85,63.98,35.09,13.37,-19.12,-60.49,12.18
Środki pieniężne i inne aktywa pieniężne,,-71.51,-80.71,-91.19,375.38,8.77,44.52,-29.63,-92.35,372.1,-99.01,77790.48,-4.6,-54.5,139.32,27.45,13.97,-20.34,-57.7,-5.53
Pozostałe aktywa obrotowe,,,,,,,,,,,,,-49.3,-15.3,-99.04,56.5,45.49,-100.0,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,0.0,-50.63,0.0,0.0,-100.0,,,,,,,,,,,
Aktywa razem,,-69.32,-80.81,136.38,225.65,15.24,68.29,6.59,-9.63,-9.68,-92.73,876.38,-4.81,-18.79,-3.74,25.88,-0.43,7.33,-33.99,2.85
Kapitał własny akcjonariuszy jednostki dominującej,,-68.97,-81.06,71.32,201.19,2.68,-8.49,-3.41,-48.62,-79.82,-87.86,2953.42,83.33,-38.36,-7.86,0.46,17.41,-7.97,-32.94,-17.21
Kapitał (fundusz) podstawowy,,-25.01,0.0,57.52,400.04,10.0,0.0,0.0,0.0,5.28,0.0,998.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,-100.0,,-100.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,,-20.02,17.87,-62.8,158.89,9.41,1.52,-0.2,2.48,-9.5,-98.37,-100.0,,-56.89,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,-6.9,-5.76,-27.89,-34.66,16.54,-94.11,-98.61,-100.0,,,,,,,,
Zobowiązania długoterminowe,,,,,,,,,,,,,-64.92,18.41,52.52,-20.48,-34.55,31.29,-14.27,-37.88
Z tytułu dostaw i usług,,,,,242.84,-88.15,-52.17,662.32,87.8,-11.02,-78.61,3305.71,-43.7,-4.63,-19.99,88.38,-25.68,-8.45,-17.42,61.21
Kredyty i pożyczki,,,,,8.59,1434.46,2825.99,4.39,-1.03,15.45,-95.78,368.53,74.45,-17.47,3.73,-3.38,25.49,53.57,-47.2,-69.78
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,37.08,34.27,-1.08,-100.0,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,-26.06,218.71,63.66,-31.03,-8.2,-100.0,,,,,,100.24,-89.77,-1.19,22.17
Inne zobowiązania długoterminowe,,,,,,,,,,,,,-11.68,-10.78,-12.61,-6.39,-94.0,2320.08,-9.87,-34.6
Zobowiązania krótkoterminowe,,-93.04,-5.06,1780.33,215.74,12.69,514.73,12.81,10.57,9.84,-93.7,987.95,-18.92,-9.23,-7.55,44.32,-2.67,11.37,-35.7,12.94
Inne zobowiązania krótkoterminowe,,,,,40.96,1521.01,-62.11,-34.76,28.53,31.13,-47.62,95.22,-19.93,12.19,29.05,9.83,49.84,-6.98,-49.53,173.29
Rozliczenia międzyokresowe,,,,,4434.32,70.0,41.45,11.14,-3.39,-5.13,-90.7,-100.0,,,,,,,,
Pasywa razem,,-69.32,-80.81,136.38,225.65,15.24,68.29,6.59,-9.63,-9.68,-92.73,876.38,-4.81,-18.79,-3.74,25.88,-0.43,7.33,-33.99,2.85
Przepływy pieniężne z działalności operacyjnej,,-93.21,-36.29,6.75,-200.16,110.74,-1948.95,115.74,-133.78,-482.37,-47.39,289.12,-112.38,-79.26,295.99,-9.17,-88.89,-1947.37,212.23,23.33
