,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,,20.08,-5.69,12.23,0.42,-13.11,0.6,10.55,-7.77,-5.68,2.65,7.88,0.76,-2.75,-2.09,9.51,-33.07,15.47,15.24,27.96
Techniczny koszt wytworzenia produkcji sprzedanej,,13.21,-1.31,8.09,-3.83,-4.33,-1.35,20.58,0.25,-5.08,1.05,4.63,6.74,-4.07,-4.57,8.36,-23.02,6.68,13.27,18.4
Koszty sprzedaży,,36.1,19.26,6.8,10.02,-21.99,-7.76,0.87,-12.89,-9.99,11.18,17.18,-13.06,-8.84,0.22,7.69,-29.67,8.08,12.01,16.68
Koszty ogólnego zarządu,,10.72,0.08,-8.68,27.93,-27.09,9.74,6.14,-3.17,-0.89,5.0,0.41,3.79,5.0,7.33,9.1,-12.2,15.26,12.62,26.38
Zysk ze sprzedaży,,39.86,-69.9,160.8,-24.4,-24.35,38.75,-27.28,-87.68,-14.19,-100.34,52268.0,-116.2,726.22,21.27,92.19,-436.15,50.93,30.46,251.98
Pozostałe przychody operacyjne,,31.77,-20.66,-7.24,-10.86,1.42,57.11,-25.39,22.9,6.14,-46.31,50.44,49.83,-51.97,57.07,-57.93,335.58,-51.97,25.19,-54.99
Pozostałe koszty operacyjne,,-40.18,-6.31,-28.04,235.5,-48.22,12.42,0.91,21.61,-45.1,27.73,-54.85,-22.36,810.76,-62.54,-58.52,215.31,-78.11,402.7,-62.45
Zysk operacyjny (EBIT),,83.27,-73.71,203.41,-62.91,18.5,60.58,-38.88,-125.22,156.41,-347.89,202.38,-10.94,-537.81,101.2,2720.34,-552.66,62.54,-54.89,168.74
Przychody finansowe,,22.77,-20.1,19.37,23.78,-42.41,15.95,39.48,-12.57,-48.23,20.44,-61.71,-11.1,266.44,121.94,-56.69,3.16,-64.36,38.01,729.83
Koszty finansowe,,-20.23,-47.82,3.77,102.02,-40.49,5.06,63.26,-15.85,-19.68,-33.26,-30.89,261.56,-41.95,-17.67,215.86,118.88,-64.03,142.87,-14.82
Pozostałe przychody (koszty),,116.8,-75.21,-89.83,-27316.67,38.03,3.16,101.12,-3118.18,32.83,-1194.62,69.8,-68.46,-221.78,83.67,710.88,57.57,25.97,-8.81,471.7
Zysk z działalności gospodarczej,,100.54,-69.98,179.54,-62.97,13.54,61.63,-37.39,-118.44,148.02,-467.92,193.75,-98.84,-38672.31,127.77,-32.62,-1184.98,67.29,-107.51,198.03
