,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,,-4.5,28674.53,50.02,54.44,15.01,1.96,-12.29,-5.7,-5.11,-10.21,-11.29,10.29,-9.39,-2.7,-1.48,-33.89,-8.03,51.51,3.25
Techniczny koszt wytworzenia produkcji sprzedanej,,,351166.67,177.32,46.83,-17.77,83.67,-34.93,-20.23,-15.96,-25.65,4.12,13.81,-22.71,-3.68,16.78,-38.96,-5.37,41.57,13.58
Koszty sprzedaży,,,,-77.83,76.2,443.19,-72.97,208.46,36.23,3.48,-14.94,-20.25,-20.57,14.62,29.55,4.15,-40.46,-22.83,37.58,2.6
Koszty ogólnego zarządu,,-37.06,1284.24,44.06,77.07,40.87,-35.84,-43.06,2.28,-27.94,8.24,0.2,3.16,-11.24,5.29,-0.18,-18.19,16.25,49.14,0.58
Zysk ze sprzedaży,,41.38,623.83,40.99,31.85,-159.95,-101.3,154.0,-78.34,631.12,82.35,-38.8,109.75,-6.98,-57.17,-110.89,305.68,-14.12,390.48,-33.34
Pozostałe przychody operacyjne,,1.81,44.27,263.32,133.4,231.76,-76.35,-1.91,-38.46,392.27,-66.1,-29.29,-20.1,-16.21,72.32,13.45,-25.62,109.48,-88.36,-38.24
Pozostałe koszty operacyjne,,-97.16,5911.11,-12.94,50.85,941.8,-74.52,-13.02,137.67,-2.63,-60.17,-35.38,61.98,61.42,-14.15,-11.67,-55.34,15.2,-62.17,155.97
Zysk operacyjny (EBIT),,92.7,2582.43,141.37,74.99,-119.0,-257.94,161.94,-250.06,265.72,10.77,-35.94,65.44,-31.75,-55.14,-127.9,324.29,135.01,-10.34,-71.21
Przychody finansowe,,40.0,21571.43,-29.99,-16.67,165.08,106.91,-35.31,-63.76,-46.05,889.58,-79.38,18.36,45.38,0.56,-48.06,514.92,-12.0,-50.19,122.83
Koszty finansowe,,-66.67,71.64,320.0,16.98,467.43,-31.66,-18.85,314.79,-14.25,61.15,-91.78,81.26,757.47,-87.11,585.35,-70.46,73.55,-80.4,342.3
Pozostałe przychody (koszty),,,,,,-254.05,326.72,-76.43,-344.29,2404.68,-99.8,6162.5,-100.0,,,,100.0,,,
Zysk z działalności gospodarczej,,88.93,2517.16,54.77,60.42,-130.65,6.04,302.94,-340.68,156.21,-23.01,36.53,42.23,-145.84,178.26,-428.74,147.75,-16.12,27.64,-51.86
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,88.93,2517.16,54.77,60.42,-130.65,6.04,302.94,-340.68,156.21,-23.01,36.53,42.23,-145.84,178.26,-428.74,147.75,-16.12,27.64,-51.86
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,
Zysk netto,,88.93,2051.49,96.56,24.03,-143.28,53.35,370.63,-436.89,155.75,-34.81,37.07,36.67,-166.77,154.47,-491.88,144.87,-18.59,5.96,-44.85
Zysk netto akcjonariuszy jednostki dominującej,,88.93,2064.93,103.34,26.32,-140.41,39.63,279.45,-454.07,156.12,-32.51,39.41,37.39,-174.82,146.48,-524.65,143.23,-15.82,8.88,-46.01
Aktywa trwałe,,-94.89,82828.57,9.75,307.83,-6.3,0.39,8.98,-22.68,14.36,7.18,33.1,-35.28,14.36,29.03,-45.49,16.89,-16.41,3.05,8.63
Wartości niematerialne i prawne,,,,-75.49,1255.87,-7.22,-6.82,6.32,7.41,-2.79,-2.58,-2.3,-2.13,-1.79,0.92,0.0,-0.03,-16.73,-0.27,-0.18
Rzeczowe składniki majątku trwałego,,-100.0,,497.34,78.5,-7.1,16.2,-8.85,-73.29,-31.36,-62.0,62.15,9.49,-13.45,-48.35,78.83,352.07,-29.54,-37.08,84.98
Należności długoterminowe,,,,,,,,-100.0,,,,,,,,,,,,
Inwestycje długoterminowe,,0.0,4860.0,-25.4,1374.59,-20.53,-63.01,401.12,-40.73,145.42,46.94,96.45,-67.47,68.57,79.23,-85.19,18.73,5.18,43.27,-3.46
Pozostałe aktywa trwałe,,,7700.0,534.62,-65.05,164.16,108.1,-42.48,-25.14,63.49,10.6,6.82,-14.98,-20.22,12.02,-64.73,7.31,-53.63,25.59,188.3
Aktywa obrotowe,,-67.12,4080.99,69.43,107.55,94.78,-47.28,-10.6,-49.15,4.96,7.13,-30.9,148.79,-26.05,-28.05,-14.88,37.46,-1.24,14.44,1.83
Zapasy,,,,-77.71,117.95,244.71,-11.26,15.77,-40.2,-31.11,161.29,-31.79,25.34,51.26,-32.7,-50.35,25.0,-9.71,176.58,-32.49
Należności krótkoterminowe,,-77.98,6429.45,35.34,73.06,99.5,-23.67,-12.04,-52.22,-10.22,-27.22,7.99,9.25,-23.42,11.9,-0.71,-23.22,16.2,13.85,7.93
