,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,104904.0,111917.0,109122.0,110285.0,119366.0,141739.0,159375.0,154573.0,155076.0,131918.0,135965.0,164877.0,190469.0,204757.0,207049.0,222655.0,161529.0,244295.0,322081.0,244114.0
Techniczny koszt wytworzenia produkcji sprzedanej,84841.0,83688.0,83689.0,85866.0,92776.0,116141.0,125004.0,125740.0,133049.0,122913.0,106863.0,134291.0,144793.0,170285.0,189701.0,272319.0,230828.0,332447.0,477405.0,340761.0
Koszty sprzedaży,0.0,7978.0,7485.0,8041.0,7068.0,1757.0,243.0,182.0,125.0,123.0,1063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,10027.0,9216.0,9520.0,9834.0,10797.0,11440.0,11608.0,12059.0,12711.0,10282.0,9162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk ze sprzedaży,10036.0,11035.0,8428.0,6544.0,8725.0,12401.0,22520.0,16592.0,9191.0,-1400.0,18877.0,30586.0,45676.0,34472.0,17348.0,-49664.0,-69299.0,-88152.0,-155324.0,-96647.0
Pozostałe przychody operacyjne,1150.0,1992.0,2413.0,2351.0,858.0,671.0,1307.0,860.0,4402.0,347.0,2824.0,6590.0,3469.0,7448.0,7758.0,4139.0,6860.0,3360.0,9030.0,153741.0
Pozostałe koszty operacyjne,1647.0,4199.0,2280.0,736.0,970.0,1753.0,7415.0,3712.0,1953.0,4222.0,452.0,4990.0,7733.0,2085.0,2314.0,63853.0,2324.0,106290.0,54043.0,255472.0
Zysk operacyjny (EBIT),9539.0,8828.0,8561.0,8159.0,8613.0,11319.0,16412.0,13740.0,11640.0,-5275.0,21249.0,32186.0,41412.0,39835.0,22792.0,-109378.0,-64763.0,-191082.0,-200337.0,-198378.0
Przychody finansowe,360.0,542.0,251.0,366.0,112.0,79.0,222.0,566.0,1110.0,851.0,916.0,1445.0,3902.0,1592.0,4084.0,1636.0,754.0,234.0,137.0,7531.0
