,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Period,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,40800.0,39883.0,46571.0,47767.0,41973.0,39811.0,81123.0,83619.0,74349.0,67235.0,65038.0,63067.0,53509.0,33297.0,29797.0,27616.0,46171.0,29466.0,27734.0,31415.0
Techniczny koszt wytworzenia produkcji sprzedanej,31304.0,32404.0,38097.0,38384.0,41308.0,33528.0,54401.0,53675.0,51086.0,47114.0,46259.0,46790.0,40772.0,26507.0,24200.0,22557.0,31855.0,24474.0,21041.0,21891.0
Koszty sprzedaży,525.0,605.0,789.0,2767.0,2616.0,2078.0,1643.0,1620.0,1350.0,1293.0,1312.0,13590.0,9227.0,1635.0,1797.0,1844.0,2228.0,2192.0,2156.0,2353.0
Koszty ogólnego zarządu,6373.0,6974.0,6274.0,4076.0,5264.0,9085.0,27064.0,28325.0,26465.0,21256.0,18620.0,6658.0,4809.0,4789.0,4567.0,4669.0,5501.0,5311.0,5297.0,6212.0
Zysk ze sprzedaży,2598.0,-100.0,1411.0,2540.0,-7215.0,-4880.0,-1985.0,-1.0,-4552.0,-2428.0,-1153.0,-3971.0,-1299.0,366.0,-767.0,-1454.0,6587.0,-2511.0,-760.0,959.0
Pozostałe przychody operacyjne,12265.0,3831.0,2964.0,7090.0,1599.0,1242.0,2848.0,2593.0,5818.0,2952.0,2143.0,2653.0,1959.0,1229.0,1280.0,896.0,3406.0,2895.0,2795.0,1499.0
Pozostałe koszty operacyjne,4696.0,4808.0,2465.0,1364.0,5798.0,5988.0,2913.0,11917.0,24027.0,3428.0,3409.0,14132.0,2350.0,1189.0,1071.0,1903.0,2967.0,1001.0,1241.0,700.0
Zysk operacyjny (EBIT),10167.0,-1077.0,1910.0,8266.0,-11414.0,-9626.0,-2050.0,-9325.0,-22761.0,-2904.0,-2419.0,-15450.0,-1690.0,406.0,-558.0,-2461.0,7026.0,-617.0,794.0,1758.0
Przychody finansowe,1121.0,644.0,151.0,122.0,3342.0,3004.0,3183.0,1488.0,3611.0,2262.0,1435.0,1033.0,863.0,821.0,1496.0,1034.0,3706.0,5518.0,4722.0,4588.0
Koszty finansowe,2861.0,903.0,459.0,630.0,16501.0,2492.0,1693.0,1503.0,9261.0,2060.0,3999.0,709.0,421.0,334.0,396.0,1420.0,1108.0,100.0,5690.0,473.0
