,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Period,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,17445.0,28252.0,44271.0,41930.0,62341.0,64646.0,59529.0,41359.0,52396.0,43883.0,7363.0,3975.0,451.0,321.0,429.0,325.0,310.0,381.0
Techniczny koszt wytworzenia produkcji sprzedanej,11194.0,18330.0,30529.0,31432.0,48325.0,50145.0,43937.0,31316.0,26939.0,18382.0,6683.0,3603.0,4477.0,30362.0,0.0,0.0,0.0,0.0
Koszty sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,3767.0,5866.0,7389.0,10138.0,12378.0,13976.0,14439.0,17018.0,23559.0,32629.0,5039.0,7971.0,0.0,4357.0,2486.0,1670.0,1095.0,1116.0
Zysk ze sprzedaży,2484.0,4056.0,6353.0,360.0,1638.0,525.0,1153.0,-6975.0,1898.0,-7128.0,-4692.0,-7671.0,-4026.0,-34398.0,-2057.0,-1345.0,-785.0,-735.0
Pozostałe przychody operacyjne,21.0,47.0,21.0,77.0,154.0,48.0,1123.0,3118.0,3831.0,1745.0,36750.0,51946.0,-10375.0,566.0,-51689.0,-6551.0,-817.0,17308.0
Pozostałe koszty operacyjne,30.0,168.0,368.0,138.0,734.0,874.0,971.0,1374.0,3098.0,3924.0,274.0,454.0,45.0,117.0,409.0,2186.0,3503.0,46.0
Zysk operacyjny (EBIT),2475.0,3935.0,6006.0,299.0,1058.0,-301.0,1305.0,-5231.0,2631.0,-9307.0,31784.0,43821.0,-14446.0,-33949.0,-54155.0,-10082.0,-5105.0,16527.0
Przychody finansowe,28.0,15.0,663.0,644.0,95.0,0.0,0.0,0.0,0.0,248.0,115.0,154.0,243.0,251.0,119.0,320.0,457.0,467.0
Koszty finansowe,14.0,93.0,0.0,0.0,0.0,92.0,-342.0,1759.0,1476.0,1528.0,86.0,774.0,1683.0,770.0,586.0,408.0,640.0,659.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,2489.0,3857.0,6669.0,943.0,1153.0,-393.0,1647.0,-6990.0,1155.0,-10587.0,31813.0,43201.0,-15886.0,-34468.0,-54622.0,-10170.0,-5288.0,16335.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,2489.0,3857.0,6669.0,943.0,1153.0,-393.0,1647.0,-6990.0,1155.0,-10587.0,31813.0,43201.0,-15886.0,-34468.0,-54622.0,-10170.0,-5288.0,16335.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,73.0,0.0,0.0,0.0,0.0
Zysk netto,1989.0,2851.0,5411.0,461.0,826.0,-810.0,1027.0,-7371.0,61.0,-10519.0,25256.0,33186.0,-13176.0,-28657.0,-44611.0,-8515.0,-5083.0,12657.0
Zysk netto akcjonariuszy jednostki dominującej,1989.0,2851.0,5411.0,461.0,826.0,-910.0,932.0,-7371.0,-294.0,-10519.0,25256.0,33186.0,-13176.0,-28657.0,-44611.0,-8515.0,-5083.0,12657.0
Aktywa trwałe,1277.0,2871.0,7007.0,11123.0,14438.0,15539.0,17491.0,19469.0,33214.0,28503.0,96570.0,146235.0,132116.0,101128.0,57353.0,49608.0,48607.0,62647.0
Wartości niematerialne i prawne,0.0,158.0,190.0,4227.0,4165.0,4194.0,5287.0,5666.0,7737.0,3839.0,354.0,226.0,8.0,6.0,3.0,1.0,0.0,0.0
Rzeczowe składniki majątku trwałego,977.0,2467.0,6390.0,6646.0,9943.0,9884.0,11591.0,11497.0,24824.0,23698.0,7600.0,4709.0,1712.0,1915.0,1587.0,1342.0,135.0,69.0
Należności długoterminowe,28.0,28.0,39.0,249.0,40.0,40.0,40.0,40.0,135.0,94.0,43.0,43.0,33.0,3.0,3.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,1.0,1.0,209.0,1420.0,219.0,1669.0,1.0,17.0,87655.0,140408.0,130363.0,99204.0,46689.0,37538.0,37553.0,55326.0
Pozostałe aktywa trwałe,272.0,218.0,387.0,0.0,81.0,1.0,354.0,597.0,517.0,855.0,918.0,849.0,0.0,0.0,9071.0,10727.0,10919.0,7252.0
Aktywa obrotowe,6188.0,9202.0,31616.0,32365.0,34212.0,36391.0,38494.0,26371.0,25650.0,20971.0,4883.0,6069.0,2470.0,2647.0,1946.0,987.0,2858.0,1196.0
Zapasy,18.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Należności krótkoterminowe,3876.0,5632.0,15598.0,14283.0,21028.0,23515.0,35337.0,18827.0,16228.0,14919.0,2129.0,1920.0,1029.0,904.0,948.0,903.0,876.0,930.0
Inwestycje krótkoterminowe,1424.0,104.0,13581.0,14403.0,7539.0,3793.0,3076.0,3465.0,5150.0,3799.0,2595.0,3994.0,1281.0,1743.0,998.0,84.0,1982.0,266.0
Środki pieniężne i inne aktywa pieniężne,522.0,104.0,5313.0,14060.0,6952.0,3793.0,3076.0,2091.0,4588.0,3536.0,252.0,790.0,320.0,1270.0,998.0,84.0,1982.0,266.0
Pozostałe aktywa obrotowe,870.0,3287.0,2437.0,3679.0,5645.0,9083.0,81.0,4079.0,4272.0,1189.0,159.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0
