,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,75.74,20.47,64.07,29.64,38.89,0.08,58.77,9.06,52.93,40.66,-24.64,-12.32,-38.31,-17.52,-23.28,-21.67,-3.16,14.4,21.27,302.47,0.31,15.47,31.83,-63.11,197.0,-15.56,5.33,26.37,-46.34,15.48,-6.46,4.31,-11.63,0.28,31.23,23.09,20.97,22.25,5.49,-11.06,-8.83,0.01,-20.9,-24.55,3.95,-6.92,3.15,49.43,-21.36,-7.3,-47.36,-65.52,-55.46,-14.24,-7.15,37.1,20.69,-30.6,-3.31,68.5,-0.77,-27.21,10.09,-54.04,35.91,31.52,20.19,85.38,-31.32,2.06,-11.81,-38.74
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,27.83,9.39,47.01,-3.62,36.38,9.27,124.52,35.0,15.11,122.95,-5.35,32.5,40.45,-39.62,-25.67,-0.62,7.06,16.72,43.19,7.21,-5.33,39.08,21.38,-6.92,28.37,-19.9,-6.55,28.05,9.16,3.97,-12.49,4.68,-9.77,-10.09,46.34,24.19,30.67,37.14,-9.42,-7.08,-26.34,-1.98,-11.31,-16.38,15.91,-18.33,-13.7,1.15,-51.31,-4.8,-41.34,-41.5,3.28,-42.6,-35.13,6.85,-12.56,-12.55,21.5,62.0,-8.6,-8.86,13.65,-60.17,69.11,6.2,62.5,104.62,-57.37,44.24,-9.52,-34.06
Koszty sprzedaży,,,,,26.94,22.54,87.69,25.41,57.56,13.18,-30.1,36.1,-1.74,0.29,32.1,12.68,-39.48,-20.6,-47.3,-31.98,19.8,9.27,56.2,77.78,41.17,6.34,31.63,-17.53,15.0,14.43,-17.22,58.75,3.86,21.76,47.91,-22.36,13.84,0.67,6.58,9.05,2.8,18.02,15.04,-10.68,26.77,13.77,18.3,24.74,13.29,-6.76,13.35,18.62,-9.34,23.07,-47.24,-35.86,-20.38,-45.09,0.71,17.8,-72.12,-12.72,-44.8,-61.27,63.21,-40.25,-5.75,-4.16,1.48,0.18,20.07,18.71,14.54,8.44,20.43,22.02
Koszty ogólnego zarządu,,,,,14.32,54.04,43.02,223.69,91.26,73.1,68.01,5.56,21.72,10.28,25.31,27.94,22.23,26.85,1.31,139.63,11.06,12.57,48.52,-67.68,0.44,14.17,-10.12,29.31,-3.6,-8.07,-7.77,-52.05,-19.46,-51.89,-26.28,49.75,-4.18,37.03,-32.21,10.45,-7.15,-17.85,56.86,26.49,0.73,19.6,-3.85,-21.55,5.34,-22.25,22.39,-5.25,1.79,9.08,-38.28,140.01,-33.79,-26.14,29.59,-77.42,-4.73,-1.69,-29.56,24.66,-18.09,-18.99,-26.05,-30.9,-2.51,9.94,18.71,-53.46,-9.88,-15.12,-15.18,99.11
Zysk ze sprzedaży,,,,,7198.28,22.17,87.6,7.97,4.09,-117.9,44.52,-55.8,193.24,-693.24,-125.44,-454.65,-113.33,57.64,25.44,-204.48,-149.13,-10.97,-376.94,283.0,-9.91,-149.64,49.02,-108.65,677.84,-8.69,127.83,102.85,-92.51,121.28,31.28,744.44,-104.33,1.0,221.27,223.03,1049.06,68.38,33.98,-142.53,120.56,-78.89,-132.18,-481.55,-128.74,720.83,74.46,183.25,576.22,-107.87,-322.34,-444.43,-388.84,2851.58,51.82,79.95,101.11,-77.75,226.15,278.71,188.11,-91.47,146.46,-75.82,-111.66,2284.26,-112.04,259.03,3125.61,-90.96,-514.39,-110.57
Pozostałe przychody operacyjne,,,,,282.07,-89.57,132.55,273.99,-77.44,87236.67,-92.43,-91.12,1121.6,-97.03,-21.81,829.17,335.76,248.61,-8.01,-22.82,4.48,34.97,471.18,111.04,-34.46,-82.31,-73.94,-58.88,-51.69,21.85,-27.48,-49.2,42.44,-37.81,3.55,-6.46,-23.41,46.47,-76.39,-4.3,-69.22,-21.03,67.78,-44.52,-37.35,55.95,543.79,-58.71,633.69,-42.76,-87.47,-129.15,-65.29,-35.22,47.46,670.43,1.36,-100.81,32.97,31.95,1256.57,21350.0,84.23,779.36,-82.79,2.12,104.06,-129.72,-0.07,-298.21,19.43,79.61,-36.84,192.21,-26.67,1746.92
Pozostałe koszty operacyjne,,,,,54.12,-69.32,562.09,654.18,28.84,421.21,104.34,-60.0,29.78,217.51,-40.48,985.11,509.87,740.77,324.27,486.73,-19.75,-77.5,-38.3,-98.67,-28.83,-40.13,-11.5,-16.53,-12.2,-52.18,1.93,-71.09,-7.44,81.03,-35.2,118.77,-76.15,-69.0,56.18,-37.76,84.24,117.67,-151.94,25353.54,-64.34,-34.62,80.84,-99.43,178.21,167.4,-809.22,-12.25,52.79,-65.19,67.15,-15.82,-34.66,5922.18,177.94,1377.37,44.64,-99.86,150.73,-79.67,28.99,-337.79,150.0,-132.17,-34.66,214.18,-70.34,314.45,-24.17,-90.36,-45.19,-102.49
Zysk operacyjny (EBIT),,,,,5285.36,21.07,114.58,-57.76,-1.27,773.2,-56.35,-117.09,217.52,-120.06,-120.64,-10277.83,-118.75,-154.24,-64.44,-476.96,-77.94,89.07,-50.87,122.55,-12.68,-336.4,12.67,-107.27,644.87,11.16,119.18,121.77,-93.48,100.4,105.7,0.64,-77.55,6221.54,133.12,330.32,25.75,3.48,98.56,-6600.99,266.69,-58.68,-94.4,96.09,-99.48,234.89,118.31,160.02,21535.71,-130.32,-255.89,-532.32,-471.46,-5360.87,44.5,21.73,161.73,106.54,314.54,158.35,-98.65,-59.85,118.13,-87.67,191.98,132.17,-55.07,263.16,376.92,-32.35,-152.07,-2.11
Przychody finansowe,,,,,-73.53,-71.51,717.93,8345.75,1019.25,-76.46,102.99,-138.16,-46.64,860.92,-59.79,172.26,1149.27,-43.16,-186.95,-29.09,-92.54,842.92,129.5,-68.46,-62.01,-95.6,1361.64,16.92,213.56,420.78,-91.51,-9.97,42.15,193.66,-388.73,-57.63,-65.18,18.15,199.3,408.93,214.42,-104.23,-88.52,-39.92,-98.8,424.76,-274.1,124.1,267.09,338.79,100.9,-94.62,163.45,1102.33,11120.0,716.41,3716.23,-127.74,-154.55,-92.31,-99.99,100.01,100.0,373.03,-100.0,153000.0,,-100.0,,-100.0,100.0,,,,,
