,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4,2024/Q1
Przychody ze sprzedaży,379256.0,435398.0,510443.0,524806.0,416332.0,522005.0,661245.0,883823.0,665728.0,847741.0,934776.0,1279377.0,918985.0,1078173.0,1085498.0,1218480.0,831629.0,1093590.0,1158031.0,1313528.0,771820.0,1034332.0,1172498.0,1182251.0,879709.0,1226141.0,1361994.0,1109894.0,903015.0,1219557.0,1032267.0,955578.0,532566.0,606622.0,583765.0,639799.0,412368.0,556385.0,463000.0,670444.0,511049.0,607141.0,730646.0,699739.0,641952.0,629974.0,769134.0,627161.0,544619.0,589351.0,537715.0,749393.0,348269.0,462082.0,387380.0,439138.0,352897.0,397395.0,482435.0,356703.0,351352.0,373094.0,379801.0,511073.0,409155.0,566753.0,612512.0,715580.0,860347.0,1043936.0,968441.0,911479.0,825470.0,828686.0,745508.0,613967.0,603156.0
Techniczny koszt wytworzenia produkcji sprzedanej,337526.0,370336.0,456075.0,486343.0,364046.0,456020.0,602906.0,816172.0,589089.0,771011.0,860086.0,1182495.0,816814.0,971049.0,970887.0,1112547.0,720176.0,961600.0,1034087.0,1171090.0,686644.0,922613.0,1067665.0,1046429.0,793704.0,1141456.0,1298690.0,1290521.0,1023426.0,1170464.0,1235180.0,1316661.0,478006.0,657335.0,587184.0,615554.0,424791.0,573648.0,545906.0,759475.0,470219.0,570477.0,656424.0,698587.0,586164.0,698428.0,731831.0,619248.0,495781.0,534637.0,519050.0,710676.0,319353.0,458154.0,376576.0,401543.0,341177.0,374871.0,450602.0,315457.0,325540.0,331401.0,338145.0,439111.0,376591.0,486140.0,560715.0,668663.0,806719.0,924698.0,914025.0,858395.0,766988.0,762853.0,695274.0,815022.0,578474.0
Koszty sprzedaży,7576.0,11373.0,1318.0,7679.0,5046.0,7385.0,7696.0,7974.0,6593.0,6277.0,7812.0,7640.0,7552.0,8284.0,7416.0,9072.0,4803.0,9270.0,6750.0,5974.0,5985.0,7298.0,7450.0,9583.0,8919.0,9801.0,9130.0,7669.0,8285.0,7618.0,7846.0,10514.0,6416.0,6928.0,6548.0,6646.0,4800.0,4823.0,4933.0,5379.0,4302.0,5397.0,5283.0,6145.0,5613.0,5278.0,5865.0,5591.0,5861.0,6535.0,6289.0,6852.0,6849.0,6493.0,6613.0,5326.0,5496.0,5010.0,6138.0,6326.0,6505.0,4635.0,4062.0,5833.0,5984.0,7128.0,6770.0,6694.0,7990.0,7131.0,8352.0,7316.0,8542.0,7886.0,7408.0,5870.0,7727.0
Koszty ogólnego zarządu,21579.0,25267.0,22363.0,-41263.0,20103.0,24203.0,25907.0,36363.0,26286.0,35433.0,33964.0,41432.0,37279.0,46659.0,45878.0,55483.0,49057.0,56314.0,50957.0,56825.0,49174.0,57160.0,51677.0,52427.0,48074.0,46629.0,40776.0,48132.0,40757.0,33928.0,47954.0,60116.0,30576.0,29976.0,29110.0,31254.0,21994.0,24062.0,16299.0,27339.0,18462.0,16157.0,22145.0,8374.0,18058.0,18110.0,9538.0,19909.0,16028.0,16163.0,17223.0,13847.0,18105.0,14060.0,17702.0,16858.0,18639.0,15113.0,16971.0,17163.0,18572.0,15932.0,17006.0,18864.0,18979.0,18855.0,17442.0,18816.0,19626.0,19066.0,19484.0,18738.0,20779.0,21513.0,20666.0,20259.0,23225.0
Zysk ze sprzedaży,12575.0,28422.0,30687.0,72047.0,27137.0,34397.0,24736.0,23314.0,43760.0,35020.0,32914.0,47810.0,57340.0,52181.0,61317.0,41378.0,57593.0,66406.0,66237.0,79639.0,30017.0,47261.0,45706.0,73812.0,29012.0,28255.0,13398.0,-236428.0,-169453.0,7547.0,-258713.0,-431713.0,17568.0,-87617.0,-39077.0,-13655.0,-39217.0,-46148.0,-104138.0,-121749.0,18066.0,15110.0,46794.0,-13367.0,32117.0,-91842.0,21900.0,-17587.0,26949.0,32016.0,-4847.0,18018.0,3962.0,-16625.0,-13511.0,15411.0,-12415.0,2401.0,8724.0,17757.0,735.0,21126.0,20588.0,47265.0,7601.0,54630.0,27585.0,21407.0,26012.0,93041.0,26580.0,27030.0,29161.0,36434.0,22160.0,-227184.0,-6270.0
Pozostałe przychody operacyjne,7087.0,5604.0,9466.0,-10126.0,2290.0,1717.0,4302.0,1002.0,5386.0,6333.0,6290.0,8185.0,4227.0,4011.0,5889.0,22052.0,4037.0,5519.0,-2475.0,11324.0,3201.0,6136.0,3963.0,12951.0,4603.0,11613.0,3916.0,11320.0,5493.0,6296.0,5801.0,7903.0,34526.0,29417.0,14171.0,59473.0,20144.0,13740.0,0.0,-6743.0,5601.0,29224.0,17425.0,15767.0,6637.0,14197.0,1705.0,15878.0,1161.0,4616.0,9614.0,-158210.0,3869.0,5567.0,15033.0,30535.0,2293.0,6779.0,13044.0,26718.0,7442.0,4742.0,3141.0,-4389.0,2789.0,5959.0,1476.0,17803.0,-2744.0,-3353.0,2864.0,6156.0,2570.0,2097.0,1674.0,24254.0,466.0
Pozostałe koszty operacyjne,2839.0,11133.0,7037.0,-5840.0,2357.0,5454.0,3457.0,9130.0,4643.0,4991.0,8402.0,7268.0,1866.0,7200.0,3148.0,8037.0,4094.0,6115.0,-3681.0,16817.0,1347.0,3049.0,3234.0,2703.0,3621.0,3990.0,2483.0,8163.0,2100.0,20633.0,57210.0,278321.0,19491.0,19431.0,7403.0,142088.0,8054.0,32732.0,54214.0,16641.0,6180.0,3100.0,1727.0,4262.0,1196.0,3329.0,4649.0,1773.0,1287.0,912.0,923.0,4025.0,2987.0,1031.0,1026.0,3733.0,1389.0,1605.0,1340.0,548.0,1159.0,2003.0,6081.0,1875.0,2770.0,1402.0,1130.0,6444.0,1240.0,3014.0,453.0,3781.0,2744.0,3218.0,-675.0,2512.0,3639.0
Zysk operacyjny (EBIT),16823.0,22893.0,33116.0,67761.0,27070.0,30660.0,25581.0,15186.0,44503.0,36362.0,30802.0,48727.0,59701.0,48992.0,64058.0,55393.0,57536.0,65810.0,67443.0,74146.0,31871.0,50348.0,46435.0,84060.0,29994.0,35878.0,14831.0,-233271.0,-166060.0,-6790.0,-310122.0,-702131.0,32603.0,-77631.0,-32309.0,-96270.0,-27127.0,-65140.0,-158352.0,-145133.0,17487.0,41234.0,62492.0,-1862.0,37558.0,-80974.0,18956.0,-3482.0,26823.0,35720.0,3844.0,-144217.0,4844.0,-12089.0,496.0,42213.0,-11511.0,7575.0,20428.0,43927.0,7018.0,23865.0,17648.0,41001.0,7620.0,59187.0,27931.0,32766.0,22028.0,86674.0,28991.0,29405.0,28987.0,35313.0,24509.0,-205442.0,-9443.0
Przychody finansowe,1285.0,7714.0,2123.0,-2249.0,1124.0,4719.0,4793.0,1721.0,4408.0,323.0,44.0,14757.0,3382.0,27403.0,2943.0,30919.0,34043.0,-6872.0,161.0,-6415.0,15563.0,3171.0,613.0,1905.0,6749.0,-861.0,34859.0,-3795.0,4145.0,1022.0,5091.0,4737.0,7322.0,16804.0,1682.0,21009.0,11111.0,7627.0,15484.0,2979.0,3946.0,-1798.0,1574.0,3014.0,981.0,205.0,5304.0,7416.0,7095.0,889.0,304.0,10131.0,3819.0,5152.0,-828.0,5591.0,1573.0,1779.0,3002.0,18886.0,8935.0,1194.0,1804.0,6199.0,292.0,-100.0,285.0,1436.0,3271.0,6247.0,16594.0,-4666.0,9322.0,4153.0,1888.0,1473.0,2316.0
