,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,6.32,42.45,36.63,-44.4,104.17,156.05,126.38,228.65,97.66,157.9,138.18,86.48,71.25,-6.1,-7.21,7.89,-2.73,7.69,6.05,11.79,73.31,50.09,60.02,37.35,6.42,21.84,12.25,6.79,5.63,3.3,5.71,11.44,7.79,1.65,5.86,7.19,9.77,17.12,18.09,19.83,15.85,12.44,8.39,2.87,12.14,8.7,-34.74,7.43,3.9,10.37,78.69,9.2,14.11,9.86,23.44,10.86,19.06,12.26,7.28,18.55,14.37,21.12,19.21,20.73,22.05,22.72,28.41,8.47,6.38,-1.33,-8.94,-6.04
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,-3.57,39.19,62.45,-51.02,81.72,147.84,90.48,161.85,81.21,145.85,139.78,87.45,86.02,-12.8,-7.66,14.74,-3.99,12.91,5.21,14.37,84.88,58.11,80.47,46.62,9.99,28.18,12.27,7.38,6.81,4.27,9.02,17.17,10.68,4.3,6.03,4.05,10.34,16.5,18.43,21.0,16.52,14.07,8.99,3.5,15.53,12.61,-33.74,9.87,5.69,7.79,84.07,8.33,12.37,10.91,21.98,11.28,20.17,11.83,7.5,16.24,13.53,19.45,17.39,21.64,21.36,26.25,31.77,6.64,6.61,-3.11,-9.77,-4.99
Koszty sprzedaży,,,,,57.68,18.52,1.46,12.18,178.47,422.61,483.81,929.05,183.99,146.96,142.58,92.32,38.78,2.36,0.01,2.28,-2.47,12.15,-3.41,4.13,61.56,63.2,63.16,35.1,2.1,14.88,20.13,20.48,2.86,-1.63,6.55,-16.48,4.56,-15.61,-3.83,22.96,6.8,30.52,16.67,7.64,12.84,4.34,6.11,3.71,11.11,3.74,-40.3,-2.59,-6.03,6.96,70.64,5.0,9.97,1.61,22.44,17.47,13.75,7.53,-1.43,10.13,18.23,32.77,30.1,40.75,28.95,20.94,41.24,15.31,6.95,4.27,-15.1,-17.14
Koszty ogólnego zarządu,,,,,20.23,104.12,-18.61,10.49,77.06,18.52,195.46,270.36,115.45,187.88,176.79,106.41,65.67,5.87,-11.8,2.5,-9.1,-8.64,-1.55,-0.31,43.86,38.59,39.81,34.93,5.62,10.43,19.34,1.31,5.94,4.1,1.2,6.46,16.62,-0.09,8.23,-2.05,-0.25,16.51,9.38,29.28,16.69,21.18,13.37,7.73,8.75,2.79,-30.47,17.85,-3.27,11.63,58.63,-10.38,14.28,4.87,14.15,8.69,21.43,-7.88,6.61,20.59,4.34,44.96,26.36,7.31,25.42,14.31,12.42,25.57,12.63,0.67,4.54,-14.82
Zysk ze sprzedaży,,,,,125.48,-14.68,-7.79,30.63,280.33,637.04,225.13,575.36,118.8,209.07,115.69,71.86,42.8,12.02,-5.77,-10.77,6.44,-2.17,16.25,11.63,50.5,19.84,4.17,-3.12,-7.72,0.63,4.27,-1.44,0.36,-0.31,-10.96,-6.85,-13.01,-3.78,9.4,35.14,15.78,14.46,22.93,12.37,12.26,-0.8,2.46,-6.44,-9.92,-16.08,-41.56,-16.79,0.71,41.48,57.68,47.61,34.25,10.19,45.69,5.28,11.01,35.29,10.75,42.88,27.8,14.56,23.1,13.69,21.76,2.87,8.34,7.9,-0.03,10.11,-6.85,-0.62
Pozostałe przychody operacyjne,,,,,-16.42,-97.73,-84.36,130.22,176.52,818.57,4127.45,642.94,10.69,55.48,-19.62,94.47,178.24,63.27,436.3,33.31,21.6,-57.73,-0.37,-8.61,-10.64,197.1,-160.48,19.67,60.98,23.17,-130.36,42.72,-72.73,-62.38,148.84,-53.74,83.33,223.68,46.03,8.82,136.36,-19.51,0.0,54.05,11.54,65.66,-1.09,136.84,-14.94,-39.63,46.15,-58.89,16.22,-21.21,25.56,-49.55,38.37,46.15,-31.74,14.29,-25.21,-68.42,-36.84,15.62,-35.96,83.33,22.22,-51.35,38.6,2954.55,259.09,902.78,92.41,-90.28,-33.23,-16.07
Pozostałe koszty operacyjne,,,,,-43.56,-49.58,56.8,166.19,219.46,114.56,-54.27,228.48,80.67,426.25,34.8,401.12,91.4,-10.75,-11.2,67.13,78.92,-37.16,99.66,-41.77,-11.71,177.66,-354.96,136.33,-11.54,-14.06,13.33,-53.54,-56.52,-67.27,101.28,79.05,50.0,827.78,7000.0,1.6,653.33,-5.99,12.68,-34.55,0.0,-14.01,11.25,83.2,7.08,-14.81,70.79,-20.52,2.48,-13.04,11.18,-35.16,36.29,-5.0,41.42,-82.2,-18.34,-23.16,-54.81,490.48,-37.68,28.77,-18.52,-18.55,67.44,155.32,53.41,134.65,-0.69,-3.33,77.04,-15.61
Zysk operacyjny (EBIT),,,,,118.62,-70.79,-15.74,39.16,276.55,683.33,290.97,593.14,115.69,195.23,113.05,65.84,44.6,14.5,-0.2,-13.7,5.89,-3.87,14.08,16.75,49.7,20.79,2.55,-10.39,-6.11,2.37,-1.04,10.2,-1.7,-1.89,-4.29,-17.15,-12.35,-7.71,6.36,38.67,11.98,13.95,22.09,19.15,13.07,4.32,1.95,-4.02,-11.18,-18.37,-42.55,-21.97,1.27,41.53,60.07,50.32,34.31,12.32,39.18,9.83,11.3,32.55,14.67,38.62,29.15,15.03,24.58,13.46,20.84,54.58,13.19,12.62,1.87,-26.8,-11.51,-1.06
Przychody finansowe,,,,,75.43,-42.04,-35.27,190.83,3.31,31.01,10.6,-43.96,69.85,271.85,356.22,133.98,162.49,-113.86,-80.95,-62.84,-30.13,193.9,5.96,-106.13,-58.76,77.83,408.77,5004.65,124.18,10.4,-62.62,-75.43,-70.26,-23.91,-91.77,1155.06,255.88,-32.38,680.0,-88.25,-40.22,-136.62,0.0,99.57,-58.99,330.77,-39.74,-47.31,64.04,148.33,3754.26,376.73,10.27,157.72,-97.54,-74.32,-4.97,-73.7,105.62,-90.33,205.23,164.36,-38.8,31.03,-59.31,31.09,50.89,-239.47,37.89,54.57,311.24,367.92,90.08,2.22,-36.12,18.31
