,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,-26.79,-77.66,-92.66,-93.3,5.87,978.04,2283.33,4664.08,44.62,61.69,-53.76,-8.59,31.06,90.48,651.45,672.56,263.06,-25.22,-17.99,-29.58,-63.44,-25.04,-40.67,68.42,93.99,24.13,27.19,-43.84,-19.16,-19.41,-26.89,-10.73,58.04,-47.91,35.84,-25.82,-52.28,145.36,198.33,-7.66,21.18,-50.11,-73.71,46.84,61.65,61.5,16.54,-47.54,-30.74,-5.99,-35.72,-63.35,213.32,-3.1,20.45,7.06,-37.21,-42.5,134.65,76.46,118.95,361.54,8.03,12.68,-71.4,-41.05,-80.52,88.21,-9.99,-72.81,813.07,-43.22
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,-14.87,-77.9,-89.38,-77.09,-24.91,607.81,1223.26,1126.33,46.1,73.43,-69.01,-18.49,47.24,85.5,1197.54,885.94,287.61,-16.0,-17.87,-40.91,-61.4,-25.29,-36.58,83.0,81.32,2.75,15.59,-38.99,-18.13,16.02,-29.39,-3.4,63.11,-32.53,90.19,-37.03,-51.75,90.03,129.1,6.75,20.68,-52.2,-73.59,23.36,40.4,46.11,10.7,-38.49,-21.4,-0.94,-31.18,-58.27,207.58,1.29,11.44,-19.13,-43.81,-50.45,155.35,90.65,92.46,255.24,-18.61,-0.85,-69.25,-25.09,-82.55,84.18,-25.17,-73.24,1085.61,-38.91
Koszty sprzedaży,,,,,-34.63,-55.51,-88.8,-100.0,464.29,1598.1,5862.96,,79.32,18.51,8.94,8.67,12.24,27.88,23.26,35.03,16.67,0.44,21.51,6.73,0.72,-6.71,-10.09,-14.98,13.29,23.93,-16.64,-29.46,-49.88,-55.29,-48.2,-25.5,-39.59,-70.14,-73.04,108.54,-5.2,110.74,176.36,-69.06,-31.82,-26.05,-11.45,-5.02,48.69,-6.28,-1.93,-14.38,1.76,-40.2,-24.55,-35.3,-4.92,76.23,38.15,31.85,-22.24,-5.43,-30.38,-12.31,285.43,-252.13,43.84,14.91,-71.02,133.94,-60.09,-28.24,-23.51,-40.32,90.91,131.28
Koszty ogólnego zarządu,,,,,-13.15,9.71,7.04,-32.97,-7.8,31.89,-10.9,56.35,15.7,-14.98,8.86,51.88,80.17,155.05,97.48,88.75,52.26,-0.29,34.05,-18.02,23.97,19.34,46.56,86.35,21.06,0.85,-11.24,4.95,-25.25,18.94,9.0,-30.37,26.66,-30.39,4.8,15.23,-14.78,19.26,-27.98,-18.36,-2.07,-17.18,-11.15,-20.83,-15.28,2.64,-9.31,-3.58,-18.18,-21.64,-12.9,-14.05,1.3,-9.21,-22.22,-49.26,-34.92,-6.93,-12.28,41.16,45.22,27.18,48.71,44.04,-28.63,117.13,-19.02,8.9,79.54,-58.75,16.73,4.6
Zysk ze sprzedaży,,,,,-264.76,-5.6,-134.87,-1063.16,74.57,237.66,48.12,155.35,-322.73,148.61,-174.21,0.54,-161.29,166.13,200.34,2473.17,276.95,-76.88,-178.17,23.19,-237.15,-118.66,-326.17,49.07,74.69,1194.42,66.48,-68.64,145.9,-160.18,28.15,-46.51,467.15,-89.76,-296.3,21.26,-126.96,97.66,277.28,-40.2,170.17,-617.46,-102.55,378.5,1280.95,473.45,696.03,-81.48,-76.01,-13.92,-131.56,-152.23,687.99,-51.75,344.3,235.23,-7.04,-0.57,305.7,67.77,190.72,2187.66,172.92,72.89,-77.75,-77.84,-88.5,140.19,18.09,-84.09,1140.3,-67.46
Pozostałe przychody operacyjne,,,,,13.64,830.0,1594.12,18.41,-6.0,-97.31,-98.73,-92.02,321.28,-726.67,581.82,202.63,-10.1,325.53,32.0,86.96,-75.28,102.36,238.38,4716.28,1350.0,280.19,-62.99,15.92,-25.71,-34.15,214.11,-30.86,64.14,35.1,103.98,-87.37,93.96,-82.15,-37.7,335.02,6.89,105.79,-49.39,-28.93,-48.54,-3.75,459.08,-89.97,97.23,-26.32,-108.96,654.46,-26.88,-11.38,386.85,-51.51,-59.9,1092.54,-71.39,-282.76,-44.79,-89.24,50.0,128.76,63.02,-23.02,-97.41,-24.96,99.54,1025.98,-4012.5,166.31,-6.73,-76.44,382.11,3.68
Pozostałe koszty operacyjne,,,,,-51.9,-75.96,294.37,132.65,-68.42,464.0,-78.93,-97.8,875.0,-99.29,123.73,-2.5,-5.98,13000.0,28.03,994.87,52.73,325.95,325.44,82.44,67.26,-34.77,-35.47,489.22,63.35,424.18,-6.9,-43.36,16.56,120.28,-8.1,238.62,819.25,60.58,1119.14,13.98,-76.8,-92.41,-92.98,-91.04,-63.01,-25.0,104.71,-14.79,-25.12,-30.73,-80.75,431.72,-16.14,-14.29,41.04,-50.72,60.75,1173.25,-26.46,36.17,-42.25,-6.58,38.13,-90.85,47.56,-68.92,-67.71,82.4,173.28,-57.18,1003.23,152.19,320.56,37.67,-44.44,-368.7
Zysk operacyjny (EBIT),,,,,-290.86,97.51,463.04,-359.63,84.13,4578.57,-142.51,118.21,-449.06,183.41,-140.56,21.92,-210.65,184.92,205.85,1986.07,276.55,-79.79,-181.08,129.16,-225.44,2.83,-327.15,16.81,70.93,44.39,79.88,-55.06,188.83,-374.39,177.78,-143.26,-458.8,-120.18,-1453.47,60.07,102.86,99.54,176.79,331.31,1224.53,-669.05,-61.14,117.57,666.52,657.28,-81.51,-97.33,-64.58,-13.33,-19.67,-794.98,305.51,14.94,119.73,-98.78,-7.44,-188.4,281.73,172.75,190.91,1073.69,157.79,48.48,-78.45,-55.3,-104.09,141.94,-53.57,-86.33,3809.23,-20.91
Przychody finansowe,,,,,-100.0,250.0,200.0,1440.0,,-92.86,-12.5,-100.75,651.06,11266.67,4657.14,11100.0,325.5,-51.32,-20.72,-660.91,-92.74,-10.84,1134.47,-399.68,-54.13,-96.62,-98.74,174.51,-66.0,820.0,-56.1,-74.79,100.0,1010.87,1572.22,-246.11,-100.0,-100.0,-100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koszty finansowe,,,,,-43.37,-53.15,-45.24,-71.51,-10.64,157.69,373.91,184.31,104.76,-23.13,-10.09,-14.48,1434.88,100.0,38.78,-629.84,-89.7,-7.28,25.0,160.27,255.88,236.65,252.35,266.67,102.27,195.33,189.98,42.36,42.59,83.73,-9.84,132.99,46.49,51.22,28.29,-66.34,3.23,-57.96,20.61,4.26,-27.66,81.79,-69.34,27.87,12.44,-56.94,113.86,-24.76,-5.42,18.15,-28.95,-15.87,-11.27,-40.61,17.98,-26.54,8.12,-27.67,-22.75,8.86,-34.21,2.38,-24.78,-60.15,-74.83,-53.55,-7.11,18.35,125.97,58.95,6.4,17.83
