,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,-27.69,-16.91,-3.26,34.31,54.46,31.88,10.05,-11.96,7.16,44.8,87.26,46.45,21.16,2.85,-15.81,3.52,-23.92,-18.25,-5.72,5.9,33.27,20.1,13.28,84.43,40.36,15.28,34.08,-24.93,-13.62,-4.23,-2.36,3.34,18.31,39.24,49.79,32.73,23.76,-8.71,-21.16,-28.68,-39.63,-29.73,-34.7,-4.16,26.96,11.07,11.02,10.92,48.71,33.27,2.25,2.22,-42.35,-18.22,40.42,-6.73,33.47,-1.15,-29.5,-9.62,-19.34,15.32,-6.56,-17.4,-9.67,-17.91,-6.91,55.91,33.92,-7.25,17.81,-9.45
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,-26.37,-17.07,-4.52,34.45,54.74,32.18,8.66,-14.12,4.54,36.75,62.09,34.41,12.03,-0.54,-9.17,5.94,-24.57,-16.5,-7.72,8.86,46.29,26.0,26.29,74.0,37.78,14.97,34.47,-23.36,-13.3,-7.3,-5.8,7.58,21.93,44.3,54.34,37.01,22.2,-3.06,-21.18,-26.14,-42.12,-35.87,-36.44,-5.66,26.35,13.51,10.24,8.35,44.74,28.61,1.46,-4.72,-41.19,-17.65,23.73,-8.14,30.4,-3.16,-26.89,-5.53,-20.64,4.51,-6.8,-18.82,-6.28,-10.03,-7.26,40.35,27.65,-6.95,15.25,-12.1
Koszty sprzedaży,,,,,3.03,22.58,54.05,54.29,67.65,23.68,545.61,1179.63,710.53,606.38,23.91,-46.16,-37.01,-23.19,-23.46,21.51,63.92,-19.22,84.24,33.63,-12.16,214.08,46.35,68.38,152.51,48.38,22.74,56.34,22.4,235.52,83.81,86.42,57.84,-0.31,28.21,116.63,21.97,-8.53,5.99,-61.1,25.23,-2.76,5.34,-16.09,7.62,13.83,-21.42,52.91,-2.8,-8.49,59.67,15.41,21.68,30.92,16.44,1.51,-0.98,-4.34,-23.0,-14.51,-17.74,6.04,21.38,42.34,15.42,11.11,8.99,11.38,15.47,8.09,7.16,-7.72
Koszty ogólnego zarządu,,,,,0.92,-6.98,4.25,10.32,11.64,9.38,-1.62,84.98,1.31,33.34,62.26,-5.49,2.29,30.51,-30.91,-23.85,14.08,8.29,-27.58,-20.24,-17.88,-10.55,55.74,27.22,22.57,15.83,2.68,8.3,4.21,-23.45,-6.55,-23.47,-19.16,19.24,-8.84,-76.93,12.52,-22.57,-17.92,367.71,17.85,10.79,32.97,-9.08,-17.52,-0.66,-10.05,14.17,-2.34,-2.53,11.97,33.74,20.35,-14.23,116.19,-13.13,37.27,17.2,2.44,35.25,-5.29,34.31,7.31,12.97,13.31,6.55,5.64,9.12,15.12,4.97,8.64,-11.73
Zysk ze sprzedaży,,,,,-114.84,-36.57,35.25,259.53,440.0,98.84,63.32,-252.71,132.35,317.67,739.92,637.7,308.92,23.43,-42.11,-0.65,-39.64,-51.34,12.92,-10.65,-35.65,-32.92,-75.13,235.52,95.77,14.73,68.42,-44.06,-37.08,44.08,62.33,-33.42,-26.05,-1.61,20.12,-11.55,89.5,-141.5,-30.3,-94.8,-61.22,268.89,-46.6,565.89,174.95,-30.7,81.84,80.91,172.2,361.54,-13.96,143.61,-80.55,-41.67,295.04,7.34,147.9,18.66,-56.92,-58.61,-15.85,141.77,-27.43,-63.08,-83.43,-76.94,-29.28,991.57,630.45,-53.88,85.84,5.41
Pozostałe przychody operacyjne,,,,,-82.58,250.42,606.06,-96.77,193.48,-93.29,8527.04,17352.38,-73.33,3632.14,-99.53,-84.72,25.0,-95.74,-36.84,336.79,176.67,1062.92,156.67,-27.88,286.75,-49.86,3574.68,-274.32,-67.71,3.85,-58.14,213.27,381.35,237.66,-69.48,-79.39,84.77,-92.97,38.04,356.96,39.41,364.06,-117.23,87.2,-32.13,289.23,438.95,-84.44,-61.56,-79.15,210.12,163.91,271.97,341.08,-76.94,11.18,-92.04,-35.23,74.58,-9.55,165.1,51.27,367.58,258.73,38.35,-49.06,-79.02,-30.34,-14.0,-53.53,469.47,4.64,-56.49,2.23,-79.73,41.81
Pozostałe koszty operacyjne,,,,,-84.3,91.92,,-23.29,1.15,-84.62,5163.73,-1589.05,-79.55,2869.81,-99.47,105.7,433.33,-88.09,80.37,23.87,219.79,153.6,2509.33,98.86,117.59,-47.21,6.57,-3.07,68.26,22.11,-56.1,117.63,-38.97,122.19,-32.13,7.62,158.89,-93.39,-27.64,123.92,54.5,1090.0,-18.24,-64.3,-91.14,31.37,0.85,-83.19,488.07,-59.91,53.46,516.35,78.17,477.3,0.14,-19.31,-29.34,-30.59,314.39,-26.9,-72.1,-40.27,62.32,-101.99,-82.87,-26.37,-91.04,1079.63,713.95,-21.23,22.96,442.53,-18.57,-17.5,0.18,79.23
Zysk operacyjny (EBIT),,,,,-114.76,-16.49,97.65,63.64,528.44,62.15,7.71,8877.23,94.09,260.87,740.16,-63.61,296.79,42.34,-42.86,22.37,-40.37,-48.43,-36.43,-30.85,-28.15,-33.91,-50.41,183.35,52.06,11.16,52.58,-36.07,-9.74,63.49,42.88,-67.33,-17.11,-10.28,33.68,-147.68,68.39,-152.31,-41.74,222.37,-29.34,273.34,-42.19,33.35,13.54,-49.03,116.18,-7.18,220.21,323.43,-34.93,304.02,-91.63,-44.35,266.2,14.96,453.7,56.98,-84.1,18.18,-5.32,118.4,158.5,-45.96,-82.37,-78.86,20.08,214.05,472.52,-54.13,8.9,6.64
Przychody finansowe,,,,,19.44,40.54,-110.25,577.56,-73.84,-78.64,540.54,-82.59,44.44,204.46,8.59,1249.18,1213.85,95.19,1155.93,-57.48,11.42,-17.15,-69.05,-70.68,-69.42,-21.35,-17.01,-20.19,23.71,38.82,-29.42,22.27,2.22,-11.49,-66.5,13.41,-6.25,-44.31,64.44,-27.59,-32.03,-68.51,-4.5,-72.58,-14.93,145.8,-106.13,49.26,-94.24,-64.6,1984.62,-3.94,5739.13,516.67,-60.0,127.18,-84.29,-60.6,352.04,-87.36,455.92,-86.28,-37.02,173.21,-83.89,-131.58,-99.64,64.71,189.42,7891.67,125800.0,459.92,19.2,20.21,-97.54,17.08
