,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Period,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,33674.0,37630.0,56031.0,38763.0,38154.0,72690.0,79336.0,69613.0,67287.0,72999.0,73630.0,62169.0,61456.0,67510.0,79195.0,62036.0,65384.0,65055.0,77614.0,62692.0,70286.0,70981.0,79917.0,70916.0,80885.0,81576.0,87177.0,82852.0,92254.0,85817.0,101037.0,85571.0,99278.0,95285.0,107484.0,103524.0,109439.0,105820.0,122085.0,113913.0,124754.0,112012.0,147684.0,134640.0,163292.0,219284.0,225932.0,221995.0,255704.0,224207.0,225968.0,209017.0,207430.0,182627.0,212601.0,200561.0
Techniczny koszt wytworzenia produkcji sprzedanej,26314.0,32526.0,48635.0,35467.0,31336.0,58947.0,61299.0,56859.0,55158.0,61481.0,60962.0,51144.0,48957.0,54803.0,63444.0,51257.0,50813.0,51658.0,61219.0,49539.0,56180.0,57389.0,64994.0,59779.0,65076.0,66198.0,67789.0,67265.0,72220.0,69074.0,78398.0,68737.0,76406.0,74016.0,83153.0,84756.0,85301.0,84247.0,93984.0,91032.0,95867.0,88679.0,110646.0,107028.0,126853.0,168364.0,176660.0,176033.0,203559.0,177906.0,191330.0,177204.0,168024.0,145172.0,162459.0,151127.0
Koszty sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk ze sprzedaży,7360.0,5104.0,7396.0,3296.0,6818.0,13743.0,18037.0,12754.0,12129.0,11518.0,12668.0,11025.0,12499.0,12707.0,15751.0,10779.0,14571.0,13397.0,16395.0,13153.0,14106.0,13592.0,14923.0,11137.0,15809.0,15378.0,19388.0,15587.0,20034.0,16743.0,22639.0,16834.0,22872.0,21269.0,24331.0,18768.0,24138.0,21573.0,28101.0,22881.0,28887.0,23333.0,37038.0,27612.0,36439.0,50920.0,49272.0,45962.0,52145.0,46301.0,34638.0,31813.0,39406.0,37455.0,50142.0,49434.0
Pozostałe przychody operacyjne,72.0,66.0,3.0,381.0,69.0,235.0,264.0,377.0,486.0,285.0,308.0,424.0,380.0,130.0,195.0,476.0,423.0,389.0,260.0,486.0,379.0,424.0,503.0,288.0,445.0,490.0,362.0,378.0,569.0,645.0,357.0,832.0,497.0,453.0,412.0,527.0,1194.0,605.0,520.0,-68.0,379.0,653.0,916.0,788.0,336.0,785.0,2264.0,575.0,598.0,420.0,12278.0,8562.0,2020.0,1150.0,70.0,356.0
Pozostałe koszty operacyjne,2562.0,2518.0,2106.0,3456.0,2103.0,4906.0,5153.0,6560.0,4239.0,5958.0,4900.0,5624.0,4074.0,4654.0,5547.0,5757.0,4533.0,5601.0,4910.0,6042.0,4509.0,5973.0,5748.0,6105.0,5739.0,6593.0,6576.0,7808.0,6299.0,7709.0,7356.0,9541.0,7840.0,8931.0,8452.0,10348.0,7834.0,9511.0,8805.0,12192.0,9236.0,8558.0,10306.0,15732.0,13023.0,20601.0,21595.0,24726.0,20589.0,20167.0,19280.0,21102.0,16505.0,18539.0,19658.0,25205.0
Zysk operacyjny (EBIT),4870.0,2652.0,5293.0,221.0,4784.0,9072.0,13148.0,6571.0,8376.0,5845.0,8076.0,5825.0,8805.0,8183.0,10399.0,5498.0,10461.0,8185.0,11745.0,7597.0,9976.0,8043.0,9678.0,5320.0,10515.0,9275.0,13174.0,8157.0,14304.0,9679.0,15640.0,8125.0,15529.0,12791.0,16291.0,8947.0,17498.0,12667.0,19816.0,10621.0,20030.0,15428.0,27648.0,12668.0,23752.0,31104.0,29941.0,21811.0,32154.0,26554.0,27636.0,19273.0,24921.0,20066.0,30554.0,24585.0
Przychody finansowe,64.0,52.0,668.0,479.0,576.0,157.0,-684.0,-2.0,795.0,-758.0,80.0,1356.0,158.0,238.0,-153.0,1145.0,130.0,191.0,-129.0,57.0,30.0,29.0,-39.0,32.0,0.0,58.0,24.0,-21.0,1436.0,1702.0,949.0,-1166.0,1833.0,-1831.0,0.0,3.0,1.0,3.0,2.0,6.0,1042.0,-356.0,2229.0,656.0,6.0,15281.0,2.0,-2.0,0.0,148.0,-146.0,11.0,1180.0,-386.0,552.0,-521.0
Koszty finansowe,594.0,824.0,258.0,621.0,470.0,6008.0,3678.0,2034.0,2098.0,2419.0,1263.0,2442.0,1693.0,1537.0,1448.0,1230.0,1099.0,2789.0,2249.0,3197.0,2884.0,966.0,891.0,1945.0,872.0,351.0,563.0,2926.0,471.0,489.0,735.0,8442.0,865.0,2088.0,1708.0,2079.0,1406.0,945.0,2082.0,2164.0,864.0,612.0,746.0,639.0,1854.0,1041.0,3208.0,5754.0,5734.0,5906.0,9689.0,5518.0,4105.0,4330.0,4267.0,5442.0
Pozostałe przychody (koszty),-1051.0,490.0,906.0,97.0,-1449.0,754.0,-237.0,695.0,-586.0,65.0,611.0,-596.0,-612.0,-463.0,-25.0,-83.0,-4115.0,4115.0,0.0,-1590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,3289.0,2370.0,6609.0,176.0,3441.0,3975.0,8549.0,5230.0,6487.0,2733.0,7504.0,4143.0,6658.0,6421.0,8773.0,5330.0,5377.0,9702.0,9367.0,2867.0,7122.0,7106.0,8748.0,3407.0,9643.0,8982.0,12635.0,5210.0,15269.0,10892.0,15854.0,-1483.0,16497.0,8872.0,14583.0,6871.0,16093.0,11725.0,17736.0,8463.0,20208.0,14460.0,29131.0,12685.0,21904.0,45344.0,26735.0,16055.0,26420.0,20796.0,17801.0,13766.0,21996.0,15350.0,26839.0,18622.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,3289.0,2370.0,6609.0,176.0,3441.0,3975.0,8549.0,5230.0,6487.0,2733.0,7504.0,4143.0,6658.0,6421.0,8773.0,5330.0,5377.0,9702.0,9367.0,2867.0,7122.0,7106.0,8748.0,3407.0,9643.0,8982.0,12635.0,5210.0,15269.0,10892.0,15854.0,-1483.0,16497.0,8872.0,14583.0,6871.0,16093.0,11725.0,17736.0,8463.0,20208.0,14460.0,29131.0,12685.0,21904.0,45344.0,26735.0,16055.0,26420.0,20796.0,17801.0,13766.0,21996.0,15350.0,26839.0,18622.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,2519.0,1980.0,5509.0,200.0,2764.0,3283.0,6848.0,5218.0,5015.0,2234.0,6163.0,3994.0,5245.0,5119.0,7069.0,4372.0,5553.0,8436.0,7793.0,2217.0,5960.0,5964.0,7504.0,2872.0,8112.0,6794.0,9848.0,4333.0,12453.0,8913.0,11849.0,-22151.0,13372.0,7106.0,11857.0,5374.0,13004.0,9521.0,14542.0,2933.0,16524.0,12347.0,23594.0,9615.0,17805.0,58937.0,21791.0,11036.0,21732.0,19010.0,14004.0,11745.0,17703.0,12512.0,21231.0,15935.0
Zysk netto akcjonariuszy jednostki dominującej,2519.0,1979.0,5508.0,201.0,2763.0,3284.0,6848.0,5218.0,5015.0,2234.0,6163.0,3994.0,5245.0,5119.0,7069.0,4372.0,5553.0,8436.0,7792.0,2217.0,5960.0,5965.0,7503.0,2872.0,8111.0,6795.0,9848.0,4333.0,12453.0,8912.0,11849.0,-22151.0,13372.0,7106.0,11857.0,5374.0,13004.0,9521.0,14539.0,2935.0,16523.0,12347.0,23594.0,9613.0,17746.0,57818.0,21684.0,10572.0,21351.0,18601.0,13727.0,11744.0,17480.0,12595.0,21118.0,15837.0
Aktywa trwałe,32013.0,35423.0,34282.0,34692.0,34431.0,205718.0,223558.0,216240.0,211161.0,211508.0,207963.0,206251.0,205967.0,211072.0,206773.0,192348.0,177902.0,176805.0,177347.0,178213.0,173076.0,178372.0,180707.0,183131.0,183127.0,189056.0,183982.0,187654.0,180328.0,186258.0,191224.0,187781.0,191500.0,196549.0,196466.0,197196.0,197494.0,203775.0,206276.0,204985.0,204229.0,204785.0,205441.0,215129.0,275443.0,277241.0,282849.0,292329.0,300276.0,301391.0,313461.0,313692.0,319658.0,314967.0,322140.0,305911.0
