,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,-60.51,52.6,515.44,-93.96,26.53,38.53,124.82,54.49,164.57,123.95,21.25,-61.01,-25.84,4.8,-31.39,59.81,-13.25,-17.86,-5.18,48.55,2.3,6.31,0.28,7.76,10.02,-56.99,-25.46,-36.71,-28.91,67.78,-8.01,5.87,-74.97,-75.92,-75.68,-77.47,-13.04,8.93,34.22,35.62,-5.53,-32.8,-53.85,-61.96,-45.69,-37.8,-33.33,-63.46,-64.71,5.77,-40.0,2.63,2.78,-64.55,-28.17,88.72,60.54,0.0,2.21,-47.28,-37.71,0.51,-0.54,0.52,-19.46,-22.45,-18.48,-24.1,-10.74,-11.84,4.67,-12.84
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,-54.72,67.18,445.7,-93.03,-19.73,-2.73,64.6,56.63,224.03,115.11,16.14,-118.66,-49.82,-32.35,-50.05,289.47,-14.33,-17.98,-21.7,74.66,-4.43,9.06,0.18,-25.42,-4.25,-72.0,-34.52,-37.09,-33.33,98.98,2.49,-68.31,-26.49,-18.84,-21.42,110.37,1.33,-3.72,-20.78,-26.81,-20.22,46.54,-35.01,-27.05,-44.48,-55.67,-2.27,48.34,17.08,-0.34,30.92,-44.46,-9.96,-29.47,-35.74,21.19,23.52,10.21,17.24,26.59,-30.52,0.29,31.07,-45.21,-5.99,41.7,-28.25,246.88,26.06,-27.09,12.98,-46.61
Koszty sprzedaży,,,,,,,,-87.07,248.72,54.61,241.12,-419.17,-44.12,95.74,-1.92,128.73,-38.16,-23.91,-47.77,10.17,27.66,32.0,13.37,32.31,-8.61,-28.79,10.14,264.73,131.31,-231.61,-71.95,-61.0,-60.71,113.39,44.27,-79.02,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koszty ogólnego zarządu,,,,,127.23,168.3,63.08,-58.14,56.18,136.08,1.38,163.3,61.04,7.87,109.01,-61.84,-6.8,4.03,-18.15,13.3,-4.88,-46.84,14.96,-24.44,-13.05,65.93,-23.71,32.44,-8.64,-118.57,-46.37,-47.43,-33.63,419.41,37.06,79.66,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk ze sprzedaży,,,,,-644.49,-273.68,-92.9,-186.29,2.96,-42.89,77.48,-124.21,-2.24,37.36,-192.21,123.03,114.8,159.64,122.87,-184.5,-157.14,70.32,15.79,77.02,529.31,-58.33,189.94,75.49,92.17,429.93,73.24,891.94,18.7,-50.4,-55.66,149.9,-118.84,-120.08,-163.56,-123.63,-78.04,54.58,149.08,243.79,58.53,-811.63,-155.14,-141.49,37.34,68.37,-163.56,-384.39,-438.38,8.87,-126.69,55.13,14.26,-27.43,38.44,13.83,-8.53,-14.81,-23.5,-110.49,26.21,-0.2,-41.98,58.21,-0.82,-67.0,30.62,-432.28,-40.92,29.88,-15.34,49.9
Pozostałe przychody operacyjne,,,,,-61.23,-5.06,158.84,1285.49,64.77,3617.33,33.77,368.71,-33.79,152.3,-87.43,-88.57,115.62,-14.66,-2914.84,-92.34,-2221.74,8.41,-134.03,7625.11,187.04,160.74,216.85,-126.62,-74.73,-140.6,-146.15,68.84,271.64,157.74,98.0,-181.01,-134.93,-311.92,-217.58,315.56,73.21,95.65,-520.76,-70.44,120.24,-413.08,-181.22,42.07,-2432.35,95.01,105.51,-15.23,139.91,-12722.34,144.96,-14.29,-50.55,91.19,499.85,-137.46,-620.13,-1642.94,-103.06,1533.72,62.41,100.87,322.4,-68.21,96.41,-360.87,-96.4,-32.62,100.0,-160.0,340.0,78.04
Pozostałe koszty operacyjne,,,,,-76.34,-429.41,-83.68,627.95,69.81,250.0,-49.29,0.07,-66.67,389.29,166.29,-107.44,533.33,-39.9,-144.51,466.35,-64.74,119.03,209.95,55.29,1838.81,271.9,261.64,15.1,-62.66,-52.83,-64.48,-154.33,-92.58,-35.72,84.9,278.47,-97.22,-97.54,-99.82,-99.75,-100.0,-100.0,-100.0,140.0,,,,825.0,-39.53,,-96.97,-102.7,138.46,-79.17,100.0,233.33,-90.32,-80.0,50.0,3075.0,-100.0,-100.0,283.33,-16.54,,,-73.91,-98.11,,-100.0,16.67,5300.0,-100.0,,-85.71,1352.78
Zysk operacyjny (EBIT),,,,,-624.51,-305.35,51.06,46.54,4.53,152.37,132.57,834.43,-1.48,692.89,-441.4,-82.26,116.85,21.71,-107.16,-123.09,-2179.55,11.42,-167.31,2010.63,166.05,113.49,218.56,-134.41,-52.42,-132.18,-133.29,88.15,226.15,195.89,101.33,-560.29,-131.32,-282.54,-1750.0,294.57,51.19,94.32,-117.63,-67.68,81.45,-516.73,-230.95,27.13,-1186.47,83.98,99.33,-23.36,102.22,-2430.0,20.0,-8.3,-494.74,87.94,13117.86,-149.01,-1316.0,-1171.3,-118.77,1245.63,53.95,98.23,28.51,-68.33,59.92,-270.92,-7.36,-48.29,-32.65,-33.92,-7.81,89.99
Przychody finansowe,,,,,1143.75,914.58,-92.7,77.06,-30.65,-38.6,-111.19,138.37,892.75,1153.51,292.64,-347.42,-50.58,-71.45,38.23,151.9,364.7,-271.87,44.4,27.03,-80.55,142.63,-92.14,-101.9,659.48,-310.08,3230.77,2411.11,-97.78,125.62,-110.47,-101.76,53.4,290.05,168.01,1609.09,13.29,-91.01,-23.78,-36.75,-18.44,10.14,2341.84,71.43,22.6,12.27,-94.45,12.22,10.06,10.38,5.76,1.49,3.55,-1.98,-2.48,12.2,9.8,4529.8,-24.87,-33.04,-30.8,-98.28,10.81,47.4,118.06,204.43,241.46,67.84,-87.28,-91.06,-92.5,227.03
Koszty finansowe,,,,,154.95,76.19,-24.44,-131.35,-51.29,140.54,-86.09,175.85,1217.7,150.75,368.39,368.23,382.87,-245.78,-241.6,-98.58,-89.54,222.08,130.16,13175.0,75.66,0.84,1476.94,46.16,-26.12,-52.68,-89.44,-93.93,114.45,206.68,-236.82,-142.29,-97.85,-98.54,102.48,108.08,-95.56,-90.2,-108.57,-97.3,100.0,5140.0,-2233.33,171300.0,750.0,-86.64,148.57,-97.78,0.0,45.71,17.65,15.79,2.94,7.84,-12.5,-15.91,2.86,-87.27,-91.43,-97.3,-75.0,-71.43,766.67,7800.0,1188.89,-50.0,-100.0,-98.73,-100.0,0.0,,200.0
Pozostałe przychody (koszty),,,,,,,,,-100.0,,,-109.04,,,,-88.16,,,165.96,97.9,-16.67,-100.0,-70.97,1466.67,395.0,,-94.44,-153.66,-7920.2,48062.5,-5300.0,-313.64,100.0,-100.26,175.0,0.0,,100.0,-100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,4505.49,-158.59,-104.96,184.59,-115.06,142.97,90.16,749.29,-12.92,1663.86,-1930.16,-102.58,-339.93,23.12,87.45,31.82,65.53,-68.23,-2381.62,3188.16,211.61,357.58,102.62,-227.41,-209.12,-100.47,-953.59,93.46,202.58,2710.77,168.55,-354.21,-150.22,-520.39,-147.1,303.91,60.18,95.05,-149.31,-67.33,101.67,-794.62,-19.5,-1.33,-17500.0,89.17,107.11,-0.17,112.84,-3480.7,9.84,-8.12,-90.55,88.96,2741.04,-143.88,-10289.47,-628.25,-114.16,1347.31,57.02,98.16,34.88,-67.99,79.57,-325.41,109.97,-45.02,-180.59,-111.95,-1597.14,100.2
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,4505.49,-158.59,-104.96,184.59,-115.06,142.97,90.16,749.29,-12.92,1663.86,-1930.16,-102.58,-339.93,23.12,87.45,31.82,65.53,-68.23,-2381.62,3188.16,211.61,357.58,102.62,-227.41,-209.12,-100.47,-953.59,93.46,202.58,2710.77,168.55,-354.21,-150.22,-520.39,-147.1,303.91,60.18,95.05,-149.31,-67.33,101.67,-794.62,-19.5,-1.33,-17500.0,89.17,107.11,-0.17,112.84,-3480.7,9.84,-8.12,-90.55,88.96,2741.04,-143.88,-10289.47,-628.25,-114.16,1347.31,57.02,98.16,34.88,-67.99,79.57,-325.41,109.97,-45.02,-180.59,-111.95,-1597.14,100.2
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,-1009.01,-630.63,,75.11,69.13,73.17,-71.2,-2.01,51.32,-37.34,67.14,119.38,56.22,23.96,79.23,6.76,100.0,100.0,100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,3193.96,-59.49,-105.52,256.39,-122.29,101.11,62.2,384.52,-25.3,91128.57,-547.98,-111.3,-289.49,24.69,55.22,73.5,64.6,-62.39,-441.27,1278.33,182.8,218.96,111.32,-293.22,-221.72,-107.91,-329.76,98.68,214.1,174.87,163.06,-2136.17,-151.09,-1360.42,-150.13,313.15,60.18,95.05,-149.31,-67.33,101.67,-794.62,-19.5,-1.33,-17500.0,89.17,107.11,-0.17,112.84,-3480.7,9.84,-8.12,-90.55,88.96,2741.04,-143.88,-10289.47,-628.25,-114.16,1347.31,57.02,98.16,34.88,-67.99,79.57,-325.41,109.97,-45.02,-180.59,-111.95,-1597.14,100.2
Zysk netto akcjonariuszy jednostki dominującej,,,,,3193.96,-59.49,-105.52,239.76,-122.25,100.95,62.29,442.19,-25.49,106050.0,-522.25,-111.35,-286.5,27.19,58.36,78.57,66.14,-62.39,-498.44,1563.2,187.77,212.11,111.58,-291.7,-222.26,-107.69,-336.05,99.03,212.97,177.02,160.98,-2921.58,-151.05,-1367.14,-150.09,313.36,60.18,95.05,-149.31,-67.33,101.67,-794.62,-19.5,-1.33,-17500.0,89.17,107.11,-0.17,112.84,-3480.7,9.84,-8.12,-90.55,88.96,2741.04,-143.88,-10289.47,-628.25,-114.16,1347.31,57.02,98.16,34.88,-67.99,79.57,-325.41,109.97,-45.02,-180.59,-111.95,-1597.14,100.2
Aktywa trwałe,,,,,-29.84,-34.27,71.47,207.7,325.18,403.07,651.89,337.66,299.79,298.89,139.56,-18.05,-12.33,-24.65,-28.67,1.6,-1.15,-2.59,-5.44,43.94,47.87,52.31,62.86,-8.94,-13.35,-18.66,-20.49,-12.62,-8.0,-6.79,-5.95,-8.45,-19.95,-20.3,-19.93,-4.14,7.52,8.44,7.57,1.63,4.4,-6.56,-8.7,1.18,-10.47,9.87,12.01,1.25,12.09,-3.33,-1.58,-11.09,-11.13,-6.48,-4.64,0.86,-0.86,-21.28,-24.15,-4.17,-3.13,22.87,12.3,-5.69,-5.3,-5.39,20.53,16.91,16.83,16.98,1.4,5.74
