,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,-14.63,135.94,-41.07,4672.74,2785.59,2315.76,1734.68,-29.7,-17.09,30.58,44.18,-29.48,-47.07,-61.13,-50.75,2.93,44.41,-4.56,122.5,-7.15,13.92,9.53,-19.68,-15.19,-13.87,-4.16,-6.67,33.49,93.2,23.58,59.66,-7.12,9.59,12.89,-16.24,0.27,36.05,2.76,36.03,12.03,-61.45,-46.76,-61.53,-43.47,30.71,12.66,5.74,22.38,-8.27,17.32,54.52,47.97,16.43,45.66,44.38,18.6,36.95,-4.7,-15.09,27.59,20.16,11.66,38.56,-10.29,-6.46,44.15,16.5,2.96,17.28,-43.64,-25.16,29.38
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,-32.65,166.91,-45.44,4679.54,3636.99,2389.45,1644.64,-42.48,-20.92,27.19,58.91,-17.58,-45.15,-64.23,-50.27,13.29,40.4,-4.78,124.71,-13.65,3.08,7.67,-18.34,-19.55,-6.76,1.48,-13.05,39.86,91.89,9.32,59.8,-1.92,10.36,21.82,-11.66,-4.6,31.58,1.34,30.3,8.47,-62.51,-50.41,-64.62,-45.21,30.44,11.07,13.86,25.3,-1.39,27.86,61.67,49.48,17.09,49.68,42.96,27.4,38.13,-4.05,-13.99,24.69,20.84,10.88,35.77,-11.08,-3.23,43.79,13.32,7.46,18.54,-44.44,-23.21,25.13
Koszty sprzedaży,,,,,7.14,25.64,-24.62,5423.62,1331.43,2328.57,2918.37,-14.33,81.17,6.33,8.15,-38.07,4.11,-2.27,-2.44,-16.5,11.18,11.29,15.96,-10.43,-3.84,-21.24,-14.4,5.69,4.42,-26.54,13.3,43.75,16.84,43.41,26.13,-36.46,4.08,18.86,-9.31,20.78,3.46,19.2,20.72,19.27,18.73,2.12,-6.33,-9.74,5.31,-12.85,18.11,-9.32,-7.67,33.36,-44.82,28.54,13.81,-10.9,57.38,-15.31,-22.38,-9.64,-0.73,-4.37,2.88,-8.93,25.7,-11.45,5.24,55.3,10.84,56.65,47.67,18.19,-6.32,24.64
Koszty ogólnego zarządu,,,,,12.77,53.18,12.08,1543.94,568.44,197.54,482.8,-41.22,-5.75,67.32,-15.18,-18.17,6.4,19.99,-12.77,-38.92,-16.02,-20.16,46.51,20.47,12.4,11.3,-11.64,-17.94,-6.51,-28.39,27.09,81.07,32.62,104.28,30.88,-50.72,0.79,-23.0,-20.7,66.28,5.66,41.56,20.56,41.24,-3.39,-9.18,-20.02,-25.76,-8.95,-36.14,40.04,-16.0,23.87,77.13,-32.95,83.65,-8.27,-14.82,26.59,31.09,30.72,44.84,32.07,-12.63,-0.85,1.32,41.67,-10.43,3.12,13.88,-9.37,-8.32,12.97,-2.54,-11.44,10.01
Zysk ze sprzedaży,,,,,101.38,-187.68,-53.42,7322.56,34400.0,269.52,5181.25,168.38,4.42,649.78,-19.45,-69.47,-341.36,-64.92,-113.39,-56.51,79.56,3.39,575.24,129.5,609.14,127.87,-71.52,15.44,-108.09,-41.34,291.82,-24.31,1596.59,249.59,126.72,-13.53,11.88,-32.32,-72.68,25.76,155.61,-16.62,320.08,27.86,-101.52,-81.64,-78.66,-56.5,1633.68,498.53,-259.62,63.54,-165.65,-114.65,187.11,29.03,42.71,539.12,91.65,-53.1,216.88,-82.5,-94.58,217.33,140.05,392.46,1073.95,-1.84,-135.51,111.26,213.25,-47.77,-213.64,-146.5,-74.43,130.3
Pozostałe przychody operacyjne,,,,,-75.0,88.89,825.0,9012.16,71300.0,1105.88,-62.16,-110.43,-68.07,-195.61,1650.0,246.51,278.07,818.37,-915.92,-51.55,-88.81,-80.4,124.36,-95.19,186.53,530.07,-17.66,1262.5,163.47,-117.08,-23.69,42.2,-38.44,268.35,87.58,646.67,146.6,-142.0,254.36,-56.37,-34.22,226.19,-55.46,-115.05,-61.99,109.06,-69.21,-15.35,-22.97,-25.09,205.02,267.68,9.86,59.04,-60.28,40.36,-3.85,104.85,-28.11,-14.05,104.89,-55.1,776.13,352.07,30.15,-0.33,-51.71,1.46,-15.92,159.01,21.01,87.66,52.73,-96.17,-43.73,-30.79
Pozostałe koszty operacyjne,,,,,575.0,-99.07,950.0,2985.71,485.19,36300.0,514.29,29.51,24.68,220.88,-51.94,-74.81,-26.9,-61.56,1916.13,27.81,186.11,-58.35,-61.28,274.91,-8.74,425.13,105.58,-110.68,165.96,-42.46,-81.31,520.33,22.5,200.35,2000.54,229.42,98.61,81.2,-74.89,-72.85,-75.96,29.33,-53.72,17.21,89.06,-6.08,221.15,2.52,10.58,-70.52,-83.4,-58.35,-42.52,-47.59,869.01,45.19,7.97,184.4,-90.28,213.46,-56.79,-53.5,1787.28,-62.31,148.48,88.2,-77.85,158.71,93.25,79.67,747.43,61.32,15.75,271.71,-88.48,-54.52
Zysk operacyjny (EBIT),,,,,92.66,-61.44,-35.21,7970.77,12719.05,234.91,5908.33,75.21,-35.85,616.34,-14.51,-64.01,-211.65,-25.88,-181.04,-65.2,51.0,-29.68,175.61,37.89,508.28,156.75,-91.89,159.43,-95.68,-67.85,1324.47,-44.78,2373.78,364.27,19.93,-50.43,15.48,-65.98,-24.18,163.28,186.23,-55.52,190.72,5.42,-105.54,-306.2,-92.95,-73.66,384.93,301.18,-462.0,223.23,-201.46,-115.03,122.27,27.56,34.59,550.0,853.25,-90.3,233.45,-85.88,-139.58,1635.68,84.53,378.23,264.09,-18.11,-147.92,146.47,-11.88,-59.62,-123.58,-338.9,-19.6,240.39
Przychody finansowe,,,,,-36.84,-41.18,-113.25,15881.25,1725.0,3480.0,6218.18,-43.49,182.88,144.55,-3.71,-86.92,-12.27,-43.63,163.12,196.3,-7.18,-12.97,-28.56,-41.25,2.58,-9.9,39.9,-88.15,-22.32,80.75,-98.12,1792.31,-17.16,-100.43,384.38,-65.18,-82.73,1366.67,54.19,-17.12,28.7,30.26,-21.34,-24.88,93.24,710.1,12.23,116.25,-0.7,-99.25,4.27,-11.27,-63.73,22350.0,-29.09,88.6,134.95,-68.67,182.69,7.6,114.46,-60.19,50.34,-64.85,54.72,-61.9,-76.77,96.8,-52.8,1275.0,556.49,33.87,113.98,-23.98,-63.01,-27.38
