,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,42.88,34.45,33.74,31.69,35.04,24.21,30.76,34.5,39.07,39.16,28.86,19.63,11.0,20.3,21.12,22.07,12.84,12.19,21.77,19.75,19.73,17.12,10.77,12.09,13.38,4.97,9.24,7.77,2.1,25.52,18.76,19.64,27.77,3.89,5.55,17.82,12.43,22.13,26.39,22.38,32.66,30.12,18.4,19.49,19.78,7.37,18.49,17.68,5.68,27.72,15.14,11.27,21.09,4.99,10.51,7.19,-2.15,-5.66,10.77,14.19,30.76,42.97,27.23,34.42,26.86,23.99,24.16,24.77,29.15,21.46,15.76,8.6
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,49.22,30.16,32.69,23.27,29.33,19.12,27.58,35.61,33.68,35.87,21.82,12.34,-7.89,16.23,18.31,22.95,31.88,10.33,23.23,17.53,21.77,18.13,7.41,14.31,13.86,7.4,15.01,8.17,1.51,25.36,15.36,19.2,29.99,2.38,9.3,20.41,14.39,24.16,23.96,22.64,31.43,31.12,18.95,15.81,20.66,7.98,18.83,25.9,3.71,28.64,17.97,10.82,23.87,4.5,8.1,5.91,-3.58,-6.49,11.75,12.44,30.89,44.0,24.85,31.2,25.17,22.67,24.24,28.3,31.08,25.82,16.79,10.43
Koszty sprzedaży,,,,,9.61,27.58,18.76,32.33,19.36,18.81,33.69,25.22,66.05,82.07,86.1,72.75,42.5,39.2,7.2,9.47,18.16,3.29,22.21,31.81,-3.82,10.72,13.44,-22.73,-11.37,-23.22,-23.11,-15.57,4.94,87.06,56.89,86.44,62.88,-14.07,-6.17,14.67,8.53,28.81,48.65,41.65,31.09,28.74,10.22,8.32,26.52,15.57,36.77,2.39,-17.53,50.09,7.65,13.26,61.26,-10.17,18.29,7.16,7.19,-18.76,-2.28,-5.22,4.87,39.42,19.38,46.55,31.61,26.4,24.82,23.4,30.29,26.46,20.91,31.95
Koszty ogólnego zarządu,,,,,44.46,50.7,52.5,49.2,50.34,24.56,26.99,30.14,31.07,65.66,47.11,67.43,64.52,6.25,39.07,3.48,-7.62,29.79,7.5,0.56,21.55,8.94,13.28,43.39,40.24,42.24,34.29,43.37,8.77,-31.8,-3.2,-18.86,-6.16,46.92,-0.94,12.87,9.73,11.33,27.59,24.81,34.91,31.06,25.76,14.94,14.96,4.21,10.0,17.16,54.56,-11.19,14.16,13.06,-16.13,53.87,8.78,10.06,-0.55,-0.97,12.55,12.62,28.64,33.47,21.55,28.13,20.73,22.8,24.6,23.86,21.87,14.65,13.06,-10.56
Zysk ze sprzedaży,,,,,64.53,230.47,63.02,611.94,175.8,151.8,89.32,54.31,63.6,-33.37,-20.15,-93.88,58.82,70.57,80.17,1559.75,-62.83,32.56,35.2,62.39,84.73,40.35,37.44,54.62,14.35,-18.13,-16.48,-13.1,-11.99,63.71,45.04,11.89,21.43,10.38,2.49,3.01,2.35,7.99,10.38,-51.81,51.28,20.93,18.14,301.59,0.4,-13.4,-9.06,-34.43,-4.36,27.33,-0.4,7.65,3.68,-4.62,30.04,27.24,-19.08,41.68,34.51,122.94,189.4,55.08,85.29,54.28,46.51,34.22,22.02,-0.48,18.7,-17.02,2.55,-26.73
Pozostałe przychody operacyjne,,,,,-79.34,68.22,54.49,440.72,460.5,124.56,125.53,819.93,399.11,-47.22,54.24,-23.47,-100.0,-35.94,-62.43,-32.09,,203.49,-317.69,37.78,,-62.34,31.2,19.69,-63.38,66.51,-23.31,50.48,-905.58,-410.07,32.66,117.46,173.85,83.57,80.9,-64.18,-5.89,57.29,157.31,1.52,143.83,645.01,122.45,-45.66,-1.84,184.44,923.09,63.49,2.69,-75.79,329.86,35.13,207.17,103.68,-80.65,149.41,-50.34,38.91,159.22,-38.01,-13.24,-54.18,-7.12,60.19,102.81,318.55,-59.55,21.41,105.13,-28.25,95.7,-17.07
Pozostałe koszty operacyjne,,,,,7.94,210.44,7.78,102.83,255.36,29.85,176.18,50.2,135.56,32.08,54.88,-169.2,-19.88,-47.2,-90.06,237.32,-74.85,110.68,249.85,27.29,-100.0,109.09,46.05,136.7,,-56.14,77.41,-16.77,-100.0,-100.0,-100.0,87.99,,,,-65.85,24.39,119.78,244.32,122.73,116.5,170.53,117.01,-12.58,21.31,-18.47,9.53,-72.07,5.89,-89.62,416.09,159.77,19.56,756.82,-44.24,202.47,50.06,-30.05,14.19,-29.36,-3.8,55.55,22.17,-0.51,625.43,63.17,-66.61,68.0,-87.72,2.28,112.7,11.37
Zysk operacyjny (EBIT),,,,,26.28,160.95,73.78,3867.08,179.89,194.03,82.8,131.83,87.01,-48.56,-22.04,-42.6,30.73,100.5,98.43,46.8,-61.15,35.9,6.58,68.92,107.52,9.72,46.48,25.77,2.5,0.7,-25.42,0.66,-13.1,44.06,76.73,9.77,34.34,24.53,4.87,14.83,0.93,4.98,9.25,-79.6,52.29,14.9,15.37,729.85,-1.41,-1.88,-3.07,-19.73,-4.79,32.11,-2.31,-2.1,19.34,-12.1,17.67,7.15,-33.35,51.16,45.27,160.35,202.83,48.52,84.19,64.24,4.81,37.57,25.67,-5.76,82.95,-19.15,1.5,-32.76
Przychody finansowe,,,,,242.59,12.7,54.93,-110.44,-68.11,30.99,-90.0,1309.3,1028.81,148.03,-322.73,-160.96,-67.79,-28.9,748.98,197.48,42.42,-53.66,136.16,51.46,-44.52,317.98,33.29,-74.36,156.05,-23.08,125.87,-1330.0,-32.37,-25.24,-88.63,133.2,-11.58,35.22,266.54,-20.61,35.84,-37.65,-46.28,257.33,157.02,-38.96,51.98,-37.05,-62.86,1582.27,-589.86,-16.34,-12.78,-100.3,118.4,52.87,11.07,3621.43,-28.14,907.42,463.5,793.1,541.97,-76.79,-9.83,-9.95,-13.29,16.36,84.12,77.68,30.81,258.44,-37.59,-10.5,-7.06,-42.65
