,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Period,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,6004.0,7271.0,7398.0,10412.0,8706.0,8877.0,8821.0,12047.0,15486.0,15361.0,16003.0,15090.0,19415.0,19623.0,25734.0,25255.0,25974.0,25746.0,27102.0,26651.0,46105.0,47280.0,41924.0,51604.0,27147.0,26242.0,22126.0,23686.0,11611.0,9721.0,11951.0,11721.0,21694.0,22402.0,18761.0,19420.0,20464.0,20757.0,14904.0,21460.0,17214.0,17867.0,14869.0,19843.0,15887.0,15701.0,18126.0,18696.0,16570.0,13701.0,13735.0,21284.0,19030.0,20477.0,20695.0,24530.0,20214.0,21492.0,21846.0,21809.0,20174.0,23600.0,18478.0,19973.0
Techniczny koszt wytworzenia produkcji sprzedanej,3899.0,4543.0,4445.0,6528.0,5005.0,4948.0,4931.0,7730.0,7981.0,11462.0,9130.0,7057.0,10086.0,13940.0,14681.0,13148.0,14008.0,16322.0,15571.0,15178.0,25098.0,26742.0,24240.0,22154.0,14737.0,14318.0,14577.0,16647.0,8522.0,7193.0,9109.0,8908.0,14132.0,13999.0,11874.0,11008.0,13447.0,12726.0,8483.0,11784.0,10657.0,10704.0,9116.0,11233.0,9456.0,9936.0,10887.0,11187.0,10017.0,7665.0,8490.0,12607.0,11698.0,12034.0,13162.0,15574.0,12501.0,12567.0,12641.0,12777.0,11887.0,13989.0,11359.0,11387.0
Koszty sprzedaży,985.0,1147.0,1465.0,2347.0,1823.0,1747.0,2144.0,1976.0,4076.0,701.0,3977.0,9607.0,4695.0,1157.0,4299.0,9369.0,6384.0,3075.0,4901.0,9012.0,14398.0,10531.0,10311.0,14185.0,7939.0,9334.0,6399.0,3634.0,2861.0,3083.0,2405.0,2838.0,6472.0,5938.0,6257.0,7085.0,6083.0,6462.0,5723.0,6243.0,5672.0,6026.0,5660.0,6375.0,5991.0,5388.0,5838.0,6271.0,6114.0,4480.0,4729.0,5310.0,5292.0,5495.0,5869.0,6932.0,5763.0,6578.0,6617.0,6766.0,6065.0,6356.0,5334.0,6583.0
Koszty ogólnego zarządu,978.0,1043.0,982.0,1331.0,969.0,1217.0,851.0,1045.0,1524.0,1499.0,789.0,-1194.0,710.0,2343.0,2462.0,426.0,1464.0,3238.0,2381.0,1545.0,3199.0,5290.0,2999.0,4740.0,1964.0,1197.0,2644.0,12789.0,1803.0,2480.0,2084.0,2907.0,2548.0,2415.0,2384.0,3141.0,2602.0,2082.0,2187.0,2629.0,2277.0,2228.0,2450.0,2053.0,2333.0,2289.0,2589.0,2507.0,2075.0,2449.0,2053.0,2400.0,1947.0,1980.0,2272.0,2164.0,3165.0,1377.0,4626.0,3475.0,3708.0,3237.0,3469.0,4052.0
Zysk ze sprzedaży,142.0,538.0,506.0,206.0,909.0,965.0,895.0,1296.0,1905.0,1699.0,2107.0,-380.0,3924.0,2183.0,4292.0,2312.0,4118.0,3111.0,4249.0,916.0,3410.0,4717.0,4374.0,10525.0,2507.0,1393.0,-1494.0,-9384.0,-1575.0,-3035.0,-1647.0,-2932.0,-1458.0,50.0,-1754.0,-1814.0,-1668.0,-513.0,-1489.0,804.0,-1392.0,-1091.0,-2357.0,182.0,-1893.0,-1912.0,-1188.0,-1269.0,-1636.0,-893.0,-1537.0,967.0,93.0,968.0,-608.0,-140.0,-1215.0,970.0,-2038.0,-1209.0,-1486.0,18.0,-1684.0,-2049.0
Pozostałe przychody operacyjne,63.0,253.0,303.0,328.0,12.0,55.0,132.0,164.0,88.0,187.0,5.0,512.0,217.0,399.0,108.0,119.0,89.0,273.0,702.0,726.0,3204.0,-287.0,95.0,4124.0,257.0,354.0,278.0,1113.0,818.0,178.0,140.0,2536.0,267.0,151.0,389.0,-158.0,357.0,377.0,981.0,2167.0,872.0,356.0,449.0,-292.0,5204.0,4838.0,696.0,8738.0,587.0,823.0,1135.0,224.0,269.0,768.0,124.0,694.0,451.0,588.0,178.0,433.0,669.0,173.0,197.0,445.0
Pozostałe koszty operacyjne,11.0,10.0,139.0,350.0,16.0,160.0,220.0,821.0,735.0,188.0,70.0,32.0,124.0,-15.0,37.0,641.0,19.0,111.0,455.0,-137.0,1129.0,-1020.0,499.0,10519.0,83.0,11085.0,-915.0,15271.0,439.0,426.0,875.0,2332.0,405.0,324.0,471.0,2267.0,230.0,700.0,262.0,8539.0,347.0,490.0,400.0,22839.0,339.0,608.0,221.0,46284.0,1221.0,1070.0,1113.0,3570.0,512.0,439.0,774.0,511.0,220.0,645.0,326.0,1281.0,319.0,594.0,312.0,416.0
Zysk operacyjny (EBIT),194.0,781.0,670.0,184.0,905.0,860.0,807.0,639.0,1258.0,1698.0,2042.0,100.0,4017.0,2597.0,4363.0,1790.0,4188.0,3273.0,4496.0,1779.0,5485.0,5450.0,3970.0,4130.0,2681.0,-9338.0,-301.0,-23542.0,-1196.0,-3283.0,-2382.0,-2728.0,-1596.0,-123.0,-1836.0,-4239.0,-1541.0,-836.0,-770.0,-5568.0,-867.0,-1225.0,-2308.0,-22949.0,2972.0,2318.0,-713.0,-38815.0,-2270.0,-1140.0,-1515.0,-2379.0,-150.0,1297.0,-1258.0,43.0,-984.0,913.0,-2186.0,-2057.0,-1136.0,-403.0,-1799.0,-2020.0
Przychody finansowe,39.0,-6.0,308.0,216.0,186.0,308.0,282.0,610.0,432.0,750.0,923.0,999.0,393.0,453.0,763.0,963.0,666.0,602.0,2394.0,2461.0,407.0,404.0,445.0,2258.0,580.0,-22.0,502.0,13552.0,6359.0,-6168.0,88.0,91.0,888.0,-332.0,-161.0,-87.0,73.0,213.0,78.0,4433.0,82.0,140.0,-6.0,9.0,62.0,1.0,167.0,407.0,52.0,741.0,116.0,267.0,1394.0,887.0,-1066.0,2731.0,36.0,1.0,2036.0,1083.0,3643.0,-913.0,-630.0,1202.0
