,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,0.75,2.47,91.02,5.96,37.12,-9.94,-39.85,17.6,53.49,82.12,70.73,8.28,-45.44,-53.17,-46.13,-22.79,-28.39,-8.8,-29.6,36.38,100.63,50.0,39.05,10.73,-24.62,6.67,19.23,-7.01,1.01,-30.24,-1.79,37.17,60.63,17.98,1.24,-26.05,-40.36,-3.41,-4.88,-26.57,-12.9,-1.96,-9.6,1.06,36.28,60.93,71.03,70.66,75.19,33.73,30.07,8.19,-12.68,-20.16,-1.8,48.71,71.46,67.98,10.12,-8.78,-31.15,-27.24,5.68,18.13,86.68,137.3,79.05,13.53,-16.64,-34.94,-18.92,-3.75
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,-2.0,4.23,112.55,4.14,37.28,-14.32,-44.77,17.81,55.9,96.41,76.47,0.38,-52.95,-60.44,-53.24,-28.02,-19.19,0.53,-18.61,53.76,104.73,45.64,29.14,7.77,-33.38,2.6,17.57,-9.49,7.62,-32.11,-0.12,46.91,74.01,34.36,3.31,-30.3,-48.19,-13.92,-11.32,-28.97,-15.78,-11.34,-22.15,-1.68,37.67,87.42,113.48,85.72,88.74,35.42,32.05,12.4,-11.71,-23.26,-0.38,49.96,77.07,72.3,10.62,-13.99,-32.67,-25.73,10.51,25.57,94.55,159.54,70.58,-3.9,-19.79,-46.13,-17.09,7.41
Koszty sprzedaży,,,,,12.6,13.57,0.76,-19.74,5.87,-2.8,-43.18,-51.83,-46.91,-29.11,60.19,127.49,277.18,237.88,94.29,236.82,13.64,-23.0,15.06,-13.09,10.25,69.52,22.39,-5.97,4.83,12.08,80.36,41.56,73.89,49.37,4.87,40.19,25.3,5.47,11.6,-6.7,-10.32,-4.45,-9.72,29.85,-1.35,13.23,20.32,-9.42,18.4,-26.49,-29.97,1.34,-2.83,42.61,44.52,-14.91,7.29,9.84,-4.66,35.13,0.78,71.36,44.27,22.62,54.86,-6.3,15.74,25.49,45.72,22.25,31.01,21.86,6.11,19.67,6.54,-10.95
Koszty ogólnego zarządu,,,,,28.36,15.86,4.93,13.41,5.97,33.52,36.44,39.13,70.1,38.54,24.63,27.81,16.29,9.24,33.26,-13.62,4.23,20.34,-8.21,8.96,-11.39,-19.02,-12.49,-7.05,-3.44,-18.8,-43.04,-24.04,-43.75,-23.69,4.22,-17.03,8.36,-2.9,7.49,1.45,-7.4,-14.68,-15.06,-2.07,-8.71,0.41,-2.7,71.25,21.25,112.44,121.48,-61.0,38.01,-22.53,-32.3,143.05,22.99,18.85,28.51,2.02,17.42,-61.59,-35.64,-29.79,-32.91,132.03,5.36,0.77,7.37,2.35,39.46,54.49,16.72,47.32,-47.58,9.15
Zysk ze sprzedaży,,,,,-41.11,-31.82,29.76,77.87,407.14,-9.65,-33.62,-10.8,31.18,14.28,83.08,112.2,-132.06,-121.52,-80.92,-71.94,-639.73,-803.66,-540.77,-135.59,71.58,98.22,93.41,1149.35,84.72,3828.79,881.62,28.55,-139.34,-109.83,-46.61,0.35,-56.83,-889.67,-109.6,-16.57,100.38,143.01,2322.02,-124.45,-1133.33,146.31,65.57,-209.56,2906.45,-55.54,-52.04,346.08,291.84,260.73,166.3,-78.48,-102.08,-62.82,-40.89,316.44,6339.44,434.1,28.11,74.63,-100.56,-108.66,-93.17,-47.27,13140.0,632.29,4463.4,329.72,-61.2,100.83,-48.17,-58.66
Pozostałe przychody operacyjne,,,,,1200.0,348.08,205.56,-0.61,-47.69,49.79,-36.36,2013.58,1347.06,-38.4,351.43,-92.44,-82.93,-0.47,-15.82,59.07,147.62,230.84,290.23,-105.46,-44.23,24.29,-80.73,455.56,1868.97,-59.55,872.0,2719.38,-91.51,-62.92,-87.55,-38.51,62.37,315.15,310.74,26.68,42.22,-35.58,-18.71,-14.77,-58.48,39.09,-54.21,-57.03,291.4,-211.2,2329.73,81.51,-17.72,272.53,-98.69,148.93,8.85,-148.62,-138.98,-95.84,-49.69,-193.89,-1717.39,264.05,-211.59,84.32,143.54,-64.13,68.03,122.27,-109.89,144.94,219.66,-42.55,-555.56,75.19
Pozostałe koszty operacyjne,,,,,-82.35,-70.74,-44.31,109.17,233.33,-10.43,-86.74,81.08,-43.33,121.92,279.17,-27.06,58.82,102.78,206.59,-63.95,92.59,-33.33,240.5,243.51,357.69,62.1,-78.0,-28.26,-49.16,68.17,266.51,328.52,607.44,-64.15,-101.96,-25.83,3.27,88.79,1266.67,109.62,-57.13,-32.8,-88.0,227.96,18.73,340.88,7166.67,-63.8,-62.22,-79.66,-71.76,-106.22,-79.41,-78.23,-57.77,1486.21,80.0,-116.98,365.38,-90.62,49.21,511.11,-93.39,256.76,-34.04,133.78,75.0,-39.26,156.45,-39.88,-72.45,6.61,-86.16,905.77,85.19,-8.61
Zysk operacyjny (EBIT),,,,,-23.69,-12.99,39.46,35.06,330.22,-2.35,-31.21,573.28,61.17,-3.96,84.82,-69.16,-123.77,-147.49,-84.11,-43.08,-684.0,-302.7,-676.61,-188.9,68.05,103.03,91.65,281.86,229.87,1460.58,712.07,155.79,-159.78,-133.15,-45.5,-21.05,-16.62,-393.49,-83.24,-45.42,105.29,131.64,1216.9,-578.04,-509.72,-24.52,-4.85,49.13,584.07,-85.02,124.32,240.0,178.22,5063.16,-16.52,-62.05,-86.96,-78.12,-56.84,48.57,800.39,520.78,57.81,69.23,-109.71,-116.27,-89.75,-50.86,758.72,438.47,3352.15,388.29,-53.65,76.18,-49.37,-55.15
Przychody finansowe,,,,,,,,,,,,,,,,50.0,2781.82,153.85,-72.42,-104.25,-294.32,-64.84,-36.26,-20.0,90.1,-9.38,198.2,334.62,-1159.02,-50.0,-157.23,-83.61,135.16,148.28,223.16,-883.33,-117.04,-63.89,-86.32,111.06,256.52,-876.92,27.08,-1338.46,104.17,179.21,173.77,-2.48,264.63,-83.13,-55.69,146.36,-80.22,214.81,-40.54,-86.27,201.89,251.76,-81.82,5600.0,16.56,-20.74,7675.0,-29.99,84.99,162.24,-57.88,136.52,91.45,40.23,436.26,32.44,79.79,88.81,-5.55,8.91
Koszty finansowe,,,,,-425.0,-134.65,-55.67,-100.89,-79.49,-150.71,-18.6,219.03,100.0,100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.71,61.59,-183.0,-51.13,996.49,-110.31,245.23,-34.87,-59.04,1402.17,-29.68,532.0,-79.49,65.44,174.05,-69.81,535.24,31.69,-54.42,130.81,164.77,48.58,346.81,-4.26,19.99,23.26,63.98
Pozostałe przychody (koszty),,,,,,,,277.31,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555.56,,,,-100.0,100.0,100.0,-100.0,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,9.07,14.36,54.71,94.2,269.23,8.08,-31.78,340.01,42.74,-49.57,132.15,-50.77,-111.16,-143.66,-82.24,-68.39,-1779.86,-576.28,-517.28,-200.51,70.6,106.65,102.66,285.36,175.7,664.09,1649.57,135.67,-175.76,-123.44,-20.76,-26.09,-56.86,-560.66,-83.91,-41.35,110.23,116.75,998.08,-586.92,-202.78,26.38,-10.68,48.52,743.24,-93.65,119.34,242.05,291.7,10402.86,-12.32,-66.98,-86.24,-68.47,-68.19,96.06,481.48,506.56,93.81,40.16,-112.84,-107.23,-122.87,-28.63,850.39,817.72,1759.08,253.75,-16.91,109.43,-56.25,-56.48
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,9.07,14.36,54.71,94.2,269.23,8.08,-31.78,340.01,42.74,-49.57,132.15,-50.77,-111.16,-143.66,-82.24,-68.39,-1779.86,-576.28,-517.28,-200.51,70.6,106.65,102.66,285.36,175.7,664.09,1649.57,135.67,-175.76,-123.44,-20.76,-26.09,-56.86,-560.66,-83.91,-41.35,110.23,116.75,998.08,-586.92,-202.78,26.38,-10.68,48.52,743.24,-93.65,119.34,242.05,291.7,10402.86,-12.32,-66.98,-86.24,-68.47,-68.19,96.06,481.48,506.56,93.81,40.16,-112.84,-107.23,-122.87,-28.63,850.39,817.72,1759.08,253.75,-16.91,109.43,-56.25,-56.48
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,11.45,16.07,66.3,68.56,284.32,6.19,-35.91,434.0,44.3,-59.52,141.54,-57.92,-134.84,-202.26,-89.14,-49.01,-549.65,-205.66,-830.89,-150.7,69.62,112.2,103.93,371.99,161.3,380.37,1051.72,66.49,-207.28,-114.65,-32.04,12.16,-47.95,-1538.42,-81.76,-40.57,110.63,107.93,992.27,-561.4,-265.75,-79.76,-22.34,40.43,60.33,-158.0,132.35,209.71,2590.62,8306.9,6.54,-72.0,-88.29,-75.59,-75.09,87.25,462.5,972.81,55.68,48.86,-130.16,-113.89,-138.91,-27.93,568.21,497.69,1495.73,254.22,-50.13,100.81,-61.33,-55.55
Zysk netto akcjonariuszy jednostki dominującej,,,,,11.45,16.07,66.3,68.56,284.32,6.19,-35.91,434.0,44.3,-59.52,141.54,-57.92,-134.84,-202.26,-89.14,-49.01,-549.65,-205.66,-830.89,-150.7,69.62,112.2,103.93,371.99,161.3,380.37,1051.72,66.49,-207.28,-114.65,-32.04,12.16,-47.95,-1538.42,-81.76,-40.57,110.63,107.93,992.27,-561.4,-265.75,-79.76,-22.34,40.43,60.33,-158.0,132.35,209.71,2666.67,8055.17,6.54,-72.0,-88.64,-74.82,-75.09,87.25,462.5,972.81,55.68,48.86,-130.16,-113.89,-138.91,-27.93,568.21,497.69,1495.73,254.22,-50.13,100.81,-61.33,-55.55
Aktywa trwałe,,,,,5.05,3.63,9.62,9.46,64.24,97.9,112.79,179.8,74.87,52.7,37.11,4.61,12.31,8.17,3.4,2.19,0.29,0.13,-0.54,0.43,2.45,0.93,0.53,-5.78,-8.49,-9.31,-9.57,16.89,21.5,18.72,20.97,-1.9,-4.56,-4.78,-5.59,-4.42,-4.08,0.33,-0.74,-5.97,-6.57,-4.62,-1.4,2.6,83.63,58.6,52.33,51.26,-14.52,-2.68,-12.9,-13.8,-2.0,7.3,24.85,26.93,19.87,31.4,37.68,19.26,18.01,5.39,-0.54,19.39,14.18,7.24,5.56,-18.88,-15.22,-20.2,-17.12,3.77
Wartości niematerialne i prawne,,,,,-40.82,-62.9,-41.51,-84.0,-31.03,-43.48,196.77,1187.5,485.0,646.15,-7.61,274.76,226.5,248.45,260.0,-22.54,-30.1,-26.04,-26.47,-34.11,-37.08,-38.8,-35.11,-39.09,-42.26,-50.33,-62.33,-64.17,-77.32,-90.79,141.82,3876.74,9354.55,36185.71,1909.02,71.35,38.41,10.43,2.32,-8.74,-9.24,-8.91,-8.05,-63.43,1154.69,1229.63,1242.12,3547.24,7.97,5.33,5.61,0.27,0.63,-0.07,0.1,-0.49,-0.04,-0.86,-1.04,-1.74,-1.93,-1.84,-1.69,-1.0,-1.14,-1.09,-1.11,-1.23,-0.09,-0.8,-0.21,1.05
Rzeczowe składniki majątku trwałego,,,,,3.11,3.85,4.54,8.55,69.45,104.17,131.8,194.88,77.16,48.61,32.52,-9.76,-1.79,-2.65,-6.69,1.67,0.36,-1.63,-3.38,-6.07,-6.24,-6.41,-5.38,-6.18,-6.96,-7.02,-7.86,-8.17,-4.47,-17.07,-14.67,-19.91,-23.75,-12.06,-14.08,-5.63,-3.75,-4.3,-4.03,-6.15,-5.66,1.32,7.64,4.51,48.42,1.43,-6.73,-0.18,-29.96,-5.55,-21.84,-25.28,-48.5,-8.04,16.44,40.08,123.39,43.27,57.44,35.44,25.0,23.81,15.78,23.76,20.48,7.55,1.01,-1.06,10.86,19.12,20.89,20.82
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.85,9.75,39.5,105.11,22.07,328.72,-5.2,-9.81,210.27,35.29,395.63,353.77,-63.1,-65.19,-86.29,-90.65,-13.57,-32.27,-32.83,-26.47,-1.26,-2.57,68.55,113.74,85.17
Inwestycje długoterminowe,,,,,-74.53,-6.82,-6.82,165.85,165.85,319.51,319.51,-17.43,-17.43,-53.49,-53.49,5834.44,5834.44,6563.75,6563.75,2.15,2.15,2.23,2.23,26.06,26.06,26.06,25.06,-0.9,-0.22,-0.17,0.62,220.64,218.45,256.31,255.57,18.86,16.5,-2.18,-1.98,-5.17,-7.36,2.41,2.09,-7.02,-6.18,-9.57,-9.85,14.47,18.11,-0.59,0.02,-15.95,-15.69,-14.42,-46.33,-24.8,26.5,47.92,137.64,40.5,-16.27,-15.43,-15.64,49.93,72.95,91.09,88.55,33.31,17.89,7.16,6.72,-52.22,-56.94,-76.26,-66.95,-42.28
