,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Period,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,2094.0,4021.0,4812.0,7367.0,7282.0,7019.0,7468.0,8111.0,9299.0,7434.0,4239.0,8628.0,11426.0,17457.0,35397.0,24757.0,13381.0,29847.0,23090.0,15400.0,9638.0,8370.0,10050.0,13147.0,79395.0,12953.0,9205.0,5737.0,6673.0,19139.0,2083.0,81125.0,3955.0,3502.0,4086.0,13476.0,7724.0,3794.0,6215.0,6498.0,3281.0,69897.0,17685.0,12166.0,7712.0,5467.0,4482.0,4324.0,4283.0,2881.0,4432.0,35882.0,12304.0,14733.0,7744.0,11229.0,9521.0,39703.0,32658.0,23646.0,12911.0,17550.0,10794.0,15439.0,9838.0,12403.0,36880.0,185862.0
Techniczny koszt wytworzenia produkcji sprzedanej,1171.0,945.0,1712.0,2465.0,2901.0,2868.0,4212.0,5017.0,4701.0,5160.0,4196.0,8016.0,4749.0,5942.0,12799.0,12395.0,7774.0,14513.0,11601.0,9322.0,7145.0,6123.0,7541.0,9418.0,35207.0,7144.0,5592.0,9647.0,5794.0,25968.0,5606.0,40175.0,3063.0,3343.0,3877.0,8194.0,5341.0,3000.0,3562.0,9547.0,456.0,40915.0,5696.0,5808.0,4071.0,6292.0,2647.0,4121.0,3819.0,2958.0,3196.0,19040.0,6994.0,8247.0,4539.0,6903.0,4884.0,15484.0,11763.0,7471.0,4569.0,3345.0,3899.0,4136.0,3344.0,5305.0,18727.0,81182.0
Koszty sprzedaży,169.0,343.0,1204.0,1645.0,968.0,1448.0,925.0,5271.0,1177.0,2342.0,3255.0,3319.0,1164.0,2613.0,2469.0,4025.0,2956.0,2565.0,2391.0,2628.0,1680.0,2436.0,2430.0,3145.0,10835.0,2885.0,3238.0,1311.0,1158.0,3400.0,1920.0,13750.0,564.0,2655.0,2317.0,1525.0,1157.0,1082.0,3071.0,3893.0,7134.0,16993.0,1561.0,1220.0,832.0,666.0,1441.0,820.0,1231.0,3908.0,1914.0,6498.0,2289.0,1084.0,1041.0,1363.0,1412.0,7651.0,4233.0,3053.0,1754.0,2078.0,6911.0,5153.0,3077.0,4763.0,11187.0,66880.0
Koszty ogólnego zarządu,657.0,823.0,950.0,1452.0,1742.0,2184.0,2402.0,-586.0,4239.0,188.0,141.0,94.0,807.0,938.0,1245.0,1948.0,1113.0,1691.0,1266.0,1830.0,1419.0,1574.0,1501.0,1479.0,1829.0,1481.0,1705.0,1597.0,1266.0,1400.0,1257.0,1646.0,1536.0,1998.0,2457.0,2481.0,1653.0,1255.0,1728.0,1372.0,1493.0,1643.0,1271.0,1710.0,1828.0,1372.0,1765.0,921.0,1093.0,1558.0,1427.0,1728.0,1534.0,1348.0,1203.0,1394.0,1572.0,1746.0,2131.0,2284.0,2385.0,5077.0,4718.0,4166.0,3952.0,4880.0,4786.0,3585.0
Zysk ze sprzedaży,97.0,1910.0,946.0,1805.0,1671.0,519.0,-71.0,-1591.0,-818.0,-256.0,-3353.0,-2801.0,4706.0,7964.0,18884.0,6389.0,1538.0,11078.0,7832.0,1620.0,-606.0,-1763.0,-1422.0,-895.0,31524.0,1443.0,-1330.0,-6818.0,-1545.0,-11629.0,-6700.0,25554.0,-1208.0,-4494.0,-4565.0,1276.0,-427.0,-1543.0,-2146.0,-8314.0,-5802.0,10346.0,9157.0,3428.0,981.0,-2863.0,-1371.0,-1538.0,-1860.0,-5543.0,-2105.0,8616.0,1487.0,4054.0,961.0,1569.0,1653.0,14822.0,14531.0,10838.0,4203.0,7050.0,-4734.0,1984.0,-535.0,-2545.0,2180.0,34215.0
Pozostałe przychody operacyjne,5.0,16.0,0.0,130.0,6.0,120.0,1.0,372.0,10.0,191.0,96.0,429.0,5.0,540.0,143.0,368.0,157.0,85.0,192.0,235.0,70.0,69.0,36.0,154.0,79.0,331.0,103.0,662.0,241.0,63.0,280.0,72.0,668.0,749.0,15.0,263.0,88.0,159.0,27.0,352.0,673.0,299.0,179.0,496.0,281.0,-170.0,25.0,30.0,101.0,76.0,52.0,4500.0,47.0,84.0,82.0,1119.0,874.0,16.0,17.0,328.0,22.0,-19.0,79.0,-18.0,17.0,-854.0,232.0,53.0
Pozostałe koszty operacyjne,132.0,45.0,155.0,384.0,138.0,522.0,343.0,1043.0,141.0,625.0,524.0,8140.0,162.0,1253.0,633.0,2764.0,170.0,205.0,231.0,1011.0,254.0,817.0,2146.0,13857.0,705.0,285.0,-175.0,9421.0,158.0,238.0,666.0,2863.0,67.0,427.0,16.0,1195.0,742.0,91.0,251.0,1460.0,384.0,1005.0,3982.0,692.0,28.0,5231.0,315.0,12179.0,217.0,381.0,855.0,1337.0,806.0,-308.0,35.0,141.0,22.0,27.0,505.0,2258.0,34.0,214.0,89.0,411.0,71.0,17.0,87.0,1099.0
Zysk operacyjny (EBIT),-30.0,1881.0,791.0,1551.0,1539.0,117.0,-413.0,-2262.0,-949.0,-690.0,-3781.0,-10512.0,4549.0,7251.0,18394.0,3993.0,1525.0,10958.0,7793.0,844.0,-790.0,-2511.0,-3532.0,-14598.0,30898.0,1489.0,-1052.0,-15577.0,-1462.0,-11804.0,-7086.0,22763.0,-607.0,-4172.0,-4566.0,344.0,-1081.0,-1475.0,-2370.0,-9422.0,-5513.0,9640.0,5354.0,3232.0,1234.0,-8264.0,-1661.0,-13687.0,-1976.0,-5848.0,-2908.0,11779.0,728.0,4446.0,1008.0,2547.0,2505.0,14811.0,14043.0,8908.0,4191.0,6817.0,-4744.0,1555.0,-589.0,-3416.0,2325.0,33169.0
Przychody finansowe,107.0,-106.0,122.0,-24.0,246.0,577.0,-15.0,2413.0,412.0,293.0,-599.0,128.0,2.0,1162.0,-1158.0,42.0,121.0,38.0,664.0,723.0,94.0,128.0,48.0,172.0,68.0,28.0,1.0,10.0,74.0,100.0,160.0,48.0,1177.0,-35.0,5.0,-66.0,199.0,508.0,-397.0,433.0,9.0,-1.0,2920.0,-2887.0,183.0,480.0,-237.0,394.0,176.0,-148.0,122.0,-140.0,1584.0,-699.0,-488.0,-256.0,1020.0,-626.0,2010.0,379.0,864.0,1827.0,1252.0,68.0,210.0,1384.0,-1586.0,-8.0
