,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,5082.0,4400.0,5211.0,12358.0,5352.0,12035.0,6716.0,11493.0,6472.0,15669.0,29298.0,41207.0,38738.0,38476.0,47269.0,32368.0,44199.0,41363.0,40674.0,48528.0,41960.0,38945.0,36924.0,42429.0,37995.0,40157.0,38595.0,46196.0,36972.0,14952.0,26246.0,21451.0,25264.0,27359.0,28734.0,23702.0,26576.0,25350.0,27007.0,22001.0,25984.0,27847.0,24740.0,24243.0,26339.0,28304.0,29115.0,23795.0,28210.0,27364.0,29905.0,26595.0,27322.0,28214.0,24583.0,24114.0,25534.0,24630.0,25235.0,24316.0,24592.0,15721.0,24866.0,25580.0,25351.0,22446.0,25734.0,20229.0,27487.0,25455.0,24573.0,22846.0,27840.0,24794.0,23481.0,23699.0
Techniczny koszt wytworzenia produkcji sprzedanej,4364.0,3972.0,4677.0,9767.0,4842.0,8342.0,5690.0,9035.0,4928.0,7592.0,20765.0,35282.0,27879.0,28002.0,36477.0,23984.0,33143.0,32541.0,31688.0,37683.0,29378.0,30279.0,26775.0,34234.0,26075.0,28741.0,26163.0,34542.0,25153.0,6421.0,17180.0,12536.0,15713.0,17277.0,17725.0,14581.0,16304.0,15419.0,16638.0,14162.0,15393.0,16894.0,15107.0,15003.0,15866.0,17986.0,20177.0,16385.0,18381.0,17819.0,19746.0,18454.0,17996.0,17315.0,16363.0,15692.0,15738.0,15521.0,16241.0,15025.0,13578.0,11609.0,15965.0,15850.0,15190.0,12920.0,16475.0,16985.0,17218.0,17101.0,15547.0,15169.0,17818.0,16214.0,15698.0,19274.0
Koszty sprzedaży,78.0,146.0,163.0,209.0,175.0,186.0,176.0,186.0,147.0,2859.0,3815.0,1110.0,5434.0,1320.0,4224.0,3625.0,4249.0,5775.0,4385.0,4783.0,2910.0,6100.0,4616.0,4845.0,2772.0,2612.0,3126.0,5716.0,2969.0,2163.0,2590.0,2602.0,2391.0,2435.0,2804.0,2587.0,2195.0,2382.0,2452.0,2256.0,1982.0,2614.0,2743.0,2420.0,2101.0,2241.0,2710.0,2360.0,2282.0,2342.0,2948.0,2946.0,2037.0,2109.0,2280.0,2392.0,2058.0,2280.0,2262.0,3095.0,2034.0,1907.0,2057.0,2735.0,2333.0,2499.0,2637.0,7072.0,4430.0,4001.0,3990.0,4373.0,4316.0,3933.0,3214.0,3876.0
Koszty ogólnego zarządu,900.0,1009.0,714.0,788.0,1050.0,717.0,850.0,867.0,837.0,1645.0,1478.0,3490.0,2236.0,2228.0,2221.0,2770.0,2519.0,1809.0,2310.0,5950.0,6564.0,-6.0,2727.0,2960.0,5909.0,5864.0,6529.0,4931.0,6022.0,4666.0,4765.0,5104.0,4761.0,5203.0,4952.0,3896.0,4896.0,5213.0,4727.0,4503.0,4566.0,5181.0,4627.0,5165.0,4759.0,5701.0,5585.0,4668.0,4731.0,5604.0,5551.0,4559.0,5356.0,6882.0,5788.0,6794.0,5529.0,6287.0,6444.0,6010.0,5791.0,5194.0,5911.0,6991.0,5456.0,6107.0,6027.0,-1032.0,4276.0,4321.0,4018.0,3376.0,3963.0,3776.0,3782.0,3761.0
Zysk ze sprzedaży,-260.0,-727.0,-343.0,1594.0,-715.0,2790.0,0.0,1405.0,560.0,3573.0,3240.0,1325.0,3189.0,6926.0,4347.0,1989.0,4288.0,1238.0,2291.0,112.0,3108.0,2572.0,2806.0,390.0,3239.0,2940.0,2777.0,1007.0,2828.0,1702.0,1711.0,1209.0,2399.0,2444.0,3253.0,2638.0,3181.0,2336.0,3190.0,1080.0,4043.0,3158.0,2263.0,1655.0,3613.0,2376.0,643.0,382.0,2816.0,1599.0,1660.0,636.0,1933.0,1908.0,152.0,-764.0,2209.0,542.0,288.0,186.0,3189.0,-2989.0,933.0,4.0,2372.0,920.0,595.0,-2796.0,1563.0,32.0,1018.0,-72.0,1743.0,871.0,787.0,-3212.0
Pozostałe przychody operacyjne,116.0,117.0,505.0,344.0,358.0,113.0,191.0,149.0,95.0,300.0,308.0,8324.0,374.0,156.0,616.0,211.0,654.0,583.0,718.0,2152.0,407.0,1119.0,5151.0,5918.0,382.0,279.0,338.0,3824.0,435.0,683.0,181.0,646.0,269.0,621.0,729.0,-210.0,209.0,412.0,411.0,894.0,378.0,286.0,366.0,372.0,374.0,437.0,129.0,678.0,194.0,411.0,376.0,898.0,940.0,-293.0,199.0,1240.0,146.0,732.0,249.0,1667.0,268.0,1057.0,622.0,999.0,294.0,264.0,217.0,112.0,331.0,147.0,180.0,828.0,246.0,302.0,180.0,460.0
Pozostałe koszty operacyjne,121.0,368.0,99.0,117.0,352.0,61.0,59.0,206.0,335.0,1879.0,673.0,1728.0,1152.0,1023.0,1828.0,959.0,2532.0,1056.0,828.0,-913.0,337.0,1455.0,4568.0,2952.0,285.0,832.0,179.0,4746.0,225.0,211.0,236.0,1351.0,139.0,259.0,361.0,1643.0,190.0,47.0,248.0,382.0,112.0,228.0,293.0,331.0,298.0,282.0,149.0,745.0,105.0,139.0,91.0,857.0,495.0,559.0,35.0,1488.0,314.0,534.0,146.0,1978.0,790.0,319.0,103.0,384.0,123.0,71.0,163.0,997.0,113.0,116.0,53.0,872.0,110.0,641.0,165.0,4099.0
Zysk operacyjny (EBIT),-265.0,-978.0,63.0,1821.0,-709.0,2842.0,132.0,1348.0,320.0,1994.0,2875.0,7921.0,2411.0,6059.0,3135.0,1241.0,2410.0,765.0,2181.0,3177.0,3178.0,2236.0,3389.0,3356.0,3336.0,2387.0,2936.0,85.0,3038.0,2174.0,1656.0,504.0,2529.0,2806.0,3621.0,785.0,3200.0,2701.0,3353.0,1592.0,4309.0,3216.0,2336.0,1696.0,3689.0,2531.0,623.0,315.0,2905.0,1871.0,1945.0,677.0,2378.0,1056.0,316.0,-1012.0,2041.0,740.0,391.0,-125.0,2667.0,-2251.0,1452.0,619.0,2543.0,1113.0,649.0,-3681.0,1781.0,63.0,1145.0,-116.0,1879.0,532.0,802.0,-6851.0
Przychody finansowe,58.0,69.0,33.0,51.0,37.0,-66.0,38.0,182.0,196.0,14.0,-59.0,702.0,0.0,554.0,410.0,870.0,979.0,130.0,323.0,506.0,370.0,111.0,229.0,287.0,295.0,200.0,114.0,406.0,168.0,12.0,5237.0,-5141.0,342.0,77.0,53.0,-373.0,129.0,4.0,260.0,-17.0,1.0,13.0,-8.0,326.0,54.0,119.0,316.0,994.0,472.0,704.0,-69.0,-2.0,550.0,-547.0,-1.0,78.0,205.0,20.0,111.0,-146.0,77.0,-49.0,47.0,66.0,29.0,246.0,182.0,514.0,381.0,-325.0,423.0,260.0,255.0,647.0,-661.0,800.0
