,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Period,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,63410.0,53764.0,28467.0,89577.0,68294.0,61096.0,33472.0,51630.0,44283.0,99532.0,57664.0,99964.0,75226.0,122630.0,161108.0,189504.0,100583.0,177564.0,140172.0,171489.0,88177.0,145623.0,313186.0,390315.0,210189.0,291092.0,199323.0,270999.0,125877.0,180494.0,219806.0,234638.0,120441.0,179367.0,227784.0,246401.0,121033.0,212547.0,244408.0,281868.0,142496.0,340744.0,322664.0,337224.0,182290.0,222174.0,230547.0,314093.0,192711.0,242257.0,330421.0,477514.0,298345.0,574216.0,774614.0,858393.0,501790.0,849299.0,951786.0,1016454.0,515328.0,679853.0,872419.0,1254840.0
Techniczny koszt wytworzenia produkcji sprzedanej,57624.0,53124.0,16534.0,78106.0,59372.0,51775.0,25758.0,43369.0,34781.0,79085.0,41326.0,81516.0,56251.0,106652.0,143479.0,176211.0,88278.0,168811.0,134643.0,166493.0,70360.0,132577.0,300470.0,379057.0,193213.0,270838.0,183866.0,256441.0,109649.0,163307.0,203988.0,220204.0,103035.0,165182.0,195877.0,238664.0,99765.0,191743.0,222037.0,262082.0,123989.0,315831.0,299772.0,310332.0,159037.0,202419.0,211125.0,275951.0,172071.0,220931.0,295162.0,417433.0,259992.0,523340.0,703487.0,787149.0,460257.0,787986.0,869292.0,931311.0,471943.0,623126.0,798318.0,1093397.0
Koszty sprzedaży,0.0,0.0,0.0,373.0,89.0,154.0,84.0,84.0,72.0,66.0,54.0,2569.0,1130.0,1589.0,1478.0,1389.0,815.0,1044.0,1037.0,1070.0,762.0,809.0,830.0,873.0,645.0,992.0,797.0,963.0,690.0,842.0,1124.0,1039.0,772.0,1139.0,939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,1185.0,1266.0,2197.0,2184.0,4232.0,-326.0,2196.0,2140.0,2234.0,3031.0,3270.0,5310.0,4310.0,4518.0,3979.0,5469.0,5212.0,4644.0,3902.0,5965.0,5128.0,5427.0,5063.0,6489.0,5940.0,5927.0,6856.0,6862.0,6029.0,6285.0,9400.0,8180.0,9473.0,9512.0,8210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk ze sprzedaży,4601.0,-626.0,9736.0,8914.0,4601.0,9493.0,5434.0,6037.0,7196.0,17350.0,13014.0,10569.0,13535.0,9871.0,12172.0,6435.0,6278.0,3065.0,590.0,-2039.0,11927.0,6810.0,6823.0,3896.0,10391.0,13335.0,7804.0,6733.0,9509.0,10060.0,5294.0,5215.0,7161.0,3534.0,22758.0,37782.0,21268.0,20804.0,22371.0,19786.0,18507.0,24913.0,22892.0,26892.0,23253.0,19755.0,19422.0,38142.0,20640.0,21326.0,35259.0,60081.0,38353.0,50876.0,71127.0,71244.0,41533.0,61313.0,82494.0,85143.0,43385.0,56727.0,74101.0,161443.0
Pozostałe przychody operacyjne,141.0,6640.0,1149.0,284.0,178.0,206.0,310.0,1219.0,1002.0,431.0,819.0,1485.0,683.0,725.0,831.0,5004.0,5272.0,11004.0,12259.0,11065.0,2606.0,7244.0,-474.0,12612.0,4178.0,2719.0,423.0,13183.0,1556.0,3714.0,3143.0,11966.0,3363.0,3414.0,3370.0,25316.0,5675.0,5308.0,5013.0,5657.0,5879.0,4165.0,3904.0,33971.0,4075.0,4445.0,7621.0,15047.0,5507.0,8179.0,4355.0,27952.0,22462.0,457.0,7127.0,1303.0,3425.0,5059.0,5440.0,8660.0,6405.0,6510.0,4931.0,10530.0
Pozostałe koszty operacyjne,150.0,875.0,1581.0,2609.0,454.0,583.0,655.0,1098.0,611.0,6563.0,677.0,1634.0,855.0,1490.0,1666.0,3975.0,4799.0,4608.0,8418.0,6840.0,5388.0,2348.0,2507.0,8210.0,5394.0,1322.0,2429.0,13228.0,1728.0,2985.0,1567.0,9993.0,2689.0,2176.0,4486.0,55858.0,18199.0,14709.0,15551.0,9558.0,15671.0,14473.0,15325.0,44608.0,15473.0,15523.0,15010.0,33536.0,13994.0,19928.0,17963.0,47005.0,23922.0,18034.0,21804.0,24715.0,20068.0,25831.0,25939.0,42857.0,24169.0,30863.0,35751.0,49366.0
Zysk operacyjny (EBIT),4592.0,5139.0,9304.0,6589.0,4325.0,9116.0,5089.0,6158.0,7587.0,11218.0,13156.0,10420.0,13363.0,9106.0,11337.0,7464.0,6751.0,9461.0,4431.0,2186.0,9145.0,11706.0,3842.0,8298.0,9175.0,14732.0,5798.0,6688.0,9337.0,10789.0,6870.0,7188.0,7835.0,4772.0,21642.0,7240.0,8744.0,11403.0,11833.0,15885.0,8715.0,14605.0,11471.0,16255.0,11855.0,8677.0,12033.0,19653.0,12153.0,9577.0,21651.0,41028.0,36893.0,33299.0,56450.0,47832.0,24890.0,40541.0,61995.0,50946.0,25621.0,32374.0,43281.0,122607.0
Przychody finansowe,3.0,3.0,0.0,544.0,5.0,18.0,-16.0,1.0,5.0,259.0,27.0,17.0,136.0,43.0,772.0,262.0,515.0,1809.0,887.0,-213.0,262.0,504.0,1302.0,755.0,148.0,693.0,267.0,373.0,171.0,2190.0,345.0,-330.0,339.0,640.0,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,2660.0,-2826.0,4428.0,3289.0,598.0,5963.0,40.0,1848.0,-911.0,155.0,104.0
