,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Period,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,7770.0,8240.0,9652.0,15172.0,8211.0,9826.0,10121.0,15003.0,12608.0,12894.0,13837.0,16444.0,15148.0,13472.0,15358.0,18802.0,14517.0,15172.0,11669.0,15260.0,12297.0,12090.0,15394.0,19825.0,14317.0,20395.0,19260.0,25322.0,17984.0,21883.0,21940.0,25794.0,19061.0,21618.0,22925.0,30769.0,24794.0,23386.0,27851.0,34291.0,26116.0,24517.0,25066.0,33093.0,27705.0,22661.0,26046.0,33281.0,27016.0,27195.0,28958.0,36520.0,32196.0,28897.0,27075.0,35681.0,31336.0,25391.0,24707.0,39905.0,16082.0,15438.0,17804.0,19392.0
Techniczny koszt wytworzenia produkcji sprzedanej,5519.0,5442.0,7996.0,9493.0,7059.0,8578.0,8827.0,11132.0,10592.0,10229.0,11125.0,10618.0,11266.0,10468.0,11591.0,14305.0,11691.0,13467.0,10161.0,12814.0,11008.0,10476.0,13325.0,15532.0,12873.0,18224.0,16925.0,21173.0,17612.0,19976.0,19073.0,22041.0,18539.0,19886.0,21514.0,26998.0,22962.0,20991.0,24554.0,29915.0,24225.0,21889.0,22791.0,29383.0,26075.0,22313.0,24470.0,29584.0,23644.0,23809.0,24730.0,31914.0,28469.0,25120.0,22987.0,31426.0,27589.0,20673.0,20592.0,34929.0,13102.0,13127.0,14476.0,15143.0
Koszty sprzedaży,0.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,1771.0,2435.0,2003.0,2161.0,1727.0,2032.0,1897.0,1871.0,1910.0,1939.0,1712.0,3183.0,2227.0,2099.0,2444.0,2447.0,2830.0,3468.0,1881.0,4093.0,2676.0,2353.0,2045.0,2458.0,1960.0,1994.0,2008.0,1908.0,1785.0,1828.0,1819.0,2066.0,1881.0,2045.0,1676.0,1819.0,1912.0,1952.0,1949.0,1982.0,2036.0,2244.0,1770.0,2236.0,2105.0,2285.0,2086.0,3036.0,1979.0,2132.0,2051.0,2714.0,2267.0,2454.0,2432.0,2920.0,2160.0,2337.0,2693.0,4101.0,1370.0,1311.0,1606.0,2028.0
Zysk ze sprzedaży,480.0,363.0,-351.0,3522.0,-575.0,-784.0,-603.0,2000.0,106.0,726.0,1000.0,2643.0,1655.0,905.0,1323.0,2050.0,-4.0,-1763.0,-373.0,-1647.0,-1387.0,-739.0,24.0,1835.0,-516.0,177.0,327.0,2241.0,-1413.0,79.0,1048.0,1687.0,-1359.0,-313.0,-265.0,1952.0,-80.0,443.0,1348.0,2394.0,-145.0,384.0,505.0,1474.0,-475.0,-1937.0,-510.0,661.0,1393.0,1254.0,2177.0,1892.0,1460.0,1323.0,1656.0,1335.0,1587.0,2381.0,1422.0,875.0,1610.0,1000.0,1722.0,2221.0
Pozostałe przychody operacyjne,3.0,25.0,-635.0,-128.0,11.0,87.0,1.0,8.0,42.0,-392.0,900.0,-64.0,-74.0,72.0,-78.0,114.0,39.0,3258.0,-2949.0,3835.0,-44.0,70.0,8.0,-961.0,6.0,-89.0,-140.0,-1558.0,136.0,221.0,33.0,199.0,124.0,280.0,127.0,189.0,320.0,144.0,231.0,257.0,471.0,140.0,172.0,47.0,185.0,355.0,223.0,79.0,93.0,638.0,273.0,295.0,161.0,156.0,105.0,104.0,13.0,-73.0,-13.0,219.0,1.0,92.0,-4.0,-244.0
Pozostałe koszty operacyjne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk operacyjny (EBIT),483.0,388.0,-986.0,3394.0,-564.0,-697.0,-602.0,2008.0,148.0,334.0,1900.0,2579.0,1581.0,977.0,1245.0,2164.0,35.0,1495.0,-3322.0,2188.0,-1431.0,-669.0,32.0,874.0,-510.0,88.0,187.0,683.0,-1277.0,300.0,1081.0,1886.0,-1235.0,-33.0,-138.0,2141.0,240.0,587.0,1579.0,2651.0,326.0,524.0,677.0,1521.0,-290.0,-1582.0,-287.0,740.0,1486.0,1892.0,2450.0,2187.0,1621.0,1479.0,1761.0,1439.0,1600.0,2308.0,1409.0,1094.0,1611.0,1092.0,1718.0,1977.0
Przychody finansowe,-2.0,-40.0,65.0,66.0,14.0,6.0,13.0,18.0,69.0,68.0,-207.0,258.0,38.0,53.0,5.0,384.0,39.0,-70.0,-98.0,-127.0,-64.0,-96.0,-120.0,-127.0,-89.0,-99.0,6939.0,-733.0,-25.0,192.0,-27.0,5.0,-20.0,-38.0,-62.0,-31.0,-55.0,-165.0,-71.0,-150.0,-84.0,-7.0,-106.0,-43.0,-139.0,-48.0,-335.0,54.0,-646.0,14.0,-223.0,-160.0,-292.0,-9.0,-124.0,-93.0,133.0,116.0,371.0,-299.0,75.0,-180.0,305.0,-52.0
Koszty finansowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,-7.0,7.0,-63.0,63.0,0.0,0.0,0.0,-9.0,22.0,-1.0,2508.0,-2508.0,-87.0,157.0,-98.0,-51.0,-276.0,-390.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,-19.0,88.0,-69.0,0.0,-19.0,74.0,-22.0,-56.0,0.0,115.0,-112.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,21342.0,562.0,-249.0,-118.0,-149.0,10113.0,-758.0
Zysk z działalności gospodarczej,481.0,348.0,-921.0,3460.0,-550.0,-691.0,-589.0,1959.0,210.0,409.0,1630.0,2900.0,1619.0,1030.0,1250.0,2539.0,96.0,1424.0,-912.0,-447.0,-1582.0,-608.0,-186.0,696.0,-875.0,-401.0,7126.0,616.0,-1302.0,492.0,1054.0,1891.0,-1255.0,-90.0,-112.0,2041.0,185.0,403.0,1582.0,2479.0,186.0,517.0,686.0,1366.0,-431.0,-1631.0,-622.0,794.0,840.0,1906.0,2227.0,2024.0,1329.0,1470.0,1637.0,1346.0,1733.0,23766.0,2342.0,546.0,1568.0,763.0,12136.0,1167.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,481.0,348.0,-921.0,3460.0,-550.0,-691.0,-589.0,1959.0,210.0,409.0,1630.0,2900.0,1619.0,1030.0,1250.0,2539.0,96.0,1424.0,-912.0,-447.0,-1582.0,-608.0,-186.0,696.0,-875.0,-401.0,7126.0,616.0,-1302.0,492.0,1054.0,1891.0,-1255.0,-90.0,-112.0,2041.0,185.0,403.0,1582.0,2479.0,186.0,517.0,686.0,1366.0,-431.0,-1631.0,-622.0,794.0,840.0,1906.0,2227.0,2024.0,1329.0,1470.0,1637.0,1346.0,1733.0,23766.0,2342.0,546.0,1568.0,763.0,12136.0,1167.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-211.0,0.0,-509.0,-669.0,2116.0,485.0,446.0,501.0,0.0
Zysk netto,339.0,374.0,-920.0,2876.0,-499.0,-447.0,-463.0,1491.0,175.0,415.0,1796.0,1884.0,1187.0,831.0,1002.0,2037.0,26.0,1137.0,-264.0,-727.0,-1209.0,-456.0,21.0,475.0,-824.0,-296.0,5495.0,426.0,-1205.0,487.0,819.0,1471.0,-1047.0,-182.0,-81.0,1727.0,-55.0,100.0,1303.0,2439.0,105.0,407.0,529.0,1284.0,-257.0,-1313.0,-624.0,364.0,646.0,1558.0,1636.0,1014.0,868.0,1108.0,1272.0,1243.0,1113.0,20228.0,1316.0,2411.0,1747.0,887.0,9711.0,1704.0
Zysk netto akcjonariuszy jednostki dominującej,310.0,318.0,-867.0,2798.0,-531.0,-475.0,-468.0,1496.0,146.0,416.0,1734.0,1784.0,1127.0,784.0,977.0,1925.0,26.0,1137.0,-264.0,-727.0,-1209.0,-456.0,21.0,475.0,-824.0,-296.0,5495.0,426.0,-1205.0,487.0,819.0,1471.0,-1047.0,-182.0,-81.0,1727.0,-55.0,100.0,1303.0,2439.0,105.0,407.0,529.0,1284.0,-257.0,-1313.0,-624.0,364.0,646.0,1558.0,1636.0,193.0,670.0,961.0,1125.0,990.0,989.0,20694.0,483.0,2071.0,1486.0,798.0,9342.0,1317.0
Aktywa trwałe,3677.0,4136.0,4696.0,6045.0,6007.0,5795.0,5773.0,6166.0,6083.0,5949.0,6834.0,7993.0,7740.0,9072.0,9123.0,12053.0,13994.0,17638.0,17433.0,22472.0,22441.0,23368.0,23280.0,23690.0,25557.0,26490.0,22940.0,22004.0,22400.0,21895.0,21735.0,20875.0,23879.0,23502.0,23501.0,22136.0,21578.0,21262.0,20581.0,18903.0,19028.0,18887.0,21628.0,20648.0,27653.0,28340.0,27123.0,27035.0,26346.0,25630.0,24351.0,23077.0,21743.0,21213.0,20084.0,8666.0,8413.0,7918.0,7944.0,9279.0,8888.0,8824.0,8120.0,6214.0
Wartości niematerialne i prawne,337.0,317.0,447.0,1701.0,1687.0,1163.0,1074.0,1674.0,1574.0,1739.0,1840.0,2811.0,3075.0,3497.0,3619.0,6175.0,6426.0,10473.0,11075.0,7785.0,7619.0,8094.0,7948.0,8781.0,10592.0,11858.0,12482.0,11321.0,11286.0,11059.0,10808.0,10825.0,10568.0,10300.0,10150.0,9918.0,9754.0,9389.0,9031.0,8970.0,9119.0,9648.0,8846.0,10068.0,9617.0,9226.0,8986.0,8549.0,8679.0,8871.0,8909.0,8896.0,8762.0,8753.0,8872.0,2537.0,2788.0,2996.0,2237.0,1222.0,1301.0,1431.0,1569.0,1662.0
