,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,15.04,21.29,26.27,92.96,100.45,66.53,39.1,-2.04,-5.81,19.79,25.84,48.64,31.65,23.35,20.27,1.78,-35.86,-17.61,-2.93,12.22,51.48,12.54,-8.03,-10.92,-16.15,-28.3,-27.61,-40.2,-23.65,-31.91,-14.5,21.69,31.78,79.76,59.91,34.46,8.78,-18.73,-11.08,-20.1,-2.85,24.18,-6.06,4.19,-0.07,-12.54,-17.35,-38.54,-16.87,-27.66,0.4,33.77,5.72,11.32,-11.44,-9.56,-10.25,-4.39,2.22,22.13,21.44,41.19,34.5,6.66,44.31,33.65,71.57,58.06,50.55,47.65,4.86,-27.16
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,15.03,21.72,26.77,83.58,94.54,66.51,40.03,2.46,-7.45,16.67,25.52,44.42,28.11,28.07,20.74,3.53,-30.2,-19.2,1.92,22.08,48.23,18.63,-10.6,-13.09,-12.14,-31.72,-27.12,-40.95,-26.19,-28.57,-14.57,17.45,30.05,75.64,59.05,35.63,10.41,-16.42,-9.45,-21.21,-1.86,22.12,-6.82,18.99,0.73,-11.15,-15.51,-7.63,-22.64,-33.58,-4.05,-22.49,7.49,16.57,-13.4,-10.05,-12.4,-5.87,2.0,21.46,24.17,44.23,38.49,7.13,47.66,33.07,75.05,55.29,52.4,49.68,1.91,-36.48
Koszty sprzedaży,,,,,,,,,,,,,,,,,,,78.72,-44.97,-32.0,50.59,47.62,70.97,51.96,-8.59,2.42,52.2,29.68,77.78,50.39,-30.58,-18.91,-50.48,-42.41,-62.5,-36.81,-26.21,-93.64,-88.89,-94.17,-90.79,-14.29,-14.29,33.33,-42.86,-16.67,0.0,-62.5,0.0,-60.0,-100.0,20733.33,-15725.0,-50.0,,173.28,359.84,189800.0,,52.81,24.38,13.01,20.29,-14.64,5.45,-7.6,-15.35,-11.18,-3.71,5.14,1.02,3.89,0.98,18.32,65.35
Koszty ogólnego zarządu,,,,,7.82,4.43,5.9,22.74,29.53,32.68,31.93,7.2,30.13,29.03,34.46,47.67,7.61,3.06,-10.5,-16.28,-18.96,-9.94,-11.54,-3.87,12.94,12.34,16.28,3.79,7.78,-13.45,-16.7,-15.61,-14.11,-7.25,3.73,8.18,-1.07,3.11,-5.04,-2.82,-2.98,5.96,1.09,7.5,10.51,-3.65,4.92,5.55,0.0,7.56,-11.18,-8.66,-2.89,7.29,13.49,12.37,-19.12,-31.21,-20.5,-13.39,7.12,-11.16,-12.78,-16.59,-8.66,7.3,7.38,34.23,3.81,25.17,9.42,15.84,23.43,4.02,57.15,11.56
Zysk ze sprzedaży,,,,,34.84,55.05,50.5,1341.31,1363.41,130.29,31.91,-69.4,-19.11,63.56,20.89,233.8,144.1,-17.86,51.69,-7.68,-108.49,4.22,-69.03,-181.62,527.94,-77.48,64.45,59.18,-185.25,166.63,-59.17,4.88,75.86,-135.18,-68.07,204.92,445.01,393.25,864.75,101.07,-14.62,-108.55,-58.02,-27.42,-88.45,944.69,1.42,-515.12,-310.7,-99.69,-110.07,-287.92,814.88,38272.22,1263.98,103.07,-0.33,-31.36,28.6,-35.73,-8.15,41.45,23.87,344.16,35.83,33.87,7.44,-32.61,46.19,62.73,74.22,289.44,46.8,51.66,32.89,69.95
Pozostałe przychody operacyjne,,,,,-5.19,-4.75,41.89,-39.29,23.63,-63.46,291.93,24.5,333.92,-19.15,16.72,150.59,-69.9,-29.88,-71.1,-59.53,-10.6,-68.51,114.5,197.28,403.93,640.54,472.95,-62.76,36.66,-103.63,-54.37,112.41,1.32,2541.83,-14.9,-17.54,-76.5,-62.08,-55.43,-61.06,-49.77,661.41,23.86,-116.86,57.15,-61.37,-20.62,1365.03,-58.97,-10.63,111.25,-24.96,38.55,-61.86,-69.25,22.87,-61.92,-31.83,-45.27,-15.48,53.01,-36.67,234.05,-103.39,-72.75,-23.5,-93.21,2862.61,92.92,-57.54,69.06,-16.35,32.42,-14.26,-45.09,39.56
Pozostałe koszty operacyjne,,,,,24.21,629.2,58.02,8.48,45.88,-91.87,-52.58,-17.73,218.29,150.23,211.8,175.36,-70.94,-45.22,-36.9,-27.96,-6.0,140.54,104.75,-13.24,43.03,31.15,-26.56,79.19,459.5,-94.59,171.24,53.37,159.66,996.36,-63.39,-61.57,-93.3,-32.83,42.47,-39.92,-34.38,407.91,13.51,220.07,41.53,59.99,-56.84,-27.39,3.56,-96.36,106.51,-30.81,5.74,335.62,9.65,-36.25,40.32,24.35,-87.4,-29.85,-35.34,-57.32,1318.85,-126.61,-29.9,-5.53,-84.56,394.49,66.67,64.11,-0.71,33.69,-49.84,-32.95,-37.61,10.8
Zysk operacyjny (EBIT),,,,,16.23,-60.43,47.01,3569.08,1243.02,77.86,102.84,-61.49,48.76,16.21,7.84,194.29,28.21,-17.0,18.66,-47.36,-96.07,-32.68,-67.51,-128.22,2583.05,-27.7,377.15,-826.66,-56.57,-1.99,-76.26,-13.14,-82.13,-61.24,5.05,127.65,415.0,231.42,66.92,21.31,-33.42,47.11,-53.94,-370.62,-39.91,-118.09,26.56,-80.74,-114.33,434.39,-47.39,-227.16,1692.71,-9.23,16.23,105.49,-26.1,-53.13,97.1,-7.92,10.32,91.35,-21.8,88.34,24.67,30.37,41.22,-1.06,46.23,47.1,83.1,148.39,57.7,64.89,35.18,74.84
Przychody finansowe,,,,,1752.25,509.82,-93.11,4004.71,-23.42,29.19,12461.54,-90.37,9.27,-31.7,-72.17,172.77,141.54,-9.16,-150.83,-77.65,-88.81,12.46,174.53,-79.28,64.21,-81.45,337.37,7.29,-49.8,10.79,-90.62,-45.61,265.69,305.91,-449.06,-120.57,-84.48,-84.02,97.23,2255.7,-67.34,180.16,-912.2,-59.25,264.04,62.39,230.36,70.75,-73.25,-76.43,-17.38,-41.69,843.24,-50.0,-132.21,-164.83,-76.5,511.0,-209.72,295.31,173.98,-125.2,103.36,-104.11,-83.23,81.49,-100.0,11.11,777.88,2010.53,,1478.12,125.1,693.2,55.33,470.29
