,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,36.7,22.44,15.64,0.71,5.3,-0.54,5.44,0.3,6.81,-17.86,-25.66,-11.43,-34.02,-25.65,-8.27,46.01,122.58,155.15,160.24,44.34,-1.07,11.37,-8.67,10.97,6.28,-3.66,-9.33,-29.81,-25.29,9.04,-15.16,-6.53,12.55,-16.6,-2.88,-1.07,-14.2,-12.38,18.19,-1.61,9.72,-15.43,-21.13,-29.2,-31.74,-37.28,-41.99,-41.11,-28.41,3.73,-4.81,-6.52,1.71,-14.8,-10.96,-3.99,-5.37,-5.76,135.1,161.82,10.87,12.54,-55.23,-57.56,-7.48,-15.6,-8.38,8.79,4.09,55.99,15.45,-14.76
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,35.39,22.82,19.95,0.76,6.53,0.97,-6.83,2.69,8.86,13.49,-1.33,9.23,-28.42,-37.17,-14.77,2.26,72.11,70.32,92.61,32.61,-3.45,7.94,-9.36,1.49,20.62,1.45,-3.9,-29.52,-32.91,19.89,-16.32,5.99,17.22,-10.36,-6.31,-3.55,-13.06,-15.85,35.19,4.59,16.31,-15.25,-23.04,-23.79,-31.01,-28.15,-40.59,-40.42,-25.44,3.16,-1.01,-6.57,4.55,-15.42,-14.02,-0.35,-15.59,-21.44,91.84,128.51,13.02,24.59,-35.8,-46.89,-9.63,-14.37,-21.28,-10.44,-2.32,31.6,2.61,-11.82
Koszty sprzedaży,,,,,20.91,29.17,34.21,33.18,255.64,365.16,294.12,158.92,33.62,-10.12,-27.36,-2.21,34.97,-40.43,-30.65,-42.29,-56.51,-3.11,-4.44,17.74,21.56,11.76,-12.92,-18.98,-23.95,-9.09,-15.13,-17.63,-13.12,-5.0,0.35,1.76,13.09,-10.53,10.8,-3.75,-4.15,1907.12,-1940.25,3683.23,818.89,-53.54,146.57,-95.87,-85.38,-86.45,-85.8,-22.22,1.15,14.71,12.14,12.32,7.52,-2.14,-1.84,7.02,4.03,-10.7,29.11,59.43,14.87,24.94,2.91,-29.18,-12.41,-1.76,0.0,7.8,6.28,25.5,2.47,4.04
Koszty ogólnego zarządu,,,,,-2.86,-9.0,-5.41,-19.48,-16.76,-40.11,-21.96,-58.16,3.46,75.28,-7.41,77.2,6.01,-24.42,3.55,316.59,374.61,448.77,484.8,36.27,-1.8,8.01,0.45,11.36,3.65,6.71,-2.59,-29.34,-17.73,-25.09,-24.52,-9.49,-11.52,-22.74,-9.95,-4.58,-8.06,-131.28,142.36,-245.22,-69.18,207.48,-89.01,110.93,-22.97,-15.64,2.97,62.15,11.12,-10.38,-14.0,-3.43,7.23,7.2,-1.72,-3.64,-16.71,-13.95,29.73,75.84,10.45,56.52,-9.92,-35.35,6.99,-18.31,-2.42,16.46,25.1,17.0,30.6,1.39
Zysk ze sprzedaży,,,,,300.93,240.64,-14.81,149.37,-19.21,-15.68,899.13,250.0,-73.35,-602.7,-236.29,-724.7,-1695.7,64.93,45.66,44.34,-2.9,73.85,93.18,92.34,18.66,191.38,-832.76,1479.09,-124.48,-493.96,-204.81,-38.76,46.34,116.67,58.46,-145.32,45.19,-341.95,101.75,118.05,-42.93,-136.34,-8166.67,-1200.0,13.23,1.21,41.84,251.2,167.75,71.62,133.75,-118.51,-143.69,55.56,-105.26,-41.88,-89.7,-194.35,540.0,-69.28,137.3,283.01,8834.09,415.84,-50.7,-142.37,-129.0,-167.21,-18.1,-18.37,71.84,84.07,95.35,487.76,157.94,-265.26
Pozostałe przychody operacyjne,,,,,39.33,-70.6,-17.47,-7.15,969.71,36.45,-90.81,-71.93,-97.67,-19.86,144.93,153.8,380.69,-43.3,115.98,-102.03,-50.93,192.96,151.78,5384.21,50.58,-3.43,-42.44,-1.79,273.59,212.79,90.93,13.89,-84.77,-72.17,-25.94,26.54,-0.34,-15.71,-80.88,-8.87,-12.67,43.34,225.17,3.55,120.78,10.3,-37.63,-66.22,-33.75,-101.68,15.17,17.66,-61.39,6018.18,-64.37,-31.33,129.86,-53.3,-154.62,-10.93,107.55,52.3,1050.77,402.45,-33.62,78.4,71.04,-66.06,-80.92,-13.56,39.07,-5.76,158.62,-44.54,-64.01,-33.4
Pozostałe koszty operacyjne,,,,,-49.45,-44.92,-34.01,-59.15,-92.47,-75.96,-116.98,112.61,40.0,346.67,211.24,296.79,498.7,-84.93,156.57,4.44,-27.98,677.23,131.89,-76.66,-1.51,-10.96,253.31,629.91,304.28,224.89,-45.41,119.05,-81.62,-40.55,-79.05,-91.72,143.21,6.59,-46.64,-21.6,-77.33,-27.24,96.06,914.54,294.78,-28.46,38.55,-94.28,-49.91,-101.2,-26.09,-6.74,-80.0,5622.22,19.22,-67.99,579.25,-58.55,13.82,356.68,50.28,-63.11,250.0,14.93,-38.82,121.05,-75.14,-82.35,-27.79,73.81,27.91,61.69,-20.08,-51.37,-90.13,1.23
Zysk operacyjny (EBIT),,,,,122.79,148.88,36.25,418.94,2200.0,107.0,282.16,-155.46,-97.53,-479.61,-214.46,-1312.85,-875.16,70.96,50.53,-0.44,-21.55,51.34,136.76,95.28,30.52,126.22,-869.49,-1915.02,-107.4,-1304.65,15.19,-173.44,33.85,55.86,90.14,96.54,22.61,-110.93,116.0,119.93,6.08,-0.21,-2785.71,-10349.58,6.47,25.59,17.82,108.12,181.08,73.96,143.53,-138.28,-126.35,110.68,-172.49,51.72,-185.71,-990.0,-88.21,-570.49,159.83,495.13,1009.54,285.33,-35.93,-64.45,-111.5,-136.85,-128.7,-76.8,298.96,101.07,406.06,1685.06,-11.39,-7588.89
Przychody finansowe,,,,,-54.55,-76.57,-88.99,-17.65,6.67,356.1,-581.08,132.14,629.17,687.7,652.25,724.62,176.0,-67.96,-43.44,88.43,-26.92,14.62,-55.4,67.13,-56.09,-72.83,62.5,-62.8,26.45,343.54,-37.47,268.63,39.54,27.3,-36.11,-68.73,-40.77,-1.69,39.75,-90.33,24.07,-68.75,-1.33,120.0,-40.8,11.37,-15.77,0.0,-32.77,-8.1,1.07,37.01,130.62,41.76,80.95,96.68,21.14,-50.0,-36.55,-55.42,-38.03,971.35,-42.4,614.59,204.69,158.68,96.8,-152.87,131.99,-90.38,322.76,276.11,-49.18,152.94,113.56,-89.85
