,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,14.3,4.84,5.02,13.61,35.98,11.9,12.88,4.9,8.24,11.44,9.11,13.22,1.87,3.35,2.55,-9.53,-0.73,-3.88,0.39,15.21,-1.36,8.46,1.61,4.54,2.77,5.58,10.34,-5.44,1.8,5.28,-8.7,3.4,2.07,-10.27,-4.97,-1.68,0.51,3.13,-1.47,0.79,10.71,1.01,5.74,2.18,8.5,-10.17,0.97,-2.91,-12.11,13.16,1.97,12.5,8.54,10.49,33.74,38.08,30.55,31.03,2.05,-1.7,8.85,-13.83,-4.1,3.89,3.98,-5.91,2.82,-2.66,6.07,9.2,9.24,8.56
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,9.21,2.65,4.0,17.47,38.34,10.25,6.8,5.1,3.98,8.84,7.85,6.61,-1.49,2.46,4.12,-6.88,-0.17,-7.21,-0.54,16.17,5.52,14.16,6.7,5.38,-0.95,2.78,1.88,-10.23,-2.7,1.21,-11.22,-6.8,6.98,-12.62,-4.5,-2.88,-0.71,0.11,-4.36,3.36,3.65,1.76,3.4,6.42,7.46,-11.71,0.8,-7.2,-12.35,7.53,-2.65,9.82,2.09,10.21,33.9,39.92,29.92,33.48,1.33,1.04,10.79,-9.82,1.01,8.13,9.93,-5.87,5.33,-2.7,-0.38,3.16,-5.79,-9.62
Koszty sprzedaży,,,,,18.29,27.93,9.63,3.05,32.87,3.22,74.69,12.78,13.96,47.64,8.35,-8.13,3.39,4.56,-40.71,59.72,-12.55,3.99,9.2,4.83,-6.01,-11.79,45.02,21.08,5.25,13.26,32.95,-8.52,2.49,33.83,8.23,6.45,3.37,-7.48,-19.81,-9.73,-11.77,0.96,4.51,11.87,33.09,13.52,20.24,120.29,23.43,-6.93,9.31,-36.71,-9.74,-5.61,-1.44,6.39,13.71,29.12,36.78,59.06,50.24,11.72,8.99,-13.18,-1.22,-2.42,-1.37,-6.81,0.28,-16.03,-5.06,0.08,3.97,8.29,0.92,12.86
Koszty ogólnego zarządu,,,,,23.9,-1.22,21.72,8.94,3.65,20.31,13.94,20.84,12.29,17.96,-4.96,21.68,14.48,2.93,37.33,2.96,9.89,8.33,3.26,9.64,7.05,1.88,8.81,-2.17,4.26,11.25,0.85,24.96,10.35,4.55,5.65,-6.6,-2.94,-3.5,-4.91,-0.54,-1.41,3.45,0.81,7.56,3.1,11.4,14.44,-139.22,-24.89,-24.15,-34.39,262.06,7.1,35.29,28.1,50.77,29.38,25.2,39.58,39.11,22.42,9.54,4.41,6.97,13.09,0.09,7.14,-2.48,3.63,15.66,3.75,-1.7,11.61,7.92,33.03,35.4
Zysk ze sprzedaży,,,,,63.06,2.15,2.08,3.31,79.49,25.83,9.63,-33.3,31.03,-8.12,21.37,144.36,10.7,7.31,16.71,-110.08,1.92,-2.0,-0.51,160.25,-46.41,9.31,-37.82,-355.58,38.59,9.64,48.84,-21.6,25.17,-5.01,-18.83,437.47,-24.95,-6.02,9.62,30.75,37.86,22.16,4.32,-55.05,42.63,-24.49,-1.87,54.31,29.18,4.53,14.01,-44.67,-24.23,59.44,12.71,-29.56,16.49,-15.56,28.42,-288.37,16.46,67.74,-3.02,8.12,11.67,-46.71,-28.95,40.39,-18.0,-7.62,1.57,-49.09,42.97,48.08,77.39,283.89
Pozostałe przychody operacyjne,,,,,90.45,31.85,-46.88,27.89,-74.22,296.14,365.44,-9.04,137.04,-53.41,37.76,4.39,-5.47,429.06,24.89,274.23,70.66,-22.66,92.65,-14.97,212.35,-94.18,-0.76,-289.88,-45.35,123.08,-89.58,77.89,-75.04,174.88,189.4,47.17,489.77,-217.2,-75.48,514.29,-77.26,207.34,1.95,-44.64,-63.56,-44.44,112.1,-65.92,2417.44,96.67,-28.23,101.52,-90.72,233.77,145.61,-0.76,84.58,-65.74,176.32,-220.05,-52.56,-22.12,-66.83,129.39,717.05,-84.33,-6.32,57.55,5.42,3107.48,36.31,183.56,-4.82,-30.27,228.82,-149.92
Pozostałe koszty operacyjne,,,,,-28.19,-35.06,231.28,125.83,197.65,23.33,13.73,-38.17,-21.98,27.32,-5.66,236.26,-17.49,407.02,-222.13,-56.59,41.68,-57.46,238.32,35.95,57.11,-33.74,24.15,-12.83,-15.81,40.33,-26.0,-126.15,-61.87,120.1,-1.37,-63.56,115.93,-19.16,91.2,-3.22,-66.4,-17.08,-82.92,107.07,33.78,-20.32,44.8,-167.8,43.43,31.16,-23.02,-812.5,69.01,-61.61,200.48,1197.81,-11.46,71.26,71.02,-3.87,-7.65,-60.69,-60.89,-65.86,219.24,-174.18,-18.69,-153.31,4.79,227.15,-74.23,424.82,-62.95,157.48,1245.45,-95.74
Zysk operacyjny (EBIT),,,,,81.14,4.28,-0.91,-15.61,56.84,29.57,11.88,-28.81,39.5,-11.02,22.78,91.68,12.29,-0.05,23.42,-121.06,1.36,7.26,-3.91,55.81,-44.3,4.31,-37.84,-975.3,32.18,8.55,40.51,69.86,27.96,-11.84,-17.97,475.17,-21.75,-10.04,3.39,49.61,34.44,37.04,12.16,-58.61,40.57,-25.48,-1.85,39.39,42.27,3.97,14.24,-32.7,-33.3,82.01,11.18,-146.59,19.29,-21.78,29.4,-385.41,16.16,72.08,-2.55,43.01,9.74,-45.62,-28.87,75.86,-19.07,2.35,3.83,-323.57,54.51,34.67,74.19,210.0
Przychody finansowe,,,,,-81.43,-56.17,231.07,-1772.22,-56.98,-81.55,-78.3,215.28,80.7,2163.16,-22.31,-130.84,-8.25,-80.54,19.8,200.0,-63.49,-50.6,-4.13,549.53,1913.04,-924.19,11.21,-27.91,45.86,-40.8,560.47,22.55,-89.68,102.29,-84.74,-55.86,101.44,-684.85,9.23,152.03,-71.73,188.6,-40.14,-77.89,-38.66,315.79,-384.71,196.69,-24.66,-86.36,149.17,-85.49,-10.91,427.84,-422.69,524.62,577.55,30.47,242.45,111.58,-112.35,85.63,92.32,35.04,329.27,24.92,-56.18,-13.19,-39.36,-81.28,445.34,148.96,545.61,518.97,-38.46,-66.45
