,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,8.99,27.96,21.05,22.43,53.18,22.66,40.17,35.72,33.13,32.53,54.85,34.44,20.04,32.1,14.64,22.06,17.4,-4.31,16.61,18.49,-5.51,22.4,-9.46,13.75,38.76,9.05,23.1,19.59,-13.79,29.39,39.37,33.86,62.59,17.49,13.89,16.42,20.08,22.54,8.1,11.11,23.77,41.44,29.71,49.22,34.75,30.91,48.56,20.82,-3.65,18.34,26.39,6.7,49.63,23.21,16.02,18.28,-7.08,-25.62,0.53,16.32,47.95,67.71,42.27,2.41,31.8,16.1,16.98,19.38,9.68,1.98,0.34,3.26
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,11.98,19.68,18.13,21.31,35.02,11.23,28.41,16.54,26.13,20.07,45.18,32.63,31.82,42.68,16.59,19.16,6.06,-11.35,9.74,23.05,-6.22,20.55,-14.41,6.08,47.87,23.6,33.2,33.66,-9.07,24.09,54.49,30.57,43.28,9.18,-3.51,12.71,21.75,38.03,2.07,5.46,26.92,36.62,49.22,59.87,39.4,36.02,48.85,25.62,-2.06,14.44,34.72,11.29,50.87,30.11,16.71,16.76,1.1,-14.72,8.3,32.42,46.61,57.22,26.62,-2.99,18.46,16.17,20.59,27.86,15.23,5.96,-0.21,-2.12
Koszty sprzedaży,,,,,38.3,25.98,52.59,49.92,69.83,70.0,94.73,73.55,47.28,38.81,33.1,43.59,62.96,43.78,40.86,11.81,14.72,2.32,21.9,11.67,3.04,14.25,-1.22,7.11,17.86,15.44,20.53,29.68,12.3,20.95,20.7,23.08,35.01,22.71,28.0,16.19,15.04,13.42,29.73,5.37,31.84,46.06,17.72,52.29,34.65,25.67,40.44,30.57,19.08,28.93,34.22,-3.52,38.02,29.61,8.31,55.2,15.85,-25.05,-4.7,24.82,-0.69,57.23,51.14,8.27,31.32,22.04,16.27,5.61,10.0,3.28,-5.62,-0.69
Koszty ogólnego zarządu,,,,,-14.4,28.17,29.89,-99.48,-67.12,-62.62,-66.23,9004.76,60.67,17.56,32.83,24.84,36.4,33.32,78.62,79.85,0.67,19.52,25.34,4.54,49.26,40.77,3.95,18.34,19.06,-259.13,-13.75,8.34,-6.85,181.0,84.68,105.4,99.73,40.23,22.71,343.01,32.04,144.21,116.8,22.77,100.4,49.34,7.62,-45.86,-5.88,-27.0,18.63,17.24,71.43,98.17,122.31,28.92,88.54,40.32,10.59,-16.54,-23.76,-35.14,1.85,120.73,33.33,217.47,52.31,4.95,27.17,-26.56,7.58,12.59,6.73,1.85,1.31,-20.87
Zysk ze sprzedaży,,,,,-41.27,56.94,-9.63,16.03,226.97,14.55,20.62,19.86,25.19,52.64,176.72,16.78,-126.41,-4.67,-35.61,60.9,223.68,-0.94,28.54,23.03,-137.52,44.14,-19.16,47.51,465.89,-12.49,-2.24,-21.77,-409.47,36.19,40.0,64.88,138.44,26.79,60.27,-10.28,62.65,-5.37,-60.58,36.81,-156.41,44.41,-6.2,64.14,-59.18,41.62,189.0,-7.05,-642.95,-3.0,-133.11,11.35,-25.37,-24.69,192.5,-45.02,-104.54,-91.71,-151.35,-185.04,64.43,661.68,710.53,4.11,76.54,25.03,-22.59,27.42,-224.6,-58.59,149.0,196.49
Pozostałe przychody operacyjne,,,,,161.4,414.55,-14.85,-47.45,112.75,-89.22,341.54,-154.82,53.73,1183.37,-158.89,1781.51,930.57,-80.07,-194.48,-121.88,-60.75,307.6,741.93,-253.64,-34.12,-96.45,-81.75,139.54,4.7,1417.09,67.07,-73.18,-27.63,167.46,41.96,-237.08,-36.55,-46.4,-39.34,972.13,66.26,179.34,176.47,-9.79,60.57,13.57,-39.62,-46.64,-110.0,-68.81,-295.24,-232.79,-620.0,1988.24,409.76,414.81,5.56,-86.76,-109.06,61.18,529.41,-689.36,152.17,-82.24,34.25,108.66,2025.0,1009.59,-57.65,-350.0,-69.8,-82.96,272.29,343.33,-335.06,188.41
Pozostałe koszty operacyjne,,,,,-53.8,201.73,-46.51,202.56,197.04,83.14,525.14,330.32,0.36,116.98,-26.69,-38.87,106.69,-33.5,213.73,-145.81,43.57,85.91,32.82,-28.55,2.04,-60.02,-54.79,194.88,37.15,54.58,-16.91,40.3,97.45,11.76,56.67,29.24,-17.08,41.4,12.81,-5.72,34.43,-94.37,-27.89,71.71,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,6.73,-44.85,-95.28,209.47,-16.16,166.67,774.63,175.0,-123.86,-56.5,-113.48,-38.81,279.45
Zysk operacyjny (EBIT),,,,,-35.46,69.14,-6.64,-3.47,218.92,-4.12,2.01,-48.31,28.63,63.84,211.21,245.84,-63.23,-10.03,-56.15,41.56,22.41,-1.51,100.24,9.28,-120.79,48.68,-26.67,60.93,543.89,-12.15,6.03,-27.9,-500.52,44.73,37.59,63.4,114.85,19.3,56.47,4.03,106.14,9.58,-53.42,28.01,-146.25,41.95,3.17,71.98,-235.42,32.74,107.97,-13.38,-642.24,34.61,-89.66,29.67,-24.44,-42.88,200.0,-47.93,-108.34,-234.83,-92.59,-203.38,67.37,142.66,5991.67,63.73,44.11,-60.68,-67.17,-5.03,-18.58,153.35,217.5,290.42
Przychody finansowe,,,,,-57.7,147.97,201.97,1392.37,-73.57,-89.01,-66.45,-101.14,-59.46,-59.04,-75.97,730.0,153.33,497.4,62.16,138.89,207.89,-66.74,195.0,-91.36,29.91,-64.05,8.47,503.85,15.13,120.0,-34.38,98.73,66.86,1198.35,-1138.89,-17.31,321.58,-80.2,42.78,784.5,-73.6,14.15,229.51,-167.92,23.08,2209.86,-708.25,-16.13,-25.0,-85.37,89.83,227.78,2066.67,750.0,2066.67,-1178.26,33.85,-25.49,-145.76,633.87,647.13,-448.68,68.52,-54.0,-89.38,107.92,876.47,-66.34,-89.86,752.38,-92.42,67.8,3328.57,174.86,-160.0,49.71
Koszty finansowe,,,,,-46.15,-58.42,6.86,629.79,501.62,3033.0,218.81,-1322.16,27.95,-47.65,78.27,143.92,19.32,-44.24,-7.02,29.22,-26.12,39.75,9.9,-108.2,-8.18,-20.85,-26.5,1346.67,110.79,69.6,115.53,75.15,-6.95,4.46,-8.5,41.73,7.73,39.29,66.38,-0.23,141.23,-20.95,6.42,-40.64,5.3,-3.7,52.35,163.01,82.52,342.11,-65.66,196.81,31.91,135.71,1276.47,-68.82,-0.81,34.85,-73.93,1521.84,363.82,-132.21,296.72,-5.67,-69.59,284.88,-1.24,-34.94,184.44,234.91,88.28,23.21,12.56,-3.76,16.0,20.43
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9300.0,-164.08,-9107.69,123.46,-321.28,86.76,94.79,-254.76,179.81,100.0,100.0,100.0,-98.19,,,,0.0
Zysk z działalności gospodarczej,,,,,-35.63,76.1,-4.41,3.7,192.25,-29.83,-9.22,-30.7,28.49,96.72,225.01,126.57,-73.91,-6.28,-59.7,42.7,53.11,-4.29,116.27,14.97,-151.03,53.1,-26.47,55.7,225.07,-14.99,-3.95,-30.84,-913.41,50.61,39.39,64.64,105.92,16.09,59.76,6.57,-58.3,11.45,-58.56,27.65,-1694.36,52.28,-50.53,70.01,-135.37,17.43,418.28,-21.09,-298.27,29.5,-161.41,29.55,-26.92,-55.89,34.8,-39.36,-120.75,-433.33,-131.61,-275.53,65.68,113.99,171.59,56.7,-16.6,-230.82,-303.12,-25.62,0.26,145.38,55.69,115.32
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-35.63,76.1,-4.41,3.7,192.25,-29.83,-9.22,-30.7,28.49,96.72,225.01,126.57,-73.91,-6.28,-59.7,42.7,53.11,-4.29,116.27,14.97,-151.03,53.1,-26.47,55.7,225.07,-14.99,-3.95,-30.84,-913.41,50.61,39.39,64.64,105.92,16.09,59.76,6.57,-58.3,11.45,-58.56,27.65,-1694.36,52.28,-50.53,70.01,-135.37,17.43,418.28,-21.09,-298.27,29.5,-161.41,29.55,-26.92,-55.89,34.8,-39.36,-120.75,-433.33,-131.61,-275.53,65.68,113.99,171.59,56.7,-16.6,-230.82,-303.12,-25.62,0.26,145.38,55.69,115.32
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.36,100.0,-712.39,,233.33,,124.69,134.44,-325.0,-10.24,-96.03,-100.0,102.22,100.0,-100.0,,-100.0
Zysk netto,,,,,-22.6,84.27,6.51,-5.53,164.41,-28.31,-7.86,-30.69,55.4,84.13,225.96,138.62,-73.11,-2.57,-59.36,40.24,10.63,54.43,110.66,12.7,-222.48,0.46,-26.66,53.26,142.96,-10.73,1.71,-32.07,-1581.11,61.7,45.45,61.99,101.05,0.85,59.1,339.74,1440.62,50.71,-15.95,-63.17,-377.73,24.7,-70.44,68.55,-111.24,14.95,312.0,-23.0,-283.24,39.28,-211.65,-75.07,-15.48,-78.13,5.65,269.65,-112.98,-1378.43,-39.17,-304.33,50.9,118.61,130.63,47.61,-17.99,-147.07,-507.03,23.36,25.96,128.99,77.42,126.27
