,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Period,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4,2024/Q1
Przychody ze sprzedaży,28782.0,62765.0,145649.0,155157.0,45963.0,161032.0,182747.0,135598.0,76813.0,157089.0,142293.0,141945.0,52957.0,104101.0,138076.0,115413.0,108349.0,181485.0,176601.0,177695.0,65406.0,143024.0,175900.0,157791.0,34575.0,93199.0,92840.0,122403.0,33167.0,74676.0,125616.0,231857.0,125903.0,193209.0,236743.0,276870.0,194827.0,284980.0,268451.0,247957.0,152324.0,230095.0,228345.0,290594.0,150875.0,211540.0,230612.0,258423.0,153599.0,219625.0,256041.0,292155.0,249287.0,292420.0,358951.0,583476.0,316182.0
Techniczny koszt wytworzenia produkcji sprzedanej,30186.0,49629.0,133013.0,139522.0,45806.0,147093.0,170474.0,117131.0,74038.0,145841.0,138077.0,137976.0,53576.0,82897.0,133846.0,117533.0,106273.0,174072.0,168735.0,160878.0,61685.0,130073.0,162660.0,139807.0,35252.0,86975.0,93470.0,110657.0,36236.0,77426.0,116043.0,216519.0,122362.0,184619.0,231368.0,350414.0,190687.0,275775.0,258621.0,243185.0,146653.0,221007.0,220164.0,282216.0,145525.0,206846.0,220379.0,243664.0,145287.0,206944.0,247017.0,279386.0,240766.0,282160.0,347581.0,557717.0,303616.0
Koszty sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,4028.0,3659.0,3576.0,3530.0,4046.0,4594.0,3919.0,5839.0,3473.0,5279.0,3898.0,3934.0,4329.0,4997.0,4937.0,5472.0,4732.0,3905.0,3989.0,4999.0,5053.0,5873.0,6120.0,5405.0,5182.0,5443.0,4408.0,5179.0,5557.0,4802.0,5140.0,4254.0,5221.0,5230.0,5407.0,6033.0,4875.0,5824.0,5711.0,4763.0,6148.0,5392.0,5816.0,6049.0,6199.0,5481.0,6398.0,7045.0,5261.0,7211.0,6265.0,7426.0,6799.0,7475.0,7974.0,8110.0,7888.0
Zysk ze sprzedaży,-5432.0,9477.0,9060.0,12105.0,-3889.0,9345.0,8354.0,12628.0,-698.0,5969.0,318.0,35.0,-4948.0,16207.0,-707.0,-7592.0,-2656.0,3508.0,3877.0,11818.0,-1332.0,7078.0,7120.0,12579.0,-5859.0,781.0,-5038.0,6567.0,-8626.0,-7552.0,4433.0,11084.0,-1680.0,3360.0,-32.0,-79577.0,-735.0,3381.0,4119.0,9.0,-477.0,3696.0,2365.0,2329.0,-849.0,-787.0,3835.0,7714.0,3051.0,5470.0,2759.0,5343.0,1722.0,2785.0,3396.0,17649.0,4678.0
Pozostałe przychody operacyjne,464.0,428.0,363.0,82.0,845.0,570.0,146.0,1766.0,700.0,434.0,1086.0,1730.0,975.0,612.0,4119.0,5602.0,752.0,2095.0,492.0,1267.0,3620.0,997.0,902.0,1775.0,2006.0,1053.0,903.0,1718.0,796.0,1924.0,343.0,2846.0,721.0,257.0,157.0,141.0,238.0,21.0,714.0,965.0,907.0,-274.0,502.0,3489.0,796.0,3122.0,1004.0,764.0,829.0,412.0,428.0,7966.0,535.0,1324.0,4087.0,290.0,1356.0
Pozostałe koszty operacyjne,190.0,221.0,272.0,248.0,296.0,959.0,-466.0,280.0,580.0,2001.0,-127.0,3250.0,843.0,2683.0,1396.0,2370.0,473.0,2980.0,837.0,2872.0,1823.0,3376.0,2453.0,2519.0,407.0,185.0,840.0,545.0,1368.0,699.0,898.0,642.0,1376.0,-182.0,38.0,5.0,241.0,51.0,262.0,288.0,593.0,874.0,112.0,338.0,234.0,177.0,169.0,855.0,276.0,555.0,223.0,7069.0,344.0,49.0,237.0,740.0,329.0
Zysk operacyjny (EBIT),-5158.0,9684.0,9151.0,11939.0,-3340.0,8956.0,8966.0,14114.0,-578.0,4402.0,1531.0,-1485.0,-4816.0,14136.0,2016.0,-4360.0,-2377.0,2623.0,3532.0,10213.0,465.0,4699.0,5569.0,11835.0,-4260.0,1649.0,-4975.0,7740.0,-9198.0,-6327.0,3878.0,13288.0,-2335.0,3799.0,87.0,-79441.0,-738.0,3351.0,4571.0,686.0,-163.0,2548.0,2755.0,5480.0,-287.0,2158.0,4670.0,7623.0,3604.0,5327.0,2964.0,6240.0,1913.0,4060.0,7246.0,17199.0,5705.0
Przychody finansowe,2661.0,-1772.0,1781.0,307.0,840.0,1068.0,455.0,472.0,826.0,2679.0,555.0,934.0,838.0,1857.0,595.0,63.0,768.0,132.0,-159.0,587.0,353.0,202.0,107.0,569.0,524.0,1218.0,-91.0,879.0,585.0,123.0,94.0,1131.0,383.0,403.0,928.0,337.0,477.0,497.0,190.0,63.0,227.0,88.0,256.0,812.0,50.0,234.0,159.0,2062.0,1745.0,2010.0,694.0,3437.0,715.0,811.0,1358.0,1690.0,526.0
