,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Period,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,20139.0,18079.0,22043.0,23583.0,19186.0,24496.0,22597.0,22471.0,24952.0,30927.0,30677.0,30995.0,41159.0,32921.0,37747.0,38142.0,50985.0,64772.0,50468.0,44446.0,32960.0,29173.0,33380.0,36408.0,37719.0,28415.0,30465.0,35067.0,30100.0,28058.0,28447.0,37196.0,30697.0,32981.0,33240.0,35858.0,31667.0,27401.0,31034.0,34079.0,34395.0,31652.0,35496.0,43329.0,42445.0,33567.0,36137.0,41868.0,40209.0,39887.0,40454.0,45038.0,57244.0,43261.0,39436.0,47234.0,44423.0,37645.0,38720.0,48863.0,68922.0,79248.0,81086.0,99666.0,89111.0,93154.0,84754.0,87825.0
Techniczny koszt wytworzenia produkcji sprzedanej,17945.0,12222.0,18435.0,20532.0,16471.0,20375.0,17214.0,17429.0,18970.0,25159.0,24978.0,24864.0,36415.0,24086.0,30294.0,31417.0,41061.0,55017.0,46783.0,44356.0,27086.0,24149.0,26872.0,29354.0,31291.0,21930.0,23340.0,26296.0,22994.0,21957.0,21843.0,29665.0,24033.0,26562.0,25900.0,28441.0,24564.0,21388.0,23635.0,25685.0,26243.0,24446.0,27430.0,34629.0,33220.0,25754.0,27131.0,33442.0,30699.0,30924.0,31343.0,35111.0,45334.0,34629.0,32154.0,37223.0,35579.0,31082.0,31856.0,39968.0,56116.0,60183.0,61177.0,78248.0,67123.0,69167.0,58438.0,62214.0
Koszty sprzedaży,1245.0,2176.0,3068.0,4339.0,2708.0,3096.0,3254.0,4175.0,3431.0,3614.0,3780.0,4218.0,3904.0,5273.0,5492.0,5697.0,4489.0,5298.0,4968.0,6983.0,4363.0,4716.0,4545.0,5402.0,4045.0,4771.0,4661.0,5607.0,3946.0,3743.0,3735.0,4388.0,3786.0,4001.0,4163.0,4573.0,3747.0,3465.0,4499.0,5015.0,4519.0,4422.0,4911.0,4911.0,4498.0,4692.0,5120.0,5395.0,5001.0,5166.0,5296.0,5840.0,6401.0,5471.0,4508.0,5277.0,4988.0,4889.0,4787.0,5787.0,6610.0,6844.0,7312.0,7323.0,9220.0,8192.0,8361.0,8039.0
Koszty ogólnego zarządu,463.0,829.0,1327.0,1837.0,1493.0,1646.0,1577.0,1378.0,1236.0,1839.0,1595.0,2021.0,1327.0,2002.0,1311.0,1979.0,1363.0,1813.0,1385.0,1510.0,1252.0,1213.0,1165.0,1268.0,1088.0,1039.0,1297.0,1211.0,1103.0,1049.0,1105.0,1286.0,1090.0,1186.0,1166.0,1224.0,1147.0,1126.0,1157.0,1330.0,1337.0,1408.0,1638.0,1482.0,1741.0,1701.0,1574.0,1902.0,1344.0,2146.0,1666.0,1948.0,1420.0,1602.0,1281.0,2110.0,1252.0,1584.0,1506.0,1816.0,2115.0,2343.0,2292.0,3409.0,2161.0,3698.0,2436.0,3035.0
Zysk ze sprzedaży,486.0,2852.0,-787.0,-3125.0,-1486.0,-621.0,552.0,-511.0,1315.0,315.0,324.0,-108.0,-487.0,1560.0,650.0,-951.0,4072.0,2644.0,-2668.0,-8403.0,259.0,-905.0,798.0,384.0,1295.0,675.0,1167.0,1953.0,2057.0,1309.0,1764.0,1857.0,1788.0,1232.0,2011.0,1620.0,2209.0,1422.0,1743.0,2049.0,2296.0,1376.0,1517.0,2307.0,2986.0,1420.0,2312.0,1129.0,3165.0,1651.0,2149.0,2139.0,4089.0,1559.0,1493.0,2624.0,2604.0,90.0,571.0,1292.0,4081.0,9878.0,10305.0,10686.0,10607.0,12097.0,15519.0,14537.0
Pozostałe przychody operacyjne,57.0,83.0,133.0,2802.0,148.0,274.0,420.0,172.0,275.0,916.0,736.0,1238.0,2311.0,744.0,619.0,-87.0,1278.0,1385.0,310.0,2729.0,433.0,387.0,447.0,284.0,193.0,228.0,240.0,390.0,200.0,262.0,187.0,460.0,270.0,812.0,266.0,260.0,161.0,181.0,175.0,353.0,228.0,166.0,251.0,280.0,222.0,325.0,128.0,887.0,208.0,282.0,358.0,523.0,346.0,631.0,460.0,1524.0,518.0,1727.0,1922.0,1597.0,7487.0,-2293.0,452.0,1317.0,401.0,1268.0,706.0,977.0
Pozostałe koszty operacyjne,10.0,1640.0,-856.0,-272.0,27.0,204.0,53.0,205.0,161.0,91.0,83.0,322.0,67.0,369.0,638.0,275.0,4521.0,2746.0,-1440.0,-4266.0,72.0,124.0,115.0,237.0,163.0,131.0,181.0,574.0,29.0,75.0,61.0,302.0,41.0,121.0,101.0,235.0,264.0,109.0,50.0,267.0,93.0,100.0,69.0,171.0,73.0,332.0,435.0,224.0,115.0,124.0,244.0,3081.0,385.0,255.0,97.0,805.0,33.0,337.0,76.0,1331.0,440.0,848.0,536.0,6891.0,952.0,2048.0,770.0,8674.0
Zysk operacyjny (EBIT),533.0,1295.0,202.0,-51.0,-1365.0,-551.0,919.0,-544.0,1429.0,1140.0,977.0,808.0,1757.0,1935.0,631.0,-1313.0,829.0,1283.0,-918.0,-1408.0,620.0,-642.0,1130.0,431.0,1325.0,772.0,1226.0,1769.0,2228.0,1496.0,1890.0,2015.0,2017.0,1923.0,2176.0,1645.0,2106.0,1494.0,1868.0,2135.0,2431.0,1442.0,1699.0,2416.0,3135.0,1413.0,2005.0,1792.0,3258.0,1809.0,2263.0,-419.0,4050.0,1935.0,1856.0,3343.0,3089.0,1480.0,2417.0,1558.0,11128.0,6737.0,10221.0,5112.0,10056.0,11317.0,15455.0,6840.0
Przychody finansowe,64.0,1308.0,60.0,138.0,22.0,96.0,28.0,554.0,34.0,105.0,125.0,149.0,105.0,38.0,164.0,167.0,15.0,110.0,230.0,97.0,378.0,100.0,215.0,1036.0,56.0,192.0,129.0,212.0,46.0,154.0,208.0,196.0,164.0,-12.0,71.0,168.0,30.0,67.0,63.0,41.0,152.0,27.0,-19.0,244.0,2.0,19.0,0.0,1.0,0.0,16.0,10.0,0.0,0.0,15.0,0.0,2.0,25.0,26.0,-39.0,100.0,10.0,-3.0,0.0,25.0,95.0,275.0,-44.0,260.0
