,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
Period,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,8021.0,11525.0,18954.0,33337.0,22229.0,24858.0,19222.0,33560.0,20068.0,24589.0,29548.0,46635.0,16805.0,31427.0,26528.0,34256.0,13516.0,27648.0,28714.0,46571.0,26160.0,49009.0,48685.0,65855.0,32793.0,42050.0,53145.0,83391.0,34766.0,50403.0,63631.0,72812.0,38585.0,40645.0,45249.0,73187.0,48399.0,66220.0,97022.0,142146.0,47805.0,52234.0,60917.0,96997.0,41970.0,57558.0,84178.0,109381.0,49078.0,63875.0,79744.0,117775.0,57148.0,65330.0,53324.0,82800.0,52627.0,49948.0,70565.0,103693.0,52227.0,77711.0,56707.0,90528.0,52361.0,76501.0,142993.0,233744.0,97453.0,128332.0,183222.0,137940.0
Techniczny koszt wytworzenia produkcji sprzedanej,7207.0,9638.0,16144.0,27401.0,17918.0,18881.0,15662.0,27019.0,16709.0,19862.0,25155.0,36528.0,14672.0,24199.0,21683.0,26695.0,13120.0,23115.0,23931.0,37096.0,23769.0,42192.0,42472.0,53758.0,29564.0,37939.0,42638.0,70878.0,31863.0,43257.0,56769.0,60636.0,36192.0,38321.0,40677.0,61839.0,45625.0,59117.0,85399.0,116373.0,45345.0,49385.0,56191.0,84248.0,40563.0,54437.0,73814.0,98962.0,48232.0,60709.0,72536.0,105020.0,56604.0,66961.0,51127.0,74808.0,47377.0,42441.0,61011.0,87317.0,47795.0,66498.0,49675.0,80750.0,51683.0,71704.0,121471.0,193257.0,82779.0,108059.0,155732.0,124260.0
Koszty sprzedaży,346.0,422.0,732.0,1134.0,897.0,1297.0,855.0,1651.0,945.0,1264.0,1345.0,1896.0,946.0,1255.0,1162.0,1819.0,1188.0,1229.0,1202.0,1773.0,1188.0,1283.0,1555.0,1898.0,1445.0,1574.0,1425.0,1916.0,1564.0,1903.0,1720.0,2516.0,1907.0,1893.0,2064.0,2837.0,2089.0,1509.0,2429.0,2875.0,2067.0,2045.0,2027.0,3524.0,2090.0,2561.0,2128.0,3237.0,2001.0,2606.0,2668.0,3773.0,2299.0,2783.0,2307.0,3250.0,2980.0,2544.0,2651.0,2470.0,2431.0,3244.0,2362.0,2654.0,2636.0,3257.0,2862.0,3068.0,2432.0,2202.0,1812.0,2170.0
Koszty ogólnego zarządu,373.0,557.0,647.0,1272.0,1010.0,1510.0,1114.0,1592.0,1555.0,2048.0,1993.0,2021.0,1354.0,1667.0,1450.0,1992.0,1389.0,1525.0,1442.0,2625.0,2440.0,2476.0,2166.0,3149.0,1817.0,1919.0,2720.0,3011.0,2406.0,2406.0,2224.0,3310.0,2166.0,2144.0,2047.0,2270.0,2010.0,2405.0,3018.0,5466.0,2364.0,2282.0,2288.0,3317.0,2767.0,2967.0,2775.0,3583.0,2646.0,3156.0,2952.0,3379.0,2774.0,3207.0,2545.0,3111.0,2673.0,3711.0,2910.0,3823.0,2799.0,3093.0,2742.0,3298.0,2925.0,3350.0,3240.0,6754.0,3238.0,3346.0,3396.0,6725.0
Zysk ze sprzedaży,95.0,908.0,1431.0,3530.0,2404.0,3170.0,1591.0,3298.0,859.0,1415.0,1055.0,6190.0,-167.0,4306.0,2233.0,3750.0,-2181.0,1779.0,2139.0,5077.0,-1237.0,3058.0,2492.0,7050.0,-33.0,618.0,6362.0,7586.0,-1067.0,2837.0,2918.0,6350.0,-1680.0,-1713.0,461.0,6241.0,-1325.0,3189.0,6176.0,17432.0,-1971.0,-1478.0,411.0,5908.0,-3450.0,-2407.0,5461.0,3599.0,-3801.0,-2596.0,1588.0,5603.0,-4529.0,-7621.0,-2655.0,1631.0,-403.0,1252.0,3993.0,10083.0,-798.0,4876.0,1928.0,3826.0,-4883.0,-1810.0,15420.0,30665.0,9004.0,14725.0,22282.0,4785.0
Pozostałe przychody operacyjne,83.0,183.0,46.0,1048.0,99.0,208.0,126.0,594.0,79.0,314.0,209.0,532.0,291.0,220.0,495.0,288.0,580.0,231.0,418.0,458.0,741.0,1530.0,1323.0,1031.0,536.0,2000.0,-388.0,679.0,1261.0,772.0,677.0,986.0,658.0,2349.0,645.0,1243.0,368.0,956.0,973.0,2520.0,641.0,1068.0,1042.0,616.0,335.0,820.0,1098.0,1252.0,530.0,1910.0,699.0,1211.0,493.0,731.0,2052.0,219.0,6971.0,2847.0,454.0,1118.0,704.0,1739.0,1105.0,-1675.0,774.0,1668.0,186.0,-1589.0,226.0,616.0,-2624.0,3204.0
Pozostałe koszty operacyjne,50.0,90.0,40.0,1381.0,101.0,211.0,85.0,266.0,45.0,295.0,140.0,1224.0,90.0,1147.0,288.0,488.0,69.0,911.0,143.0,2004.0,577.0,1286.0,798.0,1885.0,375.0,2229.0,762.0,4644.0,785.0,907.0,705.0,2637.0,1271.0,886.0,765.0,2735.0,753.0,420.0,393.0,2441.0,813.0,745.0,386.0,2730.0,160.0,981.0,1790.0,4754.0,77.0,2113.0,579.0,3674.0,393.0,1988.0,-97.0,4135.0,1024.0,440.0,824.0,814.0,543.0,2485.0,300.0,-879.0,308.0,433.0,2687.0,6414.0,1688.0,567.0,4868.0,10870.0
Zysk operacyjny (EBIT),128.0,1001.0,1437.0,3197.0,2402.0,3167.0,1632.0,3626.0,893.0,1434.0,1124.0,5498.0,34.0,3379.0,2440.0,3550.0,-1670.0,1099.0,2414.0,3531.0,-1073.0,3302.0,3017.0,6196.0,128.0,389.0,5212.0,3621.0,-591.0,2702.0,2890.0,4699.0,-2293.0,-250.0,341.0,4749.0,-1710.0,3725.0,6756.0,17511.0,-2143.0,-1155.0,1067.0,3794.0,-3275.0,-2568.0,4769.0,97.0,-3348.0,-2799.0,1708.0,3140.0,-4429.0,-8878.0,-506.0,-2285.0,5544.0,3659.0,3623.0,10387.0,-637.0,4130.0,2733.0,3030.0,-4417.0,-575.0,12919.0,22662.0,7542.0,14774.0,14790.0,-2881.0
Przychody finansowe,5.0,5.0,1.0,113.0,31.0,712.0,447.0,1043.0,1011.0,923.0,869.0,840.0,782.0,733.0,591.0,698.0,755.0,762.0,461.0,459.0,404.0,363.0,438.0,915.0,427.0,213.0,102.0,359.0,268.0,250.0,249.0,182.0,177.0,276.0,155.0,346.0,263.0,400.0,180.0,235.0,379.0,319.0,73.0,483.0,59.0,36.0,141.0,17.0,112.0,411.0,-31.0,3837.0,71.0,8155.0,4099.0,-12205.0,194.0,72.0,-65.0,-7.0,161.0,76.0,-2.0,87.0,98.0,757.0,1199.0,-241.0,827.0,562.0,268.0,133.0
