,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,63.41,25.6,20.0,21.76,36.62,30.55,20.35,38.66,35.76,27.84,26.72,2.56,-0.15,-3.04,-10.17,-7.44,-22.25,-10.14,2.04,-4.08,15.53,16.18,13.36,13.64,10.86,3.95,-7.5,-3.61,-7.22,0.51,-4.15,0.63,0.59,-8.74,-3.45,-17.47,-25.94,-31.04,-29.95,-21.54,-4.65,12.2,4.17,10.39,14.74,11.7,15.79,7.96,18.84,15.77,15.26,23.8,12.89,14.27,10.98,3.36,19.66,-0.45,29.53,36.42,26.48,58.33,16.81,23.4,29.84,8.61,12.14,5.28,6.83,5.42,2.26,3.92
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,65.68,37.06,17.71,26.27,30.01,35.41,24.67,53.42,50.14,41.69,35.91,-1.91,-8.5,-18.46,-13.96,-11.37,-12.74,2.84,0.35,7.95,17.29,22.34,13.99,9.29,8.05,6.76,3.62,-9.77,-2.15,-2.86,-4.63,8.38,5.71,-7.77,2.35,-20.43,-31.6,-34.01,-32.14,-19.47,-0.93,15.73,1.97,19.4,19.41,15.86,20.11,9.55,17.82,18.91,13.0,18.58,5.61,10.23,10.4,3.15,18.38,-11.02,10.36,20.56,14.75,65.82,33.5,33.19,52.69,19.39,22.1,8.05,4.0,3.18,-10.3,-3.93
Koszty sprzedaży,,,,,77.67,33.09,20.66,17.15,48.23,20.08,6.31,12.75,11.92,25.55,39.77,10.98,14.25,6.15,-13.0,3.37,-6.75,7.68,8.45,6.09,15.0,-3.4,39.95,3.28,1.53,2.67,-27.42,-7.18,-17.04,-8.5,-7.33,18.93,-1.03,9.98,-8.3,-16.01,-25.85,-29.46,-20.51,-27.69,-6.47,-7.86,-11.49,-11.29,9.09,4.54,15.74,12.86,11.65,9.66,11.34,16.07,4.97,10.4,12.13,-0.93,14.04,-4.35,14.05,24.3,13.89,55.82,22.03,32.53,27.79,27.88,22.79,16.18,14.04,-14.33,-6.22,-7.19
Koszty ogólnego zarządu,,,,,92.88,30.65,32.61,32.72,25.29,26.66,20.39,115.87,69.7,42.01,-7.55,-45.27,-20.21,-35.67,29.5,28.41,-10.47,-4.61,-10.17,10.54,8.21,-5.48,-17.61,-23.22,-18.75,-1.01,-21.51,-11.15,-8.36,-8.3,6.61,53.77,-7.62,3.05,-8.77,-22.18,-11.16,-34.98,-10.97,-36.14,2.22,9.65,18.06,-9.26,-1.65,24.83,-7.45,16.05,11.54,-11.51,20.05,29.16,16.34,20.88,25.49,14.37,15.67,-0.62,13.02,-15.82,12.78,38.42,13.84,52.06,16.3,7.21,-2.21,12.06,8.33,19.48,31.35,17.94
Zysk ze sprzedaży,,,,,25.8,-17.29,23.53,7.12,49.43,32.48,25.25,-12.53,11.92,-39.71,-7.89,72.1,28.39,170.22,2.03,-21.29,-92.64,-81.97,3.3,-116.45,-24.56,115.59,-20.63,495.73,727.34,-17.26,-10.39,88.96,-12.85,100.33,3.0,-102.61,-42.8,-63.51,-26.19,630.58,71.52,12.14,-41.42,55.63,-32.29,67.95,69.13,44.97,-2.59,-4.63,-0.32,-44.53,73.59,20.62,36.82,237.94,105.86,54.09,8.26,12.7,35.98,68.2,170.13,250.06,97.06,41.22,-25.34,-21.22,-24.25,-51.34,-38.71,-30.37,11.71,76.49,116.49,94.18
Pozostałe przychody operacyjne,,,,,1080.0,-0.66,-164.81,140.94,-82.97,-75.44,338.48,-111.44,142.53,-66.67,-53.11,3243.48,47.95,55.1,57.53,120.89,74.02,955.26,-236.75,140.51,-28.55,-31.05,110.82,-74.46,-7.0,83.09,1022.31,105.1,3.49,-69.58,-25.02,-95.08,-49.21,-5.84,30.53,-949.49,-71.37,-25.34,-40.27,459.45,559.42,-46.88,94.61,-57.0,23.41,626.09,-82.65,-33.92,-51.56,-52.16,314.24,74.62,3.68,-75.84,-59.18,-11.53,-59.22,1022.28,436.14,-18.76,103.04,139.06,-80.16,79.31,-15.42,-63.19,-60.62,411.38,204.3,-33.26,366.67,-80.7
Pozostałe koszty operacyjne,,,,,12866.67,46.65,390.82,29.87,-25.71,162.74,250.31,15.36,63.78,-107.22,-54.48,-38.4,-8.03,3830.56,466.62,624.54,40.05,-69.65,-26.92,-19.48,-37.78,30.5,-15.4,-48.94,63.62,118.67,18.91,213.76,-3.92,-46.39,-18.03,-131.81,-68.08,-50.61,-33.75,139.03,60.07,11.9,106.4,78.29,17.07,-27.66,-64.93,-34.55,-50.56,187.3,10.35,-82.86,-4.16,-24.9,101.59,1533.14,63.12,-94.42,-57.41,-49.97,77.03,155.56,352.02,-6.01,-42.76,364.78,-99.87,58.85,2.03,-35.92,-2200.0,225.15,76.26,95.04,419.73,-68.96
Zysk operacyjny (EBIT),,,,,25.91,-17.96,2.84,21.58,31.87,-2.15,33.39,-23.39,9.37,-23.52,-5.83,132.74,37.39,69.32,-26.77,-68.61,-96.97,-67.46,-6.33,-163.3,40.28,61.42,-8.79,280.41,804.7,-44.37,-2.53,-1.92,-13.3,177.6,6.82,-25.19,-30.45,-61.62,-15.07,-129.18,43.24,2.85,-82.18,607.87,-20.72,88.58,519.57,-13.24,27.37,-4.3,-22.07,-25.25,42.41,15.1,34.99,59.11,98.39,81.55,22.45,56.42,26.25,87.82,160.35,251.91,115.18,49.37,-14.2,-21.18,-24.98,-54.43,-38.52,-8.6,12.85,57.17,114.22,48.14
Przychody finansowe,,,,,458.15,-262.26,410.38,-140.11,-70.42,61.01,-188.07,-166.67,-110.14,282.12,-304.62,-1531.25,-59410.34,398.93,151.88,89.74,105.54,-254.29,-64.37,124.68,-26.67,95.97,-974.7,-426.41,387.02,-1157.37,107.56,92.4,-98.13,23.93,-290.03,-1256.49,-12556.25,99.02,-50.94,-241.41,100.44,-6240.0,54.21,95.92,328.57,106.26,124.44,185.22,422.67,-535.29,-130.28,60.89,278.7,-34.36,9.21,-87.47,-100.0,100.14,100.0,-16.0,,0.0,,804.76,22800.0,-23000.0,-100.0,-100.0,47.16,-47.16,,,57.57,1348.96,,
