,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,5.33,7.57,20.72,35.07,74.44,72.69,59.41,34.73,27.56,20.5,22.8,36.32,36.34,37.06,26.9,3.21,-8.33,-1.89,7.62,15.74,17.9,20.54,14.5,25.31,31.45,30.95,35.58,21.9,14.12,30.37,31.28,31.69,25.87,19.59,11.44,10.89,6.09,8.96,2.21,12.11,17.18,16.35,17.99,17.67,15.96,13.51,21.79,15.94,16.0,20.19,12.75,10.42,15.65,8.02,14.88,47.9,-35.51,-3.83,4.15,-40.32,99.41,71.1,60.01,96.85,29.1,19.14,11.58,1.51,19.94,5.41,-0.37,15.67
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,11.27,19.94,23.65,17.84,63.68,46.93,45.36,19.18,18.2,16.56,24.21,43.8,59.11,78.52,57.35,-3.96,-17.44,-8.24,-2.74,37.33,24.34,7.77,0.69,21.25,25.69,39.13,37.89,22.2,5.26,26.23,24.84,30.27,22.71,13.54,13.48,15.2,12.68,34.65,11.91,23.69,37.88,21.82,31.67,28.0,17.16,-1.54,17.31,-1.0,16.96,11.36,8.27,5.49,19.27,9.21,18.31,71.58,-40.97,23.81,-10.33,-40.27,71.08,45.46,53.65,66.33,35.57,32.72,30.68,36.22,29.38,10.54,-9.73,4.08
Koszty sprzedaży,,,,,28.82,23.98,21.84,25.34,40.67,44.71,47.87,47.61,26.33,36.41,19.43,30.1,45.4,22.06,22.84,2.8,-1.88,5.11,15.82,14.58,11.3,13.52,12.68,23.69,27.27,25.89,33.42,22.05,28.96,29.92,31.8,31.46,25.9,27.75,23.32,9.81,4.55,1.74,-2.57,10.83,19.41,22.35,22.09,14.74,20.67,9.9,12.8,14.9,6.34,14.43,11.73,7.19,8.04,10.13,13.54,52.6,-6.78,-0.43,4.11,-24.05,49.92,47.68,40.39,79.76,18.52,29.39,29.28,-18.9,4.26,-12.27,-16.01,16.07
Koszty ogólnego zarządu,,,,,20.33,18.75,23.65,36.11,21.91,31.11,27.85,76.92,72.98,33.22,24.09,17.69,0.83,15.3,8.18,-27.61,-7.36,-2.3,7.21,9.26,12.21,17.31,14.33,5.77,20.68,18.11,22.42,56.91,25.46,30.4,20.66,-4.19,11.01,23.31,3.64,96.59,27.97,-36.5,4.37,-29.63,-11.23,57.92,9.31,16.58,22.52,65.51,74.04,111.43,100.46,63.7,52.91,5.19,-2.4,-14.69,0.07,38.07,-5.91,19.06,-3.62,-37.0,29.41,7.0,43.24,148.88,15.29,51.44,-14.13,15.42,46.7,-15.06,38.55,-12.47
Zysk ze sprzedaży,,,,,-333.79,-81.02,-15.19,139.65,224.63,1189.88,402.22,32.34,70.51,-9.1,27.67,41.46,-99.42,-15.67,-59.28,25.99,5786.59,1.17,74.68,-12.13,26.93,121.44,127.76,41.47,243.67,26.89,38.31,15.8,-22.83,42.71,53.94,42.26,75.15,14.84,-20.38,-6.99,-45.58,-22.36,-17.57,0.37,-272.77,-34.6,-67.02,-4.63,-84.26,125.0,195.9,58.8,-9.14,50.9,27.25,29.87,24.65,9.45,10.87,-2.04,-205.8,-87.24,117.24,-81.69,142.18,1293.31,136.77,535.94,90.25,-41.57,-48.59,-45.7,29.97,62.3,94.87,127.27
Pozostałe przychody operacyjne,,,,,-26.94,47.56,-12.13,-39.7,-4.81,3.47,87.28,-7.06,60.42,19.33,98.96,40.46,327.36,500.67,77.65,200.18,-15.54,-10.56,-9.51,-45.39,-36.81,-29.47,-36.87,121.01,38.61,25.68,81.83,18.18,13.78,8.49,72.56,2.72,79.55,25.72,-31.64,95.04,-38.01,-55.08,-19.3,-58.96,5.69,66.14,22.9,136.6,21.86,179.48,-35.35,-84.26,-21.69,-61.87,46.54,410.85,-8.51,58.91,37.28,-140.72,61.21,364.27,146.45,719.39,103.13,-52.29,-40.4,-45.5,-37.89,-34.72,713.21,-338.08,22.27,-19.36,-89.39,154.72
Pozostałe koszty operacyjne,,,,,38.87,21.38,18.18,45.96,21.03,84.64,53.86,39.38,76.06,-13.46,25.07,189.7,106.67,177.4,43.83,3.71,-29.02,-3.75,-10.3,-61.38,-26.89,5.71,82.85,-10.54,-1.21,1.56,-13.92,174.48,150.92,36.09,151.91,30.2,51.31,65.79,-31.45,16.77,-27.08,-29.44,9.12,11.45,25.91,7.86,161.94,133.8,8.16,76.57,-62.58,-82.7,-10.71,-13.33,46.08,660.44,52.27,-16.6,31.37,-12.95,-12.65,196.42,140.6,-33.57,65.62,12.12,-69.66,1207.74,-33.64,-11.72,26.24,-83.48,76.24,-69.6,31.93,-14.67
Zysk operacyjny (EBIT),,,,,-361.81,-85.61,-21.72,129.02,203.5,1590.4,468.37,30.61,68.92,-8.02,31.06,30.03,-110.84,-14.94,-58.35,33.98,408.19,-0.17,74.08,-7.38,28.04,120.66,109.56,46.86,288.38,29.93,46.81,10.57,-38.58,41.21,47.79,41.26,87.26,10.64,-19.73,-5.05,-51.05,-23.16,-20.51,-5.19,-369.62,-36.8,-95.5,-15.42,-70.5,140.09,2046.73,89.25,-8.05,50.18,25.34,15.03,14.87,13.08,8.75,-4.73,-159.94,-90.84,114.34,-80.61,133.47,1742.08,171.37,-125.68,114.05,-45.26,-37.38,879.14,23.61,86.35,56.81,301.48
Przychody finansowe,,,,,688.6,1640.54,-92.37,381.82,-68.44,-88.02,6133.33,-220.75,-67.02,196.98,-50.09,6533.2,1681.35,172.95,-2139.64,-97.3,-53.75,260.91,-74.72,1034.16,612.52,-108.62,139.18,-179.12,-81.27,-80.12,-71.63,110.92,19.99,-9.8,-45.99,67.89,-81.62,141.9,-34.22,40.71,13.91,-40.54,68.27,-95.44,216.95,1481.04,-392.76,-17225.53,-24.39,-23.11,794.69,-116.03,924.4,-247.61,-110.91,117.95,-27.86,334.08,-1897.89,22.49,-72.45,173.17,295.65,-1547.86,222.82,-88.24,-86.98,100.25,-74.82,2943.41,35.84,-87900.0,432.42,-92.16,94.69,136.87
