,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4,2024/Q1
Przychody ze sprzedaży,28997.0,39877.0,37889.0,27892.0,23124.0,34635.0,43208.0,44165.0,44018.0,67101.0,59370.0,54482.0,36612.0,37189.0,49911.0,47294.0,67480.0,70883.0,67736.0,52213.0,38928.0,33254.0,26778.0,26645.0,34035.0,51884.0,63901.0,82622.0,95255.0,108967.0,118021.0,88642.0,66199.0,64555.0,92855.0,39358.0,19067.0,20995.0,23290.0,21573.0,22901.0,25090.0,29287.0,44731.0,27977.0,33988.0,39465.0,42836.0,40228.0,47180.0,42991.0,39728.0,43897.0,41588.0,57594.0,109704.0,56354.0,111352.0,110900.0,95432.0,46027.0,85242.0,60842.0,104617.0,39542.0,53800.0,53116.0,76702.0,42191.0,39371.0,51887.0,51763.0,29535.0,57399.0,52402.0,70434.0,42463.0
Techniczny koszt wytworzenia produkcji sprzedanej,25949.0,37388.0,36820.0,25695.0,20658.0,32478.0,40492.0,43855.0,41577.0,66416.0,55726.0,52751.0,35140.0,36563.0,44797.0,42212.0,61849.0,62334.0,62143.0,44104.0,32916.0,30003.0,22784.0,23836.0,30249.0,46526.0,58851.0,77898.0,93362.0,106081.0,128147.0,86368.0,67079.0,69470.0,93348.0,56130.0,19307.0,15874.0,20431.0,17975.0,19246.0,21332.0,24583.0,37303.0,23654.0,29655.0,35103.0,32396.0,35645.0,38646.0,38335.0,33506.0,39054.0,32075.0,51766.0,100967.0,50209.0,103471.0,102462.0,91404.0,40175.0,78421.0,55963.0,95579.0,33278.0,44301.0,45924.0,73885.0,36263.0,33346.0,46872.0,39224.0,24638.0,49738.0,47179.0,60815.0,39117.0
Koszty sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,1999.0,2003.0,1826.0,1860.0,1974.0,2047.0,1901.0,2049.0,2254.0,2154.0,2088.0,2295.0,2282.0,2462.0,2294.0,3225.0,3242.0,2780.0,2757.0,5250.0,2771.0,2653.0,2470.0,3881.0,2949.0,2998.0,2802.0,3618.0,3322.0,3197.0,3086.0,2917.0,2843.0,2772.0,2493.0,2389.0,2342.0,2412.0,2109.0,2256.0,2515.0,2610.0,2843.0,282.0,2632.0,2680.0,2450.0,3694.0,2783.0,2888.0,2830.0,3587.0,2753.0,2405.0,3563.0,4348.0,3310.0,3603.0,4824.0,4349.0,4153.0,3798.0,3842.0,3912.0,4497.0,3991.0,4187.0,4413.0,4965.0,4298.0,4124.0,4795.0,4465.0,4449.0,4038.0,5018.0,4951.0
Zysk ze sprzedaży,1049.0,486.0,-757.0,337.0,492.0,110.0,815.0,-1739.0,187.0,-1469.0,1556.0,-564.0,-810.0,-1836.0,2820.0,1857.0,2389.0,5769.0,2836.0,2859.0,3241.0,598.0,1524.0,-1072.0,837.0,2360.0,2248.0,1106.0,-1429.0,-311.0,-13212.0,-643.0,-3723.0,-7687.0,-2986.0,-19161.0,-2582.0,2709.0,750.0,1342.0,1140.0,1148.0,1861.0,7146.0,1691.0,1653.0,1912.0,6746.0,1800.0,5646.0,1826.0,2635.0,2090.0,7108.0,2265.0,4389.0,2835.0,4278.0,3614.0,-321.0,1699.0,3023.0,1037.0,5126.0,1767.0,5508.0,3005.0,-1596.0,963.0,1727.0,891.0,7744.0,432.0,3212.0,1185.0,4601.0,-1605.0
Pozostałe przychody operacyjne,55.0,1431.0,214.0,189.0,94.0,381.0,217.0,176.0,328.0,260.0,32.0,313.0,60.0,328.0,40.0,626.0,108.0,588.0,856.0,1100.0,485.0,1080.0,157.0,1273.0,465.0,1141.0,215.0,-36.0,1915.0,312.0,-409.0,433.0,61.0,514.0,114.0,1330.0,91.0,300.0,63.0,38.0,106.0,117.0,34.0,169.0,91.0,674.0,65.0,363.0,80.0,153.0,2496.0,167.0,91.0,433.0,56.0,2060.0,216.0,3530.0,1805.0,6405.0,769.0,4196.0,12262.0,902.0,2661.0,5628.0,3504.0,4904.0,3780.0,4890.0,2727.0,2998.0,5042.0,2648.0,752.0,3816.0,4398.0
Pozostałe koszty operacyjne,39.0,151.0,-2.0,1384.0,13.0,486.0,17.0,606.0,14.0,428.0,68.0,327.0,19.0,160.0,11.0,590.0,67.0,1320.0,69.0,606.0,77.0,1220.0,28.0,516.0,56.0,1539.0,1334.0,-29.0,296.0,423.0,-6.0,659.0,9.0,104.0,1.0,28.0,51.0,37.0,1152.0,202.0,4.0,126.0,11.0,566.0,37.0,53.0,-16.0,4369.0,35.0,3065.0,1155.0,-294.0,43.0,2343.0,598.0,1797.0,888.0,2416.0,1632.0,4689.0,815.0,2767.0,3298.0,768.0,2085.0,6734.0,4610.0,900.0,4223.0,6132.0,3480.0,7186.0,4094.0,3795.0,1899.0,5726.0,2374.0
Zysk operacyjny (EBIT),1065.0,1766.0,-541.0,-858.0,573.0,5.0,1015.0,-2169.0,501.0,-1637.0,1520.0,-578.0,-769.0,-1668.0,2849.0,1893.0,2430.0,5037.0,3623.0,3353.0,3649.0,458.0,1653.0,-315.0,1246.0,1962.0,1129.0,1099.0,190.0,-422.0,-13615.0,-869.0,-3671.0,-7277.0,-2873.0,-17859.0,-2542.0,2972.0,-339.0,1178.0,1242.0,1139.0,1884.0,6749.0,1745.0,2274.0,1993.0,2740.0,1845.0,2734.0,3167.0,3096.0,2138.0,5198.0,1723.0,4652.0,2163.0,5392.0,3787.0,1395.0,1653.0,4452.0,10001.0,5260.0,2343.0,4402.0,1899.0,2408.0,520.0,485.0,138.0,3556.0,1380.0,2065.0,38.0,2691.0,419.0
Przychody finansowe,56.0,49.0,40.0,473.0,230.0,325.0,-195.0,-266.0,150.0,-114.0,269.0,41.0,12.0,170.0,10.0,3984.0,3237.0,-1054.0,-242.0,-338.0,50.0,1092.0,-873.0,138.0,345.0,-172.0,1394.0,516.0,5.0,33.0,2.0,3.0,885.0,628.0,-178.0,-233.0,1.0,4426.0,157.0,133.0,0.0,392.0,49.0,105.0,40.0,95.0,46.0,22.0,136.0,167.0,-63.0,78.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1333.0,158.0,62.0,3.0,266.0,225.0,253.0,340.0,20.0,303.0,216.0,161.0,-208.0,12.0,648.0,1.0,313.0,108.0
