,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Period,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,9156.0,11183.0,14120.0,25640.0,12051.0,17490.0,13416.0,36439.0,13027.0,14659.0,28684.0,35098.0,15973.0,21490.0,19112.0,36729.0,16484.0,25785.0,22582.0,33190.0,16793.0,15556.0,20556.0,26792.0,12514.0,21375.0,17473.0,25596.0,11191.0,11589.0,13241.0,32487.0,13046.0,13840.0,14440.0,25796.0,10661.0,11413.0,13511.0,23872.0,8921.0,11818.0,15269.0,19721.0,16884.0,16245.0,14514.0,28175.0,12336.0,17063.0,21094.0,35404.0,16722.0,24734.0,19915.0,29832.0
Techniczny koszt wytworzenia produkcji sprzedanej,8588.0,10979.0,13584.0,23689.0,11708.0,17099.0,13362.0,35492.0,13339.0,9283.0,23996.0,29597.0,12820.0,18328.0,15663.0,30594.0,13893.0,22976.0,18875.0,28110.0,14218.0,13292.0,17482.0,22631.0,10315.0,18575.0,15307.0,24997.0,9939.0,10684.0,11876.0,29565.0,11216.0,11365.0,12018.0,22340.0,10091.0,9798.0,10965.0,18918.0,7415.0,8806.0,11249.0,13624.0,11613.0,13557.0,10810.0,21592.0,10440.0,13515.0,16264.0,28237.0,14872.0,19192.0,15603.0,20441.0
Koszty sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3183.0,1913.0,2603.0,1674.0,2072.0,2111.0,2392.0,1013.0,1417.0,1147.0,1783.0,1049.0,1125.0,1102.0,1382.0,1491.0,1449.0,1469.0,1985.0,1081.0,1419.0,1251.0,1622.0,1302.0,1186.0,1344.0,1501.0,1072.0,1073.0,1183.0,1095.0,2173.0,1528.0,2045.0,3675.0,2266.0,2417.0,2535.0,4183.0,2475.0,3066.0,2972.0,2874.0,2876.0,3742.0,3929.0,4009.0
Koszty ogólnego zarządu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2373.0,1140.0,1457.0,1186.0,1166.0,1190.0,1583.0,1215.0,1296.0,1215.0,1606.0,1151.0,1229.0,1347.0,1558.0,1487.0,1341.0,1217.0,3254.0,1260.0,1355.0,1368.0,1484.0,1348.0,1315.0,1449.0,1547.0,1352.0,1268.0,1325.0,1262.0,1327.0,891.0,1186.0,1340.0,1162.0,1854.0,1659.0,1652.0,1716.0,1971.0,1954.0,2539.0,2050.0,2136.0,2316.0,4535.0
Zysk ze sprzedaży,568.0,204.0,536.0,1951.0,343.0,391.0,54.0,947.0,-312.0,-180.0,1635.0,1441.0,293.0,-76.0,148.0,2160.0,363.0,96.0,1345.0,1691.0,375.0,-90.0,625.0,1221.0,-779.0,10.0,-520.0,-4640.0,-1089.0,-1869.0,-1254.0,-184.0,-820.0,-26.0,-371.0,408.0,-1854.0,-726.0,38.0,2597.0,-1994.0,593.0,789.0,1082.0,1843.0,-1583.0,-490.0,748.0,-2295.0,-1489.0,-96.0,1754.0,-3076.0,-336.0,-1933.0,847.0
Pozostałe przychody operacyjne,234.0,186.0,221.0,142.0,170.0,220.0,567.0,234.0,246.0,228.0,304.0,330.0,279.0,288.0,229.0,624.0,191.0,305.0,265.0,1200.0,306.0,261.0,325.0,486.0,262.0,325.0,278.0,291.0,319.0,216.0,299.0,218.0,237.0,244.0,360.0,231.0,363.0,161.0,275.0,188.0,153.0,141.0,823.0,547.0,157.0,1875.0,69.0,98.0,149.0,136.0,95.0,137.0,145.0,95.0,252.0,171.0
Pozostałe koszty operacyjne,282.0,66.0,195.0,853.0,106.0,92.0,56.0,112.0,87.0,111.0,55.0,342.0,39.0,128.0,50.0,488.0,13.0,213.0,39.0,1293.0,143.0,42.0,266.0,144.0,20.0,468.0,57.0,1873.0,52.0,113.0,211.0,439.0,60.0,219.0,3.0,176.0,128.0,149.0,19.0,114.0,67.0,44.0,47.0,169.0,41.0,166.0,-6.0,89.0,111.0,570.0,-416.0,153.0,431.0,-113.0,-49.0,86.0
Zysk operacyjny (EBIT),520.0,324.0,562.0,1240.0,407.0,519.0,565.0,1069.0,-153.0,-63.0,1884.0,1429.0,533.0,84.0,327.0,2296.0,541.0,188.0,1571.0,1598.0,538.0,129.0,684.0,1563.0,-537.0,-133.0,-299.0,-6222.0,-822.0,-1766.0,-1166.0,-405.0,-643.0,-1.0,-14.0,463.0,-1619.0,-714.0,294.0,2671.0,-1908.0,690.0,1565.0,1460.0,1959.0,126.0,-415.0,757.0,-2257.0,-1923.0,415.0,1738.0,-3362.0,-128.0,-1632.0,932.0
Przychody finansowe,7.0,10.0,9.0,35.0,35.0,64.0,-28.0,43.0,46.0,60.0,-29.0,37.0,30.0,68.0,-50.0,47.0,7.0,88.0,5.0,9.0,18.0,4.0,11.0,48.0,10.0,31714.0,65.0,619.0,43.0,19.0,62.0,7.0,20.0,2105.0,18.0,11.0,2.0,1.0,35.0,42.0,122.0,-30.0,-15.0,290472.0,199.0,-67.0,96.0,53.0,74.0,246.0,327.0,174.0,199.0,150.0,131.0,91.0
