,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Period,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,28678.0,47266.0,-37409.0,2621.0,2305.0,9257.0,2479.0,1290.0,1082.0,634.0,894.0,897.0,911.0,428.0,2061.0,923.0,1138.0,592.0,710.0,881.0,988.0,31251.0,43263.0,42761.0,29996.0,31673.0,28100.0,35780.0,29576.0,29719.0,28197.0,30615.0,24953.0,29025.0,26232.0,29341.0,26673.0,30634.0,28468.0,32018.0,27468.0,26142.0,24268.0,19391.0,23469.0,26765.0,26061.0,31171.0,22890.0,27616.0,26203.0,30275.0,25139.0,28474.0,3960.0,3915.0
Techniczny koszt wytworzenia produkcji sprzedanej,25440.0,38897.0,-32113.0,2131.0,1796.0,8788.0,2121.0,1126.0,351.0,-5.0,0.0,19.0,506.0,11.0,599.0,10.0,575.0,0.0,0.0,333.0,290.0,23392.0,47204.0,40871.0,30355.0,32414.0,30357.0,33785.0,28909.0,29987.0,27002.0,165779.0,22959.0,24135.0,23218.0,28721.0,23347.0,24535.0,23122.0,23466.0,21165.0,26294.0,19611.0,13450.0,19735.0,20556.0,21939.0,26292.0,19979.0,22950.0,23000.0,23678.0,21292.0,22821.0,291.0,263.0
Koszty sprzedaży,54.0,521.0,-324.0,76.0,53.0,26.0,7.0,442.0,6.0,1.0,0.0,-7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,287.0,7156.0,-5981.0,217.0,642.0,665.0,544.0,98.0,982.0,917.0,998.0,624.0,607.0,1136.0,2163.0,1226.0,967.0,980.0,728.0,1026.0,969.0,-969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk ze sprzedaży,2897.0,692.0,1009.0,197.0,-186.0,-222.0,-193.0,-376.0,-257.0,-279.0,-104.0,261.0,-202.0,-719.0,-710.0,-313.0,-404.0,-388.0,-18.0,-478.0,-271.0,8828.0,-3941.0,1890.0,-359.0,-741.0,-2257.0,1995.0,667.0,-268.0,1195.0,-135164.0,1994.0,4890.0,3014.0,620.0,3326.0,6099.0,5346.0,8552.0,6303.0,-152.0,4657.0,5941.0,3734.0,6209.0,4122.0,4879.0,2911.0,4666.0,3203.0,6597.0,3847.0,5653.0,3669.0,3652.0
Pozostałe przychody operacyjne,0.0,764.0,-512.0,133.0,52.0,-28.0,13660.0,-12420.0,110.0,144.0,1149.0,-1071.0,90.0,157.0,51.0,450.0,53.0,228.0,203.0,-222.0,42.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,2874.0,267.0,0.0,324.0,77.0,210.0,0.0,0.0,1485.0,129405.0,116.0,341.0,2254.0,555.0,120.0,120.0,68.0,240.0,117.0,363.0,0.0,-168.0
Pozostałe koszty operacyjne,0.0,5946.0,-2288.0,392.0,8.0,69.0,37.0,718.0,90.0,13481.0,250.0,-170.0,43.0,150.0,119.0,466.0,67.0,81.0,157.0,-5.0,45.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,1245.0,2530.0,2840.0,0.0,0.0,0.0,3194.0,0.0,0.0,511.0,1925.0,34.0,189.0,51.0,118789.0,824.0,103.0,78.0,83144.0,208.0,222.0,121.0,10542.0
Zysk operacyjny (EBIT),2897.0,-4490.0,2785.0,-62.0,-142.0,-319.0,13430.0,-13514.0,-237.0,-13616.0,795.0,-640.0,-155.0,-712.0,-778.0,-329.0,-418.0,-241.0,28.0,-695.0,-274.0,8831.0,-3941.0,1890.0,-359.0,-741.0,-2257.0,1995.0,667.0,-268.0,1195.0,-135164.0,1350.0,4146.0,3358.0,-1953.0,3326.0,6423.0,5423.0,5568.0,6303.0,-152.0,5631.0,133421.0,3816.0,6361.0,6325.0,-113355.0,2207.0,4683.0,3193.0,-76307.0,3756.0,5794.0,3548.0,-7058.0
Przychody finansowe,76.0,19114.0,2870.0,633.0,329.0,420.0,359.0,14110.0,287.0,330.0,764.0,484.0,254.0,68.0,133.0,164.0,176.0,2.0,341.0,402.0,137.0,23617.0,427.0,-1175.0,40.0,321.0,176.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,79.0,75.0,-13.0,46.0,47.0,82.0,393.0,302.0,7.0,216.0,-87.0,797.0,633.0,2770.0,-2639.0,231.0,261.0,855.0,-517.0
