,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,16.29,1.1,0.02,12.88,4.73,-46.38,-54.95,-44.82,-40.18,-7.07,-7.53,-18.71,0.51,-6.26,-0.78,-11.93,-25.35,-4.75,11.49,55.47,14.48,13.6,-2.54,7.75,36.83,14.43,43.16,17.52,-8.36,7.41,-10.4,-13.39,-4.48,-7.7,0.33,1.57,19.29,33.15,31.96,4.45,22.55,24.89,19.22,57.94,52.56,20.14,9.91,8.57,-1.4,2.61,20.55,8.45,13.26,4.76,-7.37,-21.4,-10.47,-9.39,-7.7,-21.66,-18.53,-2.46,13.21,54.94,38.7,10.61,13.48,4.33,-4.55,-3.15,-13.98,-29.1
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,14.13,6.02,3.3,1.95,-0.65,-39.7,-47.83,-38.61,-30.67,-5.93,0.04,-5.95,5.76,-2.84,-2.46,-13.8,-26.87,-11.19,-0.01,21.59,-7.21,1.85,-18.7,18.59,50.66,28.66,72.44,22.89,-4.68,6.04,-6.36,-16.21,-4.24,-3.55,-6.92,-2.04,11.81,33.04,33.02,6.34,23.43,16.12,10.66,46.88,46.43,15.81,10.51,7.78,-0.42,3.1,19.26,-1.77,-0.71,-7.14,-14.36,-12.74,4.21,2.88,4.69,-16.37,-6.57,6.35,23.88,64.09,18.21,-6.0,-1.93,-9.51,-11.03,-2.68,-9.24,-14.06
Koszty sprzedaży,,,,,29.99,4.3,34.76,-8.77,4.97,-67.11,-90.8,-77.87,-78.61,-49.14,29.39,-2.38,19.29,6.68,7.57,-18.12,-12.73,4.21,-9.97,6.26,-32.57,-40.49,-21.06,16.49,102.76,96.36,67.54,26.21,-11.23,13.24,3.37,-5.85,-5.51,-25.09,6.35,23.17,45.79,38.77,61.84,5.9,12.2,25.29,1.48,63.62,74.99,40.42,16.46,6.23,-20.21,-2.28,21.71,-18.01,-3.68,10.96,-8.57,-6.8,6.21,3.23,3.37,24.74,13.05,30.23,57.54,39.19,33.98,11.03,-13.19,-21.06,-22.64,-38.97,-30.9,-22.22
Koszty ogólnego zarządu,,,,,21.32,-5.55,2.97,17.84,15.76,43.02,-34.16,-19.05,-36.58,-48.72,6.18,-3.49,-10.26,-5.14,13.43,-7.17,16.16,57.71,-14.46,-4.25,17.7,-25.37,33.68,35.18,8.87,21.99,1.68,6.01,-2.95,-3.79,1.45,-12.25,-6.02,-22.38,-12.91,-3.27,2.48,8.87,1.98,0.61,4.23,23.54,9.16,28.44,29.26,42.01,41.34,38.31,12.48,15.73,25.05,14.31,22.74,-4.52,15.13,-5.16,0.2,10.54,0.86,-19.85,0.34,3.0,-13.95,35.47,8.9,0.1,16.42,11.03,4.73,2.96,-1.48,3.56
Zysk ze sprzedaży,,,,,13.36,-37.9,-87.41,700.29,59.1,-272.13,-177.22,-72.12,-84.89,83.67,-556.01,-245.74,-183.87,-119.2,-9.41,22.37,-247.95,-48.02,110.85,432.67,257.26,193.32,648.77,-49.65,-21.46,-147.13,-78.3,-9.79,-68.56,71.73,-373.22,10.93,0.95,-50.68,172.33,28.44,375.94,161.59,89.51,-3.6,51.5,1135.79,205.31,171.16,112.98,28.13,-21.8,-5.88,-8.96,-21.0,24.11,58.05,85.55,186.7,16.99,-58.47,-61.45,-83.48,-99.04,-75.21,-153.78,-332.5,-5003.45,7.24,324.36,225.04,273.35,446.28,39.54,11.39,-66.17,-146.01
Pozostałe przychody operacyjne,,,,,-3.29,-59.29,7.92,266.21,49.79,3.36,205.59,7.87,-53.12,-80.34,-50.92,-39.36,83.64,79.86,-60.14,53.88,-44.55,-11.2,-21.05,-24.43,223.21,1034.23,342.22,-121.77,-32.97,-47.26,-58.46,300.0,-55.22,-54.82,-9.27,-62.38,73.01,-15.33,-44.44,-35.53,34.75,12.99,-168.8,151.02,-74.21,-75.09,1365.12,360.98,60.2,130.77,-67.1,-61.2,61.15,2.12,-15.92,120.45,-70.36,49.55,-33.22,-25.57,166.67,41.27,621.89,101.94,-16.0,216.15,-114.2,-28.26,-13.1,-89.07,157.28,-38.05,-84.93,-30.08,11.02,274.38
Pozostałe koszty operacyjne,,,,,213.95,66.09,14.08,-40.7,-2.96,57.85,9.47,-70.92,-73.28,-93.2,-69.55,224.56,154.29,456.1,67.9,115.68,-91.01,55.7,-97.06,-39.22,2925.0,-78.87,4050.0,17.94,-42.98,234.67,-1.81,-29.72,-63.77,-53.39,-65.03,-36.57,56.0,-58.97,98.25,-27.06,34.62,68.75,-207.08,122.04,-20.0,60.49,144.63,-59.32,2.38,43.08,75.93,2592.86,254.65,25.27,48.42,-75.93,-37.05,47.64,3.55,-36.27,-3.65,9.88,95.21,-96.11,31.89,-56.35,-130.18,825.93,11.89,401.21,-331.4,389.2,-70.7,-21.16,128.03,-69.17
Zysk operacyjny (EBIT),,,,,6.72,-48.59,-86.46,1719.48,62.14,-250.45,-53.19,-63.57,-81.96,85.54,-948.35,-205.83,-129.58,-150.0,-26.25,12.9,-580.11,-58.59,116.05,399.32,303.43,286.74,516.59,-61.31,-21.89,-99.05,-78.64,8.74,-66.35,334.09,-300.18,12.72,15.0,-89.53,184.5,31.89,281.39,3720.0,90.83,-8.05,37.16,340.05,257.72,207.44,114.05,31.92,-30.42,-52.47,-10.37,-21.22,20.33,187.89,85.27,182.74,14.5,-59.07,-61.01,-80.36,-79.82,-61.27,-155.05,-184.95,-342.16,-14.78,314.23,348.06,282.83,317.56,41.43,15.48,-68.72,-140.56
Przychody finansowe,,,,,-71.89,-12.41,27.65,-88.31,45.19,134.65,1460.98,4351.85,179.47,-43.62,-87.04,147.75,121.56,-319.64,-79.72,-99.33,-92.3,364.63,-3663.64,480.0,73.61,-95.65,110.65,153.45,-0.8,-47.06,-62.87,-54.42,80.65,224.44,64.52,-6.72,58.93,-55.48,-3.92,36.8,-71.91,441.54,-14.29,22.81,126.0,-23.01,-197.62,-9.05,-58.85,-78.97,141.46,1673.3,-23.66,700.0,61.76,-11.75,316.9,-108.33,981.82,-95.72,166.89,-871.05,-63.87,2221.88,568.23,-1325.2,-54.88,79.91,-98.37,129.85,664.95,-120.12,1325.58,-104.14,-35.18,324.26
