,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,8.26,3.76,-10.86,-13.84,-16.21,11.14,8.26,13.94,14.48,-11.26,3.99,17.28,25.93,20.1,17.25,11.66,12.98,19.14,-0.52,13.64,-1.6,-7.02,-10.68,0.65,-1.86,13.73,-4.04,-3.13,-11.83,-21.79,7.98,-21.46,-6.94,7.91,-17.46,21.4,0.85,34.54,92.92,10.85,28.37,10.11,18.17,6.93,5.08,1.71,13.08,10.73,11.36,-38.17,25.65,1.77,-4.7,72.9,19.42,-13.94,-23.51,-48.27,-31.23,-11.82,27.09,68.87,10.32,100.47,52.32,29.58,61.13,6.61,10.08,24.88,-91.63,-33.71
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,7.6,4.04,-2.07,-9.79,-15.51,7.2,4.15,21.16,8.82,-15.67,4.89,25.89,36.57,41.6,36.06,3.72,10.43,1.63,0.87,12.64,-4.93,7.1,10.03,-2.68,7.28,12.69,-2.99,5.17,-5.8,-4.85,5.68,-18.61,-15.41,-11.03,-21.16,-6.23,-6.37,22.92,69.9,34.61,19.42,9.23,-1.41,5.42,3.35,1.29,37.77,26.88,47.1,-20.25,21.54,-1.81,-6.54,78.89,25.68,93.85,-3.11,2.23,-2.15,-36.68,47.58,35.74,6.44,82.88,64.14,19.06,35.64,48.57,20.93,15.68,-73.52,-56.95
Koszty sprzedaży,,,,,-0.25,2.52,-15.7,-12.54,-5.63,20.53,8.02,10.62,-1.3,-39.3,-24.89,10.12,-29.17,-94.57,-94.81,-97.07,-100.0,78.87,-11.54,-6.67,,-64.57,-34.78,-41.43,-46.97,-51.11,10.0,-14.63,-2.86,36.36,-24.24,-2.86,0.0,1193.33,2348.0,-14.71,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koszty ogólnego zarządu,,,,,17.14,5.24,1.98,-8.29,7.73,-21.04,9.18,18.4,-22.18,14.29,-3.12,44.76,24.8,1.33,55.68,-23.75,-10.65,22.32,-17.29,14.47,10.32,10.83,1.5,-3.61,7.65,-8.36,2.88,17.24,-4.24,0.95,1.11,-54.78,3.87,7.79,23.16,-106.71,-100.0,-100.0,-100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk ze sprzedaży,,,,,10.82,-12.95,-126.37,-35.27,-29.56,161.27,15.63,-32.25,63.46,187.53,16.11,-105.66,8.51,-95.23,-169.54,5069.78,46.4,5998.48,5.91,18.62,5.17,-100.35,-99.65,19.32,-26.1,6964.29,-1.03,-43.96,-35.57,-592.09,0.37,-16.68,33.87,93.09,7.79,279.21,54.48,2257.19,60.08,-32.93,46.53,13.79,180.96,12.39,7.93,3.43,-292.67,-44.44,-45.2,-108.82,10.7,29.64,3.13,-286.48,-94.92,-650.9,-102.01,-785.58,-194.69,63.52,-3820.3,-5.73,-0.31,-36.99,-134.68,-3.84,8.66,-208.78,-62.96,0.94,18.03,87.57
Pozostałe przychody operacyjne,,,,,-59.06,46.75,-147.62,40.98,1762.86,-92.33,375.0,-58.53,-93.79,819.23,-53.33,-46.14,8.64,125.1,120.78,-127.11,492.05,-20.26,3.53,244.8,49.33,-144.06,-69.32,19.89,149.36,1139.15,40.74,94.47,-95.31,-91.14,-19.74,-95.02,-84.62,-47.7,181.97,12028.57,307.14,3810.99,2547.67,-162.03,2324.56,-85.98,-96.29,189.81,-48.41,-13.23,514.2,270.97,-49.23,247.58,302.41,-67.44,187.02,-50.83,-95.24,26.08,-22.62,-76.08,1978.89,-19.39,-72.64,1454.24,-94.88,-89.84,490.91,-89.28,7154.25,-4588.14,-57.85,8185.42,-92.99,1707.16
Pozostałe koszty operacyjne,,,,,139.08,149.83,-375.89,-71.87,-31.57,-45.82,78.41,-127.18,-70.47,-28.61,-69.05,344.53,-62.31,83.97,114.79,80.35,896.0,-105.87,-838.1,507.09,-33.87,51.61,210.97,-55.34,-89.68,260.0,-64.53,-40.64,-31.37,670.83,170.49,111.17,-57.14,-33.51,-43.03,-94.27,433.33,1760.98,2957.45,-215.0,483.75,-67.37,1.74,1520.95,6.21,-1.87,-82.11,-90.74,-93.35,12.82,-180.11,462.46,1669.7,1317.53,143.2,2642.39,-70.21,-91.61,79.56,-98.36,11.49,3.66,174.77,12273.4,13965.46,2628.56,-6206.83,-48.66,6.78,-194.75,100.25,372.16
Zysk operacyjny (EBIT),,,,,1.47,-56.11,-92.06,27.78,-11.44,108.84,14.22,-24.84,45.03,1171.43,16.7,-108.52,10.07,-94.31,-199.93,1959.87,43.94,5801.32,10.29,-73.1,8.81,-104.19,-119.58,355.82,-15.32,1643.09,0.54,-41.09,-44.37,-263.39,-1.02,-81.66,32.84,92.43,9.8,2521.9,54.26,2418.66,81.29,-47.63,52.84,-6.55,85.09,5.74,4.57,2.87,-1916.13,12.02,-44.33,-100.67,105.23,-24.14,3.99,-25477.78,-3809.17,-1192.89,-97.42,-87.22,-150.44,82.18,-3052.09,4.27,-21.49,-621.94,-380.46,-122.22,281.6,-8.82,-35.94,142.79,-138.14,4.63
Przychody finansowe,,,,,288.46,-64.58,-15.62,-87.32,83.17,-94.79,507.41,-55.56,-97.84,1980.0,-107.32,33.33,-25.0,-79.81,100.0,243.75,133.33,666.67,,-72.73,928.57,103.11,256.41,86.67,84.72,25.99,120.14,825.0,61.65,-27.18,-31.37,-51.35,-10.23,0.33,19.52,35.71,-44.04,59.47,219.52,-67.84,64.81,-29.79,296.76,272.73,9.55,38.58,-89.22,186.34,16.92,594.86,-5.25,-51.28,57.02,-91.77,-64.0,212.59,-71.51,-35.58,70.09,-68.57,134.31,-6.4,-38.69,-202.49,-40.17,-68.94,-77.05,70.83,-39.16,3406.0,43160.71,-7545.24
Koszty finansowe,,,,,-39.82,-73.28,-46.87,-37.08,-50.76,-40.53,-5.32,-26.1,-27.18,-11.5,14.06,61.11,76.76,55.0,-30.28,-25.62,-12.75,22.58,-56.06,-64.9,-66.67,-85.26,-81.61,29.25,12.33,-107.14,-193.75,-102.19,-89.02,100.0,100.0,100.0,100.0,,,,55.56,545900.0,874.62,3021.02,18132.14,-1.14,6.69,-10.76,-6.27,15.88,-7.29,25.03,4.72,-15.19,15.22,-10.26,-10.58,-9.29,-21.28,-284.29,-46.37,-76.52,-86.76,111.68,-46.82,635.75,29.4,-221.11,-80.2,-47.31,-49.81,139.05,449.01,-99.68,2595.14,-1134.82
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-210.24,-100.0,-100.0,-100.0,167.14,,,,-100.0,-648.91,100.0,,,100.0,,,,,,,,,,,-100.0,,,,,,
Zysk z działalności gospodarczej,,,,,6.97,-6.74,-49.11,30.92,-7.72,99.77,19.4,-24.93,43.05,44733.33,4.38,-120.85,8.99,-104.33,-160.47,879.11,45.43,7782.76,13.13,-73.55,10.44,-97.51,-113.81,377.2,-14.99,2886.49,2.89,-36.31,-43.03,-233.94,-2.41,-79.87,31.53,98.67,4.35,2143.77,52.35,5983.05,29.25,-74.08,20.35,-25.73,57.09,21.4,6.86,-10.47,-266.63,4.47,-55.79,-191.59,36.03,-37.61,13.89,-768.35,-125.67,-2334.3,-119.84,-46.09,-67.71,79.0,-499.23,-19.73,-22.26,-581.38,-338.51,-84.83,275.72,-10.28,-38.2,142.6,-135.05,4.62
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,6.97,-6.74,-49.11,30.92,-7.72,99.77,19.4,-24.93,43.05,44733.33,4.38,-120.85,8.99,-104.33,-160.47,879.11,45.43,7782.76,13.13,-73.55,10.44,-97.51,-113.81,377.2,-14.99,2886.49,2.89,-36.31,-43.03,-233.94,-2.41,-79.87,31.53,98.67,4.35,2143.77,52.35,5983.05,29.25,-74.08,20.35,-25.73,57.09,21.4,6.86,-10.47,-266.63,4.47,-55.79,-191.59,36.03,-37.61,13.89,-768.35,-125.67,-2334.3,-119.84,-46.09,-67.71,79.0,-499.23,-19.73,-22.26,-581.38,-338.51,-84.83,275.72,-10.28,-38.2,142.6,-135.05,4.62
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,8.06,-8.56,-53.19,24.82,-9.19,93.17,23.2,-30.97,50.83,1503.85,3.4,-126.08,5.22,-110.87,-163.55,764.29,44.05,3294.12,13.86,-71.4,12.07,-98.24,-117.07,583.21,-15.38,3917.91,2.7,-56.97,-43.17,-233.25,-2.22,-80.19,31.86,97.96,4.34,2178.19,50.99,3969.86,27.71,-73.46,21.64,-32.96,61.06,10.44,6.65,-19.22,-311.0,-0.43,-58.2,-207.06,45.49,-57.0,22.15,-842.67,-164.55,-4444.56,-125.88,-72.92,-100.45,78.03,-574.54,-15.04,-30.83,-622.08,-293.28,-85.63,269.82,-3.44,-27.94,141.76,-132.61,4.02
