,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,39.94,25.67,54.22,47.08,99.44,59.27,67.06,43.49,17.42,14.83,3.34,24.09,36.66,20.25,29.34,10.48,-7.46,-2.4,0.28,-11.23,4.01,43.38,25.6,50.35,29.65,8.47,-6.52,-36.92,-35.89,-49.44,-38.12,-76.52,-31.43,-19.11,-27.91,173.55,-23.59,-13.3,-8.3,-18.29,46.54,13.48,-6.63,-1.55,-20.77,-23.56,-25.71,-16.22,-30.12,-23.3,6.08,17.97,39.82,44.3,25.01,4.05,15.35,10.85,5.57,0.23,-32.84,-3.52,-6.88,22.94,43.14,20.04,39.56,4.84,5.33,10.34,-1.31,1.79
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,32.94,24.23,52.89,54.95,117.73,59.45,69.03,35.76,12.48,10.9,-1.17,16.64,26.17,13.92,37.53,7.29,-2.79,3.72,1.58,-0.55,11.4,48.91,32.9,73.89,30.51,9.8,-7.29,-36.15,-35.17,-45.58,-35.99,-63.08,-35.61,-27.34,-34.43,41.47,-22.83,-16.15,-11.04,-19.52,40.5,12.85,-6.23,2.2,-23.13,-24.34,-26.56,-19.5,-26.85,-14.3,10.94,27.41,40.08,40.22,29.01,3.28,14.34,8.27,-0.85,-3.98,-33.33,-8.92,-6.22,21.79,46.52,28.63,36.69,6.97,6.84,9.13,3.41,2.97
Koszty sprzedaży,,,,,-62.29,-63.97,-33.24,-40.69,177.68,2.72,-57.38,-28.52,-42.77,101.32,148.51,101.52,25.84,2.96,74.9,215.29,-68.3,40.26,8.43,-91.41,339.44,-39.64,2.73,500.0,18.91,72.45,-14.31,39.97,-3.5,30.42,32.7,-266.48,-100.0,-100.0,-100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koszty ogólnego zarządu,,,,,3.88,-11.65,14.84,26.07,4.68,16.42,-3.25,16.07,20.57,19.9,21.9,37.93,32.3,36.27,31.21,-4.6,5.85,1.51,-9.11,-11.04,-16.87,-22.7,-15.84,-6.5,3.32,14.42,16.0,-11.08,-7.11,-21.32,-20.91,-35.65,-26.93,-11.55,-28.11,17.84,-11.04,-20.74,7.05,-0.55,12.92,9.33,30.75,-4.09,15.49,25.93,-1.85,37.32,2.05,10.2,1.94,-9.5,-0.67,-10.81,5.04,3.95,12.33,0.14,-11.24,-7.98,-2.78,0.89,1.95,3.83,-3.56,13.43,14.03,2.8,9.29,-5.65,3.69,11.76
Zysk ze sprzedaży,,,,,188.36,148.38,226.32,-526.75,-247.61,258.57,94.03,237.21,210.54,201.72,76.94,239.47,544.1,126.39,-55.41,49.95,-55.98,-60.82,-31.87,-91.78,-129.39,-23.43,-264.68,-1958.02,-25.73,-62.15,20.98,25.88,-87.0,-676.47,-74.88,-29.68,145.33,124.65,135.66,118.21,-75.96,107.98,60.3,-8.72,1038.09,25.74,-34.99,-54.33,-6.89,-37.64,-33.12,16.69,-98.44,-209.26,-114.94,-149.51,1992.15,66.18,-575.82,40.71,63.65,159.84,265.07,465.4,-69.71,513.84,-30.39,78.54,85.59,-101.62,163.13,-32.13,-80.89,2240.0,-78.56,-43.14
Pozostałe przychody operacyjne,,,,,-35.12,159.45,-75.68,37.5,87.76,9.73,753.52,-75.87,594.32,-86.2,-83.24,104.58,-70.94,127.3,637.62,102.77,-71.68,25.64,-10.66,-18.41,259.76,31.52,-30.51,-89.77,16.26,-107.58,-26.99,1575.85,-40.42,869.35,-22.52,-139.93,-38.14,-93.37,75.07,87.25,-54.13,367.75,-86.76,638.36,20.84,-61.26,13.55,-76.54,-2.4,48.14,-49.15,-17.59,-15.43,-27.57,213.41,365.46,-62.55,-57.04,1168.79,74.82,489.46,172.5,-96.57,-52.13,-65.87,182.06,28.76,-165.62,208.84,601.88,-151.52,304.33,-62.78,-91.58,674.95,-38.76
Pozostałe koszty operacyjne,,,,,104.49,-10.77,5.56,-32.98,-17.95,-16.3,142.74,-28.2,494.68,9.78,-18.16,288.29,62.45,-182.76,-99.98,115.11,-89.12,147.12,388400.0,-89.85,-64.19,487.06,149.34,-134.65,745.57,-76.25,-21.63,554.05,-42.15,27.74,-7.6,43.38,-26.77,-98.0,31.56,86.8,-54.61,8471.96,-58.4,-67.55,205.15,64.04,-56.81,-63.4,96.19,-77.36,663.63,273.5,-90.51,-62.89,-93.85,-37.51,-61.33,157.04,235.04,-79.33,55.86,1.51,102.11,298.02,5.42,115.71,-63.26,43.64,142.29,156.28,-11.25,97.32,-34.29,-53.04,-414.36,-85.76
Zysk operacyjny (EBIT),,,,,189.87,300.65,121.4,-396.61,-268.32,69.55,135.88,255.11,393.04,-8.07,54.89,180.98,85.58,238.51,-26.35,12.33,-34.29,-60.35,-36.7,-70.85,-100.16,-60.82,-233.72,-1153.91,-22636.11,-85.26,19.77,31.52,-92.71,-2366.22,-68.19,-67.39,144.69,126.28,125.73,98.2,-76.63,28.1,72.71,787.12,925.32,-16.2,-27.46,-56.64,-37.5,25.53,-129.38,-84.33,-91.57,-231.09,86.8,-728.72,612.58,50.33,1982.84,143.92,102.98,112.8,9.36,201.09,-72.03,1410.81,-8.33,5.3,115.97,-94.9,169.59,-64.98,-81.27,-58.78,-43.12,142.9
Przychody finansowe,,,,,-55.59,29.66,-83.94,122.81,171.7,-48.67,281.59,378.86,303.81,609.93,-60.61,-35.99,-11.58,-48.79,858.27,-57.87,1.66,-49.95,-70.28,-9.81,-37.66,-73.79,50.58,58.58,-8.36,-172.38,60.53,-53.45,-63.02,488.61,-104.8,-187.63,163.68,-40.16,372.59,205.49,92.17,-428.85,-290.61,-49.19,-85.3,150.13,148.75,994.13,624.58,-53.16,-527.47,21.98,-98.63,-75.03,100.22,-6.95,32.24,1812.9,-41200.0,61.19,403.48,-65.43,115.88,-83.14,89.82,370.67,-741.95,-27.65,-34.93,-88.24,126.32,274.02,146.32,881.83,-670.63,135.48
