,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,3463.0,7162.0,3833.0,1355.0,679.0,2945.0,106.0,124.0,119.0,124.0,-212.0,-15.0,2.0,3.0,-2.0,8.0,7.0,113.0,364.0,823.0,165.0,177.0,76.0,136.0,467.0,2325.0,9636.0,7673.0,4794.0,10425.0,4534.0,2977.0,6003.0,14305.0,8281.0,8212.0,3571.0,11678.0,-64.0,318.0,7.0,104252.0,56732.0,47782.0,54217.0,33992.0,38799.0,35600.0,35674.0,55620.0,44351.0,38565.0,22279.0,31274.0,38990.0,44666.0,34314.0,48531.0,39677.0,56991.0,51951.0,75379.0,64407.0,67324.0,61721.0,62131.0,69053.0,59954.0,46373.0,52533.0,49965.0,49874.0,29486.0,44032.0,48329.0,50576.0
Techniczny koszt wytworzenia produkcji sprzedanej,952.0,808.0,1043.0,599.0,808.0,724.0,860.0,675.0,1578.0,610.0,-2186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3071.0,10182.0,6394.0,4639.0,15917.0,7856.0,5704.0,8144.0,14066.0,10182.0,9463.0,6634.0,13339.0,678.0,509.0,359.0,94823.0,55536.0,44151.0,48964.0,32264.0,37088.0,34230.0,33629.0,51616.0,42287.0,36983.0,20607.0,29886.0,36010.0,42179.0,33405.0,45331.0,38293.0,53182.0,49459.0,72260.0,63134.0,61481.0,58092.0,58787.0,65443.0,61162.0,44107.0,50803.0,48255.0,53881.0,28903.0,42127.0,45893.0,48985.0
Koszty sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,-378.0,131.0,206.0,94.0,472.0,329.0,127.0,251.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.0,1946.0,1522.0,1254.0,1385.0,2267.0,1596.0,1967.0,1469.0,2296.0,1697.0,2069.0,2121.0,3061.0,2865.0,2772.0,1972.0,3687.0,4715.0,2316.0,1278.0,2519.0,2255.0,2729.0,2488.0,3142.0,1769.0,1810.0,557.0,533.0,259.0,1229.0,827.0,3129.0,1543.0,638.0,1095.0,992.0,1123.0,833.0,1004.0,952.0,1095.0,1089.0,1108.0,580.0,1161.0,1011.0,1030.0,1111.0,1411.0,1373.0,1477.0,1557.0,1844.0,1661.0,1706.0,1711.0,1755.0,1336.0,1726.0,1798.0,2136.0,1554.0,1629.0,1419.0
Zysk ze sprzedaży,2511.0,6354.0,2790.0,756.0,-129.0,2221.0,-754.0,-551.0,-1459.0,-486.0,505.0,-1961.0,-1520.0,-1251.0,-1387.0,-2259.0,-1589.0,-1854.0,-1105.0,-1473.0,-1532.0,-1892.0,-2045.0,-2925.0,-2398.0,-3518.0,-2518.0,-2408.0,-5011.0,-7430.0,-4731.0,-5452.0,-4490.0,-2962.0,-4718.0,-4520.0,-5083.0,-3910.0,-1299.0,-724.0,-611.0,8200.0,369.0,502.0,3710.0,1090.0,616.0,378.0,922.0,3171.0,1060.0,630.0,577.0,299.0,1872.0,1907.0,-252.0,2189.0,354.0,2698.0,1081.0,1746.0,-204.0,4286.0,1785.0,1683.0,1904.0,-2919.0,511.0,394.0,-16.0,-5805.0,-1553.0,351.0,807.0,172.0
Pozostałe przychody operacyjne,1.0,8017.0,0.0,654.0,-1598.0,0.0,5666.0,0.0,-185.0,1644.0,1815.0,774.0,515.0,147.0,699.0,60.0,284.0,227.0,281.0,-193.0,438.0,181.0,371.0,431.0,877.0,6499.0,629.0,1307.0,1079.0,1311.0,7589.0,1935.0,1992.0,2967.0,1528.0,-676.0,1196.0,6847.0,3907.0,217.0,228.0,55.0,0.0,626.0,397.0,2704.0,58.0,-2595.0,664.0,25.0,13.0,1560.0,428.0,682.0,-518.0,126.0,663.0,17.0,13.0,18.0,19.0,1664.0,132.0,693.0,44.0,30.0,21.0,217.0,63.0,224.0,33.0,709.0,460.0,207.0,138.0,55.0
Pozostałe koszty operacyjne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,133.0,96.0,248.0,59.0,3.0,122.0,29.0,237.0,721.0,362.0,26.0,266.0,52.0,545.0,23.0,24.0,291.0,200.0,56.0,6808.0,5850.0,190.0,131.0,568.0,6653.0,89.0,1056.0,1120.0,-730.0,11.0,1070.0,193.0,86.0,110.0,2295.0,18.0,1643.0,301.0,458.0,4.0,197.0,41.0,11.0,18.0,160.0,10.0,517.0,4.0,8.0,1.0,1561.0,61.0,359.0,3.0,75.0,5.0,883.0,869.0,18.0,0.0,3720.0,377.0,-324.0,478.0,2140.0
Zysk operacyjny (EBIT),2512.0,14371.0,2790.0,1410.0,-1727.0,2221.0,4912.0,-551.0,-1644.0,1158.0,2083.0,-1320.0,-1101.0,-1352.0,-747.0,-2202.0,-1427.0,-1656.0,-1061.0,-2387.0,-1456.0,-1737.0,-1940.0,-2546.0,-2066.0,2958.0,-1913.0,-1392.0,-4132.0,-6175.0,-3950.0,-9367.0,-2688.0,-126.0,-3758.0,-11849.0,-3976.0,1881.0,1488.0,223.0,-394.0,7185.0,176.0,1042.0,3997.0,1499.0,656.0,-3860.0,1285.0,2738.0,1069.0,1993.0,964.0,970.0,1336.0,1873.0,401.0,1689.0,363.0,2708.0,1099.0,1849.0,-133.0,4620.0,1826.0,1638.0,1920.0,-3585.0,-295.0,600.0,17.0,-8816.0,-1470.0,882.0,467.0,-1913.0
Przychody finansowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,-141.0,5.0,7.0,11.0,2.0,6.0,1.0,3.0,50.0,7.0,6.0,56.0,45.0,12.0,9.0,12.0,80.0,791.0,-199.0,464.0,-139.0,2.0,1.0,1.0,1.0,1.0,39.0,1.0,1.0,1.0,838.0,170.0,391.0,117.0,41.0,172.0,821.0,355.0,142.0,230.0,456.0,37.0,280.0,67.0,-47.0,90.0,740.0,-38.0,252.0,15.0,24.0,238.0,401.0,182.0,91.0,102.0,-169.0,573.0,56.0,-30.0,-395.0,16.0,149.0,108.0,-187.0
