,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,27.38,231.32,-34.03,116.23,-17.85,-44.33,23.71,121.7,-39.78,25.41,1275.43,-448.03,1.97,-44.82,-98.02,88.54,14.08,7833.33,50.94,4502.29,5925.62,-84.24,1841.19,-19.87,-71.88,200.07,140.42,67.73,56.88,-6.21,9.11,-57.07,-36.39,-32.11,-97.6,96.1,-94.12,-45.63,890.45,-58.83,3975.16,145.13,188.22,240.02,-60.17,-69.72,-17.78,-102.28,-16.96,-168.04,-72.93,445.23,-75.31,238.35,-18.33,348.3,2165.24,200.26,159.34,23.53,-76.33,-75.77,-71.33,-72.72,-89.83,-30.91,400.79,-19.56,71.17,418.21,-62.78,69.96
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,-57.12,-70.22,-23.6,-9.01,64.66,248.84,93.79,222.6,117.15,89.98,77.57,108.54,5.24,-14.13,-34.75,-41.28,7.9,40.58,244.4,169.83,864.23,296.5,22.94,6.35,-44.66,58.6,160.85,231.76,28.08,12.77,4.88,-34.7,-24.7,-38.49,-79.15,-30.86,-87.58,-94.97,-78.86,-58.66,1859.88,2284.68,1447.08,363.51,-68.45,-72.41,-66.04,-97.81,-62.69,-56.5,-53.45,245.55,-41.18,166.61,14.65,424.36,2378.09,182.23,119.66,28.21,-77.76,-91.29,-79.17,-92.56,-92.19,6.33,245.24,395.48,150.07,193.88,-51.5,-41.28
Koszty sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2,115.59,-14.92,-0.18,-11.53,-31.29,14.18,-17.3,-11.93,-5.26,-44.61,-2.2,-1.88,-41.55,256.93,-186.04,-26.33,-21.07,-84.38,174.61,-73.78,-45.55,-94.71,-97.89,-72.53,-75.0,150.0,333.33,0.0,0.0,0.0,0.0
Koszty ogólnego zarządu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.45,-4.81,-13.92,85.63,84.94,-5.75,8.81,-3.33,17.8,-2.73,-12.43,9.74,-9.35,2.99,25.13,-7.72,6.28,13.14,-14.97,14.55,-1.5,-12.55,-5.1,-16.5,4.17,15.5,23.58,-26.79,13.4,-4.49,-13.95,46.46
Zysk ze sprzedaży,,,,,434.34,269.96,-56.58,68.26,-75.68,-129.71,-243.03,-547.71,-784.47,-246.18,4901.69,-722.4,-6.9,-12.77,-110.09,63.34,-4.92,3301.6,-289.59,511.91,1789.32,-108.13,141.61,-34.53,-95.57,232.91,74.58,-81.34,369.55,-75.49,29.49,-418.35,-70.98,75.0,-169.56,324.54,-413.79,77.74,116.85,-77.52,115.23,-80.32,-148.88,155.03,-129.52,-316.78,1897.08,-168.02,1398.88,-465.74,-133.87,40.71,-220.33,73.41,-159.27,104.83,269.23,85.03,82.87,-736.67,-111.85,61.89,-138.37,139.4,-372.04,-1227.82,306.01,-1065.45,-24.11,513.82,-122.09,96.66
Pozostałe przychody operacyjne,,,,,718.52,147.76,46400.0,-281.9,-99.28,-54.98,-78.71,106.19,773.68,18.79,-27.27,133.13,40.96,136.16,214.58,-48.84,98.29,39.95,114.57,505.05,45.91,215.38,40.12,-397.5,-99.7,-99.35,-99.27,105.86,350.0,333.33,460.0,-73.21,666.67,23.08,-219.64,-87.5,-94.2,76.56,200.0,-571.43,575.0,-61.06,-91.04,242.42,814.81,-93.18,833.33,1100.0,-64.78,10466.67,9051.79,739.89,3189.66,-328.71,-23.57,-90.54,-188.54,878.48,-64.49,-1160.27,151.62,-98.8,-239.04,121.68,-51.38,2814.71,79.83,-48.64,788.99,170.53,8501.54,3995.65
Pozostałe koszty operacyjne,,,,,,,,,-100.0,1485.71,75.58,,,-9.91,-357.14,-43.66,-91.06,433.0,193.75,458.05,14.81,3541.65,650.0,198.97,-100.0,-99.91,-87.11,-44.51,,1505.56,10.34,-93.27,,-39.45,62.5,1588.29,42.5,-48.57,-146.15,151.11,-84.21,-46.67,283.33,-75.33,11.11,1995.83,-96.21,86.38,200.0,-101.19,580.0,181.08,-36.67,1483.33,-155.88,-57.68,663.16,3560.84,2247.37,849.91,290.34,-94.67,-79.66,-100.33,-92.76,-85.49,-84.34,117.33,-97.56,1195.74,-100.0,65.38,4400.0,-0.33,,6567.44
Zysk operacyjny (EBIT),,,,,2422.22,208.62,209.16,-385.6,-94.34,-120.83,-101.44,50.32,-787.78,-263.49,68170.59,-474.31,21.57,-30.39,-106.74,42.83,17.3,1794.11,-432.82,273.3,2784.56,-106.95,175.26,-81.94,-95.7,355.2,0.67,4.14,365.19,-76.72,29.85,-643.3,-70.49,93.11,-171.14,125.23,-411.22,83.25,114.64,-88.39,115.64,-106.68,-156.1,822.92,-93.71,-521.46,1913.81,-770.93,6002.56,-461.43,-15.04,83.16,-102.73,-5.99,-107.58,-1681.81,2573.85,154.42,336.2,87.97,-55.91,-102.25,-630.2,124.33,-381.95,-250.89,180.05,-285.44,217.06,3169.47,609.47,872.81
Przychody finansowe,,,,,,,,,,,,-64.1,431.34,-62.68,1500.0,-211.36,-91.29,-81.85,-92.24,92.46,45.16,988.24,-236.11,1582.35,146.67,-51.71,493.88,-54.96,556.76,-158.58,-6.48,78.41,-93.42,122.29,-60.94,-37.53,12.5,-28.57,-17.73,-92.09,3703.7,-316.0,-130.17,-90.0,-97.37,251.85,297.14,3600.0,951.85,57.32,-143.48,-32.43,-86.8,34.11,660.0,754.0,813.33,288.44,344.64,2316.16,293.87,384.08,-741.1,-30.95,-75.35,-99.82,137.71,-87.66,288.27,8050.0,-41.97,-129.58,-87.96,36.81,105.15,2523.85
