,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Period,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4
Przychody ze sprzedaży,,,,,-95.63,-92.3,137.79,-130.27,-3.51,13.73,-40.71,147.02,56.36,60.34,46.27,7.59,147.67,280.65,345.92,10318.82,2161.5,-479.1,4088.1,-207.07,62.9,194.86,-87.9,115.45,-87.65,-140.38,15.76,-64.1,-66.98,411.09,-76.2,74.52,321.88,53.78,16.23,-44.77,-86.74,-65.68,-74.47,794.48,58.66,56.4,660.77,-98.1,647.54,-9.47,-48.66,952.33,-76.68,-89.12,-38.19,-43.09,-73.94,293.08,39.59,-265.05,-92.25,-100.0,-100.0,1101.76,24050.0,,,-76.74,-69.23,-91.95,-94.37,317.87,554.78,679.7,1707.61,-82.6
Techniczny koszt wytworzenia produkcji sprzedanej,,,,,-84.14,-86.93,-99.32,-124.85,-57.41,-4.56,1750.0,150.86,9.39,11.55,-21.17,-56.98,14349.49,-24.64,61.14,-23778.07,-93.71,856.4,1237.23,113.47,218.72,157.53,30.92,-14.77,-33.47,-110.74,102.53,-91.25,-43.25,494.44,-50.44,-883.76,-32.55,-9.0,-83.33,139.22,-41.0,-59.41,23.61,760.62,-21.93,22.26,47.11,-83.93,2.38,14.59,-4.33,-12.93,7.84,40.04,-78.84,0.5,10.5,-44.83,143.42,-267.46,-77.47,-77.73,-65.27,461.67,1131.89,2232.14,705.45,-73.79,-54.28,-71.67,-67.25,-24.56,-0.96,-32.97,59.14,-1.57
Koszty sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koszty ogólnego zarządu,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk ze sprzedaży,,,,,73.26,84.3,104.89,122.89,65.76,8.96,-253.47,-152.69,11.11,3.11,50.32,84.41,-25254.46,176.47,301.3,119813.79,110.62,-2449.65,9274.84,-137.78,-30.06,-16.79,-118.74,87.55,-234.98,101.12,-173.08,115.62,35.18,-1468.18,41.55,1092.94,93.99,175.75,97.31,-110.72,-515.32,-93.2,-617.95,-707.98,43.05,951.61,85.12,59.53,468.64,-82.82,-484.0,90.81,-117.29,-2716.07,118.22,-403.06,-179.03,74.81,-197.74,269.98,74.71,46.88,-97.69,187.59,177.71,-107.65,-69.65,-84.19,-319.85,-135.87,-34.4,1755.91,1381.94,281.67,199.66,-96.44
Pozostałe przychody operacyjne,,,,,-88.36,1295.6,-93.4,-174.62,-100.0,-99.38,-100.0,98.97,,-100.0,,102.46,,,,-83233.33,191.67,114.53,-98.57,100.04,-81.82,-60.0,-130.77,1100.0,1400.0,-100.0,150.0,-50.0,1956.67,,2816.67,-8750.0,-97.24,-62.5,-90.29,163.97,-88.24,1326.67,-47.06,-15.36,20000.0,314.02,6955.56,-688.26,-85.07,-98.42,-98.58,105.69,-83.33,378.57,1133.33,1440.43,120.0,1.49,-32.43,-107.18,13063.64,-77.94,-16.0,-1956.73,-100.0,10806.67,-100.0,205.61,,-97.74,,-100.0,,-100.0,242.86,
Pozostałe koszty operacyjne,,,,,,,,,,,,,,,,,,,,,,,,299.28,375.0,14.58,-80.0,12.61,111.84,661.45,341.03,184.61,115.53,-95.18,-84.75,-90.15,-86.74,-64.36,-50.39,1280.46,32.61,2994.44,46.88,16.99,657.38,19.84,61.7,-111.81,-12.55,-92.88,-59.21,125.9,-85.15,4768.42,-3.23,3305.23,15.0,-74.66,253.33,-101.13,-89.86,-99.49,-97.64,3387.88,-100.0,53383.33,-100.0,0.32,,-90.43,,-88.19,,-100.0,-100.0,-100.0
Zysk operacyjny (EBIT),,,,,-90.24,1588.08,-89.39,-180.21,-111.62,-101.37,-124.68,97.31,11.11,-41.67,50.32,91.56,-25265.18,84.49,3849.35,122973.08,110.6,-12227.59,411.43,-144.5,-32.4,-17.17,-116.15,79.87,-246.32,51.06,-247.15,-14.29,47.1,67.66,48.04,166.49,91.12,165.61,96.19,-320.6,-430.0,-299.77,-464.02,-66.17,39.49,85.85,138.7,74.23,342.76,79.67,-318.72,91.44,-127.34,-23992.0,123.5,-2685.23,-147.99,75.54,-245.11,116.32,467.25,87.3,25.47,-337.37,-94.99,-958.82,-119.1,124.38,-319.85,37.88,-46.79,1371.71,1381.94,241.79,195.0,-96.02
Przychody finansowe,,,,,,,,,,,,,,,,,,,,,,,,33.21,-48.82,211.14,24.51,-71.53,142.01,-64.95,180.24,101.91,-0.45,-59.59,-34.91,-44.43,-53.09,-21.3,-28.53,-19.62,-31.65,191.28,52.93,-382.49,288.42,-134.25,-51.49,128.17,-90.33,125.06,219.01,-75.0,185.05,1203.67,-92.12,-2114.67,-75.08,-98.17,-73.26,93.38,-89.47,-42.31,-26.09,71.0,-62.5,1800.0,-17.65,775.86,600.0,-93.33,57.14,-49.49,161.9,63.16,181.82,-40.4
